,FASTK (10922)
ACH-000004,-0.1879144737687493
ACH-000005,0.3716390610389099
ACH-000007,0.2435691295097296
ACH-000009,0.19835239201795635
ACH-000011,0.2316016573270291
ACH-000012,0.041942285014268485
ACH-000013,0.13585409151247707
ACH-000014,-0.2838883189864137
ACH-000015,0.08307738188112608
ACH-000017,0.12781134781594367
ACH-000018,-0.07816056804159302
ACH-000019,0.05912922797785203
ACH-000021,0.03931801382617122
ACH-000022,0.08611424234259492
ACH-000025,0.14514129545422064
ACH-000028,0.09320924280002403
ACH-000030,0.10876862967837143
ACH-000035,0.0616440065326841
ACH-000036,-0.15157192434546465
ACH-000037,0.07043590750312631
ACH-000039,0.03924720156005075
ACH-000040,0.08365590815122978
ACH-000041,0.15708316637083994
ACH-000042,-0.010385425798845323
ACH-000045,-0.06663936750261243
ACH-000047,0.007806103390253423
ACH-000052,-0.05394540241580946
ACH-000053,0.09541454329479553
ACH-000054,0.017580203263202844
ACH-000055,0.09215103856873698
ACH-000060,-0.006657737999390839
ACH-000067,0.07430657117320051
ACH-000070,0.03253868577531013
ACH-000075,0.11475322239922055
ACH-000078,0.0023333188866147157
ACH-000082,-0.0899708518372605
ACH-000085,-0.058532862926511074
ACH-000086,0.012117645734379236
ACH-000087,0.19643374070498348
ACH-000092,0.05534113762930555
ACH-000095,0.055598759366227456
ACH-000097,0.07068458501105371
ACH-000098,0.08907211269422896
ACH-000099,0.1332632050545522
ACH-000108,0.1582398126485342
ACH-000113,0.15022916976873352
ACH-000116,0.02465172614611441
ACH-000118,0.06742030103421857
ACH-000120,-0.08957738918934509
ACH-000123,0.15927702234665633
ACH-000127,0.1617461186625137
ACH-000128,0.056197978304429526
ACH-000132,0.0972901166634631
ACH-000133,0.08320246628242782
ACH-000137,0.14513940929802066
ACH-000138,0.07093959760469218
ACH-000142,0.11161901734082784
ACH-000143,0.21794775904077415
ACH-000146,0.08812452054779006
ACH-000148,0.09424651791870886
ACH-000150,0.16810849584816712
ACH-000152,0.02656388259231419
ACH-000153,0.02723491100471875
ACH-000159,-0.02513966940332581
ACH-000160,0.02099967491971228
ACH-000163,0.14877610310009098
ACH-000167,-0.2723466055057391
ACH-000168,-0.004564017059350927
ACH-000169,0.06854747431785049
ACH-000178,0.049357024507694684
ACH-000183,0.10906614745878908
ACH-000188,0.09043517591327692
ACH-000189,-0.08924169821337524
ACH-000190,0.12634418993936716
ACH-000198,0.06840391631161045
ACH-000203,-0.055195471270357135
ACH-000204,0.2664816969837719
ACH-000206,0.1929759806979473
ACH-000207,0.13838214767218
ACH-000208,0.41940926957362906
