,PIGF (5281)
ACH-000004,0.2540004671913808
ACH-000005,0.2315300882617575
ACH-000007,0.13318622925490572
ACH-000009,0.05314229698286387
ACH-000011,-0.04944266394742458
ACH-000012,0.16913519415468026
ACH-000013,0.08752135405751947
ACH-000014,0.06399697397981957
ACH-000015,0.11176289034513498
ACH-000017,0.14476768372234164
ACH-000018,0.035378568651977235
ACH-000019,0.12083034925101267
ACH-000021,0.0921406079808448
ACH-000022,-0.020700640092574232
ACH-000025,0.041779163557010654
ACH-000028,0.17743108716103595
ACH-000030,0.04975298359659623
ACH-000035,0.11742134784693248
ACH-000036,-0.02660354166299412
ACH-000037,-0.03146381329272301
ACH-000039,0.24053697122839535
ACH-000040,0.011120495946079991
ACH-000041,0.00702347697791824
ACH-000042,-0.00580834499439997
ACH-000045,0.21350520601332568
ACH-000047,-0.09330923706576008
ACH-000052,-0.03818702328597863
ACH-000053,0.08611874661364502
ACH-000054,-0.0044477585218616
ACH-000055,0.041644408855580566
ACH-000060,-0.008723461732487012
ACH-000067,0.005016254110401089
ACH-000070,0.31202526409081005
ACH-000075,0.0926564639449696
ACH-000078,-0.16411038720271542
ACH-000082,0.07478047045430547
ACH-000085,-0.047066813171153056
ACH-000086,0.03777669402568592
ACH-000087,0.12671375562665824
ACH-000092,0.0131720563885868
ACH-000095,0.006401077973663627
ACH-000097,0.030374156591443807
ACH-000098,-0.04283592933167372
ACH-000099,-0.13625175682736007
ACH-000108,0.06678164391255766
ACH-000113,0.06934742900872687
ACH-000116,0.09787816421385692
ACH-000118,0.08884398896305193
ACH-000120,-0.005101271996461852
ACH-000123,0.02879420454765324
ACH-000127,0.17800900360719554
ACH-000128,0.021675364620120072
ACH-000132,0.02905676720142325
ACH-000133,0.016846709269780144
ACH-000137,0.23008850512201645
ACH-000138,0.18074507971998524
ACH-000142,0.21936176034352928
ACH-000143,-0.038804915003180125
ACH-000146,0.07184587341079571
ACH-000148,0.06628715114491843
ACH-000150,-0.03781939782544698
ACH-000152,0.003288031536614853
ACH-000153,0.2384606284025701
ACH-000159,0.0429820562845735
ACH-000160,0.084527689336936
ACH-000163,0.267871140504144
ACH-000167,0.2350873744017608
ACH-000168,0.004393041173573234
ACH-000169,0.0016254339136475913
ACH-000178,0.0012026056252585873
ACH-000183,0.06322053675611446
ACH-000188,0.06151891678846377
ACH-000189,0.22211194479680565
ACH-000190,-0.024270578991040362
ACH-000198,0.1981145910208372
ACH-000203,-0.5569111269690928
ACH-000204,0.2683927221266145
ACH-000206,0.15217374832841654
ACH-000207,0.09531089102509303
ACH-000208,-0.011464057973270816
ACH-000210,-0.12945016789212938
ACH-000211,0.10942375113898332
ACH-000215,0.09264289427288763
ACH-000221,0.0967577366075799
ACH-000222,-0.10154963039728153
ACH-000223,-0.07696152834369042
ACH-000226,-0.058376856266027524
ACH-000227,-0.1554760428228063
ACH-000228,0.155201339306299
ACH-000231,0.11639372632304305
ACH-000232,0.03120898866564837
ACH-000233,0.008929885204282461
ACH-000234,-0.04385129381098539
ACH-000235,0.062046150710503276
ACH-000237,0.04118829240829013
ACH-000238,0.1146617115190151
ACH-000242,0.2071310569495735
ACH-000243,0.07182995507088343
ACH-000244,-0.17015918508986164
ACH-000246,0.19569950835685665
ACH-000248,0.13159913595315914
ACH-000250,0.04681120776270873
ACH-000251,0.053608725631094964
ACH-000252,0.004547857232647762
ACH-000253,0.017873665882092715
ACH-000255,0.04592601820386849
ACH-000256,0.1456934289619574
ACH-000257,0.28987313049924435
ACH-000258,0.03138613896155189
ACH-000259,0.16619159835836605
ACH-000260,0.0751290513590599
ACH-000261,0.0015695225894998164
ACH-000262,0.12986827790849073
ACH-000263,0.013761033468712179
ACH-000264,0.026175880566496917
ACH-000265,0.07984759580206259
ACH-000266,0.032704888000801374
ACH-000272,0.08935790335758532
ACH-000274,-0.019826636655413458
ACH-000277,-0.02106471830163251
ACH-000278,0.08617864586392354
ACH-000279,0.09110892429572827
ACH-000280,0.039387143862547214
ACH-000281,-0.02344764660538572
ACH-000288,0.10669669243727893
