,UPF1 (5976)
ACH-000004,-0.5832431772757574
ACH-000005,-1.041913331367126
ACH-000007,-0.708849685772674
ACH-000009,-0.8928347706893317
ACH-000011,-0.5955636636128078
ACH-000012,-1.0198500078917596
ACH-000013,-0.8696608270533553
ACH-000014,-0.7799173087240638
ACH-000015,-0.749854470161573
ACH-000017,-1.0820146387537484
ACH-000018,-0.7093369754526446
ACH-000019,-1.1112023033394596
ACH-000021,-0.9447333723116133
ACH-000022,-0.8664454101087853
ACH-000025,-0.7777135921112721
ACH-000028,-0.9085726976699204
ACH-000030,-0.9154775136170501
ACH-000035,-0.8632567197103947
ACH-000036,-0.9035623933219744
ACH-000037,-0.3269390512659986
ACH-000039,-0.6032191270058216
ACH-000040,-0.5878024131633147
ACH-000041,-0.5412523316889561
ACH-000042,-0.8493688997058093
ACH-000045,-0.5190626630140437
ACH-000047,-0.7656056197341266
ACH-000052,-0.7379243804561424
ACH-000053,-0.8459770608029272
ACH-000054,-0.7119937019307254
ACH-000055,-0.8885178266211723
ACH-000060,-0.8182600411244181
ACH-000067,-0.7868866662237646
ACH-000070,-0.7419492570130768
ACH-000075,-0.602704227107444
ACH-000078,-0.6185927189826566
ACH-000082,-0.6555100704276792
ACH-000085,-1.1329024759187083
ACH-000086,-0.9431052433927132
ACH-000087,-0.9497865405588454
ACH-000092,-0.5736691117936913
ACH-000095,-0.9263901619362848
ACH-000097,-0.9522227447348738
ACH-000098,-0.7173595229486336
ACH-000099,-0.6502156229045879
ACH-000108,-0.8727231827549147
ACH-000113,-0.7242815086700543
ACH-000116,-0.9765205601618788
ACH-000118,-0.8973068066199409
ACH-000120,-0.820473404043309
ACH-000123,-0.8160589604501862
ACH-000127,-0.7911553676636585
ACH-000128,-0.844995412974174
ACH-000132,-0.7749250508258367
ACH-000133,-0.6614807038955073
ACH-000137,-0.7962502243032347
ACH-000138,-0.7380729389124167
ACH-000142,-0.8999222630562027
ACH-000143,-1.0932914242485612
ACH-000146,-0.7270401451010602
ACH-000148,-0.5081332300808648
ACH-000150,-0.8617021084696755
ACH-000152,-0.8045509830879174
ACH-000153,-0.6493980889013031
ACH-000159,-1.0219389835072563
ACH-000160,-0.5455600167891421
ACH-000163,-0.5147786355430743
ACH-000167,-0.10529646556551564
ACH-000168,-0.7250718120352142
ACH-000169,-0.7376777259883148
ACH-000178,-0.6254560392409013
ACH-000183,-0.9200363692855512
ACH-000188,-0.8158800916276425
ACH-000189,-0.6528102882424797
ACH-000190,-0.4600245380652022
ACH-000198,-0.8560234570280931
ACH-000203,-0.7384535474471218
ACH-000204,-0.8590585117988798
ACH-000206,-1.0006937030166858
ACH-000207,-0.7615587057374339
ACH-000208,-0.7947017078373045
ACH-000210,-0.7121765883357578
ACH-000211,-0.6933449319297954
ACH-000215,-0.6485133172207944
ACH-000221,-0.7216656742997428
ACH-000222,-0.5550180203365868
ACH-000223,-0.9742140904208312
ACH-000226,-0.6853608793431736
ACH-000227,-0.5702377436213231
ACH-000228,-0.8056236480671097
ACH-000231,-0.7480470376611074
ACH-000232,-0.7307062319848316
ACH-000233,-0.9931761686658992
ACH-000234,-1.0240009471442375
ACH-000235,-0.7609123592677098
ACH-000237,-0.754882130258622
ACH-000238,-0.7034991980795644
ACH-000242,-0.8718942473441756
ACH-000243,-0.7781370169892973
ACH-000244,-0.8062915091871989
ACH-000246,-0.8100691136957091
ACH-000248,-0.7583522240424383
ACH-000250,-0.8028291894561093
ACH-000251,-0.7464189654542164
ACH-000252,-1.0284867033381713
ACH-000253,-1.0189782665526006
ACH-000255,-0.8200588123839885
ACH-000256,-0.8522879228744937
ACH-000257,-0.6974028161436698
ACH-000258,-0.8700775063701639
ACH-000259,-0.979892327430002
ACH-000260,-0.9284495635559636
ACH-000261,-0.8315148716382689
ACH-000262,-0.7473266189617034
ACH-000263,-0.7627518650287046
ACH-000264,-0.6416389955107563
ACH-000265,-0.6337647290197386
ACH-000266,-1.0055409724451445
ACH-000272,-0.7711565221032699
ACH-000274,-0.8315105377705148
ACH-000277,-0.7899460414129945
ACH-000278,-0.7635778262495784
ACH-000279,-0.39878658302880976
ACH-000280,-0.9636351818260226
ACH-000281,-0.7842272920413207
ACH-000288,-0.546176203885917
ACH-000291,-0.7849448469828284
ACH-000293,-0.9446805078420084
ACH-000294,-0.7601714196003758
ACH-000295,-0.7275353479660509
ACH-000296,-0.6966907179239524
ACH-000302,-0.8893586765246152
ACH-000304,-0.7719295232017792
ACH-000307,-0.9861338142841816
ACH-000308,-0.8246279228068668
ACH-000310,-0.8116615650145449
ACH-000311,-0.8958534212168681
ACH-000312,-0.7070842431362935
ACH-000315,-0.7137559749402607
ACH-000316,-0.7397946803589259
ACH-000317,-0.7278960136240906
ACH-000318,-0.9525472924630382
ACH-000319,-0.6431279193477868
ACH-000320,-0.7998869588274257
ACH-000322,-0.7828994522390014
ACH-000323,-0.7711871334154833
ACH-000324,-0.8629773787267555
ACH-000329,-0.4609566348533107
ACH-000330,-1.0412490064254154
ACH-000331,-0.8279319872558879
ACH-000332,-0.8354493632823538
ACH-000334,-0.7445678442825536
ACH-000335,-0.7007073828081469
ACH-000336,-0.7091553166458594
ACH-000337,-1.042384395598162
ACH-000338,-1.2720471244776983
ACH-000339,-0.7803637308835254
ACH-000341,-0.7893454306429071
ACH-000348,-0.7657540082734994
ACH-000350,-0.9519836917304496
ACH-000352,-0.962602362102783
ACH-000356,-0.7243945874572341
ACH-000361,-0.3441470272195575
ACH-000362,-0.6783669369130013
ACH-000363,-0.9891062635846546
ACH-000364,-0.8887720403480601
ACH-000365,-0.8334457901176328
ACH-000366,-0.9464178732660306
ACH-000368,-0.7853356703504137
ACH-000374,-1.0769543492397622
ACH-000375,-0.5862694575268325
ACH-000376,-0.6168543982098659
ACH-000381,-0.9154430006523168
ACH-000383,-0.7540857324938349
ACH-000387,-0.7690712945625469
ACH-000389,-0.7240914625765545
ACH-000390,-0.9800373090333656
ACH-000393,-0.9442368789204832
ACH-000395,-0.9900221111093408
ACH-000396,-0.9843214013385986
ACH-000397,-0.9686411741457152
ACH-000401,-0.8426211107343536
ACH-000402,-0.7378793431952485
ACH-000403,-0.9763977950751049
ACH-000404,-0.5288449909845045
ACH-000406,-0.7657277445756587
ACH-000407,-0.6162058911129272
ACH-000408,-0.8425802996436921
ACH-000410,-0.7316847347132623
ACH-000411,-0.6220238512460173
ACH-000414,-0.9292756573754584
ACH-000415,-0.937780455544475
ACH-000416,-0.8471639764460572
ACH-000420,-1.1507995064780434
ACH-000421,-1.0360432274633171
ACH-000424,-0.7328309743708685
ACH-000425,-0.6610230407258629
ACH-000426,-0.9156446915499594
ACH-000427,-1.0992706957485066
ACH-000433,-0.607202924264366
ACH-000435,-0.7004295920956403
ACH-000436,-0.9403219919102755
ACH-000444,-0.7484225728208765
ACH-000445,-0.8199788581046921
ACH-000448,-0.8561177329968721
ACH-000450,-0.8847545069251314
ACH-000452,-0.8032546991233485
ACH-000454,-0.7879727686231004
ACH-000458,-1.0053050826480814
ACH-000459,-0.7378943523975183
ACH-000460,-0.8945143326264869
ACH-000461,-0.7184897994953506
ACH-000463,-0.7534184151789683
ACH-000464,-0.6318070529063305
ACH-000466,-0.991113827074734
ACH-000467,-1.0737090817244743
ACH-000468,-0.8120315084121055
ACH-000469,-0.5779007926946892
ACH-000470,-0.8962094807813299
ACH-000471,-0.6888471697654368
ACH-000472,-0.9256756320813252
ACH-000473,-0.8926250614545549
ACH-000475,-0.9509071930044148
ACH-000476,-0.9178111510751292
ACH-000477,-0.775274981745069
ACH-000479,-0.5943979580195012
ACH-000480,-0.6318025038534816
ACH-000481,-0.8321562346141005
ACH-000483,-1.013777988788624
ACH-000484,-0.9724659576712952
ACH-000485,-0.9384009714881112
ACH-000486,-0.6274425596959572
ACH-000487,-0.6747362300174905
ACH-000488,-0.9975021140855778
ACH-000490,-0.7595722270619664
ACH-000491,-0.7945936344156245
ACH-000495,-0.6924546651240852
ACH-000496,-0.9350397532856084
ACH-000499,-0.5092947109612892
ACH-000500,-1.044816300628714
ACH-000502,-0.5539287508854849
ACH-000503,-1.0150593700888968
ACH-000505,-0.6445305718527286
ACH-000507,-0.9096052837983826
ACH-000510,-0.6625960682235169
ACH-000511,-0.8425699090255957
ACH-000512,-0.7731456801664289
ACH-000516,-0.938285418800514
ACH-000517,-0.7982070459136792
ACH-000518,-0.9989556720188286
ACH-000520,-0.8745306428087046
ACH-000521,-0.7691100726291369
ACH-000522,-0.8137367446601024
ACH-000524,-0.9442231289623622
ACH-000527,-0.8235839330966287
ACH-000528,-0.8476329930801038
ACH-000537,-0.6777184996021036
ACH-000541,-0.9476382238848712
ACH-000542,-0.6384262565700616
ACH-000544,-0.9814466025154092
ACH-000545,-0.848009285212221
ACH-000547,-1.1465884445377459
ACH-000548,-0.837606220996097
ACH-000549,-1.2385568636264352
ACH-000550,-0.6901223703652226
ACH-000552,-0.9713983147979499
ACH-000556,-0.946766260720968
ACH-000557,-0.6497768405173716
ACH-000569,-0.9923310753893312
ACH-000570,-0.5288480618364857
ACH-000571,-0.8385705376225923
ACH-000573,-0.5424434163038107
ACH-000576,-0.4864174176274882
ACH-000579,-0.5813141588161781
ACH-000580,-0.8584212153375073
ACH-000584,-0.7510056256052281
ACH-000585,-0.7476054109258655
ACH-000588,-0.9398234687568856
ACH-000589,-0.6556449543667426
ACH-000591,-0.7659913450126871
ACH-000593,-0.7915105118947928
ACH-000600,-0.7755972972547158
ACH-000601,-0.8130521277790345
ACH-000605,-0.7395422738413688
ACH-000606,-0.7793559193149286
ACH-000608,-0.8686371339383328
ACH-000614,-0.8111535680853346
ACH-000616,-0.6060803279494441
ACH-000618,-0.8159519169229311
ACH-000619,-0.9931284620763992
ACH-000620,-0.8626099384428281
ACH-000621,-0.5468007982893677
ACH-000622,-1.0426726469661696
ACH-000623,-0.6897997598953661
ACH-000624,-0.9375471689675912
ACH-000627,-0.7039421916061276
ACH-000630,-0.7530497671097426
ACH-000631,-0.9123079859741544
ACH-000632,-0.5832751042226569
ACH-000633,-0.745408021697235
ACH-000637,-0.7419249880373734
ACH-000638,-0.7628765779297433
ACH-000646,-0.8833800396371186
ACH-000647,-0.8142416836824176
ACH-000648,-0.9483794512609328
ACH-000649,-0.7722576189703116
ACH-000651,-0.7451989721566947
ACH-000652,-0.7631727735598748
ACH-000653,-0.7837017719260224
ACH-000657,-0.8614651682405509
ACH-000658,-0.8691987885768211
ACH-000661,-0.9195797988940247
ACH-000662,-0.9837179372607056
ACH-000663,-0.853940662185184
ACH-000665,-0.9812267816110064
ACH-000671,-0.9467865301937228
ACH-000672,-0.7569860474300889
ACH-000673,-0.5387908547415543
ACH-000676,-0.6242716204631993
ACH-000677,-0.7386932971782876
ACH-000681,-0.7987397756731297
ACH-000683,-0.7674294401837511
ACH-000684,-0.5000588086050138
ACH-000688,-0.792486391246631
ACH-000693,-0.9016520090972256
ACH-000694,-0.8621254899970808
ACH-000695,-0.9470826108312717
ACH-000696,-0.8200600126297717
ACH-000697,-0.7999283134747223
ACH-000699,-0.6094403553942019
ACH-000701,-0.9081225913700349
ACH-000706,-0.6911078898082101
ACH-000711,-0.8699660154790188
ACH-000713,-0.6940754951556446
ACH-000714,-1.0177832135804843
ACH-000718,-0.75277670768058
ACH-000720,-0.8103045353342465
ACH-000721,-0.7981147213582661
ACH-000724,-1.1086848879532036
ACH-000725,-1.171170955017889
ACH-000732,-0.7392253606411149
ACH-000734,-0.6609533405020155
ACH-000735,-0.7154837216372492
ACH-000736,-0.8959018373714867
ACH-000738,-0.682741511929857
ACH-000746,-0.9577485816781942
ACH-000747,-0.9157752918916658
ACH-000748,-0.8863337303785755
ACH-000753,-0.7101136977403655
ACH-000756,-0.7460272684366224
ACH-000757,-0.7986087348400639
ACH-000758,-0.7372988696635683
ACH-000760,-0.7082009468584692
ACH-000762,-0.9712292279578798
ACH-000763,-0.8503300351045124
ACH-000764,-1.3507042619856604
ACH-000765,-0.7902398233209096
ACH-000766,-0.8254457476710827
ACH-000767,-0.8102632967541631
ACH-000768,-0.6481655842386286
ACH-000769,-0.9767112432956752
ACH-000770,-0.7553993037723751
ACH-000771,-0.896302468477615
ACH-000773,-0.9005935747389195
ACH-000776,-0.5281077773701193
ACH-000777,-0.7816819535765868
ACH-000778,-1.0425153650117711
ACH-000781,-0.7740758634218671
ACH-000782,-0.7338770276697014
ACH-000783,-1.0504457841403232
ACH-000784,-0.8563957355917076
ACH-000785,-0.9215703929988373
ACH-000787,-0.7586435785614727
ACH-000788,-0.7170623028942443
ACH-000791,-0.9889956153037134
ACH-000792,-0.7028718284371448
ACH-000794,-0.8821392643753786
ACH-000796,-0.89165868130991
ACH-000798,-0.9892491032658209
ACH-000799,-0.9219803639027144
ACH-000800,-0.842593667899786
ACH-000802,-0.7506282557694719
ACH-000804,-0.7249253066486159
ACH-000805,-0.6772064220142068
ACH-000809,-0.9383030949319666
ACH-000810,-0.9994367011267496
ACH-000811,-0.5980533087280931
ACH-000817,-0.9380092856085526
ACH-000819,-0.8126694174794764
ACH-000820,-0.6750851034988251
ACH-000821,-0.7758483535423805
ACH-000822,-0.6808422972940357
ACH-000823,-0.7116866143429772
ACH-000824,-0.9319973937508409
ACH-000827,-0.8540871031089378
ACH-000829,-0.7719485997596668
ACH-000831,-0.9112530210835854
ACH-000832,-1.192618215790383
ACH-000833,-0.7678249025954126
ACH-000834,-0.8772654629411609
ACH-000835,-0.6269459497731142
ACH-000836,-0.5809031543104599
ACH-000837,-0.9332487660962232
ACH-000838,-0.8397983628230503
ACH-000839,-0.9033602612467
ACH-000840,-0.8496143151190844
ACH-000841,-0.7875407178912174
ACH-000843,-0.7822687144783309
ACH-000846,-0.8647073838239656
ACH-000847,-0.5573232065005798
ACH-000848,-0.761093963896633
ACH-000849,-0.7516691705055563
ACH-000851,-0.5968410760766907
ACH-000855,-0.8767198190307831
ACH-000856,-0.6330319833982835
ACH-000858,-1.1208961791507477
ACH-000859,-0.7595332264822601
ACH-000861,-0.7274525912015991
ACH-000862,-0.8429555903748458
ACH-000865,-0.9317228779925412
ACH-000866,-0.8409270010837077
ACH-000867,-0.9132087186617608
ACH-000869,-0.8367879020479227
ACH-000872,-0.924222235325606
ACH-000873,-0.8584007619626681
ACH-000876,-1.0277156544288792
ACH-000878,-0.8048522078883924
ACH-000880,-0.7237735532799033
ACH-000881,-0.6404077944078556
ACH-000882,-0.8021166407478381
ACH-000884,-0.6873184760885871
ACH-000885,-0.8120463511689258
ACH-000887,-0.8568480947077134
ACH-000889,-0.8670083024655022
ACH-000896,-0.7765507016695491
ACH-000898,-1.0651555667009451
ACH-000900,-0.9710686059992816
ACH-000901,-0.4695150594116011
ACH-000905,-0.7521356347961657
ACH-000906,-0.7119373711891785
ACH-000907,-0.6875902842652604
ACH-000910,-0.7101363688591663
ACH-000911,-0.8278155171616041
ACH-000912,-0.7721704128102569
ACH-000913,-0.6129865384037608
ACH-000915,-0.7858825288536249
ACH-000916,-0.7019336287027736
ACH-000917,-0.9132982231594484
ACH-000920,-0.5094111171668415
ACH-000921,-0.8288938927485787
ACH-000924,-0.6263963194307174
ACH-000926,-0.8195543028602791
ACH-000928,-0.9408140573495416
ACH-000929,-0.8902070799697299
ACH-000932,-0.69153472031892
ACH-000935,-0.8131319205618173
ACH-000936,-0.7878926926629506
ACH-000937,-0.8165490554124883
ACH-000938,-0.7797344475734124
ACH-000939,-0.6898715630118201
ACH-000941,-1.0178069339599316
ACH-000943,-0.5905967527604753
ACH-000946,-1.0047483469853964
ACH-000947,-0.863397606423065
ACH-000948,-0.8701694194167297
ACH-000950,-0.8457383304231136
ACH-000953,-0.9573923018282224
ACH-000954,-0.9283659218523044
ACH-000957,-0.9589809659710009
ACH-000958,-1.0093567913402344
ACH-000960,-0.8360031902816553
ACH-000963,-0.8291263100712489
ACH-000968,-0.7272809113905728
ACH-000969,-1.02419389005091
ACH-000972,-1.0750571201742072
ACH-000973,-0.7924032173890049
ACH-000974,-0.8489486722137487
ACH-000978,-0.8354305335688307
ACH-000984,-0.9074154463622286
ACH-000986,-0.8499834570305078
ACH-000988,-0.8263451000472758
ACH-000993,-0.9731932043805089
ACH-000994,-0.9855413214067807
ACH-000996,-0.9742673841617402
ACH-001001,-0.9174692605893096
ACH-001020,-0.5643924111841241
ACH-001028,-0.6297985637025834
ACH-001031,-0.8709671661874037
ACH-001038,-0.7776566658011415
ACH-001048,-0.6707206743971214
ACH-001050,-0.7066273454178414
ACH-001053,-0.7546683098466529
ACH-001054,-0.771953277836765
ACH-001061,-0.8817806005662528
ACH-001067,-0.7771737177638953
ACH-001075,-0.7739278890414923
ACH-001096,-0.7097063600122306
ACH-001111,-0.8009911489703423
ACH-001119,-0.9235629783940132
ACH-001128,-0.2557213309272826
ACH-001134,-0.7991488543008242
ACH-001151,-0.8882193330052809
ACH-001163,-0.8327881000402401
ACH-001164,-0.7200147119263941
ACH-001183,-0.8289581864494432
ACH-001192,-0.5291465303268891
ACH-001193,-0.8288011394484512
ACH-001196,-0.9384938235687076
ACH-001197,-0.9232441731028868
ACH-001205,-0.6271109358675241
ACH-001211,-0.5879904113320079
ACH-001212,-0.8427285835527262
ACH-001228,-0.8273815590464442
ACH-001232,-0.6673557596833721
ACH-001239,-0.5228842446659211
ACH-001270,-0.9266852507635902
ACH-001274,-0.7604674882456051
ACH-001275,-0.7584650854978158
ACH-001277,-0.6405931845547767
ACH-001278,-0.9072723869165882
ACH-001280,-0.785305963246859
ACH-001283,-0.7037641804888615
ACH-001289,-1.0072489066091694
ACH-001300,-0.6015358854026278
ACH-001301,-0.7395779586068202
ACH-001302,-0.71186789758496
ACH-001306,-0.7359654860615095
ACH-001318,-0.5909745695101669
ACH-001322,-0.6656926740225466
ACH-001328,-1.1163245175394765
ACH-001332,-1.0221813204212211
ACH-001336,-0.9140952944550058
ACH-001346,-0.9875812720414712
ACH-001353,-0.8987627442443514
ACH-001354,-0.9416351652334246
ACH-001367,-0.9270255246468374
ACH-001368,-0.9648837506018988
ACH-001374,-0.7628065549835087
ACH-001377,-0.7516598474452346
ACH-001380,-0.8203544527575612
ACH-001391,-0.7426735391152297
ACH-001408,-0.94714454268798
ACH-001430,-0.6137905021938905
ACH-001431,-0.6564264247672916
ACH-001450,-0.7387419457559661
ACH-001496,-0.7190283241983199
ACH-001500,-0.6923801887866294
ACH-001523,-0.8745167664961442
ACH-001532,-0.7905327535626263
ACH-001550,-0.6014079281074605
ACH-001552,-0.879705794619885
ACH-001554,-0.7473618972881914
ACH-001654,-0.7087213104117497
ACH-001735,-0.8335805216705767
ACH-001736,-0.7820262982815404
ACH-001737,-0.8490462075757348
ACH-001740,-0.3918097523398224
ACH-001745,-0.5760149785866205
ACH-001765,-0.673605907690378
