,HNMT (3176)
ACH-000004,-0.08760912874023304
ACH-000005,-0.0005404619353569751
ACH-000007,-0.1309660402110655
ACH-000009,-0.08306716359392774
ACH-000011,-0.1859841201086235
ACH-000012,-0.028312569744072882
ACH-000013,-0.1544832775279912
ACH-000014,-0.023244870850713487
ACH-000015,-0.07662535519650213
ACH-000017,-0.005233420155791935
ACH-000018,0.0030173567325539
ACH-000019,-0.3132534249559579
ACH-000021,0.008334554769009291
ACH-000022,0.01859789853319975
ACH-000025,-0.0919533762700851
ACH-000028,-0.07808584351494792
ACH-000030,-0.10944203487653384
ACH-000035,-0.07696547671982629
ACH-000036,-0.09700015738773132
ACH-000037,-0.059562052050018986
ACH-000039,-0.07573092094413432
ACH-000040,-0.11865097050182402
ACH-000041,-0.08570589547697613
ACH-000042,-0.044140651459765305
ACH-000045,-0.17842504610727505
ACH-000047,-0.02816339640948006
ACH-000052,-0.05549041412933184
ACH-000053,-0.09359666461863432
ACH-000054,-0.05498370094631844
ACH-000055,-0.20556185080158845
ACH-000060,-0.04856412469526146
ACH-000067,-0.033917097536032684
ACH-000070,-0.2860598886163145
ACH-000075,-0.2129522611243251
ACH-000078,-0.12450214395114645
ACH-000082,-0.18677891884931302
ACH-000085,-0.28255912940877137
ACH-000086,-0.024895961915487454
ACH-000087,-0.2421090806370312
ACH-000092,-0.2155057032328866
ACH-000095,-0.06572766554988081
ACH-000097,-0.041773722480275034
ACH-000098,-0.2310337011088533
ACH-000099,-0.011794724398289491
ACH-000108,-0.14600365450652528
ACH-000113,-0.1610038157670932
ACH-000116,-0.09258279804967716
ACH-000118,-0.0369964068143005
ACH-000120,-0.11659201839474433
ACH-000123,-0.056794590239223786
ACH-000127,-0.1392517876886696
ACH-000128,-0.2541151791346773
ACH-000132,-0.24152225579643494
ACH-000133,-0.220791520059322
ACH-000137,-0.13411522713676458
ACH-000138,-0.12466693309089755
ACH-000142,-0.029676616712510286
ACH-000143,-0.1804259999087841
ACH-000146,-0.21631732801893055
ACH-000148,0.0016576480270965636
ACH-000150,0.028178226911712737
ACH-000152,-0.2277358748985657
ACH-000153,-0.14663269844536184
ACH-000159,-0.08832528485049364
ACH-000160,-0.13481322355081446
ACH-000163,-0.03944354338963421
ACH-000167,-0.07377695350290701
ACH-000168,-0.13266419429393408
ACH-000169,-0.0281643529567644
ACH-000178,-0.020398399943413626
ACH-000183,0.04734096100416559
ACH-000188,0.02721620455957231
ACH-000189,-0.14876703220456933
ACH-000190,-0.10107907847315838
ACH-000198,-0.18249129581540616
ACH-000203,0.17418755536157302
ACH-000204,-0.2281301153945811
ACH-000206,-0.01701177167643627
ACH-000207,0.0017190924029693994
ACH-000208,-0.08121601555375225
ACH-000210,0.09878634929700153
ACH-000211,-0.17892332712101072
ACH-000215,-0.08020240257650074
ACH-000221,-0.12008654353778755
ACH-000222,-0.1852803131952132
ACH-000223,-0.1728386979698938
ACH-000226,-0.15377534789299727
ACH-000227,-0.04288747203467248
ACH-000228,-0.02215407754514725
ACH-000231,-0.11485314653491592
ACH-000232,-0.09183483732023473
ACH-000233,0.09467673203738004
ACH-000234,-0.2317577079914838
ACH-000235,-0.08301384545915086
ACH-000237,-0.10084828466595014
ACH-000238,-0.11337185943070673
ACH-000242,0.044878961206846986
ACH-000243,-0.1421377344162872
ACH-000244,-0.23956739937661126
ACH-000246,-0.07438643043523371
ACH-000248,-0.21217987937909769
ACH-000250,-0.08176124937135698
ACH-000251,-0.2929596265037007
ACH-000252,0.04034815334487927
ACH-000253,-0.17133066599599645
ACH-000255,-0.1684635431450769
ACH-000256,-0.08688970974149983
ACH-000257,0.2491490409646944
ACH-000258,-0.1692546004916594
ACH-000259,-0.13188798424054107
ACH-000260,-0.1269500080366973
ACH-000261,-0.05438138538830768
ACH-000262,-0.1754812531191802
ACH-000263,0.14527526630189966
ACH-000264,-0.09842083303733017
ACH-000265,-0.13188802104747274
ACH-000266,-0.10909089142546588
ACH-000272,-0.02372106763733866
ACH-000274,-0.08919027561294594
ACH-000277,-0.22978633831941986
ACH-000278,0.053966717120498484
ACH-000279,-0.1890979071988499
ACH-000280,0.12640351444095851
ACH-000281,-0.17217804540887055
ACH-000288,-0.16243366462557587
ACH-000291,-0.16263063757662993
ACH-000293,-0.13515285639827734
ACH-000294,0.032341174047660265
ACH-000295,-0.12981910766886226
ACH-000296,0.058042451029260436
ACH-000302,-0.1616585861968655
ACH-000304,-0.2738749700648
ACH-000307,-0.16025740368651634
ACH-000308,-0.04705354252763951
ACH-000310,-0.07792846694954299
ACH-000311,-0.13105149825827925
ACH-000312,-0.1040735601816078
ACH-000315,-0.060422648358763015
ACH-000316,-0.013385115326037285
ACH-000317,-0.12978439500148126
ACH-000318,-0.1771120847914376
ACH-000319,-0.14936210023660604
ACH-000320,-0.2690115463517596
ACH-000322,-0.1960056818705434
ACH-000323,-0.16412522881135885
ACH-000324,-0.20570044336593785
ACH-000329,-0.11892888514846875
ACH-000330,0.07129430290105722
ACH-000331,-0.1659782448130803
ACH-000332,-0.03800783060495153
ACH-000334,0.14340057030843062
ACH-000335,-0.1050954208468132
ACH-000336,0.03537207322502723
ACH-000337,-0.15552389702365016
ACH-000338,-0.7341477350193198
ACH-000339,-0.04786837506627156
ACH-000341,-0.005269728883735661
ACH-000348,-0.21762643436365767
ACH-000350,-0.030762385729739408
ACH-000352,-0.08946172945715605
ACH-000356,-0.08729128554400578
ACH-000361,-0.11810777620493505
ACH-000362,-0.10264374266046937
ACH-000363,-0.10467128851420412
ACH-000364,-0.020129327615369046
ACH-000365,-0.1028845551689045
ACH-000366,-0.07602522187276972
ACH-000368,-0.17882944472524498
ACH-000374,-0.20609118724479425
ACH-000375,-0.2186548916188847
ACH-000376,-0.1577731987556774
ACH-000381,-0.1315541391739199
ACH-000383,-0.06897174348381742
ACH-000387,-0.1816903119006288
ACH-000389,-0.060636589900376375
ACH-000390,-0.09082259992976738
ACH-000393,-0.13689906720312006
ACH-000395,0.09392563234856846
ACH-000396,-0.1038702871484109
ACH-000397,-0.20670842404809636
ACH-000401,0.056919291569104614
ACH-000402,0.1299706622644324
ACH-000403,-0.050632999724532834
ACH-000404,-0.28470977348672044
ACH-000406,-0.13234827865237467
ACH-000407,-0.025191579473232827
ACH-000408,-0.17008965106637028
ACH-000410,-0.10900628801177024
ACH-000411,-0.16996683778185728
ACH-000414,-0.0778658975185336
ACH-000415,-0.035194127910911144
ACH-000416,-0.06395195193380375
ACH-000420,0.03536444988868353
ACH-000421,0.011268637426251912
ACH-000424,-0.2087005446299252
ACH-000425,-0.10854245510842536
ACH-000426,0.1315215019651782
ACH-000427,-0.0271562222223344
ACH-000433,-0.0399184253611791
ACH-000435,-0.2467707369499705
ACH-000436,-0.1385593710924621
ACH-000444,-0.06521326251273138
ACH-000445,-0.10166374340447913
ACH-000448,0.002405955579079697
ACH-000450,0.03461754552957274
ACH-000452,-0.09473164298944993
ACH-000454,-0.07849711763131907
ACH-000458,-0.1119284327076881
ACH-000459,0.14823227208130496
ACH-000460,-0.19179757137888154
ACH-000461,-0.0254079302531478
ACH-000463,-0.2192596448063205
ACH-000464,0.12654410531544796
ACH-000466,-0.2415987350226677
ACH-000467,-0.023584698577959872
ACH-000468,0.0595410913112835
ACH-000469,-0.15202173875400532
ACH-000470,-0.04069268180686917
ACH-000471,-0.11839733461794867
ACH-000472,-0.13418895866907252
ACH-000473,-0.08651075246398066
ACH-000475,-0.0943845978582258
ACH-000476,-0.206457812785178
ACH-000477,-0.10091052219966724
ACH-000479,-0.1273866908549917
ACH-000480,-0.03101567679990705
ACH-000481,-0.036439775214475285
ACH-000483,-0.15275119156157105
ACH-000484,-0.15838387807649906
ACH-000485,-0.2935690194092356
ACH-000486,-0.17506766311428995
ACH-000487,-0.06343819722565049
ACH-000488,-0.054790882735448125
ACH-000490,-0.10040082798393284
ACH-000491,-0.01569819203225279
ACH-000495,-0.0643972957176769
ACH-000496,-0.19243373526524304
ACH-000499,-0.08632615534158919
ACH-000500,-0.14712066459660705
ACH-000502,-0.05177227955316225
ACH-000503,0.10062100349046156
ACH-000505,-0.11431704930736143
ACH-000507,-0.01721751812368353
ACH-000510,-0.2449093696318328
ACH-000511,-0.15121186546579493
ACH-000512,-0.033920513169943656
ACH-000516,-0.15872582702371665
ACH-000517,-0.14943842875835167
ACH-000518,0.036667463330388346
ACH-000520,-0.07339924267506266
ACH-000521,-0.2700230725359217
ACH-000522,-0.12909164530439216
ACH-000524,-0.03377630661607927
ACH-000527,-0.11213300070299513
ACH-000528,-0.1008286292270658
ACH-000537,-0.23011495374302735
ACH-000541,-0.03850331938977916
ACH-000542,-0.17784603624640333
ACH-000544,-0.18931596758240266
ACH-000545,-0.2057790889014125
ACH-000547,0.12715271695619768
ACH-000548,-0.1421210117925394
ACH-000549,-0.11343224533216208
ACH-000550,-0.07703205659985407
ACH-000552,-0.11210578783871517
ACH-000556,-0.06871197432764786
ACH-000557,-0.11160630907289178
ACH-000569,-0.0222556184538506
ACH-000570,-0.15550384164333492
ACH-000571,-0.06635338472468855
ACH-000573,-0.1379066533330884
ACH-000576,-0.1195837411267748
ACH-000579,-0.1326152421194612
ACH-000580,-0.08871208142398418
ACH-000584,-0.13945141624417945
ACH-000585,-0.006628177028043536
ACH-000588,-0.08480192183168002
ACH-000589,-0.0889898926829694
ACH-000591,-0.21471803683733803
ACH-000593,-0.1305413552076817
ACH-000600,0.01834957327467183
ACH-000601,-0.15580251781032686
ACH-000605,-0.26637798109634664
ACH-000606,-0.13378832233499027
ACH-000608,-0.09689570545128463
ACH-000614,0.001968695783137364
ACH-000616,-0.062410313839080335
ACH-000618,-0.0902893321250675
ACH-000619,-0.06748988108402662
ACH-000620,-0.057569527064420124
ACH-000621,-0.04194946857753193
ACH-000622,-0.1832895048505356
ACH-000623,-0.13777895214055075
ACH-000624,-0.09137861778025408
ACH-000627,-0.06622065525960738
ACH-000630,-0.11127754919533374
ACH-000631,-0.4220845565482448
ACH-000632,-0.15157522445176136
ACH-000633,-0.10562084928028996
ACH-000637,-0.14684400337530953
