,TAF1A (9015)
ACH-000163,-0.33746289395498424
ACH-000167,0.14418909861958035
ACH-000168,-0.3727097306377094
ACH-000169,-0.3588169915591354
ACH-000178,-0.3474805465494733
ACH-000183,-0.3014381019137785
ACH-000188,-0.405385747656155
ACH-000189,-0.5202381129830573
ACH-000190,-0.307085917091143
ACH-000198,-0.3911863601906536
ACH-000203,-0.4308908053674307
ACH-000204,-0.4994525803389737
ACH-000206,-0.43773245870816413
ACH-000207,-0.1999314177692922
ACH-000208,0.04946616351847225
ACH-000210,-0.3985934613532701
ACH-000211,-0.3110848228302561
ACH-000215,-0.4857687469442554
ACH-000221,-0.4258637792002481
ACH-000222,-0.4657779493091758
ACH-000223,-0.3582387957029053
ACH-000226,-0.5820931420717138
ACH-000227,-0.1058938962981886
ACH-000228,-0.5949957062673293
ACH-000231,-0.5082963402536519
ACH-000232,-0.4824278926146995
ACH-000233,-0.06950642898040559
ACH-000234,-0.4601161627518508
ACH-000235,-0.3122046821065849
ACH-000237,-0.4810615193633014
ACH-000238,-0.3274736461474341
ACH-000242,-0.7358115615355214
ACH-000243,-0.3669836091871578
ACH-000244,-0.5136325291764443
ACH-000246,-0.24884677364632896
ACH-000248,-0.06093288167673084
ACH-000250,-0.41745319319053453
ACH-000251,-0.812005257641113
ACH-000252,-0.5131366865727207
ACH-000253,-0.42723367470651535
ACH-000255,-0.6470788524259907
ACH-000256,-0.3713721702199264
ACH-000257,-0.09499435213653526
ACH-000258,-0.4192291101841994
ACH-000259,-0.13296486724485435
ACH-000260,-0.2896167805188316
ACH-000261,-0.3931889463112339
ACH-000262,-0.3233172133999148
ACH-000263,-0.3201330059538437
ACH-000264,-0.3354717528328795
ACH-000265,-0.4522187486341024
ACH-000266,-0.4795368271003749
ACH-000272,-0.3592843817755274
ACH-000274,-0.4290761159298448
ACH-000277,-0.3263401349981667
ACH-000278,-0.419458564382931
ACH-000279,-0.4005483526045264
ACH-000280,-0.277068786966613
ACH-000281,-0.4854403963127191
ACH-000288,-0.6485048880167512
ACH-000291,-0.6023177654544316
ACH-000293,-0.22057059637109336
ACH-000294,-0.08882493462068439
ACH-000295,-0.6623710414382928
ACH-000296,-0.2627607613059668
ACH-000302,-0.1699835773697593
ACH-000304,0.058723825079991125
ACH-000307,-0.3198154495845605
ACH-000308,-0.399712344793513
ACH-000310,-0.2620584737908745
ACH-000311,-0.2436176775402307
ACH-000312,-0.2473274331649272
ACH-000315,-0.6216787278008011
ACH-000316,-0.5958570844101865
ACH-000317,-0.5301196758782406
ACH-000318,-0.4485960796875307
ACH-000319,-0.3457028964375973
ACH-000320,-0.2662593880482181
ACH-000322,-0.37782002470096976
ACH-000323,-0.5426607224524211
ACH-000324,-0.2786824383276503
ACH-000329,-0.323592318135806
ACH-000330,-0.2462088874476827
ACH-000331,-0.54672979142228
ACH-000332,-0.4880506823516197
ACH-000334,-0.04892388956019171
ACH-000335,-0.3845870030451148
ACH-000336,-0.3034553001388643
ACH-000337,-0.6469720826728163
ACH-000338,-0.11926545978987772
ACH-000339,-0.4056886232044417
ACH-000341,-0.3481161082808813
ACH-000348,-0.35807773794652403
ACH-000350,-0.21615975169458276
ACH-000352,-0.3945643067852754
ACH-000356,-0.6844588555597034
ACH-000361,-0.6892955442004078
ACH-000362,-0.2723753212989545
ACH-000363,-0.6132598525278611
ACH-000364,-0.3915224897799604
ACH-000365,-0.2772848872572207
ACH-000366,-0.3536540204166488
ACH-000368,-0.4886719249040434
ACH-000374,0.038397531946286506
ACH-000375,-0.2713399777119261
ACH-000376,-0.6353464237535655
ACH-000381,-0.2664757604257456
ACH-000383,-0.30075539382714006
ACH-000387,-0.5662429755363574
ACH-000389,-0.5290173534451772
ACH-000390,-0.3549167335917605
ACH-000393,-0.4788302799001712
ACH-000395,-0.3149397683858528
ACH-000396,-0.24487125504592255
ACH-000397,-0.43673443754003627
ACH-000401,-0.2125080143676484
ACH-000402,-0.14452094348414854
ACH-000403,-0.1708215453822506
ACH-000404,-0.17690599678128896
ACH-000406,-0.3600984215860367
ACH-000407,-0.49160283191451704
ACH-000408,-0.461638024812589
ACH-000410,-0.5088233338240097
ACH-000411,-0.3567201653785938
ACH-000414,-0.15441753356844065
ACH-000415,-0.2866039629754497
ACH-000416,-0.6544496091943874
ACH-000420,-0.4003205717914752
ACH-000421,-0.2615553971320846
ACH-000424,-0.33009986140196546
ACH-000425,-0.30317158610659983
ACH-000426,-0.13112750227743342
ACH-000427,-0.2989369559581311
ACH-000433,-0.2103004601993811
ACH-000435,-0.4007948057415789
ACH-000436,-0.2171822395114857
ACH-000444,-0.4910691779732762
ACH-000445,-0.5490697974529432
ACH-000448,-0.3126184591734092
ACH-000450,-0.3394162544110675
ACH-000452,-0.4299405908989568
ACH-000454,-0.24465640332062805
ACH-000458,-0.4867478085295289
ACH-000459,-0.1174864904085253
ACH-000460,-0.1980031718493402
ACH-000461,-0.35911969131357857
ACH-000463,-0.2347483552548779
ACH-000464,-0.5187269957997429
ACH-000466,-0.29865703613563754
ACH-000467,-0.3644101775878758
ACH-000468,-0.5494088675284036
ACH-000469,-0.4529980368789101
ACH-000470,-0.4120276528568558
ACH-000471,-0.3857979679704295
ACH-000472,-0.2556819587990761
ACH-000473,-0.3745735575167076
ACH-000475,-0.22953448011503996
ACH-000476,-0.17021258656139907
ACH-000477,-0.4255835859898215
ACH-000479,-0.3715810146626137
ACH-000480,-0.2356285480186499
ACH-000481,-0.25438026929816365
ACH-000483,-0.15717336008670724
ACH-000484,-0.3430335218349539
ACH-000485,-0.22311239966891896
ACH-000486,-0.5813641905447864
ACH-000487,-0.17601703146316125
ACH-000488,-0.3562224248857376
ACH-000490,-0.5601038421739677
ACH-000491,-0.4607347539990922
ACH-000495,-0.4127651842356154
ACH-000496,-0.20498127148679496
ACH-000499,-0.2415424105691721
ACH-000500,-0.004961744011353194
ACH-000502,-0.35384766416568264
ACH-000503,-0.12738213088990058
ACH-000505,-0.42324927808585416
ACH-000507,-0.5765967358115883
ACH-000510,-0.4718285856753374
ACH-000511,-0.5233392371694342
ACH-000512,-0.5863006189943053
ACH-000516,-0.5351957849806749
ACH-000517,-0.3479599273679031
ACH-000518,-0.3967843010276386
ACH-000520,-0.3324609358549108
ACH-000521,-0.17395731215325033
ACH-000522,-0.5428886166923345
ACH-000524,-0.20664466342783386
ACH-000527,-0.28815868721778465
ACH-000528,-0.3552650283785515
ACH-000537,-0.3215037276999032
ACH-000541,-0.1930532774525474
ACH-000542,-0.6530723516951015
ACH-000544,-0.24897652959890704
ACH-000545,-0.4364088809886239
ACH-000547,-0.5430479837106104
ACH-000548,-0.43190961118231497
ACH-000549,-0.3324922188184604
ACH-000550,-0.5378670472949033
ACH-000552,-0.4478813324311243
ACH-000556,-0.34064100703341793
ACH-000557,-0.2504637495634606
ACH-000569,-0.7318373757581159
ACH-000570,-0.3329085398142733
ACH-000571,-0.23742505471122155
ACH-000573,-0.2548184676715835
ACH-000576,-0.2111227428014017
ACH-000579,-0.16381533545372953
ACH-000580,-0.4929486419215695
ACH-000584,-0.4154225031139303
ACH-000585,-0.4954269386194312
ACH-000588,-0.3205056447518677
ACH-000589,-0.4855777947785671
ACH-000591,-0.4879650551125024
ACH-000593,-0.3342813900004146
ACH-000600,-0.3055618162291757
ACH-000601,-0.3473580044486431
ACH-000605,-0.4794609484799299
ACH-000606,-0.6691162826831387
ACH-000608,-0.0021886090968649954
ACH-000614,-0.3211259274475858
ACH-000616,-0.5891127537451051
ACH-000618,-0.5181871169484545
ACH-000619,-0.42627861111021625
ACH-000620,-0.14645520036888424
ACH-000621,-0.16157042162322427
ACH-000622,-0.43384370188005983
ACH-000623,-0.3399656951544797
ACH-000624,-0.4510717351179284
ACH-000627,-0.443523315352508
ACH-000630,-0.3483455053209674
ACH-000631,-0.7216371434075984
ACH-000632,-0.4360180541401566
ACH-000633,0.11391817320115072
ACH-000637,-0.4011609233560613
ACH-000638,-0.4237357600909236
ACH-000646,-0.36952542056985177
ACH-000647,-0.30173597357867393
ACH-000648,-0.1850435873942861
ACH-000649,-0.3976188103657625
ACH-000651,-0.5959549343474335
ACH-000652,-0.4819747364998755
ACH-000653,-0.41583583307499744
ACH-000657,-0.2872873432759859
ACH-000658,-0.2938192907110573
ACH-000661,-0.1805043301467208
ACH-000662,-0.3078189724728083
ACH-000663,-0.3383836904167947
ACH-000665,-0.5395164597391229
ACH-000671,-0.2165839170244825
ACH-000672,-0.3801417704328415
ACH-000673,-0.41309246212547546
ACH-000676,-0.50341980721195
ACH-000677,-0.2775215457855154
ACH-000681,-0.2951119774894975
ACH-000683,-0.2693669461733973
ACH-000684,-0.30053870544819755
ACH-000688,-0.3708039354686543
ACH-000693,-0.4486709331218292
ACH-000694,-0.3780750785896717
ACH-000695,-0.20055267567377175
ACH-000696,-0.6355771043407625
ACH-000697,-0.22327133189440407
ACH-000699,-0.36619981090994463
ACH-000701,-0.16664097194355565
ACH-000706,-0.32786116675083465
ACH-000711,-0.36892497471684094
ACH-000713,-0.22337099177054398
ACH-000714,-0.6137404246824157
ACH-000718,-0.3321651261407935
ACH-000720,-0.372416883593362
ACH-000721,-0.30588193760661364
ACH-000724,-0.17963163249014888
ACH-000725,-0.4641753376945617
ACH-000732,-0.4862210288242644
ACH-000734,-0.30856016137853004
ACH-000735,-0.4518861060050718
ACH-000736,-0.20477737857165146
ACH-000738,-0.4621991448204288
ACH-000746,-0.3195885851933736
ACH-000747,-0.4866283392977344
ACH-000748,-0.5979738859761998
ACH-000753,-0.4756965779701461
ACH-000756,-0.3698506765193389
ACH-000757,-0.4719744157005265
ACH-000758,-0.5735082728129031
ACH-000760,-0.6400525660262504
ACH-000762,-0.4251397501314448
ACH-000763,-0.3673416556610867
ACH-000764,-0.4780199536541178
ACH-000765,-0.5574251325716301
ACH-000766,-0.4398563726705518
ACH-000767,-0.4652775515460701
ACH-000768,-0.4279994182833976
ACH-000769,-0.3536067682713155
ACH-000770,-0.5050785600077509
ACH-000771,-0.3466839646209862
ACH-000773,-0.4463378433275642
ACH-000776,-0.12974411972909838
ACH-000777,-0.15785199377141015
ACH-000778,-0.3948584744966606
ACH-000781,-0.20854482270646216
ACH-000782,-0.4076703095346213
ACH-000783,-0.3448998360526189
ACH-000784,-0.3642740724872188
ACH-000785,-0.3974852550129428
ACH-000787,-0.3883715723886257
ACH-000788,-0.2632240717931861
ACH-000791,-0.434336102927226
ACH-000792,-0.42809990339228976
ACH-000794,-0.25866767636341403
ACH-000796,-0.46430336569606495
ACH-000798,-0.5233919610143479
ACH-000799,-0.3707356702451625
ACH-000800,-0.4560718229718263
ACH-000802,-0.4870806068400918
ACH-000804,-0.2921724934796698
ACH-000805,-0.23633431436069804
ACH-000809,-0.3733107466362695
ACH-000810,0.11129624210378232
ACH-000811,-0.3981017018237515
ACH-000817,-0.2934802350372172
ACH-000819,-0.6102530352622719
ACH-000820,-0.5895499575492549
ACH-000821,-0.3089970179594404
ACH-000822,-0.08233180606211013
ACH-000823,-0.3803667554279829
ACH-000824,-0.3125980066426066
ACH-000827,-0.26770705559517044
ACH-000829,-0.3800746175116109
ACH-000831,-0.2309690187163669
ACH-000832,-0.6783290741613425
ACH-000833,-0.20670331253562726
ACH-000834,-0.2556668080101677
ACH-000835,-0.4293956755726119
ACH-000836,-0.1442969343512364
ACH-000837,-0.3762420798065597
ACH-000838,-0.20446631735378584
ACH-000839,-0.4271335883039831
ACH-000840,-0.3813322287877149
ACH-000841,-0.5478607371813385
ACH-000843,-0.5085193779017145
ACH-000846,-0.5540101574779269
ACH-000847,-0.4968799523098992
ACH-000848,-0.3487502885933765
ACH-000849,-0.37926422901958506
ACH-000851,-0.5875889878038109
ACH-000855,-0.28628561704566785
ACH-000856,-0.2596332854130648
ACH-000858,-0.4285598082263259
ACH-000859,-0.5756996820666251
ACH-000861,-0.4737132295261824
ACH-000862,-0.3839951803392613
ACH-000865,-0.3882172575858425
ACH-000866,-0.5821981286939907
ACH-000867,-0.2357177891611119
ACH-000869,-0.24313751002182105
ACH-000872,-0.2890975842040725
ACH-000873,-0.3983499148487327
ACH-000876,-0.3075550013956451
ACH-000878,-0.41452852324732825
ACH-000880,-0.2756550261273314
ACH-000881,-0.3689823779153101
ACH-000882,-0.3707247340001365
ACH-000884,-0.5330793840393596
ACH-000885,-0.34510480802423915
ACH-000887,-0.3222200029187718
ACH-000889,-0.15961794507339985
ACH-000896,-0.2487924402122825
ACH-000898,-0.2574752170466028
ACH-000900,-0.34328672487947026
ACH-000901,-0.4356007220382844
ACH-000905,-0.3840104990409245
ACH-000906,-0.4882099474714637
ACH-000907,-0.5226178059603891
ACH-000910,-0.32589412205598794
ACH-000911,-0.38622161251300335
ACH-000912,-0.37850460006979597
ACH-000913,-0.40037284154587255
ACH-000915,-0.28943367819448473
ACH-000916,-0.3794166377161776
ACH-000917,-0.4335844480134747
ACH-000920,-0.2910584368993494
ACH-000921,-0.3510361198202461
ACH-000924,-0.3366291239350238
ACH-000926,-0.2721623351420083
ACH-000928,-0.6517659664972377
ACH-000929,-0.2333513751717921
ACH-000932,-0.4245846880119338
ACH-000935,-0.20697758419861906
ACH-000936,-0.35557659935776953
ACH-000937,-0.36749303169897857
ACH-000938,-0.4085071598258819
ACH-000939,-0.1253093461487123
ACH-000941,-0.3011174981633841
ACH-000943,-0.3984210211177189
ACH-000946,-0.35132486131221063
ACH-000947,-0.36507582360301255
ACH-000948,-0.34801348446213715
ACH-000950,-0.3388632031918639
ACH-000953,-0.30050212704468965
ACH-000954,-0.17370012201731616
ACH-000957,-0.3247374282627281
ACH-000958,-0.3351472310076905
ACH-000960,-0.429754935527341
ACH-000963,-0.4512022027766834
ACH-000968,-0.3634790995897747
ACH-000969,-0.3148839202729392
ACH-000972,-0.6873708507442493
ACH-000973,-0.470400837412373
ACH-000974,-0.4536662305839245
ACH-000978,-0.3997773153513829
ACH-000984,-0.25248360088183736
ACH-000986,-0.4715076293362758
ACH-000988,-0.4662576194555229
ACH-000993,-0.2611722834030701
ACH-000994,-0.08382127598184587
ACH-000996,-0.3708436700649481
ACH-001001,-0.4634328822073714
ACH-001020,-0.1615061768998707
ACH-001028,-0.4344352048725736
ACH-001031,-0.030447088292055245
ACH-001038,-0.2495690931063032
ACH-001048,-0.4321342366671014
ACH-001050,-0.3996174555727016
ACH-001053,-0.568990649233469
ACH-001054,-0.392815215015359
ACH-001061,-0.4771598058364443
ACH-001067,-0.3486661239654456
ACH-001075,-0.4505227785707672
ACH-001096,-0.3947428172910061
ACH-001111,-0.4174385282745991
ACH-001119,-0.12683179017966573
ACH-001128,0.2506702689276344
ACH-001134,-0.625822389245065
ACH-001151,-0.5219896666550857
ACH-001163,-0.503977304686728
ACH-001164,-0.3637141668355939
ACH-001183,-0.33833234229895504
ACH-001192,-0.3825133496883649
ACH-001193,-0.5035354402615555
ACH-001196,-0.5271591516457906
ACH-001197,-0.10527129817968492
ACH-001205,-0.4671285276095925
ACH-001211,-0.18577751734903056
ACH-001212,-0.5344707384542152
ACH-001228,-0.4158430055549764
ACH-001232,-0.6207244694224241
ACH-001239,-0.2664465315353549
ACH-001270,-0.3950033996697775
ACH-001274,-0.3274397179661079
ACH-001275,-0.3862672117635684
ACH-001277,-0.359716624280392
ACH-001278,-0.33590704730834914
ACH-001280,-0.19083590221698474
ACH-001283,-0.4669776547214874
ACH-001289,-0.3890224144459282
ACH-001300,-0.5072091016725511
ACH-001301,-0.4462514851845593
ACH-001302,-0.1898549578761141
ACH-001306,-0.5894215344761455
ACH-001318,-0.4189984050814805
ACH-001322,-0.4618495845507817
ACH-001328,-0.3709499084156376
ACH-001332,-0.7052592213764951
ACH-001336,-0.4262718496574684
ACH-001346,-0.3978175987768141
ACH-001353,-0.4289890580022741
ACH-001354,-0.4591231714274383
ACH-001367,-0.4886286807240246
ACH-001368,-0.4049213718629103
ACH-001374,-0.04405454442885607
ACH-001377,-0.2381957375321329
ACH-001380,-0.4370940215664562
ACH-001391,-0.12848843800106846
ACH-001408,-0.5371702059323759
ACH-001430,-0.4176994182331415
ACH-001431,-0.4308759164724994
ACH-001450,-0.3659423175530089
ACH-001496,-0.1110615364580737
ACH-001500,-0.26241959594364944
ACH-001523,-0.3239594864347716
ACH-001532,-0.4271002865927571
ACH-001550,-0.17478241317139995
ACH-001552,-0.3104989657125765
ACH-001554,-0.20695260938055887
ACH-001654,-0.3502331812611759
ACH-001735,-0.3055872749330675
ACH-001736,-0.4975440144509323
ACH-001737,-0.5230293064944141
ACH-001740,-0.15449269595072868
ACH-001745,-0.26515234246122765
ACH-001765,-0.19610839121202947
