,SECTM1 (6398)
ACH-000004,-0.16009401249089672
ACH-000005,0.17094476883883206
ACH-000007,0.09263758709380043
ACH-000009,-0.1507759770625081
ACH-000011,-0.017938862367969318
ACH-000012,-0.1407393002420072
ACH-000013,-0.060100037792345073
ACH-000014,-0.17131867589570532
ACH-000015,-0.0677502183616277
ACH-000017,-0.1275408353874474
ACH-000018,-0.17578557022306932
ACH-000019,-0.17688256344703174
ACH-000021,-0.12751717262459075
ACH-000022,0.02299893599152044
ACH-000025,0.10070333317736517
ACH-000028,-0.12339849505852482
ACH-000030,-0.0831350840816712
ACH-000035,0.07598888716315216
ACH-000036,-0.18754680781218705
ACH-000037,-0.14568821304076074
ACH-000039,-0.21530697483010786
ACH-000040,-0.15117894463845427
ACH-000041,-0.15777900162513395
ACH-000042,-0.23374012950429354
ACH-000045,-0.21861616638299244
ACH-000047,-0.29717408027841713
ACH-000052,-0.04905598817612298
ACH-000053,-0.06839295287401717
ACH-000054,-0.0844478588276292
ACH-000055,-0.006344202651917606
ACH-000060,-0.0385619015227413
ACH-000067,-0.0524198762965016
ACH-000070,-0.14344199447112094
ACH-000075,0.11459395141322785
ACH-000078,-0.1610056911445687
ACH-000082,-0.06306564978492832
ACH-000085,-0.16667630457097762
ACH-000086,-0.10509032875766147
ACH-000087,-0.2672776327201116
ACH-000092,-0.002587592229477548
ACH-000095,-0.1316382710829683
ACH-000097,-0.03480574316141363
ACH-000098,-0.027036735117694558
ACH-000099,-0.228224522096505
ACH-000108,-0.01860086715142913
ACH-000113,-0.016327876584401522
ACH-000116,0.004206705005965001
ACH-000118,-0.1600613812308003
ACH-000120,-0.18308214053894434
ACH-000123,-0.15524023000086407
ACH-000127,-0.0070318356416574366
ACH-000128,-0.1607221968831911
ACH-000132,0.011361026809454977
ACH-000133,0.05370865916746228
ACH-000137,0.042144689881218673
ACH-000138,-0.05254446801008505
ACH-000142,-0.2771042721566272
ACH-000143,-0.15007673513420114
ACH-000146,-0.18855965010125794
ACH-000148,-0.11802600980762668
ACH-000150,-0.1886963647159651
ACH-000152,-0.18111123900735768
ACH-000153,-0.0486913981237599
ACH-000159,-0.12918076585274912
ACH-000160,-0.17671883138610353
ACH-000163,-0.09328933452590824
ACH-000167,0.12555590419294746
ACH-000168,-0.2490277407374771
ACH-000169,-0.029965113546716268
ACH-000178,0.010475904563558092
ACH-000183,-0.1316710353426891
ACH-000188,-0.002926002324585897
ACH-000189,-0.04318556047568151
ACH-000190,-0.1292673645512662
ACH-000198,0.009304472522589315
ACH-000203,-0.09145216752568806
ACH-000204,0.08946289794894331
ACH-000206,0.03521486703338208
ACH-000207,-0.16254538178223527
ACH-000208,-0.16896826001340925
ACH-000210,-0.32223438965516754
ACH-000211,-0.09079101960842904
ACH-000215,-0.13687664586407006
ACH-000221,-0.0010442126146345107
ACH-000222,-0.12787481757202718
ACH-000223,-0.05225034716916999
ACH-000226,0.08401236988978987
ACH-000227,-0.06352915161945279
ACH-000228,-0.08600662275061416
ACH-000231,-0.13068134908909362
ACH-000232,0.08848066699041865
ACH-000233,-0.10914275704434348
ACH-000234,-0.12012616703578805
ACH-000235,-0.07685913613186539
ACH-000237,-0.0054815913929568425
ACH-000238,-0.01346998146588363
ACH-000242,-0.1388786603341522
ACH-000243,-0.06969940993230346
ACH-000244,-0.3814912391737629
ACH-000246,-0.09560700619988184
ACH-000248,-0.2413893903090374
ACH-000250,-0.12595315522062614
ACH-000251,-0.12190595321556562
ACH-000252,-0.07831256739801794
ACH-000253,-0.10042880536169456
ACH-000255,-0.14381548929856985
ACH-000256,-0.15067073351503996
ACH-000257,-0.26644648050546904
ACH-000258,0.07632228277465923
ACH-000259,-0.12540476874082382
ACH-000260,-0.14642888692771627
ACH-000261,-0.15636920406441385
ACH-000262,-0.08513028595378151
ACH-000263,-0.2480343821239851
ACH-000264,-0.15887768887072592
ACH-000265,0.04308887137853122
ACH-000266,-0.19436156065004
ACH-000272,0.013679176375486414
ACH-000274,-0.14537196228814955
ACH-000277,-0.1998966549606403
ACH-000278,-0.08216873006445294
ACH-000279,-0.2375375843099685
ACH-000280,-0.13492500531332466
ACH-000281,-0.2526349534292611
ACH-000288,-0.1774524063487887
ACH-000291,-0.02083797913143533
ACH-000293,0.15447474819316412
ACH-000294,-0.2885418922645334
ACH-000295,-0.4039456648596949
ACH-000296,-0.0050585748956696866
ACH-000302,-0.003912606692120828
ACH-000304,0.07170441402723238
ACH-000307,-0.04103200370661572
ACH-000308,-0.057361564195132636
ACH-000310,-0.3770558950618849
ACH-000311,-0.12212504096504932
ACH-000312,-0.18148037159145536
ACH-000315,-0.008417292535483076
ACH-000316,-0.13940713005724678
ACH-000317,-0.10119060060688853
ACH-000318,0.02053935302447745
ACH-000319,0.0003311873646318183
ACH-000320,-0.0750995480731298
ACH-000322,0.07759313582502401
ACH-000323,-0.30615577722038445
ACH-000324,-0.18005572968919564
ACH-000329,-0.15579250450420565
ACH-000330,0.05021549972581295
ACH-000331,0.12205617375262573
ACH-000332,-0.09715683411628312
ACH-000334,0.031558113771083224
ACH-000335,0.07708189107443751
ACH-000336,0.005884691107619932
ACH-000337,-0.18400906685184304
ACH-000338,-0.07428223736652699
ACH-000339,-0.17613827970497126
ACH-000341,-0.1325238105274429
ACH-000348,-0.06768065464177786
ACH-000350,-0.2703889558721768
ACH-000352,-0.2432922272516757
ACH-000356,-0.027131948441573742
ACH-000361,-0.21251003471418853
ACH-000362,-0.19796970347181486
ACH-000363,-0.05164322183780783
ACH-000364,0.047929110572591874
