,COCH (1690)
ACH-000004,-0.2759708279855087
ACH-000005,0.07493402637097309
ACH-000007,-0.3125944608469126
ACH-000009,-0.19733103642348615
ACH-000011,-0.2169435855821797
ACH-000012,-0.23265621009957405
ACH-000013,-0.2684649660984546
ACH-000014,-0.1928856827159892
ACH-000015,-0.11528533381335002
ACH-000017,-0.300899266541776
ACH-000018,-0.3578572113146717
ACH-000019,-0.36008365460969755
ACH-000021,-0.24175374138161496
ACH-000022,-0.1890950698205958
ACH-000025,-0.19915970901099392
ACH-000028,-0.1847801955714973
ACH-000030,-0.18620132869944733
ACH-000035,-0.003943867137284942
ACH-000036,-0.3243863017819256
ACH-000037,-0.2940561606464409
ACH-000039,0.0029541179134973962
ACH-000040,-0.19414623826412308
ACH-000041,-0.043389028942825335
ACH-000042,-0.1455140777334785
ACH-000045,-0.12766574342672515
ACH-000047,-0.2239696870814066
ACH-000052,-0.3619290327334119
ACH-000053,-0.2712970566305688
ACH-000054,-0.2380099226172582
ACH-000055,-0.11669046710446256
ACH-000060,-0.4796755250383514
ACH-000067,-0.2511964879661009
ACH-000070,-0.17453814132721088
ACH-000075,-0.3620844880808516
ACH-000078,-0.1752579751612787
ACH-000082,-0.20557215211062302
ACH-000085,-0.1341831181173189
ACH-000086,-0.2489092690694148
ACH-000087,-0.11001142908169616
ACH-000092,-0.3380707658616677
ACH-000095,-0.16098912345798572
ACH-000097,-0.23003482493499275
ACH-000098,-0.27792670289096805
ACH-000099,-0.1930989841245179
ACH-000108,-0.17728132216612086
ACH-000113,-0.19873398140402135
ACH-000116,-0.17008733134058718
ACH-000118,-0.2626299688072256
ACH-000120,-0.306770865462703
ACH-000123,-0.2207896355227652
ACH-000127,-0.2254018359163913
ACH-000128,-0.10719992828445607
ACH-000132,-0.08608654587772148
ACH-000133,-0.4575137133902452
ACH-000137,-0.22213759316442355
ACH-000138,-0.20648939649813
ACH-000142,-0.25486430183956554
ACH-000143,-0.2227899916042961
ACH-000146,-0.28050946554905354
ACH-000148,-0.4120535655418873
ACH-000150,-0.13432643403883945
ACH-000152,-0.15712756975168113
ACH-000153,-0.2819996197127666
ACH-000159,-0.2345155398910654
ACH-000160,-0.35469859014781274
ACH-000163,-0.16927373256005213
ACH-000167,-0.23393330790809325
ACH-000168,-0.1757771353646278
ACH-000169,-0.18661327151979545
ACH-000178,-0.08795111544007107
ACH-000183,-0.2396173091178217
ACH-000188,-0.2509093508613494
ACH-000189,-0.07565644659245283
ACH-000190,-0.16878640536667047
ACH-000198,-0.2397168673431713
ACH-000203,0.11870752778172175
ACH-000204,-0.11405704211827015
ACH-000206,-0.0852314973668388
ACH-000207,-0.29567169874693056
ACH-000208,-0.17783637388632725
ACH-000210,-0.04846478474767596
ACH-000211,-0.2410444523797735
ACH-000215,-0.2927574657678605
ACH-000221,-0.1963151492569044
ACH-000222,-0.15375793555191852
ACH-000223,-0.17728099915917936
ACH-000226,-0.36797392813464586
ACH-000227,-0.3019983279308777
ACH-000228,-0.2128034133227064
ACH-000231,-0.31352017420453343
ACH-000232,-0.22278975504494447
ACH-000233,-0.10813648945531064
ACH-000234,-0.08830782452713859
ACH-000235,-0.2363978684390067
ACH-000237,-0.15834264787386268
ACH-000238,-0.20505094081573735
ACH-000242,-0.2985288810259578
ACH-000243,-0.2398595627002837
ACH-000244,-0.23716881652322386
ACH-000246,-0.20063039673622104
ACH-000248,-0.2542225046127136
ACH-000250,-0.1973823418084839
ACH-000251,0.08710771050358869
ACH-000252,-0.4908421522628986
ACH-000253,-0.2366417064247946
ACH-000255,-0.11896288425006585
ACH-000256,-0.22840001239466845
ACH-000257,-0.3798031338058157
ACH-000258,-0.08556065132870555
ACH-000259,-0.20132823885878812
ACH-000260,-0.2421546734148049
ACH-000261,-0.25777381365888263
ACH-000262,-0.2633192688652562
ACH-000263,-0.23958788714279514
ACH-000264,-0.3825668474553026
ACH-000265,-0.1245742586691714
ACH-000266,-0.18300160298592733
ACH-000272,-0.11650077119563748
ACH-000274,-0.16051545924292718
ACH-000277,-0.07199792770029792
ACH-000278,-0.27203144069830143
ACH-000279,-0.21171432428215525
ACH-000280,-0.3770994174519675
ACH-000281,-0.08604650347315476
ACH-000288,-0.19829934932078835
ACH-000291,-0.1409474674422415
ACH-000293,-0.2555476560165568
ACH-000294,-0.17791890889313025
ACH-000295,-0.16966279438336104
ACH-000296,-0.3152472810548532
ACH-000302,-0.1382065987275058
ACH-000304,-0.07411549360810285
ACH-000307,-0.21600170380089126
ACH-000308,-0.13121868272336162
ACH-000310,-0.016962704223473325
ACH-000311,-0.23345987278907315
ACH-000312,-0.1096402445575122
ACH-000315,-0.2732231951661332
ACH-000316,-0.3070582560568526
ACH-000317,-0.11748921727175456
ACH-000318,-0.11877683640230775
ACH-000319,-0.219934001270472
ACH-000320,-0.3181886342225241
ACH-000322,-0.11566170656392233
ACH-000323,-0.29251855097369084
ACH-000324,-0.13089689416266456
ACH-000329,-0.11640149359660032
ACH-000330,-0.30172259875120266
ACH-000331,-0.10307034891258136
ACH-000332,-0.20643108985027406
ACH-000334,-0.3279901434594135
ACH-000335,-0.4557302494712122
ACH-000336,-0.017669671839590374
ACH-000337,-0.5555652327484696
ACH-000338,-0.2858480680937571
ACH-000339,-0.14683488122100227
ACH-000341,-0.25199273678266826
ACH-000348,-0.2329120780085869
ACH-000350,-0.20318157034007056
ACH-000352,-0.19618389531566707
ACH-000356,-0.4403817403537655
ACH-000361,-0.15963604574787096
ACH-000362,-0.2001879211146809
ACH-000363,-0.2846905360239763
ACH-000364,-0.20772731025729285
ACH-000365,-0.2225342684393166
ACH-000366,-0.3616784302516826
ACH-000368,-0.4246638446967499
ACH-000374,-0.14217913463662374
ACH-000375,-0.4917819789735661
ACH-000376,-0.2542652543638955
ACH-000381,-0.14323463963643246
ACH-000383,-0.2345382797509421
ACH-000387,-0.28781203633200586
ACH-000389,-0.2853893769879326
ACH-000390,-0.30682093199000143
ACH-000393,-0.2779981517585259
ACH-000395,-0.08828995871577093
ACH-000396,-0.014095189757319219
ACH-000397,-0.34478196226258057
ACH-000401,-0.3658890246130735
ACH-000402,-0.3583874991639622
ACH-000403,-0.2371712473018069
ACH-000404,-0.11631855782540802
ACH-000406,-0.23402081019031096
ACH-000407,-0.24097474128152815
ACH-000408,-0.20834759281709325
ACH-000410,-0.13768071890081066
ACH-000411,-0.13377421137183912
ACH-000414,-0.22502499125585806
ACH-000415,-0.2415840148971761
ACH-000416,-0.14111255020462113
ACH-000420,-0.2929050066035825
ACH-000421,-0.26130745279525125
ACH-000424,-0.2372060970808668
ACH-000425,-0.21682967179759968
ACH-000426,-0.03477936597430019
ACH-000427,-0.14486293384608032
ACH-000433,-0.21110709648300768
ACH-000435,-0.3180186286740139
ACH-000436,-0.19442318496723146
ACH-000444,-0.22990802896933826
ACH-000445,-0.2313316402166532
ACH-000448,-0.2748952018588108
ACH-000450,-0.3451573342502396
ACH-000452,-0.15393835967653005
ACH-000454,-0.2369613481510593
ACH-000458,-0.08699937572243771
ACH-000459,-0.1941525734713116
ACH-000460,-0.08826663403248149
ACH-000461,-0.11270369918619005
ACH-000463,-0.2439028031530597
ACH-000464,-0.1350065164967605
ACH-000466,-0.2968173227105589
ACH-000467,-0.3272624128025655
ACH-000468,-0.10540950241922734
ACH-000469,-0.28821873380571017
ACH-000470,-0.22267783853865988
ACH-000471,-0.19554549489794992
ACH-000472,-0.2880035851385304
ACH-000473,-0.22740546444481524
ACH-000475,-0.20712596709941186
ACH-000476,-0.12861908475692388
ACH-000477,-0.13816697736125866
ACH-000479,-0.3754852943082453
ACH-000480,-0.2570723092699302
ACH-000481,-0.4822366640824008
ACH-000483,-0.2437811538912725
ACH-000484,-0.3238314602995161
ACH-000485,-0.4956930568887238
ACH-000486,-0.3050255031202436
ACH-000487,-0.010976122873918116
ACH-000488,-0.2454845107948587
ACH-000490,-0.2248866318974136
ACH-000491,-0.21595463086190428
ACH-000495,-0.3029116280117561
ACH-000496,-0.14883944140189492
ACH-000499,-0.07550481171629837
ACH-000500,-0.1395327725621244
ACH-000502,-0.2661653837060889
ACH-000503,-0.4115317580700489
ACH-000505,-0.2089893651322172
ACH-000507,-0.280237909337763
ACH-000510,-0.2058314492232764
ACH-000511,-0.18366434008895305
ACH-000512,-0.2137698579054204
ACH-000516,-0.2491281298471808
ACH-000517,-0.23604662214401634
ACH-000518,-0.3091110207337466
ACH-000520,-0.38650242225901743
ACH-000521,-0.2275678076099866
ACH-000522,-0.22279126079752748
