,NR0B2 (8431)
ACH-000203,-0.5211226538100041
ACH-000204,-0.4250298439366886
ACH-000206,-0.20132459335766129
ACH-000207,-0.2169711348395916
ACH-000208,-0.4016327680372501
ACH-000210,-0.17981363387089827
ACH-000211,-0.21880723121077808
ACH-000215,-0.3450704026103568
ACH-000221,-0.3146016668219497
ACH-000222,-0.0613577467436794
ACH-000223,-0.31726431941767
ACH-000226,-0.2276107723537788
ACH-000227,-0.3195342855800958
ACH-000228,-0.14234953393515887
ACH-000231,-0.25246497901304904
ACH-000232,-0.21760874719362847
ACH-000233,-0.2456821550475757
ACH-000234,-0.4396595521691485
ACH-000235,-0.20018208770656207
ACH-000237,-0.298663938827767
ACH-000238,-0.2716076269566521
ACH-000242,0.006940939960987805
ACH-000243,-0.253975193068161
ACH-000244,-0.3431437863861217
ACH-000246,-0.2725854671992732
ACH-000248,-0.15500423900160146
ACH-000250,-0.2745756362853489
ACH-000251,-0.3829427767318815
ACH-000252,-0.41506028537199213
ACH-000253,-0.3195703190046251
ACH-000255,-0.29976950404621555
ACH-000256,-0.4019500050952859
ACH-000257,-0.3776493955197217
ACH-000258,-0.014576064501748797
ACH-000259,-0.3085356591044894
ACH-000260,-0.3035205189932797
ACH-000261,-0.16903696364279286
ACH-000262,-0.5160586749928139
ACH-000263,-0.3886707532353528
ACH-000264,-0.168951059663341
ACH-000265,-0.1616356196781903
ACH-000266,-0.2316727989278472
ACH-000272,-0.30433899083855737
ACH-000274,-0.4284081250486251
ACH-000277,-0.2958330594772145
ACH-000278,-0.2717419847795893
ACH-000279,-0.41772225914952893
ACH-000280,-0.2532258902698854
ACH-000281,-0.2512630207029897
ACH-000288,-0.4716857470828075
ACH-000291,-0.3064176801439228
ACH-000293,-0.3132734422520206
ACH-000294,-0.12290847143530075
ACH-000295,0.02274970322588821
ACH-000296,-0.07410920508939793
ACH-000302,-0.27563141586963075
ACH-000304,-0.07506306402790347
ACH-000307,-0.2546004923122574
ACH-000308,-0.14832410040556354
ACH-000310,-0.2602632473667032
ACH-000311,-0.13544990602182402
ACH-000312,-0.4698672735309262
ACH-000315,-0.03826942344110848
ACH-000316,-0.3872377475626855
ACH-000317,-0.3083199805015385
ACH-000318,-0.4215246970077059
ACH-000319,-0.22959036672738176
ACH-000320,-0.3578867724838933
ACH-000322,-0.3218285689300959
ACH-000323,-0.5280788194088604
ACH-000324,-0.32363759488445953
ACH-000329,-0.3619679449708204
ACH-000330,-0.23758175601203455
ACH-000331,-0.3881893769318082
ACH-000332,-0.3222193877200023
ACH-000334,-0.08355999205069439
ACH-000335,-0.2407342359052809
ACH-000336,-0.39653778148820895
ACH-000337,-0.4316735316772802
ACH-000338,0.4597212083922808
ACH-000339,-0.2664166140134247
ACH-000341,-0.21481436937573012
ACH-000348,-0.2230582418501508
ACH-000350,-0.18799161501562656
ACH-000352,-0.21984421341683946
ACH-000356,-0.4879135607480478
ACH-000361,-0.19333940796954266
ACH-000362,-0.20635930515085876
ACH-000363,-0.18733473492916813
ACH-000364,-0.3181013850837673
ACH-000365,-0.1083291522715801
ACH-000366,-0.2556068994295752
ACH-000368,-0.1550482954191905
ACH-000374,-0.20275847963216126
ACH-000375,-0.2829394369728691
ACH-000376,-0.2655039429918613
ACH-000381,-0.2869659129485195
ACH-000383,-0.2250872794919659
ACH-000387,-0.10596886313263136
ACH-000389,-0.15673208006316294
ACH-000390,-0.2404633250497516
ACH-000393,-0.43778673309069305
ACH-000395,-0.3579006371598269
ACH-000396,-0.1048450330344801
ACH-000397,-0.12610980822915827
ACH-000401,-0.2260063779372257
ACH-000402,-0.2743007756396777
ACH-000403,-0.20719457790493134
ACH-000404,-0.2882068820231343
ACH-000406,-0.2483622191611709
ACH-000407,-0.31717952944647704
ACH-000408,-0.3705683488373616
ACH-000410,-0.33198742925420205
ACH-000411,-0.2793607957117983
ACH-000414,-0.2843543543778961
ACH-000415,-0.3579241861826884
ACH-000416,-0.3786306688381939
ACH-000420,-0.3306096223174551
ACH-000421,-0.3470481117933553
ACH-000424,-0.29507826901811385
ACH-000425,-0.2411993631629156
ACH-000426,-0.11312851505755145
ACH-000427,-0.3372707149352899
ACH-000433,-0.17024878722535278
ACH-000435,-0.346703668796046
ACH-000436,-0.30415419134176097
ACH-000444,-0.14791790709540062
ACH-000445,-0.3461120343918083
ACH-000448,-0.113359880509524
ACH-000450,-0.3896062871010384
ACH-000452,-0.12016224613445572
ACH-000454,-0.19947926388588996
ACH-000458,-0.23084484376458164
ACH-000459,-0.20389720508190945
ACH-000460,-0.23722726597504734
ACH-000461,-0.20842755430727605
ACH-000463,-0.1401174244560025
ACH-000464,-0.29841841925143314
ACH-000466,-0.3214097502633495
ACH-000467,-0.3502958747678324
ACH-000468,-0.4107040207089504
ACH-000469,-0.2533127292256042
ACH-000470,-0.1152681981499372
ACH-000471,-0.26365240143240753
ACH-000472,-0.2563694764522597
ACH-000473,-0.2338197393435877
ACH-000475,-0.24292671490088044
ACH-000476,-0.07423523609134426
ACH-000477,-0.3959732895475164
ACH-000479,-0.2930067863371356
ACH-000480,-0.3511413174337392
ACH-000481,-0.1858792517219357
ACH-000483,-0.3148728916886589
ACH-000484,-0.3267952645922039
ACH-000485,-0.17844268370864955
ACH-000486,-0.2591046177469673
ACH-000487,-0.22238707681276704
ACH-000488,-0.3667824857404325
ACH-000490,-0.5760016229610367
ACH-000491,-0.4557288707270781
ACH-000495,-0.14457664419580904
ACH-000496,-0.33072796689000605
ACH-000499,-0.6374431181281114
ACH-000500,-0.01266117591647813
ACH-000502,-0.16456855614958496
ACH-000503,-0.35471496997454616
ACH-000505,-0.2404153239877605
ACH-000507,-0.18262441261830584
ACH-000510,-0.20578450747911672
ACH-000511,-0.40262977302197744
ACH-000512,-0.18399323199001602
ACH-000516,-0.2077027367559276
ACH-000517,-0.25788095841870684
ACH-000518,-0.19698712786157893
ACH-000520,-0.10268149692170687
ACH-000521,-0.32749939961624386
ACH-000522,-0.3683225932759919
ACH-000524,-0.27013302954351925
ACH-000527,-0.2956854594390594
ACH-000528,-0.3264379923825171
ACH-000537,-0.15329395880990832
ACH-000541,-0.4301481661479272
ACH-000542,-0.2307833967716139
ACH-000544,-0.2871161236667584
ACH-000545,-0.2242058363095461
ACH-000547,-0.6027872491201768
ACH-000548,-0.3066333100368764
ACH-000549,-0.32583880736900744
ACH-000550,-0.41090471599005735
ACH-000552,-0.12918080433168974
ACH-000556,-0.363749454635541
ACH-000557,-0.1577950658306272
ACH-000569,-0.4341554234781064
ACH-000570,-0.1412239940124166
ACH-000571,-0.27506665873084085
ACH-000573,-0.13413874538499382
ACH-000576,-0.4089231449201031
ACH-000579,-0.2802403574975858
ACH-000580,-0.2339810509818149
ACH-000584,-0.23065233827117135
ACH-000585,-0.3408853402857346
ACH-000588,-0.3117882667370078
ACH-000589,-0.3029294957476062
ACH-000591,-0.17696216608356244
ACH-000593,-0.4147531775298609
ACH-000600,-0.315874563079514
ACH-000601,-0.2537217851895954
ACH-000605,-0.4128106328401467
ACH-000606,-0.3825763406602548
ACH-000608,-0.16307448291383644
ACH-000614,-0.3253903803578045
ACH-000616,-0.2420406986203487
ACH-000618,-0.2911118618852769
ACH-000619,-0.22719459381118454
ACH-000620,-0.2393987637730528
ACH-000621,-0.3716134662799603
ACH-000622,-0.25486443653223045
ACH-000623,-0.14634348884881998
ACH-000624,-0.1737429348659758
ACH-000627,-0.3206055340827061
ACH-000630,-0.2445921868264949
ACH-000631,-0.4124578719519125
ACH-000632,-0.2565737076053461
ACH-000633,-0.2714597307218441
ACH-000637,-0.37723360830025415
ACH-000638,-0.3620154489885747
ACH-000646,-0.4871895439316985
ACH-000647,-0.16768160155098505
ACH-000648,-0.259328588369787
ACH-000649,-0.2618450982130525
ACH-000651,-0.2443242488915323
ACH-000652,-0.3124218121730715
ACH-000653,-0.3907240142725164
ACH-000657,-0.2938340904010687
ACH-000658,-0.2290909900705103
ACH-000661,-0.3720905872655938
ACH-000662,-0.06336891029231846
ACH-000663,-0.21202850099810214
ACH-000665,-0.2377984012076508
ACH-000671,-0.2981625268302584
ACH-000672,-0.2806858374114575
ACH-000673,-0.3073111999703688
ACH-000676,-0.4489596186158532
ACH-000677,-0.2860815923248493
ACH-000681,-0.33403816983551426
ACH-000683,-0.4948186082422727
ACH-000684,-0.3145122519821575
ACH-000688,-0.2857205824181508
ACH-000693,-0.34973902088103365
ACH-000694,-0.4038629939730529
ACH-000695,-0.22809080543483465
ACH-000696,-0.2784230234106082
ACH-000697,-0.3174483660364396
ACH-000699,-0.3573892272836833
ACH-000701,-0.3083987723859132
ACH-000706,-0.2901894843183314
ACH-000711,-0.29128514675358946
ACH-000713,-0.1321355868574142
ACH-000714,-0.4740764096010474
ACH-000718,-0.21920168907706386
ACH-000720,-0.3363371693691671
ACH-000721,-0.22427949413269047
ACH-000724,-0.17085382981124445
ACH-000725,-0.18297309809766849
ACH-000732,-0.4290286743554632
ACH-000734,-0.3427772161455773
ACH-000735,-0.2629433207984068
ACH-000736,-0.283892146568828
ACH-000738,-0.2643399630086018
ACH-000746,-0.05642222704702843
ACH-000747,-0.312570178086887
ACH-000748,-0.2539622615710091
ACH-000753,-0.26043318967817364
ACH-000756,-0.17438842943939895
ACH-000757,-0.3382932036085825
ACH-000758,-0.3912576689236488
ACH-000760,-0.3345217694554822
ACH-000762,-0.024513504594367304
ACH-000763,-0.27878335359244955
ACH-000764,-0.3109875608557284
ACH-000765,-0.4134009559476527
ACH-000766,-0.3165806685388585
ACH-000767,-0.18543185577333726
ACH-000768,-0.11931147163348844
ACH-000769,-0.5075025209703757
ACH-000770,-0.2321942789504344
ACH-000771,-0.3729627988547867
ACH-000773,-0.13884739415322256
ACH-000776,-0.2885933557498669
ACH-000777,-0.17566567180962447
ACH-000778,-0.180495933738084
ACH-000781,-0.1845651745476746
ACH-000782,-0.3029984897592565
ACH-000783,-0.3336831802159274
ACH-000784,-0.3285214662596957
ACH-000785,-0.3289300730972685
ACH-000787,-0.2427542667202824
ACH-000788,-0.25639304055824114
ACH-000791,-0.3280756762514318
ACH-000792,-0.4225804022324645
ACH-000794,-0.3744554719854837
ACH-000796,-0.17245762985299698
ACH-000798,-0.362700912895056
ACH-000799,-0.362318967337481
ACH-000800,-0.17970503596617154
ACH-000802,-0.21349327652236508
ACH-000804,-0.3954645604054729
ACH-000805,-0.2750198927503341
ACH-000809,-0.26125010012130595
ACH-000810,-0.5167120223485033
ACH-000811,-0.3812583084750768
ACH-000817,-0.15009603093270213
ACH-000819,-0.29774978019280496
ACH-000820,-0.11907692048861356
ACH-000821,-0.08364592669952671
ACH-000822,-0.1592027845538185
ACH-000823,-0.3422646541506273
ACH-000824,-0.3048397000917629
ACH-000827,-0.2362761816698679
ACH-000829,-0.3360079692294915
ACH-000831,-0.1933951110688182
ACH-000832,-0.23803199982286505
ACH-000833,-0.17368243341312398
ACH-000834,-0.2957348712328438
ACH-000835,-0.3265827942442425
ACH-000836,-0.1945324931079444
ACH-000837,-0.303213842374993
ACH-000838,-0.02472724684256356
ACH-000839,-0.3218209253889066
ACH-000840,-0.407206720255381
ACH-000841,-0.2480731129338287
ACH-000843,-0.2620413431673224
ACH-000846,-0.2543659580079769
ACH-000847,-0.2958847092357108
ACH-000848,-0.1097835781604974
ACH-000849,-0.3906813174198623
ACH-000851,-0.28666859214203466
ACH-000855,-0.4994376068432505
ACH-000856,-0.21345246240968369
ACH-000858,-0.3569550837354982
ACH-000859,-0.31797062714969737
ACH-000861,-0.1953519690286853
ACH-000862,-0.30265812096210665
ACH-000865,-0.31057226885936745
ACH-000866,-0.2895909136435256
ACH-000867,-0.14613475095478046
ACH-000869,-0.2639952892993569
ACH-000872,-0.4637666129863723
ACH-000873,-0.2874777458881734
ACH-000876,-0.3161582986276944
ACH-000878,-0.20457190113986554
ACH-000880,-0.12073128494294012
ACH-000881,-0.15609448746776775
ACH-000882,-0.3360589809510871
ACH-000884,-0.2833615507490105
ACH-000885,-0.24600694848193635
ACH-000887,-0.2849562468210247
ACH-000889,-0.2832006447305546
ACH-000896,-0.1604473501187815
ACH-000898,-0.14863038908183576
ACH-000900,-0.22396143777570499
ACH-000901,-0.28780949503874964
ACH-000905,-0.204481255475513
ACH-000906,-0.1677634685315125
ACH-000907,-0.4944669106566536
ACH-000910,-0.4096587956024008
ACH-000911,-0.35532091244704
ACH-000912,-0.3241869088245753
ACH-000913,-0.27002011265640824
ACH-000915,-0.12480490868459175
ACH-000916,0.2651206137635672
ACH-000917,-0.2528491686301225
ACH-000920,-0.10587901891779804
ACH-000921,-0.2044424468983586
ACH-000924,-0.2564782949428425
ACH-000926,-0.3891330438513921
ACH-000928,-0.4363317830446796
ACH-000929,-0.2539583073289385
ACH-000932,-0.3544427579811321
ACH-000935,-0.29707405182932944
ACH-000936,-0.3773377084455237
ACH-000937,-0.29851515845075144
ACH-000938,-0.2212583447962279
ACH-000939,-0.33365582712575553
ACH-000941,-0.13771379089273245
ACH-000943,-0.18821418122863315
ACH-000946,-0.2657586149730116
ACH-000947,-0.3452006073491656
ACH-000948,-0.38786708595020536
ACH-000950,-0.24943030396130944
ACH-000953,-0.2554972986497391
ACH-000954,-0.25618323502175
ACH-000957,-0.09917124306537936
ACH-000958,-0.191822574475054
ACH-000960,-0.1879714800377003
ACH-000963,-0.2763842577248302
ACH-000968,-0.30216794637245137
ACH-000969,-0.3126848141832827
ACH-000972,-0.5722269579390354
ACH-000973,-0.2372994723399349
ACH-000974,-0.22482236151955096
ACH-000978,-0.1356521928165186
ACH-000984,-0.20095944884745606
ACH-000986,-0.25643070412545715
ACH-000988,-0.22623264599580026
ACH-000993,-0.479865584500596
ACH-000994,-0.15642938740000212
ACH-000996,-0.22580741239801536
ACH-001001,-0.2139149312576925
ACH-001020,-0.4538060141527017
ACH-001028,-0.2090413496604341
ACH-001031,-0.2428517413115511
ACH-001038,-0.32657357843825724
ACH-001048,-0.18867433582224447
ACH-001050,-0.20832743141221916
ACH-001053,-0.2933062343134681
ACH-001054,-0.28496758165850256
ACH-001061,-0.3892144962723009
ACH-001067,-0.2770172365195474
ACH-001075,-0.10384113990711363
ACH-001096,-0.25822201508006376
ACH-001111,-0.21665830010742146
ACH-001119,-0.29465676099069504
ACH-001128,-0.5676548748404133
ACH-001134,-0.5279227101654663
ACH-001151,-0.247604833500438
ACH-001163,-0.2802085756353617
ACH-001164,-0.3022847508208976
ACH-001183,0.023967341681928503
ACH-001192,-0.22155703880697816
ACH-001193,-0.29671698087019965
ACH-001196,-0.4002778956373667
ACH-001197,-0.17546614655236994
ACH-001205,-0.2232034786416144
ACH-001211,-0.3574610686124844
ACH-001212,-0.4867646526120474
ACH-001228,-0.3615805141705285
ACH-001232,-0.4678090596742922
ACH-001239,-0.2885281824450269
ACH-001270,-0.4243264172171597
ACH-001274,-0.08187498786913835
ACH-001275,-0.35523402648673164
ACH-001277,-0.5712143669073813
ACH-001278,-0.4178944514011799
ACH-001280,-0.17575918832587972
ACH-001283,-0.2350747110208571
ACH-001289,-0.27107578663039283
ACH-001300,-0.16322829977742218
ACH-001301,-0.13636695984429567
ACH-001302,-0.3074796805941489
ACH-001306,-0.3026504770908865
ACH-001318,-0.21532098790533152
ACH-001322,-0.3600795409891352
ACH-001328,-0.3551794835354415
ACH-001332,-0.16803060681481216
ACH-001336,-0.21695112551947435
ACH-001346,-0.21138467895428512
ACH-001353,-0.16318827576343145
ACH-001354,-0.08294499457250568
ACH-001367,-0.2957118640925123
ACH-001368,-0.269866702168297
ACH-001374,-0.3214927607441189
ACH-001377,-0.3011993159564241
ACH-001380,-0.2526917786355976
ACH-001391,-0.33238438904908635
ACH-001408,-0.3298092838721923
ACH-001430,-0.2379027108629665
ACH-001431,-0.10532734452723716
ACH-001450,-0.4363280931868727
ACH-001496,-0.2854643275860851
ACH-001500,-0.40394624728436895
ACH-001523,-0.4040886120542215
ACH-001532,-0.3717459634108993
ACH-001550,-0.3640939781702057
ACH-001552,-0.2624679970506721
ACH-001554,-0.2879832634271722
ACH-001654,-0.3254543219876132
ACH-001735,-0.3600426488164176
ACH-001736,-0.13950072013228831
ACH-001737,-0.46446433142937
ACH-001740,-0.2840237217323689
ACH-001745,-0.3612181948242195
ACH-001765,-0.2514687914967521
