,NRXN2 (9379)
ACH-000004,0.07555476694902176
ACH-000005,-0.2851343703351425
ACH-000007,-0.09510444204806098
ACH-000009,0.04178789661899795
ACH-000011,-0.05666985814785895
ACH-000012,-0.18583947324759312
ACH-000013,-0.04306208855041505
ACH-000014,0.12306067692781765
ACH-000015,-0.07815959268114712
ACH-000017,-0.16611207298147562
ACH-000018,0.011821327736649788
ACH-000019,0.07296471027641965
ACH-000021,-0.20574480987141291
ACH-000022,-0.1046737534588912
ACH-000025,-0.11756921676705208
ACH-000028,-0.11275531975460736
ACH-000030,-0.17336906143541278
ACH-000035,-0.07142436317460685
ACH-000036,-0.2149080712744788
ACH-000037,-0.25056287200314425
ACH-000039,-0.11251099172661798
ACH-000040,-0.1800991363251036
ACH-000041,-0.121252291125222
ACH-000042,-0.17063517265333655
ACH-000045,-0.04499652046723727
ACH-000047,-0.03559248154569648
ACH-000052,-0.21710096668192835
ACH-000053,-0.04684084438481023
ACH-000054,-0.0766051736866621
ACH-000055,-0.018286033548070117
ACH-000060,-0.14597026266309565
ACH-000067,-0.10726721444904387
ACH-000070,0.058555911742913226
ACH-000075,-0.2751371272975045
ACH-000078,-0.1245750192609843
ACH-000082,-0.18244943096102856
ACH-000085,-0.033621520385305456
ACH-000086,-0.16501419606401915
ACH-000087,-0.13620155441375384
ACH-000092,-0.01235163559127585
ACH-000095,-0.014761688552059104
ACH-000097,-0.11543209818867026
ACH-000098,-0.04008169959685118
ACH-000099,-0.02572841526302928
ACH-000108,-0.20063609555398945
ACH-000113,-0.10982104244580236
ACH-000116,-0.2369182195861735
ACH-000118,-0.23141027342440298
ACH-000120,-0.09319873957262212
ACH-000123,-0.13505023651558207
ACH-000127,-0.07936514057062016
ACH-000128,-0.10995998299886432
ACH-000132,-0.2953091551613598
ACH-000133,-0.16292920915087458
ACH-000137,-0.21871233978451288
ACH-000138,-0.185033715804732
ACH-000142,-0.1629711313873938
ACH-000143,-0.07049127711305052
ACH-000146,-0.027500303308086574
ACH-000148,-0.11132893555078242
ACH-000150,-0.13083030619580455
ACH-000152,-0.016212157246213197
ACH-000153,-0.4038217328154944
ACH-000159,-0.07915986667282565
ACH-000160,-0.0602616549949126
ACH-000163,-0.051045364123893766
ACH-000167,-0.213959384393825
ACH-000168,-0.0442057937123788
ACH-000169,-0.060724064360945726
ACH-000178,-0.05614608978703918
ACH-000183,-0.1487697551685083
ACH-000188,-0.3951388146302022
ACH-000189,-0.13866190074400947
ACH-000190,0.010405864634281165
ACH-000198,-0.1604534856956282
ACH-000203,-0.10387824824304888
ACH-000204,-0.24300410054520946
ACH-000206,0.07060944224425326
ACH-000207,-0.15868300962572726
ACH-000208,-0.1934380671707436
ACH-000210,-0.1213740828077358
ACH-000211,-0.12431248819486627
ACH-000215,-0.10638400344679518
ACH-000221,-0.11522972226711307
ACH-000222,-0.13946834317245504
ACH-000223,-0.13223314360393496
ACH-000226,-0.09829711554179356
ACH-000227,-0.08718348342906568
ACH-000228,-0.12981480717715854
ACH-000231,-0.09601637693795098
ACH-000232,-0.052613753919996266
ACH-000233,-0.13466732539438284
ACH-000234,-0.06918958645788609
ACH-000235,-0.0810197724608589
ACH-000237,-0.16708642968477555
ACH-000238,-0.17264312709787508
ACH-000242,0.004464387945226723
ACH-000243,-0.05891945990977709
ACH-000244,-0.2609541342409606
ACH-000246,-0.10244620945241946
ACH-000248,-0.05916923998413379
ACH-000250,-0.07863979341898325
ACH-000251,0.04910068830174792
ACH-000252,0.09688051465024164
ACH-000253,-0.1774938543224014
ACH-000255,-0.20043305506130907
ACH-000256,-0.22697566753067286
ACH-000257,-0.09202808205754363
ACH-000258,0.003630071721833494
ACH-000259,-0.14818198742910554
ACH-000260,-0.09820234935031744
ACH-000261,-0.2416543285886888
ACH-000262,-0.2599187895333151
ACH-000263,0.1487213964214998
ACH-000264,-0.054077347817372286
ACH-000265,-0.099448036645664
ACH-000266,-0.14516753576474226
ACH-000272,0.037810260950664185
ACH-000274,0.0038581605304146742
ACH-000277,-0.11633668852440628
ACH-000278,-0.13623239518090016
ACH-000279,-0.06949827679357579
ACH-000280,-0.13530301791603255
ACH-000281,-0.07159043515086183
ACH-000288,-0.17930333410782393
ACH-000291,0.04167455402640766
ACH-000293,0.14343645735774088
ACH-000294,-0.16608499343720712
ACH-000295,-0.5087323883479867
ACH-000296,-0.07833242743495847
ACH-000302,-0.16318922742094152
ACH-000304,-0.05427166827309948
ACH-000307,-0.151585996794273
ACH-000308,-0.23302898511072895
ACH-000310,-0.09679445061665964
ACH-000311,-0.11516037855820033
ACH-000312,-0.1288981142749024
ACH-000315,-0.11499328878400528
ACH-000316,-0.2532064595421179
ACH-000317,-0.11550234005012115
ACH-000318,-0.22266043430720606
ACH-000319,-0.10230390694541966
ACH-000320,-0.16076211647585478
ACH-000322,-0.11621382103069425
ACH-000323,-0.0918168678247061
