,MYBPHL (343263)
ACH-000004,-0.36298224307648025
ACH-000005,0.0036794150895994976
ACH-000007,-0.4124432468998701
ACH-000009,-0.12374172641466842
ACH-000011,-0.17787915904567664
ACH-000012,-0.2615417751368361
ACH-000013,-0.2850943830825233
ACH-000014,-0.3198319576462167
ACH-000015,-0.31026545698697744
ACH-000017,-0.15014115444703746
ACH-000018,-0.2345491257613871
ACH-000019,-0.3377663067085784
ACH-000021,-0.23284528083418024
ACH-000022,-0.27076954392996083
ACH-000025,-0.3071867589626257
ACH-000028,-0.29589659329157586
ACH-000030,-0.2293779653229705
ACH-000035,-0.15972617831536426
ACH-000036,-0.28629495753925416
ACH-000037,-0.07305580854358698
ACH-000039,-0.12290396694867517
ACH-000040,-0.213754153636201
ACH-000041,-0.3445884931994646
ACH-000042,-0.1375664566539467
ACH-000045,-0.2205357561574234
ACH-000047,-0.09443915063823473
ACH-000052,-0.41114950587021576
ACH-000053,-0.15475638721598214
ACH-000054,-0.09881240983873116
ACH-000055,0.00013324656484206746
ACH-000060,-0.185111546664901
ACH-000067,-0.18322766433741428
ACH-000070,-0.3211161361465954
ACH-000075,-0.4207941999085453
ACH-000078,-0.12933275806522335
ACH-000082,-0.16807008835499318
ACH-000085,-0.11661125478370192
ACH-000086,-0.4188080203066021
ACH-000087,-0.36986827949644746
ACH-000092,-0.3420950264063012
ACH-000095,-0.10961396881492098
ACH-000097,-0.19525556560297694
ACH-000098,-0.20084880857599696
ACH-000099,-0.12403678182641464
ACH-000108,-0.21377953426003699
ACH-000113,-0.20752117621874955
ACH-000116,-0.3204865189154068
ACH-000118,-0.3071162047865016
ACH-000120,-0.2844940006125136
ACH-000123,-0.2721088046900383
ACH-000127,-0.2297829464500788
ACH-000128,-0.34471237687388
ACH-000132,-0.3563343424608986
ACH-000133,-0.2738855602408247
ACH-000137,-0.3495606155750837
ACH-000138,-0.2174447710791594
ACH-000142,-0.3680962552833994
ACH-000143,-0.2628721366658029
ACH-000146,-0.1805658922821636
ACH-000148,-0.3678027936223334
ACH-000150,-0.12164566501659205
ACH-000152,-0.3915174621946295
ACH-000153,-0.21639994069702992
ACH-000159,-0.3394516212454988
ACH-000160,-0.1626714807012744
ACH-000163,-0.17176567210537996
ACH-000167,-0.036157892251266
ACH-000168,-0.34316982101003124
ACH-000169,-0.224364416971501
ACH-000178,-0.2481503059294463
ACH-000183,-0.3149639765808166
ACH-000188,-0.24740126599865145
ACH-000189,-0.4433744075294819
ACH-000190,-0.3831597193809428
ACH-000198,-0.32830193567255456
