,DCLK2 (166614)
ACH-000004,-0.06005618224683185
ACH-000005,0.2283284902279057
ACH-000007,0.027805582235431205
ACH-000009,-0.02441742130997247
ACH-000011,-0.020409908134859676
ACH-000012,0.03872618158957341
ACH-000013,0.016988943403963078
ACH-000014,-0.07890663112061692
ACH-000015,-0.07877166327496113
ACH-000017,0.0874732374238
ACH-000018,-0.07394839309784777
ACH-000019,0.09895803009032758
ACH-000021,0.03184092609845105
ACH-000022,0.02609931617130425
ACH-000025,-0.06784124117536575
ACH-000028,0.0632364964863824
ACH-000030,-0.011254774170168264
ACH-000035,0.023120335404713383
ACH-000036,-0.0858582773222338
ACH-000037,-0.1582665753696826
ACH-000039,0.07101874813086348
ACH-000040,0.01903986489586709
ACH-000041,0.08661067452302176
ACH-000042,0.0528282348527393
ACH-000045,0.0609083907336291
ACH-000047,-0.07542708085672639
ACH-000052,0.013220303754937587
ACH-000053,0.016792288003563898
ACH-000054,-0.10031815976192926
ACH-000055,-0.058951562415122914
ACH-000060,-0.06406378261256494
ACH-000067,0.08061805064617579
ACH-000070,0.15957759819847875
ACH-000075,0.05450054797759491
ACH-000078,-0.1603127479133435
ACH-000082,-0.008364918743718107
ACH-000085,0.1688245305698727
ACH-000086,-0.027194387280247218
ACH-000087,-0.05300594394407677
ACH-000092,-0.0009106482621549992
ACH-000095,-0.03757501375314967
ACH-000097,0.01580896280600938
ACH-000098,-0.05464059784844751
ACH-000099,-0.026500187036973682
ACH-000108,-0.01637359224534591
ACH-000113,2.612614100753182e-05
ACH-000116,0.014700267181130404
ACH-000118,0.05865390538693783
ACH-000120,0.1179240643898791
ACH-000123,0.004771373190535687
ACH-000127,-0.11443158543192362
ACH-000128,-0.05235394084838437
ACH-000132,0.028257998970175436
ACH-000133,-0.00828969008510418
ACH-000137,0.1511836693887691
ACH-000138,0.02286825834237915
ACH-000142,-0.09691835967586317
ACH-000143,-0.05241690060286504
ACH-000146,-0.017623150419724582
ACH-000148,-0.05678100191941249
ACH-000150,-0.0883329236683803
ACH-000152,0.014969045716829847
ACH-000153,0.0330288641415404
ACH-000159,0.06251784352657602
ACH-000160,0.015381512374693781
ACH-000163,-0.04590306850922187
ACH-000167,0.0966389534114626
ACH-000168,0.10331829632140277
ACH-000169,0.03254940004323631
ACH-000178,0.05652673373497155
ACH-000183,-0.12590159496789938
ACH-000188,-0.04669015260952119
ACH-000189,-0.026707469733884416
ACH-000190,-0.02671201316021408
ACH-000198,0.01762945767774026
ACH-000203,-0.1820495920707021
