,PHKG1 (5260)
ACH-000004,-0.06627556408482788
ACH-000005,-0.5824014200468821
ACH-000007,-0.3376901417861393
ACH-000009,-0.37373650704519695
ACH-000011,-0.35841717701400605
ACH-000012,-0.334484490741773
ACH-000013,-0.26175139582130746
ACH-000014,-0.2579217703694168
ACH-000015,-0.28075676529123283
ACH-000017,-0.22304600143602246
ACH-000018,-0.314607781841231
ACH-000019,-0.3063047748860274
ACH-000021,-0.3353208368854117
ACH-000022,-0.2356960204572741
ACH-000025,-0.4006086462310513
ACH-000028,-0.19741717623832414
ACH-000030,-0.2908698408490701
ACH-000035,-0.32999684404544816
ACH-000036,-0.3309899994422761
ACH-000037,-0.1517891579724472
ACH-000039,-0.09871159669199732
ACH-000040,-0.2446640811172144
ACH-000041,-0.2838646000591386
ACH-000042,-0.28609492326672065
ACH-000045,-0.29347636271487937
ACH-000047,-0.29588133656029664
ACH-000052,-0.11176646607292794
ACH-000053,-0.2916370821444021
ACH-000054,-0.3918942946556941
ACH-000055,-0.21296921106802325
ACH-000060,-0.4026738748471368
ACH-000067,-0.341548121141574
ACH-000070,-0.17265713833010793
ACH-000075,-0.4723119146678042
ACH-000078,-0.40798037410604576
ACH-000082,-0.3717634575013926
ACH-000085,-0.31707226588999937
ACH-000086,-0.12410725191792005
ACH-000087,-0.18010483946591116
ACH-000092,-0.2680859022074413
ACH-000095,-0.33698364187569113
ACH-000097,-0.3604938531236797
ACH-000098,-0.3421396037709709
ACH-000099,-0.18099494195907664
ACH-000108,-0.17957683583446304
ACH-000113,-0.1676714470602213
ACH-000116,-0.2984718514239651
ACH-000118,-0.15500966390582607
ACH-000120,-0.1382060833281303
ACH-000123,-0.2583456396098147
ACH-000127,-0.21516575895655335
ACH-000128,-0.3864672690935278
ACH-000132,-0.2289918679772968
ACH-000133,-0.4853530960272805
ACH-000137,-0.3313868635015953
ACH-000138,-0.16500452825485545
ACH-000142,-0.2932750620843243
ACH-000143,-0.3264593649617538
ACH-000146,-0.3104307357284176
ACH-000148,-0.22099750820589067
ACH-000150,-0.2181886644095882
ACH-000152,-0.2677840381163801
ACH-000153,-0.4518597530773805
ACH-000159,-0.3698173772273139
ACH-000160,-0.2772699339763309
ACH-000163,-0.15913049219238518
ACH-000167,-0.2690871559604247
ACH-000168,-0.17292827636473626
ACH-000169,-0.3811581674483985
ACH-000178,-0.27278865920474576
ACH-000183,-0.15820044908210154
ACH-000188,-0.2859783915310345
ACH-000189,-0.217687312241564
ACH-000190,-0.21174877483882687
ACH-000198,-0.2553591193739373
ACH-000203,-0.7360031399456074
ACH-000204,0.02206381773084661
ACH-000206,-0.13006036597328052
ACH-000207,-0.3214489740768917
ACH-000208,-0.2392877478271885
ACH-000210,-0.34133786214050377
ACH-000211,-0.29147877476550177
ACH-000215,-0.23633191538368964
ACH-000221,-0.5226348763521173
ACH-000222,-0.2030281237499217
ACH-000223,-0.33816536909373096
ACH-000226,-0.31163247571711666
ACH-000227,-0.3580379171804498
ACH-000228,-0.2631586800735758
ACH-000231,-0.2365508060524199
ACH-000232,-0.3499410591519261
ACH-000233,-0.04496118041696066
ACH-000234,-0.1893893192621523
ACH-000235,-0.2973797479000447
ACH-000237,-0.3436640972921094
ACH-000238,-0.3291464291424041
ACH-000242,-0.2643627327829577
ACH-000243,-0.2862066634195288
ACH-000244,-0.4034666410481189
ACH-000246,-0.18018751822374626
ACH-000248,-0.26337075451232844
ACH-000250,-0.21027821358058996
ACH-000251,-0.0922583268074573
ACH-000252,-0.3889022697587016
ACH-000253,-0.23915788171418145
ACH-000255,-0.4007205119976884
ACH-000256,-0.242780173773006
ACH-000257,-0.14978695697102787
ACH-000258,-0.3415633991100167
ACH-000259,-0.23332418484047085
ACH-000260,-0.17842510933813252
ACH-000261,-0.2419900128423653
ACH-000262,-0.5128490187941366
ACH-000263,0.03761176765362305
ACH-000264,-0.3336067180941737
ACH-000265,-0.2401370913290786
ACH-000266,-0.3859640429589277
ACH-000272,-0.2635040660760934
ACH-000274,0.1807496899732595
ACH-000277,-0.2817799153364359
ACH-000278,-0.23131901052456685
ACH-000279,-0.2794335085149712
ACH-000280,-0.2638243772713731
ACH-000281,-0.19191743650882825
ACH-000288,-0.3005316231725306
ACH-000291,-0.3338619175360407
ACH-000293,-0.24733404525120156
ACH-000294,-0.30351806242408
ACH-000295,-0.13321419838150095
ACH-000296,-0.27373816590633065
ACH-000302,-0.34841825369520435
ACH-000304,-0.3969424497234545
ACH-000307,-0.3325137039971394
ACH-000308,-0.3333458047678294
ACH-000310,-0.385975170874244
ACH-000311,-0.20316943876680607
ACH-000312,-0.21354927424409734
ACH-000315,-0.31866700506594986
ACH-000316,-0.2842556421867212
ACH-000317,0.17567811184508555
ACH-000318,-0.27725371440159713
ACH-000319,-0.3277612558176137
ACH-000320,-0.4400895015997153
ACH-000322,-0.17401504252220532
ACH-000323,-0.21304086117406354
ACH-000324,-0.3175312019639778
ACH-000329,-0.3198959285842938
ACH-000330,-0.2170652622001213
ACH-000331,-0.2856342891019485
ACH-000332,-0.3320938651266901
ACH-000334,-0.12960407974519414
ACH-000335,0.05668521501057953
ACH-000336,-0.24522037389667695
ACH-000337,-0.487945474854072
ACH-000338,0.09196381126940048
ACH-000339,-0.391463389849948
ACH-000341,-0.4611425475596468
ACH-000348,-0.22029573027864316
ACH-000350,-0.25267906417287794
ACH-000352,-0.1917238851826784
ACH-000356,-0.4885848117683169
ACH-000361,-0.2486756477801083
ACH-000362,-0.2691763480472981
ACH-000363,-0.3276911997870862
ACH-000364,-0.33191344177035714
ACH-000365,-0.2553288489057364
ACH-000366,-0.3251269876553323
ACH-000368,-0.08754933705688073
ACH-000374,-0.387262945123302
ACH-000375,-0.3893912127844499
ACH-000376,-0.3210108939749101
ACH-000381,-0.2768136515803183
ACH-000383,-0.3451714313199493
ACH-000387,-0.19330635466033155
ACH-000389,-0.2931870325498739
ACH-000390,-0.5072358870230206
ACH-000393,-0.31981532689165226
ACH-000395,-0.5417173023514416
ACH-000396,-0.03290688767036769
ACH-000397,-0.2749601110173941
ACH-000401,-0.2875208247328313
ACH-000402,-0.32708107346533005
ACH-000403,-0.3973103862273753
ACH-000404,-0.11901510684628845
ACH-000406,-0.24945180179184714
ACH-000407,-0.3386710964471869
ACH-000408,-0.5115145151824253
ACH-000410,-0.1959829891018527
ACH-000411,-0.32953979735423256
ACH-000414,-0.36702778406946457
ACH-000415,-0.3154795482366521
ACH-000416,-0.3874927111870321
ACH-000420,-0.4529579220410657
ACH-000421,-0.2896266680388476
ACH-000424,-0.2245974307193681
ACH-000425,-0.3537156057501974
ACH-000426,-0.3856033995775872
ACH-000427,-0.4508662541340702
ACH-000433,-0.2966115281780526
ACH-000435,-0.07311896617217142
ACH-000436,-0.2137436544284462
ACH-000444,-0.2619957982393955
ACH-000445,-0.1972888199488859
ACH-000448,-0.3029788699092793
ACH-000450,-0.406343715952264
ACH-000452,-0.4477335057472666
ACH-000454,-0.2706614779962226
ACH-000458,-0.19233927888844216
