,TP53I3 (9540)
ACH-000004,-0.4234573776757689
ACH-000005,-0.5001832762300292
ACH-000007,-0.3181262144582893
ACH-000009,-0.3331019548448225
ACH-000011,-0.2539429120906529
ACH-000012,-0.17784648675208428
ACH-000013,-0.13221116774301234
ACH-000014,-0.16097493093154774
ACH-000015,-0.17650166166967615
ACH-000017,-0.4326336208790367
ACH-000018,-0.1956274041732363
ACH-000019,-0.3112184190158833
ACH-000021,-0.2882187714971303
ACH-000022,-0.3148273342439243
ACH-000025,-0.3337833878872157
ACH-000028,-0.11909894654689288
ACH-000030,-0.16618531573810788
ACH-000035,-0.25589966223880595
ACH-000036,-0.2790278307559069
ACH-000037,-0.4263377257382057
ACH-000039,-0.050162787870359486
ACH-000040,-0.15377922765044608
ACH-000041,-0.18097378310178125
ACH-000042,-0.3435684401532765
ACH-000045,-0.2448549887191283
ACH-000047,-0.21514055557021566
ACH-000052,-0.20039826150168488
ACH-000053,-0.16094735628412904
ACH-000054,-0.17827578389249754
ACH-000055,-0.23396938817363186
ACH-000060,-0.3775531384005176
ACH-000067,-0.07713181339087008
ACH-000070,-0.31189685102929826
ACH-000075,-0.27992091115592543
ACH-000078,-0.3385967049510937
ACH-000082,-0.2977599096744676
ACH-000085,-0.4120884220985316
ACH-000086,-0.25293843213320594
ACH-000087,-0.06393778654993591
ACH-000092,-0.4645558722358005
ACH-000095,-0.3733242336954547
ACH-000097,-0.25511867762928137
ACH-000098,-0.3080581666024644
ACH-000099,-0.37761735973163896
ACH-000108,-0.34432994292622177
ACH-000113,-0.34719046106553114
ACH-000116,-0.3623708719861071
ACH-000118,-0.09825087187987347
ACH-000120,-0.2374119421069683
ACH-000123,-0.20688808109822796
ACH-000127,-0.3913038522239757
ACH-000128,-0.20969872827239364
ACH-000132,-0.22380457823904198
ACH-000133,-0.2719130799738209
ACH-000137,-0.3688598518912601
ACH-000138,-0.27259211590637983
ACH-000142,-0.38471319062972986
ACH-000143,-0.17139739628602216
ACH-000146,-0.3878575199093245
ACH-000148,-0.15053664611120135
ACH-000150,-0.15409923236805775
ACH-000152,-0.3527211964152592
ACH-000153,-0.07719957248443514
ACH-000159,-0.10117838106281374
ACH-000160,-0.2755029050133818
ACH-000163,-0.1546815893762689
ACH-000167,-0.4393074847073117
ACH-000168,-0.2613126967476645
ACH-000169,-0.16609348170226834
ACH-000178,-0.29657556420779474
ACH-000183,-0.3390529325123973
ACH-000188,-0.23875101619304814
ACH-000189,-0.1050305666806398
ACH-000190,-0.3272802361373197
ACH-000198,-0.1694275474236979
ACH-000203,-0.1923541903742368
ACH-000204,-0.4170796402776234
ACH-000206,-0.11781152938986934
ACH-000207,-0.15982280880408398
ACH-000208,-0.3222346623996092
ACH-000210,-0.35176358615386466
ACH-000211,-0.3066426959382565
ACH-000215,-0.2678758718647686
ACH-000221,-0.15665981401515455
ACH-000222,-0.3173718101849153
ACH-000223,-0.4372847374725818
ACH-000226,-0.15279752998312815
ACH-000227,-0.4577615269399682
ACH-000228,-0.3092188899686685
ACH-000231,-0.4243847764994584
ACH-000232,-0.34634537919759906
ACH-000233,-0.2483670341935948
ACH-000234,-0.3041315256460017
ACH-000235,-0.3226667549820726
ACH-000237,-0.15646938304621358
ACH-000238,-0.4094335829309997
ACH-000242,-0.15111556649673955
ACH-000243,-0.4376229923731445
ACH-000244,-0.3568660441218612
ACH-000246,-0.1694377262943358
ACH-000248,-0.33815218143634024
ACH-000250,-0.2685686913681551
ACH-000251,-0.1038915624915194
ACH-000252,-0.11680057947124665
ACH-000253,-0.2830909693795674
ACH-000255,-0.10892457383656996
ACH-000256,-0.24799804435614095
ACH-000257,-0.1079595275339799
ACH-000258,-0.4089636411096199
ACH-000259,-0.4630261323004977
ACH-000260,-0.26253162794567386
ACH-000261,-0.1400645690212584
ACH-000262,-0.28632335188657115
ACH-000263,-0.15562251748720374
ACH-000264,-0.3201552144661911
ACH-000265,-0.2300161422869053
ACH-000266,-0.2875525414019951
ACH-000272,-0.2504136992822613
ACH-000274,-0.3941723879140127
ACH-000277,-0.5196699342772949
ACH-000278,-0.19288639722495865
ACH-000279,-0.20411860912091528
ACH-000280,-0.31734448033322354
ACH-000281,-0.2697710620710625
ACH-000288,-0.3717309348441722
ACH-000291,-0.1778745347451854
ACH-000293,-0.2538726761945849
ACH-000294,-0.18198117219586324
ACH-000295,-0.2581998973967893
ACH-000296,-0.053219147796841004
ACH-000302,-0.14300177394902205
ACH-000304,-0.2402045410364093
ACH-000307,-0.2563073230782618
ACH-000308,-0.2275063996935146
ACH-000310,-0.2501209194516512
ACH-000311,-0.30724102070999104
ACH-000312,-0.4390312767344401
ACH-000315,-0.2727808242885373
ACH-000316,-0.2119585351618032
ACH-000317,-0.1880163658600866
ACH-000318,-0.24264529222464284
ACH-000319,-0.26627219500570043
ACH-000320,-0.4031264934853467
ACH-000322,-0.2361315729796727
ACH-000323,-0.32305073391306416
ACH-000324,-0.2330829089767616
ACH-000329,-0.2193489211310372
ACH-000330,-0.24467633162739436
ACH-000331,-0.2576726588518101
ACH-000332,-0.3283387107849246
ACH-000334,-0.22305018103656224
ACH-000335,-0.2353258308263709
ACH-000336,-0.24306316832742425
ACH-000337,-0.2472928527461025
ACH-000338,-0.1986007670230204
ACH-000339,-0.15718451083997126
ACH-000341,-0.4876089287355543
ACH-000348,-0.3399633576609005
ACH-000350,-0.21812532174544835
ACH-000352,-0.228325782346008
ACH-000356,-0.3057601840248116
ACH-000361,-0.3574613254243572
ACH-000362,-0.20063318901780955
ACH-000363,-0.37853324776176706
ACH-000364,-0.37585066998428585
ACH-000365,-0.2979364333943085
ACH-000366,-0.3184256348986958
ACH-000368,-0.16198443868520954
ACH-000374,0.049052964878830686
ACH-000375,-0.270022009684638
ACH-000376,-0.3025999851289153
ACH-000381,-0.30148058348505924
ACH-000383,-0.4868233148376807
ACH-000387,-0.2749917836728669
ACH-000389,-0.4629163988266229
ACH-000390,-0.349933380752767
ACH-000393,-0.3740467533218511
ACH-000395,-0.057345364861678065
ACH-000396,-0.5415823866432699
ACH-000397,-0.34645013287477
ACH-000401,-0.20751994689185305
ACH-000402,-0.2515243464575097
ACH-000403,-0.3925257028310047
ACH-000404,0.04743881265400242
ACH-000406,-0.2325237204702678
ACH-000407,-0.2709375217349846
ACH-000408,-0.21720233409091366
ACH-000410,-0.1972758131588612
ACH-000411,-0.3157606164299103
ACH-000414,-0.3316456693902121
ACH-000415,-0.4398551025691052
ACH-000416,-0.2795050371123528
ACH-000420,-0.34709665687135033
ACH-000421,-0.32547612228161105
ACH-000424,-0.1322849105067441
ACH-000425,-0.1945826070907168
ACH-000426,-0.3681502561076618
ACH-000427,-0.627419303845371
ACH-000433,-0.3970772876374071
ACH-000435,-0.07019401667862578
ACH-000436,-0.35316617947481355
ACH-000444,-0.24404063960596584
ACH-000445,-0.1897471219315332
ACH-000448,-0.1930658916458032
ACH-000450,-0.2969953931623509
ACH-000452,-0.2021388340866508
ACH-000454,-0.4530680427839473
ACH-000458,-0.21081012823161085
ACH-000459,-0.0674033108166642
ACH-000460,-0.2752298460894476
ACH-000461,-0.06789745001504023
ACH-000463,-0.2732902084119958
ACH-000464,-0.17229160007387614
ACH-000466,-0.28010688449264465
ACH-000467,-0.0015363903813852824
ACH-000468,-0.13354020032805825
ACH-000469,-0.19521254169660607
ACH-000470,-0.2456685076839185
ACH-000471,-0.3020085948360949
ACH-000472,-0.2272789939603407
ACH-000473,-0.25339425067572097
ACH-000475,-0.412341687633318
ACH-000476,-0.26746261448176784
ACH-000477,-0.23611117521720498
ACH-000479,-0.3776789502721389
ACH-000480,-0.08092046513140906
ACH-000481,-0.24346968120344706
ACH-000483,-0.2007598569149491
ACH-000484,-0.4723584689380157
ACH-000485,-0.3868051878370472
ACH-000486,-0.28891001422626866
ACH-000487,-0.380719636368784
ACH-000488,-0.2274395370152743
ACH-000490,-0.2857198798644949
ACH-000491,-0.16228708874858402
ACH-000495,-0.3509139043235972
ACH-000496,-0.19090707977149016
ACH-000499,-0.011445522876243924
ACH-000500,-0.28992772799882666
ACH-000502,-0.2551205503141209
ACH-000503,-0.3614213244754799
ACH-000505,-0.2561634130279413
ACH-000507,-0.2869812584833024
ACH-000510,-0.17704160555285905
ACH-000511,-0.2797093848417296
ACH-000512,-0.18817985867730136
ACH-000516,-0.2962041406668181
ACH-000517,-0.2688110782281103
ACH-000518,-0.2630642577688477
