,DYNC2H1 (79659)
ACH-000004,0.1645735526013289
ACH-000005,0.05425047889212788
ACH-000007,0.012108440445355424
ACH-000009,0.02653305344528711
ACH-000011,0.15656167760761527
ACH-000012,0.03605117845277697
ACH-000013,-0.056741874360649834
ACH-000014,-0.01672686505912225
ACH-000015,0.023738023469789805
ACH-000017,0.056272288813993536
ACH-000018,0.047582281556418714
ACH-000019,-0.011205595039633988
ACH-000021,0.06144753092054885
ACH-000022,-0.0884776799512732
ACH-000025,0.0173964465697528
ACH-000028,-0.0065246459620304596
ACH-000030,0.1152605970886352
ACH-000035,-0.01975849749200699
ACH-000036,-0.028787098542569813
ACH-000037,0.06933391299504915
ACH-000039,0.05752671002658799
ACH-000040,0.05307947807782452
ACH-000041,0.010131803433450432
ACH-000042,0.006704045770694945
ACH-000045,-0.05136141002838067
ACH-000047,0.0011706126026736956
ACH-000052,0.10205280052514083
ACH-000053,0.024329238867455364
ACH-000054,0.095169365967381
ACH-000055,-0.09132718174234727
ACH-000060,0.12756648234536194
ACH-000067,0.11634583435926155
ACH-000070,-0.09362553432593064
ACH-000075,-0.1814942966663068
ACH-000078,0.038453245597253716
ACH-000082,0.016501051113570718
ACH-000085,0.10222753348843856
ACH-000086,-0.10399154016324363
ACH-000087,0.12825306894080313
ACH-000092,0.044563583091457575
ACH-000095,0.05272534569543042
ACH-000097,0.02898365137370001
ACH-000098,0.07948625613029367
ACH-000099,-0.02209350595726461
ACH-000108,-0.013874461621652371
ACH-000113,-0.0374122979672559
ACH-000116,-0.1896630916497552
ACH-000118,-0.03376797467346826
ACH-000120,0.18550405812117604
ACH-000123,0.06464389978301864
ACH-000127,0.12685114780652415
ACH-000128,0.09533076614547477
ACH-000132,0.0197961451980298
ACH-000133,0.08560175411382707
ACH-000137,0.06918489104826919
ACH-000138,-0.006471248230797671
ACH-000142,-0.021507866563813302
ACH-000143,0.0928617411369134
ACH-000146,0.03615717477392633
ACH-000148,0.08812866553120623
ACH-000150,0.03629812310958104
ACH-000152,-0.06632047250866248
ACH-000153,0.12791150564118578
ACH-000159,0.09632478357844357
ACH-000160,-0.01772424818139205
ACH-000163,0.08556537475680462
ACH-000167,-0.2969620947617005
ACH-000168,0.03298014148139719
ACH-000169,-0.06444988782230979
ACH-000178,0.0926474199215584
ACH-000183,0.07211921068529255
ACH-000188,-0.014226126395156156
ACH-000189,-0.038312387642161605
ACH-000190,0.04576358923546718
ACH-000198,-0.0587617495562797
ACH-000203,0.20092796610860209
ACH-000204,-0.06744874805070966
ACH-000206,-0.05984120909721213
ACH-000207,-0.3639579449470134
ACH-000208,0.09421325673329717
ACH-000210,0.08594709093695987
ACH-000211,0.020987632042770703
ACH-000215,0.031756544489370465
ACH-000221,-0.011095491381721416
ACH-000222,0.015326825779254804
ACH-000223,-0.05471947302963396
ACH-000226,0.08272203605295726
ACH-000227,0.04804628365385428
ACH-000228,-0.09055575104410674
ACH-000231,-0.027929775269509998
ACH-000232,0.06977616039195557
ACH-000233,0.02067953720019302
ACH-000234,-0.035260347604571134
ACH-000235,0.04519592100943205
ACH-000237,-0.013129362214506328
ACH-000238,-0.07894779291647236
ACH-000242,0.007900805839287364
ACH-000243,0.06674200376299502
ACH-000244,-0.004541877326145062
ACH-000246,0.01230782024174182
ACH-000248,0.015381702495005544
ACH-000250,0.01056842028754286
ACH-000251,0.04399849137636076
ACH-000252,-0.0003694743284552021
ACH-000253,0.02113162271697796
ACH-000255,-0.09891250124268093
ACH-000256,0.06370799259906065
ACH-000257,0.06169308843224593
ACH-000258,0.020605046031324462
ACH-000259,0.02433159468127191
ACH-000260,-0.014316049003253615
ACH-000261,0.02624972134290391
ACH-000262,0.0455885200901804
ACH-000263,0.06146188067645202
ACH-000264,-0.0454866634415572
ACH-000265,0.12535770658512274
ACH-000266,0.03517124738205784
ACH-000272,0.026149609780685625
ACH-000274,0.04031456279550055
ACH-000277,-0.01072017019327883
ACH-000278,-0.021552175524588855
ACH-000279,-0.0442522209033207
ACH-000280,0.07743456038104861
ACH-000281,0.03101760952745452
ACH-000288,0.042617886745298886
ACH-000291,0.09978277023025986
ACH-000293,-0.21118650297321345
ACH-000294,0.06688881575608185
ACH-000295,-0.13230704958914732
ACH-000296,0.042936625333829664
ACH-000302,0.046620563865030065
ACH-000304,0.04229771163653838
ACH-000307,0.03254041702202932
ACH-000308,-0.025628969314612882
ACH-000310,-0.0333039242850322
ACH-000311,0.01823877131377607
ACH-000312,-0.004280252356407584
ACH-000315,0.004158951239515905
ACH-000316,0.0629432690089793
ACH-000317,0.10478368084898074
ACH-000318,0.02600616003446526
ACH-000319,-0.07525034570942628
ACH-000320,0.18377478502606684
ACH-000322,-0.09375353504813944
ACH-000323,0.09652271117731824
ACH-000324,0.03507962546406212
ACH-000329,0.13402495183321378
ACH-000330,-0.06055026845416968
ACH-000331,0.028481957525052882
ACH-000332,0.005489122134617079
ACH-000334,-0.06903204046774059
ACH-000335,0.14814783066437132
ACH-000336,-0.186928864903237
ACH-000337,-0.1298268197711847
ACH-000338,0.2620609992395804
ACH-000339,0.06658717773512532
ACH-000341,0.12965324724376226
ACH-000348,0.08010285327138061
ACH-000350,0.0591776298387576
ACH-000352,0.11169735080775957
ACH-000356,0.19747765861300592
ACH-000361,-0.11761571846228595
ACH-000362,-0.020306735933885784
ACH-000363,0.002598624083763121
ACH-000364,0.041231216377555835
ACH-000365,-0.023154521254917432
ACH-000366,0.023135605999462763
ACH-000368,-0.10146403349225568
ACH-000374,-0.1284851918757501
