,MORN1 (79906)
ACH-000004,-0.0215225790950634
ACH-000005,-0.2835702379307552
ACH-000007,-0.2252603483263755
ACH-000009,-0.2249929297683909
ACH-000011,-0.1647922261744159
ACH-000012,-0.0906586019742818
ACH-000013,-0.2378358389281748
ACH-000014,-0.18352148276211125
ACH-000015,0.022808765485637667
ACH-000017,-0.09312274916087088
ACH-000018,-0.06836074411291514
ACH-000019,-0.04276758676098567
ACH-000021,-0.1666039594908137
ACH-000022,-0.1846881058711725
ACH-000025,-0.14213756664916752
ACH-000028,-0.022846953619232627
ACH-000030,-0.03611043528083232
ACH-000035,-0.2527047707160304
ACH-000036,-0.25817451604117697
ACH-000037,-0.2089076078594069
ACH-000039,0.030208085120216912
ACH-000040,-0.25298703745711554
ACH-000041,-0.1511264418676533
ACH-000042,-0.137170222621569
ACH-000045,0.07354256223040892
ACH-000047,-0.29830890808973753
ACH-000052,-0.08878257343201862
ACH-000053,-0.07758745942569359
ACH-000054,-0.2603727533399979
ACH-000055,-0.04395310731765509
ACH-000060,-0.05260516667576854
ACH-000067,-0.140753327971738
ACH-000070,-0.03458421474023885
ACH-000075,-0.0567399297328415
ACH-000078,-0.02087278668791799
ACH-000082,-0.12259996693555332
ACH-000085,-0.4415846183356441
ACH-000086,-0.2983738710447625
ACH-000087,-0.12737839159282288
ACH-000092,-0.21940151843812025
ACH-000095,-0.09861914181415037
ACH-000097,-0.19273072095333027
ACH-000098,-0.12064375461920546
ACH-000099,-0.11760937748144674
ACH-000108,-0.2040639635772737
ACH-000113,-0.027479990393330957
ACH-000116,-0.051071048306925215
ACH-000118,-0.09443186420804883
ACH-000120,-0.14887074576756992
ACH-000123,-0.2370743089069575
ACH-000127,-0.05352659950432344
ACH-000128,-0.08851156792707167
ACH-000132,-0.0665666529336183
ACH-000133,0.03970397931500512
ACH-000137,0.016031783767802236
ACH-000138,-0.25923816032518066
ACH-000142,-0.192040699850795
ACH-000143,0.06359988306456239
ACH-000146,-0.12936463591384562
ACH-000148,-0.11201703789214723
ACH-000150,-0.5334745008952964
ACH-000152,-0.05541758289956186
ACH-000153,0.15015524057090587
ACH-000159,-0.14045214863685604
ACH-000160,-0.015117923091885782
ACH-000163,-0.062061319344687275
ACH-000167,-0.3035079123154941
ACH-000168,-0.2282888371146657
ACH-000169,-0.09032865024798746
ACH-000178,-0.07840714000407874
ACH-000183,-0.07199401490252696
ACH-000188,-0.1907914184847958
ACH-000189,0.1237543036910968
ACH-000190,-0.3146305416416101
ACH-000198,-0.09694284674234237
ACH-000203,-0.09432435675028013
ACH-000204,-0.2224336743097811
ACH-000206,-0.05502551412987193
ACH-000207,-0.21113161447254186
ACH-000208,-0.2048460796102423
ACH-000210,-0.2419725056616478
ACH-000211,-0.08473862753832173
ACH-000215,-0.24117123933137485
ACH-000221,-0.017653241476177414
ACH-000222,-0.30522427193311163
ACH-000223,-0.10780238330553132
ACH-000226,-0.043112724129614304
ACH-000227,0.0408189331656272
ACH-000228,-0.17175373953321196
ACH-000231,-0.1493052168426455
ACH-000232,-0.07638013202603297
ACH-000233,0.0014080295284314005
ACH-000234,-0.04533303511980311
ACH-000235,-0.13072964433134107
ACH-000237,-0.2379419783126812
ACH-000238,-0.3292391406192593
ACH-000242,-0.07584927648438743
ACH-000243,-0.03198711497581154
ACH-000244,-0.3464782023855495
ACH-000246,-0.2967223355281225
ACH-000248,-0.07062376911840873
ACH-000250,-0.20548916565479072
ACH-000251,-0.027118354068937502
ACH-000252,-0.05227374128193329
ACH-000253,-0.08519027803990074
ACH-000255,-0.12742230225068732
ACH-000256,-0.057569103363584576
ACH-000257,-0.24295097788256476
ACH-000258,-0.06709324413225122
ACH-000259,-0.3311669232345398
ACH-000260,-0.11851104754050384
ACH-000261,-0.12169434582444966
ACH-000262,-0.06494988023608159
ACH-000263,-0.05765723928985522
ACH-000264,-0.17998210050933186
ACH-000265,-0.04000616881124577
ACH-000266,-0.18669438628773802
ACH-000272,-0.055751209651852984
ACH-000274,-0.09287278314510876
ACH-000277,-0.10628798906192956
ACH-000278,-0.14639682264936396
ACH-000279,-0.16824003361603032
ACH-000280,-0.09477105751550023
ACH-000281,-0.3320555309238506
ACH-000288,-0.2566990896659414
ACH-000291,-0.15628788582000908
ACH-000293,-0.2532645526530736
ACH-000294,-0.14092987332895246
ACH-000295,-0.23452197979536715
ACH-000296,-0.2665891642584645
ACH-000302,-0.2070664770226673
ACH-000304,-0.16199475166734328
ACH-000307,-0.05079305637921409
ACH-000308,-0.15077313541736054
ACH-000310,-0.09548296021247013
ACH-000311,-0.11141935319069672
ACH-000312,-0.2710797893428557
ACH-000315,0.07326123963365153
ACH-000316,-0.10300042603467538
ACH-000317,-0.02408047233186709
ACH-000318,-0.049978200213229525
ACH-000319,-0.00020383178024672465
ACH-000320,-0.2384024616313737
ACH-000322,-0.38211603041993336
ACH-000323,-0.2838341644604904
ACH-000324,-0.05160061899664314
ACH-000329,-0.2038662876874122
ACH-000330,0.06981617921098221
ACH-000331,-0.15104450852289278
ACH-000332,-0.16344106097395802
ACH-000334,0.07919977149372505
ACH-000335,-0.09098794738097962
ACH-000336,-0.14986584980600712
ACH-000337,0.06499807427945505
ACH-000338,-0.19346359073892705
ACH-000339,-0.07168298396477214
ACH-000341,-0.14210152158616887
ACH-000348,-0.3013104057639006
ACH-000350,0.011247240568133013
ACH-000352,-0.2595958297834079
ACH-000356,-0.07872739945022947
ACH-000361,-0.1902925929553258
ACH-000362,-0.10540067515570617
ACH-000363,-0.2281133532908421
ACH-000364,-0.09920480139351744
ACH-000365,-0.03551608504891076
ACH-000366,0.003924011033522067
ACH-000368,-0.2537478210325759
ACH-000374,-0.21675865151840693
ACH-000375,-0.022446605554275603
ACH-000376,-0.1542794905634009
ACH-000381,-0.10479926611296426
ACH-000383,-0.1077708947616947
ACH-000387,-0.19539804666231286
ACH-000389,-0.09106806208701153
ACH-000390,-0.11909481843663318
ACH-000393,-0.15905665035804026
ACH-000395,-0.1216174242073017
ACH-000396,-0.06735505478077702
ACH-000397,-0.18208050673914974
ACH-000401,-0.3399605788986628
ACH-000402,-0.06309822888992335
ACH-000403,-0.14851002655916226
ACH-000404,-0.12326008491331053
ACH-000406,-0.06567521962554508
ACH-000407,-0.2134985137037476
ACH-000408,-0.07271517960856491
ACH-000410,-0.021792690087188503
ACH-000411,-0.3255719597567873
ACH-000414,-0.12680527460019375
ACH-000415,0.0018281518898158801
ACH-000416,-0.2002485505132688
ACH-000420,-0.2548540227420677
ACH-000421,-0.042905587745943725
ACH-000424,0.1202138686713249
ACH-000425,-0.1523839169478491
ACH-000426,-0.017909187471699325
ACH-000427,-0.1699834726713334
ACH-000433,-0.3196053005846939
ACH-000435,-0.12082584827252868
ACH-000436,-0.12195810336124598
ACH-000444,-0.0848631528673694
ACH-000445,-0.33208007784938365
ACH-000448,-0.042618274112843295
ACH-000450,-0.06772161252990284
ACH-000452,-0.2610088901793715
ACH-000454,-0.19151019420873228
ACH-000458,-0.07900960937743738
ACH-000459,0.05310945726149971
ACH-000460,-0.1493893784845401
ACH-000461,-0.15944657958116049
ACH-000463,-0.1073450522351722
ACH-000464,-0.15181349976684255
ACH-000466,-0.014734847938311056
ACH-000467,-0.20795977793364065
ACH-000468,-0.2042353961563238
ACH-000469,-0.11122353171493933
ACH-000470,-0.0088341582270418
ACH-000471,-0.1819065413002391
