,PPA2 (27068)
ACH-000004,-0.4858306138069338
ACH-000005,-0.7188677641935891
ACH-000007,-0.8309719442880475
ACH-000009,-0.5628867525614284
ACH-000011,-0.5132996726581986
ACH-000012,-0.2253719520245781
ACH-000013,-0.6417489348013798
ACH-000014,-0.6837061961359147
ACH-000015,-0.9496754663856404
ACH-000017,-0.3836449828898395
ACH-000018,-0.8726255752047849
ACH-000019,-0.3858373988880975
ACH-000021,-0.5602780188443354
ACH-000022,-0.7535924511915877
ACH-000025,-0.55930508841292
ACH-000028,-0.4460210221113695
ACH-000030,-0.6419116735268481
ACH-000035,-0.2977190918243935
ACH-000036,-0.0621556064425311
ACH-000037,-0.3895712226025462
ACH-000039,-0.5323126998452505
ACH-000040,-0.26729117475228203
ACH-000041,-0.6745677294256572
ACH-000042,-0.38660483021017067
ACH-000045,-0.472281564997888
ACH-000047,-0.3005011193076319
ACH-000052,-0.6561859482697134
ACH-000053,-0.4488664380102436
ACH-000054,-0.1211438129310974
ACH-000055,-0.21831160835006524
ACH-000060,-0.4567250627090456
ACH-000067,-0.7574574498441782
ACH-000070,-0.3591461124942141
ACH-000075,-0.1862952932953381
ACH-000078,-0.09716916370301792
ACH-000082,-0.3114594606837292
ACH-000085,-0.6701828203854647
ACH-000086,-0.7270207017214341
ACH-000087,-0.7964884236298476
ACH-000092,-0.4070408847491225
ACH-000095,-0.27587171135891
ACH-000097,-0.07170196657677373
ACH-000098,-0.6848103027762361
ACH-000099,-0.3746670455689155
ACH-000108,-0.4126635531705453
ACH-000113,-0.6634508419102776
ACH-000116,-0.6695701009828764
ACH-000118,-0.6842058276520758
ACH-000120,-0.4542320139538712
ACH-000123,-0.5284993406628766
ACH-000127,-0.4657822562512172
ACH-000128,-0.5434263661160138
ACH-000132,-0.3544151500459581
ACH-000133,-0.32565313196594525
ACH-000137,-0.6438858837485062
ACH-000138,-0.3673092158804604
ACH-000142,-0.4181474853545556
ACH-000143,-0.9172259673903028
ACH-000146,-0.2549889716393502
ACH-000148,-0.5031558448349799
ACH-000150,-0.4501789242155558
ACH-000152,-0.4758588750137206
ACH-000153,-0.5109408586883908
ACH-000159,-0.4723351911846347
ACH-000160,-0.4835056768089634
ACH-000163,-0.3218980652606321
ACH-000167,-0.3953122921303377
ACH-000168,-0.2530748467232746
ACH-000169,-0.5015005351983378
ACH-000178,-0.5201752435535127
ACH-000183,-0.6538685619037381
ACH-000188,-0.7821206734448338
ACH-000189,-0.45910423865520394
ACH-000190,-1.2220339111777108
ACH-000198,-0.3068643776034349
ACH-000203,-0.2460495102598778
ACH-000204,-0.3544309087590346
ACH-000206,-0.7043663556214783
ACH-000207,-0.6961463663195949
ACH-000208,-0.10789356483680836
ACH-000210,-0.7827818898710326
ACH-000211,-0.4768509511906232
ACH-000215,-0.506558229756768
ACH-000221,-0.8273819813629948
ACH-000222,-0.4377226500152288
ACH-000223,-0.3132251801471043
ACH-000226,-0.3600348344637452
ACH-000227,-0.5268790137007222
ACH-000228,-0.3507187197079857
ACH-000231,-0.28465190609288704
ACH-000232,-0.7743920894578818
ACH-000233,-0.5478855165799038
ACH-000234,-0.4779113434086119
ACH-000235,-0.24900277942856255
ACH-000237,-0.8157931740172671
ACH-000238,-0.5795620353649716
ACH-000242,-0.6892184769122793
ACH-000243,-0.6831392899075625
ACH-000244,-0.5576740930082701
ACH-000246,-0.5110560415658704
ACH-000248,-0.3377583765756832
ACH-000250,-0.34184395289093394
ACH-000251,-0.2800536919175741
ACH-000252,-0.41930735389585744
ACH-000253,-0.2983253639184442
ACH-000255,-0.7927126384340416
ACH-000256,-0.3715875909786832
ACH-000257,-0.6078081285314656
ACH-000258,-0.8207181853071359
ACH-000259,-0.83336348274965
ACH-000260,-0.3621334738075327
ACH-000261,-0.6308931616946033
ACH-000262,-0.5442357394674796
ACH-000263,-0.3588391018476817
ACH-000264,-0.3181285781181015
ACH-000265,-0.9237320518697244
ACH-000266,-0.4002845061122756
ACH-000272,-0.5149113704916299
ACH-000274,-0.4231367234253595
ACH-000277,-0.1803643039862472
ACH-000278,-0.5164863666871733
ACH-000279,-0.4290897489028323
ACH-000280,-0.1747055488617983
ACH-000281,-0.5231193277143936
ACH-000288,-0.5302864652687088
ACH-000291,-0.295621156229927
ACH-000293,-0.16618447779718584
ACH-000294,-0.7359734590622659
ACH-000295,-0.3199059975694204
ACH-000296,-0.8946727657089536
ACH-000302,-0.3142087636845952
ACH-000304,-0.5493624850216211
ACH-000307,-0.4777819661003304
ACH-000308,-0.3544378296495641
ACH-000310,-0.3160871970530029
ACH-000311,-0.3578390833143178
ACH-000312,-0.5770288137467892
ACH-000315,-0.4539349693324477
ACH-000316,-0.605743759350699
ACH-000317,-0.9319417983853998
ACH-000318,-0.5636697363431417
ACH-000319,-0.4343594483734727
ACH-000320,-0.5994693826181164
ACH-000322,-0.8385941718851387
ACH-000323,-0.5645869828588472
ACH-000324,-0.3647576394765673
ACH-000329,-0.3354113886560366
ACH-000330,-0.402958050777184
ACH-000331,-0.5142489942570663
ACH-000332,-0.3578067684689288
ACH-000334,-0.3172370784660606
ACH-000335,-0.4417475638159931
ACH-000336,-0.3982149669138128
ACH-000337,-0.4116377611483656
ACH-000338,-0.4520082345534774
ACH-000339,-0.25892964825040354
ACH-000341,-0.5104503197336779
ACH-000348,-0.4427701369550542
ACH-000350,-0.459688907343866
ACH-000352,-0.31900607572468803
ACH-000356,-0.7052286484664462
ACH-000361,-0.8535706208103644
ACH-000362,-0.4150935907315471
ACH-000363,-0.23875460012567226
ACH-000364,-0.6666974865635175
ACH-000365,-0.4879001390327035
ACH-000366,-0.4882145664688556
ACH-000368,-0.438783077747568
ACH-000374,-0.7031003249356961
ACH-000375,-0.3946754247161367
ACH-000376,-0.4272984627226188
ACH-000381,-0.999899143238764
ACH-000383,-0.2936566635836771
ACH-000387,-0.35516745677452793
ACH-000389,-0.32245837725809784
ACH-000390,-0.2913803813741314
ACH-000393,-0.3918448074097472
ACH-000395,-0.15513025578663728
ACH-000396,-0.7882744256955583
ACH-000397,-0.3671264366849421
ACH-000401,-0.6605503376495054
ACH-000402,-0.2024486139911369
ACH-000403,-0.2452626689365796
ACH-000404,-0.9700825435673428
ACH-000406,-0.7013650552452703
ACH-000407,-0.3477480592396444
ACH-000408,-1.1784956303704928
ACH-000410,-0.3664058734009129
ACH-000411,-0.2513022949760285
ACH-000414,-0.39738372094675534
ACH-000415,-0.9269790074829208
ACH-000416,-0.3778148291763736
ACH-000420,-0.3356192590796353
ACH-000421,-0.32399406538728515
ACH-000424,-1.0179137611870308
ACH-000425,-0.5126122037979501
ACH-000426,-0.4606592554274264
ACH-000427,-0.3292604231422334
ACH-000433,-0.2935802803751552
ACH-000435,-0.2493278803195173
ACH-000436,-0.3187207777292585
ACH-000444,-0.4789742521372653
ACH-000445,-0.5054152391023038
ACH-000448,-0.3403553034865585
ACH-000450,-0.6477120916967837
ACH-000452,-0.50845608519577
ACH-000454,-1.0469918260601674
ACH-000458,-0.3249797536899379
ACH-000459,-0.9769143397052992
ACH-000460,-0.4934681981257482
ACH-000461,-0.6761154605686349
ACH-000463,-0.2882653049607241
ACH-000464,-0.2902592514256989
ACH-000466,-0.11199614536095652
ACH-000467,-0.5360074924670655
ACH-000468,-0.5613657731206575
ACH-000469,-0.6596671966684624
ACH-000470,-0.4404477785999947
ACH-000471,-0.2624927239996042
ACH-000472,-0.5134197228058819
ACH-000473,-1.1025427244259058
ACH-000475,-0.8908228883170634
ACH-000476,-0.6091247332451071
ACH-000477,-0.5996085512235589
ACH-000479,-0.6876909496949305
ACH-000480,-0.7729852397523268
ACH-000481,-0.43985322616907424
ACH-000483,-0.40404631996353263
ACH-000484,-0.5012293186471433
ACH-000485,-0.5357298492835519
ACH-000486,-0.2051803243363437
ACH-000487,-0.4764530446340418
ACH-000488,-0.5888234187885028
ACH-000490,-0.959915187163008
ACH-000491,-0.2745468329511558
ACH-000495,-0.5049840715706273
ACH-000496,-0.5243486713463318
ACH-000499,-0.9963963655202224
ACH-000500,-0.8195858314101325
ACH-000502,-0.8353487110040704
ACH-000503,-0.7335270794447298
ACH-000505,-0.3889522399858747
ACH-000507,-0.7488401346851808
ACH-000510,-0.654633948081322
ACH-000511,-0.2879364035423416
ACH-000512,-1.0492202239310586
ACH-000516,-0.3504263445667013
ACH-000517,-0.14874457169836466
ACH-000518,-0.5902392687317232
ACH-000520,-0.34608283003806684
ACH-000521,-0.5721049520207411
ACH-000522,-0.5043958025086408
ACH-000524,-0.25677405577425993
ACH-000527,-0.4432829830950935
ACH-000528,-0.28535473442994724
ACH-000537,-0.3751283427634061
ACH-000541,-0.34621468654181514
ACH-000542,-0.7987308340850667
ACH-000544,-0.9199999555060844
ACH-000545,-0.6287001112882211
ACH-000547,-0.665339473582293
ACH-000548,-0.5426504201751432
ACH-000549,-0.7731337207571355
ACH-000550,-0.3945179698512044
ACH-000552,-0.8597595948163087
ACH-000556,-0.2771810070968899
ACH-000557,-0.4539860479552097
ACH-000569,-0.493409912545172
ACH-000570,-0.4716765087144834
ACH-000571,-0.42055703482717854
ACH-000573,-0.4994354600626473
ACH-000576,-0.2676757688773599
ACH-000579,-0.7342031200440365
ACH-000580,-0.38598196384964206
ACH-000584,-0.4765779514391786
ACH-000585,-0.4045041159970883
ACH-000588,-0.6787794204119241
ACH-000589,-0.3632169761641423
ACH-000591,-0.4861373247670268
ACH-000593,-0.7400645917126774
ACH-000600,-0.3851955368332763
ACH-000601,-0.7434668974089534
ACH-000605,-0.6131553610643298
ACH-000606,-1.0706271245901342
ACH-000608,-0.4834314678369525
ACH-000614,-0.4577562311644215
ACH-000616,-0.594986083933451
ACH-000618,-0.5278511032216125
ACH-000619,-0.5800965130041611
ACH-000620,-0.2220387060625714
ACH-000621,-0.4699321500943847
ACH-000622,-0.3104032293905777
ACH-000623,-0.4889573306467298
ACH-000624,-0.2573099179833438
ACH-000627,-0.456165296672256
ACH-000630,-0.862014234025244
ACH-000631,0.043624393481145565
ACH-000632,-0.8360405783929199
