,ALB (213)
ACH-000004,0.1649970074347498
ACH-000005,0.05315021845241452
ACH-000007,0.1230877043827746
ACH-000009,0.09202615088938454
ACH-000011,0.12243110857325795
ACH-000012,0.05967059295010469
ACH-000013,0.13628958695179708
ACH-000014,-0.11285149958394985
ACH-000015,0.10803620825723206
ACH-000017,0.046348605653712974
ACH-000018,0.0251185990657643
ACH-000019,0.0912542056766064
ACH-000021,0.07388975406696358
ACH-000022,0.02732788483640445
ACH-000025,-0.0030994048975234506
ACH-000028,0.054339562081966115
ACH-000030,0.04336990273770718
ACH-000035,0.16756215070359595
ACH-000036,0.01231462260399306
ACH-000037,0.05810845225049905
ACH-000039,0.024876573377245737
ACH-000040,0.14596653387425018
ACH-000041,-0.09043905597033962
ACH-000042,0.08965926379292698
ACH-000045,0.1688928956946352
ACH-000047,0.13095985228107104
ACH-000052,0.137076939448197
ACH-000053,0.08878930859709762
ACH-000054,0.10273528641620044
ACH-000055,0.0784826860087398
ACH-000060,0.055411736608596336
ACH-000067,0.07468477237309147
ACH-000070,0.007553257924819194
ACH-000075,-0.11007117352045584
ACH-000078,0.10976116641936168
ACH-000082,0.11962231055358374
ACH-000085,0.1812848345925023
ACH-000086,0.2097657317460221
ACH-000087,0.1282123842706233
ACH-000092,0.07527563632789608
ACH-000095,0.08581461080220233
ACH-000097,0.01523106150164819
ACH-000098,0.02829675314941188
ACH-000099,0.1221805650800888
ACH-000108,0.08812371078855875
ACH-000113,0.06277661994162659
ACH-000116,-0.02326110802809345
ACH-000118,0.07437993551264213
ACH-000120,0.17688232828741193
ACH-000123,-0.003050391197105571
ACH-000127,0.14140866815284409
ACH-000128,0.04423211286896713
ACH-000132,0.12492992115850783
ACH-000133,0.012072693386916586
ACH-000137,-0.009160363235019023
ACH-000138,0.02673205094858655
ACH-000142,0.06977876222842286
ACH-000143,-0.18274834050621694
ACH-000146,0.055468191680748055
ACH-000148,0.03948971287129995
ACH-000150,0.031078423199958433
ACH-000152,0.17857304915889136
ACH-000153,0.07513060020391205
ACH-000159,0.07996635329221466
ACH-000160,0.016902182245845762
ACH-000163,0.1345394956051526
