,PIGT (51604)
ACH-000235,-0.21175678865967928
ACH-000237,-0.12281636320386598
ACH-000238,-0.1768203399265373
ACH-000242,-0.2939338380867454
ACH-000243,-0.17480340577784428
ACH-000244,-0.431033669760768
ACH-000246,-0.24891049323486844
ACH-000248,-0.3187727171282672
ACH-000250,-0.16144980255210178
ACH-000251,-0.3529539195581352
ACH-000252,-0.15999215911179707
ACH-000253,-0.1577282013089769
ACH-000255,-0.21414061325644465
ACH-000256,-0.1819370810991264
ACH-000257,-0.0052296084064210645
ACH-000258,-0.10794701633579674
ACH-000259,-0.2360440111855018
ACH-000260,-0.19107490217950127
ACH-000261,-0.2644861445003246
ACH-000262,-0.1718621689639509
ACH-000263,-0.15836888165654234
ACH-000264,-0.14754100608945506
ACH-000265,-0.23591270030654704
ACH-000266,-0.2095501532071514
ACH-000272,-0.3925814470074656
ACH-000274,-0.3478680967160878
ACH-000277,-0.3750073953423479
ACH-000278,-0.1556790143870151
ACH-000279,-0.022478902591753808
ACH-000280,-0.3563515127973389
ACH-000281,-0.2698912952541853
ACH-000288,-0.12086909083781147
ACH-000291,-0.14192302820975014
ACH-000293,-0.0939829141014347
ACH-000294,-0.28579518603958354
ACH-000295,-0.12763669721438262
ACH-000296,-0.12740138373808166
ACH-000302,-0.18372492081635253
ACH-000304,-0.18847183198044365
ACH-000307,-0.2458979088691842
ACH-000308,-0.16932711628630193
ACH-000310,-0.01569158539582639
ACH-000311,-0.35170036006252425
ACH-000312,-0.16075039991732304
ACH-000315,-0.1403491341554523
ACH-000316,-0.1577147577842078
ACH-000317,-0.2900284601504
ACH-000318,-0.25087732847428384
ACH-000319,-0.28472634491588844
ACH-000320,-0.2045510208896287
ACH-000322,-0.07135528326425407
ACH-000323,-0.03965554198407262
ACH-000324,-0.3727773057398529
ACH-000329,-0.15943650649280353
ACH-000330,-0.2202154812530392
ACH-000331,-0.2907636659363241
ACH-000332,-0.19685430824907751
ACH-000334,-0.16997111706286078
ACH-000335,-0.08840433284508864
ACH-000336,-0.17063997358359198
ACH-000337,-0.0871471806521627
ACH-000338,-0.6820570673021594
ACH-000339,-0.19584395642380814
ACH-000341,-0.4401499774375767
ACH-000348,-0.18537645939725675
ACH-000350,-0.31604714760946545
ACH-000352,-0.10248655876569453
ACH-000356,-0.12537001319380608
ACH-000361,-0.14733321962413834
ACH-000362,-0.17478670763596366
ACH-000363,-0.1238532160581079
ACH-000364,-0.3369958022792646
ACH-000365,-0.014708324427764256
ACH-000366,-0.2764564521475619
ACH-000368,-0.2805354598357804
ACH-000374,-0.3001752299769613
ACH-000375,-0.07003125304412693
ACH-000376,-0.19483007668859784
ACH-000381,-0.2949925021964224
ACH-000383,-0.1067521441002076
ACH-000387,-0.039772928479585516
ACH-000389,-0.4814136184977708
ACH-000390,-0.053797794790083515
ACH-000393,-0.22076132496793086
ACH-000395,-0.4868189443351214
ACH-000396,-0.4716844616795378
ACH-000397,-0.2641526772675111
ACH-000401,-0.3020442400651105
ACH-000402,-0.2915370510284413
ACH-000403,-0.1803617819282082
ACH-000404,-0.105172728610402
ACH-000406,-0.08537018836311977
ACH-000407,-0.17930756116364602
ACH-000408,-0.31635618205496346
ACH-000410,-0.07874315891934447
ACH-000411,-0.11341953967834215
ACH-000414,-0.2325148103183559
ACH-000415,-0.08947741368516694
ACH-000416,-0.1835797510034052
ACH-000420,-0.4627858182377438
ACH-000421,-0.1393907646460054
ACH-000424,-0.21757255983447726
ACH-000425,-0.19824329970425414
ACH-000426,-0.20689832391274554
ACH-000427,-0.3146645650637287
ACH-000433,-0.11323354873205667
ACH-000435,-0.058386445766912015
ACH-000436,-0.20765677899204293
ACH-000444,-0.1369885582591966
ACH-000445,-0.15989029708916655
ACH-000448,-0.07415784289821277
ACH-000450,-0.03811419555121461
ACH-000452,-0.2218749829450617
ACH-000454,-0.08689923504664193
ACH-000458,-0.1401740663240602
ACH-000459,-0.11765265545624075
ACH-000460,-0.20742906448123274
ACH-000461,-0.10443816260742696
ACH-000463,-0.26553006525573825
ACH-000464,-0.2541822427070857
ACH-000466,-0.4039966484990253
ACH-000467,-0.2357285926360159
ACH-000468,-0.21107866831885108
ACH-000469,-0.1529835517591507
ACH-000470,-0.015092823756314487
ACH-000471,-0.2856598272577772
ACH-000472,-0.13818473090750724
ACH-000473,-0.31641224426134285
ACH-000475,-0.27508122103067045
ACH-000476,-0.3087153386977111
ACH-000477,-0.19820095232602214
ACH-000479,-0.2805133759882928
ACH-000480,-0.2268660927053803
ACH-000481,-0.18416096360689824
ACH-000483,-0.1453550848030822
ACH-000484,-0.10757762783456268
ACH-000485,-0.06245698892146865
ACH-000486,-0.18949013827155572
ACH-000487,-0.12270958487156053
ACH-000488,-0.1260627102705076
ACH-000490,-0.2321809759871395
ACH-000491,-0.10277529997079328
ACH-000495,-0.1573285523121871
ACH-000496,-0.2550044474337676
ACH-000499,-0.3038715579203685
ACH-000500,0.08837283395284681
ACH-000502,-0.20072538262864054
ACH-000503,-0.06034735818144124
ACH-000505,-0.0704390753830108
ACH-000507,-0.14619061383511886
ACH-000510,-0.2720129879020544
ACH-000511,-0.118315728435079
ACH-000512,-0.10163459575152757
ACH-000516,-0.28133319016390623
ACH-000517,-0.23308081139649395
ACH-000518,-0.3501432214342484
ACH-000520,-0.3250384039937224
ACH-000521,-0.3103647134770897
ACH-000522,-0.3234436373481031
ACH-000524,-0.20840534306175634
ACH-000527,-0.37840580604374985
ACH-000528,-0.2959226747926093
ACH-000537,-0.32130109796993145
ACH-000541,-0.13999899997967846
ACH-000542,-0.16182148414056846
ACH-000544,0.2620679294352337
ACH-000545,-0.20803125384530705
ACH-000547,-0.09244066018320443
ACH-000548,-0.21361622248860687
ACH-000549,-0.20726118376302674
ACH-000550,-0.15330289428512622
ACH-000552,-0.16973793799367906
ACH-000556,-0.15909128842613005
ACH-000557,-0.2656159115604805
ACH-000569,-0.22193574248730888
ACH-000570,-0.4030872241858615
ACH-000571,-0.173795875221896
ACH-000573,-0.09286311203124076
ACH-000576,0.08025771122813227
ACH-000579,-0.17923282213538835
ACH-000580,-0.3093874337307613
ACH-000584,-0.02941534822024303
ACH-000585,-0.06290180094935706
ACH-000588,-0.16782490754038182
ACH-000589,-0.11484250298392053
ACH-000591,-0.22309931209454184
ACH-000593,-0.35258870915958945
ACH-000600,-0.2890073343023569
ACH-000601,-0.18849902100257526
ACH-000605,-0.2715678309030118
ACH-000606,-0.25232292412357576
ACH-000608,-0.18652445182686148
ACH-000614,-0.25983110780336593
ACH-000616,-0.12744438732418722
ACH-000618,-0.11807428571465382
ACH-000619,-0.19909107793883749
ACH-000620,-0.4608874084861282
ACH-000621,-0.02635111258891447
ACH-000622,-0.2756407744622531
ACH-000623,-0.23457291171661715
ACH-000624,-0.07266014428675023
ACH-000627,-0.2466513916383572
ACH-000630,-0.2420306058890832
ACH-000631,-0.15816964363537486
ACH-000632,-0.1761945693689965
ACH-000633,-0.24674991985659386
ACH-000637,-0.05274817499984166
ACH-000638,0.055829328505100126
ACH-000646,-0.3459248319493199
ACH-000647,-0.15844839083327344
ACH-000648,-0.22422014588956574
ACH-000649,-0.2172166234963025
ACH-000651,-0.1612803214153533
ACH-000652,-0.2912541931671968
ACH-000653,-0.17340531619842184
ACH-000657,-0.27684566850717485
ACH-000658,-0.22818587034365376
ACH-000661,-0.2525084885833815
ACH-000662,-0.027933371391920984
ACH-000663,-0.2966317974070766
ACH-000665,-0.1827694771278581
ACH-000671,-0.5560803672262781
ACH-000672,-0.17673582264813426
ACH-000673,-0.11272183298743693
ACH-000676,-0.07291069006446152
ACH-000677,-0.08043713659383397
ACH-000681,-0.20553391925984407
ACH-000683,-0.2344443801259889
ACH-000684,-0.3184364473495617
ACH-000688,-0.2155421580079789
ACH-000693,-0.1536712296740474
ACH-000694,-0.09146103925263943
ACH-000695,-0.13597704561331042
ACH-000696,-0.10949918642514572
ACH-000697,-0.21101717257378655
ACH-000699,-0.2357267829685857
ACH-000701,-0.0744553307869022
ACH-000706,-0.3627286975395122
ACH-000711,-0.15516160033222753
ACH-000713,-0.2812664264430097
ACH-000714,-0.20310916180810454
ACH-000718,-0.2963022093813291
ACH-000720,-0.11228894039059968
ACH-000721,-0.3104469546801164
ACH-000724,-0.12275862636512153
ACH-000725,0.013457313338131296
ACH-000732,-0.0988804780432009
ACH-000734,-0.1360409853974954
ACH-000735,-0.13456285219192152
ACH-000736,-0.05422624864605143
ACH-000738,-0.19339055165421176
ACH-000746,-0.2003398997269827
ACH-000747,-0.15157268657637055
ACH-000748,-0.06559392059532332
ACH-000753,-0.13219102339500935
ACH-000756,-0.0993890236574112
ACH-000757,-0.14789628186296253
ACH-000758,-0.3308873244560725
ACH-000760,-0.1211591388064546
ACH-000762,-0.2217990642322276
ACH-000763,-0.11220505265516832
ACH-000764,-0.099947481145288
ACH-000765,0.0048537176178832285
ACH-000766,-0.3273482354628667
ACH-000767,-0.06785233254769972
ACH-000768,-0.20143961408087693
ACH-000769,-0.18449178228067745
ACH-000770,-0.18899568183802495
ACH-000771,-0.2415819863077568
ACH-000773,-0.117598137731313
ACH-000776,-0.2654237630503778
ACH-000777,-0.2898732132162985
ACH-000778,-0.2356106084039088
ACH-000781,-0.25649474415133056
ACH-000782,-0.11398455873777848
ACH-000783,-0.20135543647368165
ACH-000784,-0.19927222198895453
ACH-000785,0.0008786819780254285
ACH-000787,-0.4162341132063185
ACH-000788,-0.19824819397352988
ACH-000791,-0.028492275296800137
ACH-000792,-0.24327907143597055
ACH-000794,-0.11694413106077778
ACH-000796,-0.21411020726369084
ACH-000798,-0.08506688778077154
ACH-000799,-0.10207799930412524
ACH-000800,-0.06863205454322252
ACH-000802,-0.07306147400856143
ACH-000804,-0.06523134344614072
ACH-000805,-0.10525854329192363
ACH-000809,-0.21587141794115294
ACH-000810,0.11220267314893526
ACH-000811,-0.30610477256084245
ACH-000817,-0.030148952428392432
ACH-000819,-0.2062537957911072
ACH-000820,0.06156691529557755
ACH-000821,-0.06704232103417274
ACH-000822,-0.22071642974465366
ACH-000823,-0.6910274047208977
ACH-000824,-0.2659718925750376
ACH-000827,-0.1460301709192457
ACH-000829,-0.2601519579675601
ACH-000831,-0.08508273459752135
ACH-000832,-0.21960853745363373
ACH-000833,-0.12701544656945912
ACH-000834,-0.27083643985262057
ACH-000835,-0.19119634069860755
ACH-000836,-0.4527052160529536
ACH-000837,-0.1514887151553799
ACH-000838,-0.15654069652611605
ACH-000839,-0.3349168735667702
ACH-000840,-0.4498263604474225
ACH-000841,-0.09029266951744892
ACH-000843,-0.13802380631225494
ACH-000846,-0.26784138942189023
ACH-000847,-0.2062590117912824
ACH-000848,-0.04283307664112875
ACH-000849,-0.229911822116094
ACH-000851,-0.2795251162726551
ACH-000855,-0.01443558923546675
ACH-000856,-0.39891510490668
ACH-000858,0.04867365518361084
ACH-000859,-0.22383777840557698
ACH-000861,-0.3116972500846112
ACH-000862,-0.2604365988800577
ACH-000865,-0.22284035457130336
ACH-000866,-0.17332800656166195
ACH-000867,-0.2120783317153381
ACH-000869,-0.1307192603771894
ACH-000872,-0.19529236939729835
ACH-000873,0.03183914900535857
ACH-000876,-0.13337761299551332
ACH-000878,-0.2275005423811908
ACH-000880,-0.4237076552370745
ACH-000881,-0.18286000545009992
ACH-000882,-0.15270302859493065
ACH-000884,-0.25993687009921546
ACH-000885,-0.37430314786260904
ACH-000887,-0.2135541035577358
ACH-000889,-0.04976979156129598
ACH-000896,-0.1536817075244031
ACH-000898,-0.10016197611218164
ACH-000900,-0.07684658198188936
ACH-000901,-0.12973561037271356
ACH-000905,-0.2335237179122064
ACH-000906,-0.14583911283952558
ACH-000907,-0.15462170273291825
ACH-000910,-0.20306616497236726
ACH-000911,-0.20470890681562048
ACH-000912,-0.07981601041808092
ACH-000913,-0.199260113425392
ACH-000915,-0.16575658127434453
ACH-000916,-0.32002902973757724
ACH-000917,-0.19960006526551424
ACH-000920,-0.3917071614141748
ACH-000921,-0.14121415430964562
ACH-000924,-0.1603882730753811
ACH-000926,-0.21066416204397234
ACH-000928,-0.2766530118081694
ACH-000929,-0.035444769743170214
ACH-000932,-0.2229305065457911
ACH-000935,-0.12022416767022767
ACH-000936,-0.1622504746943082
ACH-000937,-0.024532056726473187
ACH-000938,-0.07200582614091715
ACH-000939,-0.3387345907014498
ACH-000941,-0.1664702492133509
ACH-000943,-0.242793136975892
ACH-000946,-0.2026625197086452
ACH-000947,-0.15778995547702362
ACH-000948,-0.08873817690687659
ACH-000950,-0.19651652350323195
ACH-000953,-0.10963742033006904
ACH-000954,-0.1840218007213407
ACH-000957,-0.04173825546107887
ACH-000958,-0.06836936166235441
ACH-000960,-0.16678795054157042
ACH-000963,-0.1713559206135528
ACH-000968,-0.07065934730072689
ACH-000969,-0.10151588796023424
ACH-000972,-0.4833183821380706
ACH-000973,-0.0491186275516376
ACH-000974,-0.22119983796540127
ACH-000978,-0.16081295437807375
ACH-000984,-0.09344982937061493
ACH-000986,-0.1615283802801506
ACH-000988,-0.2761546231599717
ACH-000993,-0.17486578349546464
ACH-000994,-0.1612401591859929
ACH-000996,-0.05794623005108665
ACH-001001,-0.2381729292153455
ACH-001020,-0.005815545186328922
ACH-001028,-0.2439309688773213
ACH-001031,-0.2443068843807717
ACH-001038,-0.14817548391069935
ACH-001048,-0.389303737957779
ACH-001050,-0.26625334417302826
ACH-001053,-0.08425847574304281
ACH-001054,-0.16700525325664964
ACH-001061,-0.08780260744112411
ACH-001067,-0.14397601949548244
ACH-001075,-0.18858364856422602
ACH-001096,-0.1509261883482883
ACH-001111,-0.2776462953983569
ACH-001119,-0.1978811682472592
ACH-001128,-0.2068546895464588
ACH-001134,-0.19099998199533588
ACH-001151,-0.2467428614309679
ACH-001163,-0.2135155190039116
ACH-001164,-0.10084950715372194
ACH-001183,-0.4631605431950501
ACH-001192,-0.1722280038059411
ACH-001193,-0.0007936795534680747
ACH-001196,-0.16642855661678788
ACH-001197,-0.1790143857375636
ACH-001205,-0.2964918203643754
ACH-001211,-0.2812588262506401
ACH-001212,-0.08288269306226301
ACH-001228,-0.2397833329939718
ACH-001232,-0.17642053427503632
ACH-001239,-0.3628182252610721
ACH-001270,-0.2302385394561709
ACH-001274,-0.13438579321360358
ACH-001275,-0.31009363425784064
ACH-001277,0.049612874566460095
ACH-001278,-0.1943784099524184
ACH-001280,-0.10550121043873728
ACH-001283,-0.0723726900641518
ACH-001289,-0.25771828752220866
ACH-001300,-0.28745430280483
ACH-001301,-0.13849170935645158
ACH-001302,-0.4111152423258481
ACH-001306,-0.1698545968379869
ACH-001318,-0.19284683577245712
ACH-001322,-0.3030065917223972
ACH-001328,-0.35213730503188123
ACH-001332,-0.3388708319206568
ACH-001336,-0.048586532268120666
ACH-001346,-0.034817552787120724
ACH-001353,-0.3280345628315506
ACH-001354,-0.10828315928137186
ACH-001367,-0.11345168173125303
ACH-001368,-0.1830531281812193
ACH-001374,0.060215925935789824
ACH-001377,-0.20704990077579544
ACH-001380,-0.16862067737934333
ACH-001391,-0.28795352121726103
ACH-001408,-0.20838739460819775
ACH-001430,-0.15519243121177992
ACH-001431,-0.3119895269905568
ACH-001450,0.02517173654246046
ACH-001496,-0.18084407521504547
ACH-001500,-0.4866854096060978
ACH-001523,-0.17005447422371897
ACH-001532,-0.14894245109108112
ACH-001550,-0.10973140742404666
ACH-001552,-0.10822699606105923
ACH-001554,-0.1766949252708157
ACH-001654,-0.2514552866054489
ACH-001735,-0.16452024876685786
ACH-001736,-0.22835628857903886
ACH-001737,-0.09048458790867676
ACH-001740,-0.19575593427603585
ACH-001745,-0.13598659363003993
ACH-001765,-0.10738416980303872
