,CSDE1 (7812)
ACH-000004,-0.3598202226493405
ACH-000005,-0.2421591764933991
ACH-000007,-0.3942970176031899
ACH-000009,-0.2288318514628193
ACH-000011,-0.3538256866611796
ACH-000012,-0.427760293974081
ACH-000013,-0.17119813062959613
ACH-000014,-0.2478893210715238
ACH-000015,-0.4235928944347185
ACH-000017,-0.498867586040226
ACH-000018,-0.4766912395618334
ACH-000019,-0.29136074272756657
ACH-000021,-0.4530977381505121
ACH-000022,-0.6449948336418004
ACH-000025,-0.3650675651075583
ACH-000028,-0.3919244951406151
ACH-000030,-0.3621428668018927
ACH-000035,-0.5834587109754472
ACH-000036,-0.2855655941924196
ACH-000037,-0.23134242890453094
ACH-000039,-0.015605667302390715
ACH-000040,-0.364242804487256
ACH-000041,-0.16556892530681502
ACH-000042,-0.2966207482114653
ACH-000045,-0.3669233219082581
ACH-000047,0.1051339251960269
ACH-000052,-0.6460417396454088
ACH-000053,-0.4592566279851535
ACH-000054,-0.40881467693846174
ACH-000055,-0.3993705183896745
ACH-000060,-0.5980982833899986
ACH-000067,-0.6052333623037097
ACH-000070,-0.21757758543638828
ACH-000075,-0.3596616398323201
ACH-000078,0.4204475049615483
ACH-000082,-0.14653050434701764
ACH-000085,-0.6081272397652594
ACH-000086,-0.2295452560577991
ACH-000087,-0.4158786900185308
ACH-000092,-0.3990050409036213
ACH-000095,-0.13967836600469086
ACH-000097,-0.5670504795638688
ACH-000098,-0.242033422712458
ACH-000099,-0.13929975311773365
ACH-000108,-0.18282221970899584
ACH-000113,-0.3643462932033769
ACH-000116,-0.3143806982698944
ACH-000118,-0.5035946055221269
ACH-000120,-0.3810333308593836
ACH-000123,-0.2466234331713358
ACH-000127,-0.34715988184582786
ACH-000128,-0.07444497668868796
ACH-000132,-0.5026556780497579
ACH-000133,-0.1028836916031111
ACH-000137,-0.1855880732087944
ACH-000138,-0.38327965306895895
ACH-000142,-0.5197793279333589
ACH-000143,-0.5275806129049267
ACH-000146,-0.1711958492378904
ACH-000148,0.09424148198233977
ACH-000150,-0.3710025707814354
ACH-000152,-0.30258419061202296
ACH-000153,-0.4461354299835816
ACH-000159,-0.5007997793943668
ACH-000160,-0.2550497015187391
ACH-000163,0.21930400966236846
ACH-000167,-0.09898062897530496
ACH-000168,-0.3470819468681984
ACH-000169,-0.4247200994938729
ACH-000178,-0.37835583875679946
ACH-000183,-0.7503613083260853
ACH-000188,-0.31344035563993194
ACH-000189,-0.3746840093764653
ACH-000190,-0.5938689028533953
ACH-000198,-0.5035364397563107
ACH-000203,0.07901657888051619
ACH-000204,-0.5168655595038865
ACH-000206,-0.5491076685410928
ACH-000207,-0.5657014018256729
ACH-000208,-0.5848178596561883
ACH-000210,-0.4460295305963845
ACH-000211,-0.07327492103345618
ACH-000215,-0.33060217253551066
ACH-000221,-0.4746387035797404
ACH-000222,-0.1982768483366998
ACH-000223,-0.4516749872405959
ACH-000226,-0.3626690722001131
ACH-000227,-0.08056476785791615
ACH-000228,-0.41699005448159737
ACH-000231,-0.3525823470369772
ACH-000232,-0.2956883377051218
ACH-000233,-0.6070662674563952
ACH-000234,-0.2736926077146412
ACH-000235,-0.3728642168326196
ACH-000237,-0.4407544592050856
ACH-000238,-0.2536093894528916
ACH-000242,-0.39262941788327904
ACH-000243,-0.6373058113553698
ACH-000244,-0.5460331993329469
ACH-000246,-0.29157232834762137
ACH-000248,-0.6247763982574838
ACH-000250,-0.3097653966389509
ACH-000251,-0.8689968844729611
ACH-000252,-0.18164043135367805
ACH-000253,-0.4811329365835687
ACH-000255,-0.2979033439480335
ACH-000256,-0.040365352890311575
ACH-000257,0.14432395817435406
ACH-000258,-0.12107061935301833
ACH-000259,-0.0954990563564819
ACH-000260,-0.39938789130484215
ACH-000261,-0.5227291354096253
ACH-000262,-0.3439178707142874
ACH-000263,-0.3472113755686128
ACH-000264,-0.3727420642966849
ACH-000265,-0.09624101154427962
ACH-000266,-0.6365382507427316
ACH-000272,-0.29716004953909114
ACH-000274,-0.3603239997597935
ACH-000277,-0.5978613044722182
ACH-000278,-0.08882919892357408
ACH-000279,-0.10419837689892622
ACH-000280,-0.3152600610282622
ACH-000281,-0.2248121974714034
ACH-000288,-0.203278220077658
ACH-000291,-0.18892386351093174
ACH-000293,-0.5144119537861701
ACH-000294,-0.5693506648609531
ACH-000295,-0.30150010577942743
ACH-000296,-0.011056879953402873
ACH-000302,-0.04063900364356069
ACH-000304,-0.5806735691366732
ACH-000307,-0.3946312857046019
ACH-000308,-0.3924361730501765
ACH-000310,0.17330919185350258
ACH-000311,-0.30574486749260105
ACH-000312,0.08380042595985841
ACH-000315,-0.7467924399647442
ACH-000316,-0.1427892258414113
ACH-000317,-0.6347123061509267
ACH-000318,-0.3512585174736176
ACH-000319,-0.06458112859385216
ACH-000320,-0.4389997732829531
ACH-000322,-0.3340948864146116
ACH-000323,-0.3207494440142781
ACH-000324,-0.10043796989718527
ACH-000329,-0.2829918993383201
ACH-000330,-0.4929143161847197
ACH-000331,-0.5926783683324363
ACH-000332,-0.37351861205724
ACH-000334,-0.2607283261164793
ACH-000335,-0.09377167174005277
ACH-000336,-0.3027999473605321
ACH-000337,-0.4954529479109715
ACH-000338,-0.2935815637947345
ACH-000339,-0.4538944261401076
ACH-000341,-0.32518469731414673
ACH-000348,-0.3977826263358438
ACH-000350,0.02124266903807445
ACH-000352,-0.2900512776304186
ACH-000356,-0.4299671251091485
ACH-000361,-0.01561944948880066
ACH-000362,-0.4693494012275099
ACH-000363,-0.520328444688782
ACH-000364,-0.3519340177253518
ACH-000365,-0.376317245080747
ACH-000366,0.15058453947258738
ACH-000368,-0.4291971594271832
ACH-000374,-0.06707663075363794
ACH-000375,-0.16846567311926075
ACH-000376,-0.4788417538257296
ACH-000381,0.26290014531584593
ACH-000383,-0.3467345645604808
ACH-000387,-0.6408113254348006
ACH-000389,-0.4995583477163354
ACH-000390,-0.6394973052487783
ACH-000393,-0.4666730244850145
ACH-000395,-0.6957571238688249
ACH-000396,-0.592220930377269
