,HELB (92797)
ACH-000150,-0.20604354426577315
ACH-000152,-0.18390066630350535
ACH-000153,-0.2446782250605041
ACH-000159,-0.08023201592641874
ACH-000160,-0.1344895877262459
ACH-000163,-0.162951114434539
ACH-000167,-0.1088469661201788
ACH-000168,-0.10320812874409097
ACH-000169,-0.10890388609209838
ACH-000178,-0.15247278865975125
ACH-000183,-0.3151996303585471
ACH-000188,-0.20170954012046347
ACH-000189,-0.15054937225566795
ACH-000190,-0.16064459865406672
ACH-000198,-0.06315477705987547
ACH-000203,-0.14938674247548425
ACH-000204,0.17665344061429605
ACH-000206,-0.1928275725822307
ACH-000207,-0.1451477547134666
ACH-000208,-0.11059846684991892
ACH-000210,0.23416476936972405
ACH-000211,-0.08287465924592513
ACH-000215,-0.07825499356018388
ACH-000221,-0.15535556954014135
ACH-000222,-0.2589694282606789
ACH-000223,-0.16616987250510198
ACH-000226,-0.13698500604305058
ACH-000227,-0.311517696526305
ACH-000228,-0.04376573616891088
ACH-000231,-0.0804547172236765
ACH-000232,-0.1928491355813804
ACH-000233,-0.0874613173354396
ACH-000234,-0.13237534570595652
ACH-000235,-0.20484080041847424
ACH-000237,-0.20347357826113188
ACH-000238,-0.14571871792961902
ACH-000242,-0.3153608189623533
ACH-000243,-0.09667369986805832
ACH-000244,-0.2754410904277513
ACH-000246,-0.15685053212142072
ACH-000248,-0.18326342168926346
ACH-000250,-0.08948383244008977
ACH-000251,-0.03138824209054586
ACH-000252,-0.08847294602278477
ACH-000253,-0.04887510636266317
ACH-000255,-0.060975345473978725
ACH-000256,-0.12300125737896585
ACH-000257,-0.12230068926985392
ACH-000258,-0.2688611559896845
ACH-000259,-0.15779043635598006
ACH-000260,-0.04195984256916262
ACH-000261,-0.12231562426721615
ACH-000262,-0.06713712528324726
ACH-000263,-0.3475380148450236
ACH-000264,-0.2100541698203812
ACH-000265,-0.10773655779408776
ACH-000266,-0.11390971081778417
ACH-000272,-0.00890201169806237
ACH-000274,-0.17980889322792784
ACH-000277,-0.10665805656240336
ACH-000278,-0.4308605053075133
ACH-000279,-0.11831029798044235
ACH-000280,-0.04506979816346875
ACH-000281,-0.23488480514835655
ACH-000288,-0.14073238967456073
ACH-000291,-0.1344824188569337
ACH-000293,-0.07270687149300745
ACH-000294,-0.057644053704784814
ACH-000295,-0.14814117624392426
ACH-000296,-0.33883659115262343
ACH-000302,-0.14875770885641562
ACH-000304,-0.08565716819796527
ACH-000307,-0.0140303598307303
ACH-000308,-0.09383507234734301
ACH-000310,-0.03964553132592926
ACH-000311,-0.19247656483521347
ACH-000312,-0.033679703777376044
ACH-000315,-0.2001231544967403
ACH-000316,-0.07472773304169711
ACH-000317,-0.02991197946721831
ACH-000318,-0.17282842403414553
ACH-000319,-0.16523011905126894
ACH-000320,-0.2737684587480073
ACH-000322,-0.3549691492196691
ACH-000323,-0.17818535726569798
ACH-000324,-0.15424073451886333
ACH-000329,-0.10632264236402926
ACH-000330,-0.1326231013705187
ACH-000331,-0.19681688832655425
ACH-000332,-0.14981536074651403
ACH-000334,-0.1524632934768195
ACH-000335,-0.29437039025004225
ACH-000336,-0.15834456670009295
ACH-000337,-0.09175042437266942
ACH-000338,-0.2827386825068767
ACH-000339,-0.1960114340991427
ACH-000341,-0.29082265825593584
ACH-000348,-0.15870818347699206
ACH-000350,-0.006878566224533682
ACH-000352,-0.020546085687695417
ACH-000356,-0.2787393713933927
ACH-000361,-0.09853080779173093
ACH-000362,-0.09516838921052724
ACH-000363,0.006203255606817753
ACH-000364,-0.07959683584215138
ACH-000365,-0.14903403127769554
ACH-000366,-0.2000685167474294
ACH-000368,-0.1630369912665329
ACH-000374,0.11937515855747027
ACH-000375,0.08949874422382119
ACH-000376,-0.02930416764221836
ACH-000381,0.021063477281220558
ACH-000383,-0.09856574534152683
ACH-000387,-0.12444909274466087
ACH-000389,-0.1717068226297292
ACH-000390,-0.16746069613206446
ACH-000393,-0.13415086025335154
ACH-000395,-0.1263920180043188
ACH-000396,-0.18744194747351825
ACH-000397,-0.29522478376045364
ACH-000401,-0.19655824374075268
ACH-000402,-0.4952931232053911
ACH-000403,-0.22812535188012426
ACH-000404,-0.0062715479415947
ACH-000406,-0.08321157106496281
ACH-000407,-0.2515995941622668
ACH-000408,0.09851491748485078
ACH-000410,-0.05182508061347013
ACH-000411,-0.09885696468232852
ACH-000414,-0.2014614208920454
ACH-000415,-0.08771146319616471
ACH-000416,-0.19801914304889687
ACH-000420,-0.08635966327470036
ACH-000421,-0.14625444182491998
ACH-000424,-0.19010963794523905
ACH-000425,-0.09834705614630486
ACH-000426,-0.0018560202273993824
ACH-000427,-0.0060809693704935155
ACH-000433,-0.08861443941693363
ACH-000435,-0.26289256174617154
ACH-000436,-0.008297010911287225
ACH-000444,-0.045721585526273915
ACH-000445,-0.20066546367462698
ACH-000448,-0.046079030847931766
ACH-000450,-0.04253397201224996
ACH-000452,-0.22253377443274636
ACH-000454,-0.17959190763175864
ACH-000458,-0.2081095610464654
ACH-000459,-0.17151693272969815
ACH-000460,-0.06098410568123675
ACH-000461,-0.29273343842549204
ACH-000463,-0.11840327231060277
ACH-000464,-0.2814240739715427
ACH-000466,-0.15117489172692816
ACH-000467,-0.08673106149886375
ACH-000468,-0.09609602498032592
ACH-000469,-0.18138369028700466
ACH-000470,-0.06765326471395977
ACH-000471,-0.07264372544662795
ACH-000472,-0.10642203941924977
ACH-000473,-0.16678578912034772
ACH-000475,-0.1173044917641462
ACH-000476,-0.15038120315125386
ACH-000477,-0.16388914065915214
ACH-000479,-0.5073460606836665
ACH-000480,-0.20419675302153992
ACH-000481,-0.08559576053143643
ACH-000483,-0.1101930912464792
ACH-000484,-0.0827318545401538
ACH-000485,-0.062092578463552324
ACH-000486,-0.2551258590856749
ACH-000487,0.009524369438219427
ACH-000488,-0.23357783937360085
ACH-000490,-0.0848142663711147
ACH-000491,-0.07523322812927506
ACH-000495,-0.17152193647527622
ACH-000496,-0.20345200011456765
ACH-000499,-0.15440627171008245
ACH-000500,-0.15587399912914165
ACH-000502,-0.16744984410595565
ACH-000503,-0.13754425551344046
ACH-000505,-0.12062716555313074
ACH-000507,-0.12289822928097174
ACH-000510,-0.08302086676078249
ACH-000511,-0.05465766310032566
ACH-000512,-0.1814781201796224
ACH-000516,-0.126456000497828
ACH-000517,-0.15904288570648445
ACH-000518,0.0015194512073539634
ACH-000520,-0.07135477271851268
ACH-000521,-0.15095906191026676
ACH-000522,-0.040412068823754164
ACH-000524,-0.13205727799205524
ACH-000527,-0.10129687094867046
ACH-000528,-0.1428528008916802
ACH-000537,-0.23642543570680435
ACH-000541,0.0046899277620596385
ACH-000542,-0.16408573813542238
ACH-000544,-0.1409480013434104
ACH-000545,-0.12464115465861715
ACH-000547,-0.3164802397551312
ACH-000548,-0.1010227878245838
ACH-000549,-0.10216189084150804
ACH-000550,-0.1219678475556147
ACH-000552,-0.11110924324618393
ACH-000556,-0.2258772960489188
ACH-000557,0.037658382870981486
ACH-000569,-0.20886566358682015
ACH-000570,-0.044629868637164616
ACH-000571,-0.04400406320063576
ACH-000573,-0.16617355715503684
ACH-000576,-0.16812600333814726
ACH-000579,-0.08841192990920094
ACH-000580,0.010944012939368484
ACH-000584,-0.12264861664841548
ACH-000585,-0.11516216315854552
ACH-000588,0.025822959582684643
ACH-000589,-0.21680430778696286
ACH-000591,-0.08986617100740181
ACH-000593,-0.2362074888033533
ACH-000600,-0.13096590889660345
ACH-000601,-0.19452934949975068
ACH-000605,-0.20018966193676854
ACH-000606,-0.13524544568759994
ACH-000608,-0.10649624684108487
ACH-000614,-0.17116997274965104
ACH-000616,-0.10767872064770853
ACH-000618,-0.16142733091934486
ACH-000619,-0.27755181644244403
ACH-000620,-0.11616890486448055
ACH-000621,-0.1172107091658514
ACH-000622,-0.01968732066701012
ACH-000623,-0.13488774372252402
ACH-000624,-0.11944628687081102
ACH-000627,-0.06845363085000347
ACH-000630,-0.12126487495643876
ACH-000631,0.11714712882417608
ACH-000632,-0.110090393387828
ACH-000633,-0.10065036943365946
ACH-000637,-0.18508502882386496
ACH-000638,-0.07486282035573726
ACH-000646,-0.1282691234777905
ACH-000647,-0.20590027347617268
ACH-000648,-0.16166888310251099
ACH-000649,-0.2148139977183784
ACH-000651,-0.06724208423465976
ACH-000652,-0.11701321574622373
ACH-000653,-0.09897177556379468
ACH-000657,-0.12830762992792605
ACH-000658,-0.005085410196507799
ACH-000661,-0.05530783998518594
ACH-000662,-0.21065283431327567
ACH-000663,-0.021966231649240223
ACH-000665,-0.25317401643384985
ACH-000671,-0.18571851529632735
ACH-000672,-0.09255022310787396
ACH-000673,-0.1627237549166922
ACH-000676,-0.17631420715502485
ACH-000677,-0.17953251206881027
ACH-000681,-0.07833123255533778
ACH-000683,-0.011520559616070472
ACH-000684,-0.21068357093103401
ACH-000688,-0.12378144161455548
ACH-000693,0.0002403489991252632
ACH-000694,-0.1190929058173512
ACH-000695,-0.11283767326245847
ACH-000696,-0.21442311907142747
ACH-000697,-0.1026592730986631
ACH-000699,-0.09803200338089764
ACH-000701,-0.3235037999585121
ACH-000706,-0.1409406069228236
ACH-000711,-0.2366594039800297
ACH-000713,-0.016670238944469718
ACH-000714,-0.22306424672285974
ACH-000718,-0.15300226811357198
ACH-000720,-0.13500105096699258
ACH-000721,-0.09065109769479207
ACH-000724,-0.09397141084075282
ACH-000725,-0.060733819953570224
ACH-000732,-0.024852250410314868
ACH-000734,-0.024479300517507987
ACH-000735,-0.2349616948527475
ACH-000736,-0.056602620104582724
ACH-000738,-0.18905010162795846
ACH-000746,-0.007700798708701998
ACH-000747,-0.1707670196277152
ACH-000748,-0.144241071560627
ACH-000753,-0.17398566257856646
ACH-000756,-0.21507011404085868
ACH-000757,-0.1423318037385563
ACH-000758,-0.2073291611464405
ACH-000760,-0.1789744848816438
ACH-000762,-0.23229835624915304
ACH-000763,0.03545553197639458
ACH-000764,-0.15829965103319454
ACH-000765,-0.06356836858496245
ACH-000766,-0.18641178236284284
ACH-000767,-0.14760060098727396
ACH-000768,-0.11949305894355845
ACH-000769,-0.024274750943799054
ACH-000770,-0.19452344622118836
ACH-000771,-0.07850785123586634
ACH-000773,-0.10309660913405364
ACH-000776,-0.2953374728144433
ACH-000777,-0.19527081266167776
ACH-000778,-0.14039240510246506
ACH-000781,-0.06306741858499018
ACH-000782,0.08533235721213997
ACH-000783,-0.17294728316567606
ACH-000784,-0.07937327737141417
ACH-000785,-0.19181736033258304
ACH-000787,-0.07044560542988486
ACH-000788,-0.18526191862346064
ACH-000791,-0.05009535030885618
ACH-000792,-0.18002925016639287
ACH-000794,-0.08171047877612067
ACH-000796,-0.09062493096736307
ACH-000798,-0.20347881722125
ACH-000799,-0.15757944925603626
ACH-000800,-0.2427241935368827
ACH-000802,-0.178571441962863
ACH-000804,-0.13890415506944975
ACH-000805,-0.21766654481928024
ACH-000809,-0.12227758086414765
ACH-000810,0.031358387500425806
ACH-000811,-0.11358086607620438
ACH-000817,-0.06191885972192936
ACH-000819,-0.1479155609290709
ACH-000820,-0.01822739937451206
ACH-000821,-0.1625648160959064
ACH-000822,-0.07563544089653948
ACH-000823,-0.10194980289408373
ACH-000824,-0.059263024287047675
ACH-000827,-0.09696299660818612
ACH-000829,-0.2271581786846154
ACH-000831,-0.20175922154177814
ACH-000832,-0.16082505928840388
ACH-000833,-0.28075624591573595
ACH-000834,-0.09325982072604053
ACH-000835,-0.03488477771031316
ACH-000836,-0.21341476043009555
ACH-000837,-0.07391622337396894
ACH-000838,0.009346923009669862
ACH-000839,-0.17928540193261144
ACH-000840,-0.2615948846141541
ACH-000841,-0.05298037155418398
ACH-000843,-0.2035917557629416
ACH-000846,0.031422249659897816
ACH-000847,-0.023560115541639042
ACH-000848,-0.13265572100522816
ACH-000849,-0.10121311107834204
ACH-000851,-0.15219121646945655
ACH-000855,-0.2587934704219895
ACH-000856,-0.2585820760323165
ACH-000858,-0.05159509659514178
ACH-000859,-0.2989574320507861
ACH-000861,-0.02675432346807911
ACH-000862,-0.02922837190062653
ACH-000865,-0.13188911043733353
ACH-000866,-0.06526333095365483
ACH-000867,-0.06507887588403669
ACH-000869,0.03049170550272788
ACH-000872,-0.26850819089772143
ACH-000873,-0.0372408076336344
ACH-000876,-0.09813668250337017
ACH-000878,0.00816855588990158
ACH-000880,-0.032456107235428036
ACH-000881,-0.1863622684872956
ACH-000882,-0.09495861839146667
ACH-000884,-0.17052095956412175
ACH-000885,-0.16023737367990526
ACH-000887,-0.1441138931525648
ACH-000889,-0.20356986121608486
ACH-000896,-0.17319460672943807
ACH-000898,-0.03171160307096428
ACH-000900,-0.2902354459333956
ACH-000901,-0.14060364013744306
ACH-000905,-0.06425355808683746
ACH-000906,-0.17215770392502594
ACH-000907,-0.047446563379259725
ACH-000910,-0.05705303562010216
ACH-000911,-0.1803088436144898
ACH-000912,-0.11529844463825005
ACH-000913,-0.0959505095184279
ACH-000915,-0.21448651591262693
ACH-000916,0.17357760627138955
ACH-000917,-0.1720474356861205
ACH-000920,0.26601887951050684
ACH-000921,-0.17282083508999976
ACH-000924,-0.1876015934419644
ACH-000926,-0.19283806099434453
ACH-000928,-0.0020860612167319104
ACH-000929,0.018126508782894325
ACH-000932,-0.2641780243588525
ACH-000935,-0.3110466594427599
ACH-000936,-0.14074941964847054
ACH-000937,-0.1544161745460555
ACH-000938,-0.13749147497865394
ACH-000939,-0.2671361351166739
ACH-000941,-0.0428844464598615
ACH-000943,-0.21006754037886
ACH-000946,-0.04334513363339335
ACH-000947,-0.032700057385927565
ACH-000948,-0.0893461553268574
ACH-000950,-0.0734011964145651
ACH-000953,-0.1543815191025515
ACH-000954,0.24238259348642185
ACH-000957,-0.1220370642366193
ACH-000958,-0.12579322931451795
ACH-000960,-0.17893453394621706
ACH-000963,-0.2267457698134013
ACH-000968,-0.0696464705788623
ACH-000969,-0.06252253316055671
ACH-000972,-0.2653882477962765
ACH-000973,-0.16955450045893394
ACH-000974,-0.16088036829231944
ACH-000978,-0.23505219161653465
ACH-000984,-0.2541797775563316
ACH-000986,-0.003711540500177135
ACH-000988,-0.09046268368343913
ACH-000993,0.010968811632565287
ACH-000994,0.01787862142889662
ACH-000996,-0.2291761037991475
ACH-001001,-0.1556663442151817
ACH-001020,-0.16048498225595206
ACH-001028,-0.1744901555256977
ACH-001031,-0.10129229774942887
ACH-001038,-0.12924265449312547
ACH-001048,-0.17267858751179216
ACH-001050,-0.09399955815764777
ACH-001053,-0.18102285283067854
ACH-001054,-0.12902504564952771
ACH-001061,-0.054954001793943545
ACH-001067,-0.337989855933026
ACH-001075,-0.17429654447869167
ACH-001096,-0.236864982177666
ACH-001111,-0.4144316847214855
ACH-001119,-0.26747059154678343
ACH-001128,-0.3799061365577929
ACH-001134,-0.12276860770101675
ACH-001151,-0.19488950697932647
ACH-001163,-0.1661015291607554
ACH-001164,-0.2907890773652328
ACH-001183,-0.11310700118951993
ACH-001192,-0.17570268540151654
ACH-001193,-0.5135885011578086
ACH-001196,-0.06175900016837507
ACH-001197,-0.14116827726863065
ACH-001205,-0.2121290253531323
ACH-001211,-0.17342033641111
ACH-001212,-0.09840406875902373
ACH-001228,-0.2927541683469897
ACH-001232,-0.24440902273129197
ACH-001239,-0.050277849040556204
ACH-001270,-0.17708571578880347
ACH-001274,-0.32158062160725515
ACH-001275,0.01418183641620215
ACH-001277,-0.1442008525658203
ACH-001278,-0.22190929049813912
ACH-001280,-0.2592108525058026
ACH-001283,-0.0910634736908492
ACH-001289,-0.2434625470512238
ACH-001300,-0.1084888879882494
ACH-001301,0.021236881973155517
ACH-001302,0.00438048181391255
ACH-001306,-0.11360295953921518
ACH-001318,-0.06849097428169916
ACH-001322,-0.034417718322623365
ACH-001328,-0.10444918514115743
ACH-001332,-0.2977695814009521
ACH-001336,-0.06110406600675587
ACH-001346,-0.21579317890572206
ACH-001353,-0.07762525102043351
ACH-001354,-0.2392338252611909
ACH-001367,0.10245651849971266
ACH-001368,-0.20190238477201503
ACH-001374,-0.08617430050857937
ACH-001377,-0.05553650865999445
ACH-001380,-0.13129223047845234
ACH-001391,0.04343098516529152
ACH-001408,-0.15773794017369985
ACH-001430,-0.30126075133039204
ACH-001431,0.03544721087585027
ACH-001450,-0.21989907979534315
ACH-001496,-0.2703483765074711
ACH-001500,-0.004077263103924375
ACH-001523,-0.13290006717084324
ACH-001532,-0.2493051831849413
ACH-001550,-0.07233009100415147
ACH-001552,-0.011580887773089946
ACH-001554,-0.218574747086392
ACH-001654,-0.16435330940730442
ACH-001735,-0.1320365892190638
ACH-001736,-0.06403735404573582
ACH-001737,0.09883612088351518
ACH-001740,-0.11376012260110015
ACH-001745,-0.23953537682384474
ACH-001765,-0.2523663483471455
