,CWF19L1 (55280)
ACH-000004,-0.1715887168531606
ACH-000005,-0.2408402090842701
ACH-000007,-0.22116531414628726
ACH-000009,-0.17074341579390184
ACH-000011,0.03260281853513478
ACH-000012,-0.17067264937147972
ACH-000013,-0.16836240984007386
ACH-000014,-0.27505030421779264
ACH-000015,-0.1928620189115227
ACH-000017,-0.3365799889297581
ACH-000018,-0.15326939771163992
ACH-000019,-0.324192039692916
ACH-000021,-0.112897905997224
ACH-000022,-0.09691689176268234
ACH-000025,-0.12687390777368965
ACH-000028,-0.0923263556958547
ACH-000030,-0.08409430982961233
ACH-000035,-0.06895546898261112
ACH-000036,-0.19067413126272728
ACH-000037,-0.33421745874865005
ACH-000039,-0.0455171282155921
ACH-000040,-0.1948214110487711
ACH-000041,-0.1684013308078013
ACH-000042,-0.2863508856281191
ACH-000045,-0.3589114241068013
ACH-000047,-0.1147331904709802
ACH-000052,-0.07230612414596159
ACH-000053,-0.5866565830034718
ACH-000054,-0.15702959578743708
ACH-000055,-0.37451254875908174
ACH-000060,-0.1142776250183144
ACH-000067,-0.3730301568712127
ACH-000070,-0.17539465915858016
ACH-000075,-0.06705481236703527
ACH-000078,0.07451487519102312
ACH-000082,-0.23056853051372614
ACH-000085,-0.11782237899225445
ACH-000086,-0.11106261293487336
ACH-000087,-0.15232460818527813
ACH-000092,-0.16359142200854765
ACH-000095,-0.009028090767406393
ACH-000097,-0.2354931906885281
ACH-000098,-0.19574413640327015
ACH-000099,-0.011085299140961357
ACH-000108,-0.29423552258921754
ACH-000113,-0.2043221823148883
ACH-000116,-0.2031897577267768
ACH-000118,-0.7648228642901366
ACH-000120,0.17240291436172409
ACH-000123,-0.13989877615697094
ACH-000127,-0.09600434243686104
ACH-000128,-0.03279215591962888
ACH-000132,-0.14823117453424892
ACH-000133,-0.21166019737515127
ACH-000137,-0.3687706199827804
ACH-000138,-0.05798850766736464
ACH-000142,-0.244169860509148
ACH-000143,-0.16261198956973386
ACH-000146,-0.10822437826064996
ACH-000148,-0.1524888746004919
ACH-000150,-0.5727897757884117
ACH-000152,-0.15186022651983466
ACH-000153,-0.029648124389345637
ACH-000159,-0.07010242932687064
ACH-000160,-0.33601050418239986
ACH-000163,-0.12849207640969554
ACH-000167,-0.4647093254728654
ACH-000168,-0.004473006404780327
ACH-000169,-0.17151819045768987
ACH-000178,-0.2347846341682585
ACH-000183,-0.07092359165998953
ACH-000188,-0.4350204562900079
ACH-000189,-0.3157822261788572
ACH-000190,-0.8483021104911252
ACH-000198,0.01537192155828321
ACH-000203,-0.5558175921946135
ACH-000204,-0.3586044946340699
ACH-000206,-0.3425375604708308
ACH-000207,-0.17208879641396452
ACH-000208,-0.11790655515805085
ACH-000210,0.009552230312592865
ACH-000211,-0.22341194100366388
ACH-000215,-0.26089483122308155
ACH-000221,0.0057116201975979
ACH-000222,0.047367341702651486
ACH-000223,-0.17424300825933922
ACH-000226,-0.2020908804914732
ACH-000227,-0.2224001584656416
ACH-000228,-0.2036475623489351
ACH-000231,-0.1863601944808904
ACH-000232,-0.7557815348066461
ACH-000233,-0.6393952333073415
ACH-000234,-0.026112633553010384
ACH-000235,-0.1675646989387484
ACH-000237,-0.13739266175278905
ACH-000238,-0.2644369567354845
ACH-000242,-0.2508821683187992
ACH-000243,-0.3306312867308951
ACH-000244,-0.04792731773166641
ACH-000246,-0.11249379795168056
ACH-000248,-0.1914179637898229
ACH-000250,-0.4197468473281612
ACH-000251,-0.1471046573723118
ACH-000252,-0.15747675404504435
ACH-000253,-0.2673641685968064
ACH-000255,-0.2525902026674398
ACH-000256,-0.13172106597893155
ACH-000257,-0.2261430226507876
ACH-000258,-0.05734429022756316
ACH-000259,-0.0901604889020548
ACH-000260,-0.221719021246828
ACH-000261,-0.07705063072146054
ACH-000262,-0.1429998587903446
ACH-000263,-0.05084187519624578
ACH-000264,-0.2176917905140227
ACH-000265,-0.2360931145140557
ACH-000266,-0.18012298946668162
ACH-000272,-0.06304636864446256
ACH-000274,-0.17525789633520014
ACH-000277,-0.3194805761761447
ACH-000278,-0.27080516507890223
ACH-000279,-0.16713679004260246
ACH-000280,-0.3844897421123705
ACH-000281,-0.3382061494753573
ACH-000288,-0.1227440208189403
ACH-000291,-0.11682513964736235
ACH-000293,-0.17710657899370416
ACH-000294,-0.18154854516944727
ACH-000295,-0.09062403870726303
ACH-000296,-0.5949246261169266
ACH-000302,-0.32786759310727925
ACH-000304,-0.2890206196300981
ACH-000307,-0.07234192667372696
ACH-000308,-0.20513890951093808
ACH-000310,-0.04062479898009999
ACH-000311,-0.20267325167515995
ACH-000312,-0.12194533822031915
ACH-000315,-0.05495502158965726
ACH-000316,-0.2449539802676693
ACH-000317,-0.2567603669894805
ACH-000318,-0.2501081851056213
ACH-000319,-0.2563049076542883
ACH-000320,-0.09935475456791404
ACH-000322,-0.11030848354305747
ACH-000323,-0.2680851430018909
ACH-000324,-0.5577489324024273
ACH-000329,-0.2487647434769469
ACH-000330,-0.3502701962971877
ACH-000331,-0.15545837988945468
ACH-000332,-0.12756625612510272
ACH-000334,-0.1400156400078363
ACH-000335,-0.2631509853663945
ACH-000336,0.08164071165031804
ACH-000337,-0.2626931260585147
ACH-000338,-0.18526613379457335
ACH-000339,-0.10273558991881147
ACH-000341,-0.2801815854945668
ACH-000348,-0.1818338141037517
ACH-000350,-0.15592501042315196
ACH-000352,-0.19636294777058208
ACH-000356,-0.27237469515093826
ACH-000361,0.09423854069803744
ACH-000362,-0.12128988110954242
ACH-000363,-0.2269697599070485
ACH-000364,-0.4876113884110202
ACH-000365,-0.1322697884475671
ACH-000366,-0.447160123237892
ACH-000368,-0.05463085231110626
ACH-000374,-0.16715177120589386
ACH-000375,0.05713038818235041
ACH-000376,-0.3624941602198942
ACH-000381,-0.2298438937441199
ACH-000383,-0.10398258524695653
ACH-000387,-0.18274251926538326
ACH-000389,-0.3200357018876078
ACH-000390,-0.02451217415684101
ACH-000393,-0.16073976712871374
ACH-000395,-0.2019389692012533
