,HIST1H2AD (3013)
ACH-000600,-0.3793978552484836
ACH-000601,-0.15616317334681554
ACH-000605,-0.316479294074182
ACH-000606,-0.3696203922816177
ACH-000608,-0.2525663014842067
ACH-000614,-0.3523224926053929
ACH-000616,-0.1329396009272019
ACH-000618,-0.3480955178202608
ACH-000619,-0.48536003049331605
ACH-000620,-0.22630115484429636
ACH-000621,-0.3348092878280213
ACH-000622,-0.2846344777033328
ACH-000623,-0.35785223107854663
ACH-000624,-0.3199585026134385
ACH-000627,-0.29028577476743617
ACH-000630,-0.44256783031636265
ACH-000631,-0.6761301615729596
ACH-000632,-0.33002593072331843
ACH-000633,-0.011634573590955141
ACH-000637,-0.4318716048001389
ACH-000638,-0.3141052698642183
ACH-000646,-0.2423397607212032
ACH-000647,-0.4114073892964917
ACH-000648,-0.2451640492671458
ACH-000649,-0.21339067171937956
ACH-000651,-0.17351860588915555
ACH-000652,-0.2992344242515055
ACH-000653,-0.2500230294239829
ACH-000657,-0.3109663423140879
ACH-000658,-0.15942499031370044
ACH-000661,-0.5243925322812957
ACH-000662,-0.2257717614478675
ACH-000663,-0.3113427947983134
ACH-000665,-0.3582467988791952
ACH-000671,-0.07906998656386045
ACH-000672,-0.10758986775004642
ACH-000673,-0.3263070126678539
ACH-000676,-0.3754267041548373
ACH-000677,-0.15779629082272026
ACH-000681,-0.1473976552667414
ACH-000683,-0.2865302161140042
ACH-000684,-0.2208268767431988
ACH-000688,-0.25610137978189945
ACH-000693,-0.2624447319014295
ACH-000694,-0.2650252339780562
ACH-000695,-0.0843761325343047
ACH-000696,-0.4464804799169974
ACH-000697,-0.14815249111607398
ACH-000699,-0.36014983904972075
ACH-000701,-0.4234730975568263
ACH-000706,-0.2805125428228115
ACH-000711,-0.387242024145926
ACH-000713,-0.30329191765041424
ACH-000714,-0.16825232232955215
ACH-000718,-0.1649897292739633
ACH-000720,-0.4012647624681853
ACH-000721,-0.3245584269419247
ACH-000724,-0.4260559957019336
ACH-000725,0.001961781665424685
ACH-000732,-0.3794032723359057
ACH-000734,-0.2124257947864057
ACH-000735,-0.2519812731413366
ACH-000736,-0.3225944209503884
ACH-000738,-0.2345827015115121
ACH-000746,-0.2867425779755405
ACH-000747,-0.09939301562265604
ACH-000748,-0.4888619008893091
ACH-000753,-0.2988861679139432
ACH-000756,-0.2218804834889738
ACH-000757,-0.06837419057242702
ACH-000758,-0.2968570635048569
ACH-000760,-0.2619606375596461
ACH-000762,-0.16781484001022004
ACH-000763,-0.567353826268692
ACH-000764,-0.4530623665837431
ACH-000765,-0.4660761761032917
ACH-000766,-0.314154634964597
ACH-000767,-0.12566349762601542
ACH-000768,-0.3463467932092848
ACH-000769,-0.2291649808546593
ACH-000770,-0.2989423870824425
ACH-000771,-0.23013900173493645
ACH-000773,-0.2743540035761281
ACH-000776,-0.24827555647031874
ACH-000777,-0.44227994024481576
ACH-000778,-0.34934305403159466
ACH-000781,-0.3223578524080399
ACH-000782,-0.31414563007206064
ACH-000783,-0.2254057043367435
ACH-000784,-0.2637371128322916
ACH-000785,-0.1657158989252983
ACH-000787,-0.16709578881196413
ACH-000788,-0.3194622352069457
ACH-000791,-0.20245775889055453
ACH-000792,-0.3284840109163568
ACH-000794,-0.3222513477150292
ACH-000796,-0.2806902519817693
ACH-000798,-0.2625379171938652
ACH-000799,-0.4419814863048867
ACH-000800,-0.3815866358179001
ACH-000802,-0.2933197950763232
ACH-000804,-0.297234730850703
ACH-000805,-0.20561086966268705
ACH-000809,-0.3110325328977693
ACH-000810,-0.3571075653724841
ACH-000811,-0.2820782694230949
ACH-000817,-0.29065547051190105
ACH-000819,-0.20854630114968065
ACH-000820,-0.13720334436218348
ACH-000821,-0.2009677847521492
ACH-000822,-0.2619362016203816
ACH-000823,-0.2824396462521679
ACH-000824,-0.4619371891880951
ACH-000827,-0.4227930467157372
ACH-000829,-0.5038560516243695
ACH-000831,-0.2427545451361621
ACH-000832,-0.28746546034101256
ACH-000833,-0.2651803596102384
ACH-000834,-0.24436766470605084
ACH-000835,-0.21467537111805715
ACH-000836,-0.19637721647540424
ACH-000837,-0.18041414969628985
ACH-000838,-0.18666826829292715
ACH-000839,-0.2701966968321793
ACH-000840,-0.426818276702948
ACH-000841,-0.4609540295147455
ACH-000843,-0.37065007434155256
ACH-000846,-0.32192914880806484
ACH-000847,-0.09524646896838487
ACH-000848,-0.4166937988535823
ACH-000849,-0.4687360878281404
ACH-000851,-0.391343738593079
ACH-000855,-0.3628429831658894
ACH-000856,-0.24728609276054914
ACH-000858,-0.1172664951292217
ACH-000859,-0.2195269073853217
ACH-000861,-0.08904867209443981
ACH-000862,-0.3359424457662151
ACH-000865,-0.29365572296967035
ACH-000866,-0.33616745743094706
ACH-000867,-0.4664197144438959
ACH-000869,-0.2388387092378303
ACH-000872,-0.420033800563234
ACH-000873,-0.3654889432298205
ACH-000876,-0.3238754111663494
ACH-000878,-0.3054441230667574
ACH-000880,-0.2710268618651109
ACH-000881,-0.44329270256243497
ACH-000882,-0.3238671322326897
ACH-000884,-0.17452887986649085
ACH-000885,-0.3143210097060113
ACH-000887,-0.22564741205622604
ACH-000889,-0.3681234449342063
ACH-000896,-0.3092702664259952
ACH-000898,-0.24349369522695716
ACH-000900,-0.33515056894999645
ACH-000901,-0.2888289428597693
ACH-000905,-0.3383915672992772
ACH-000906,-0.3195962670410843
ACH-000907,-0.1781428509833918
ACH-000910,-0.1721240666490044
ACH-000911,-0.15416195418050616
ACH-000912,-0.3657899051857181
ACH-000913,-0.07696883664605239
ACH-000915,-0.28393283043963136
ACH-000916,-0.5400099394753101
ACH-000917,-0.21357340386208906
ACH-000920,-0.20989388407180212
ACH-000921,-0.2094514143065465
ACH-000924,-0.17778596752222894
ACH-000926,-0.15795276007964915
ACH-000928,-0.26661152824740697
ACH-000929,-0.15745244553224216
ACH-000932,-0.12252966758247075
ACH-000935,-0.2934838938626135
ACH-000936,-0.3436060697950157
ACH-000937,-0.3378185098314672
ACH-000938,-0.2261621740818017
ACH-000939,-0.1851258264514187
ACH-000941,-0.20984052661949928
ACH-000943,-0.3079463753149598
ACH-000946,-0.33701658970658777
ACH-000947,-0.3712396051660896
ACH-000948,-0.39398514921990796
ACH-000950,-0.11435530640380825
ACH-000953,-0.27147981784579484
ACH-000954,-0.12092811810322
ACH-000957,-0.0517250298956838
ACH-000958,-0.3484318934042119
ACH-000960,-0.42571357836389945
ACH-000963,-0.2137219647987072
ACH-000968,-0.317579151243045
ACH-000969,-0.3079043891827249
ACH-000972,-0.15468911103151076
ACH-000973,-0.3244251040567285
ACH-000974,-0.4169502022916876
ACH-000978,-0.17736896665477522
ACH-000984,-0.14180400649193742
ACH-000986,-0.28673876880575777
ACH-000988,-0.3329596300697579
ACH-000993,-0.2363185810411271
ACH-000994,-0.25307532167014274
ACH-000996,-0.4409410034556658
ACH-001001,-0.16763802992880747
ACH-001020,0.011410791117087874
ACH-001028,-0.2718989963821406
ACH-001031,-0.28441595369228523
ACH-001038,-0.2918795010765611
ACH-001048,-0.3801074395124529
ACH-001050,-0.16750886575776178
ACH-001053,-0.3485147962216363
ACH-001054,-0.2016581037985772
ACH-001061,-0.20897061531033176
ACH-001067,-0.24943549699425546
ACH-001075,-0.3978685168781568
ACH-001096,0.0014001069735746748
ACH-001111,-0.6461897087108212
ACH-001119,-0.5010902748455545
ACH-001128,-0.3591781423740931
ACH-001134,-0.1387256124410796
ACH-001151,-0.2201901970133051
ACH-001163,-0.18607986067246265
ACH-001164,-0.1487186809250023
ACH-001183,-0.1960024837583285
ACH-001192,-0.2287406854661301
ACH-001193,-0.422957182723456
ACH-001196,-0.3287865813321046
ACH-001197,-0.08951359131732238
ACH-001205,-0.2733396255113143
ACH-001211,-0.32568346277236965
ACH-001212,-0.6055407659518023
ACH-001228,-0.32358123572524594
ACH-001232,-0.28672309000968305
ACH-001239,-0.3289808005244818
ACH-001270,0.05949380323761084
ACH-001274,-0.3292033483233046
ACH-001275,-0.2964453996595975
ACH-001277,0.09213917336938528
ACH-001278,-0.188600217914144
ACH-001280,-0.3293918203845701
ACH-001283,-0.3311708500808384
ACH-001289,-0.4282991026508116
ACH-001300,-0.23263382384285602
ACH-001301,-0.3782542830007072
ACH-001302,-0.44004636636132793
ACH-001306,-0.3066380229281632
ACH-001318,-0.3612857601528254
ACH-001322,-0.2675547855813343
ACH-001328,-0.2906994400186331
ACH-001332,-0.35319214713879626
ACH-001336,-0.4768168703149638
ACH-001346,-0.2719631509347147
ACH-001353,-0.2785047449634763
ACH-001354,0.11197137211838812
ACH-001367,-0.01562610286338426
ACH-001368,-0.20841852716319187
ACH-001374,-0.3874749401893617
ACH-001377,-0.20606640533405046
ACH-001380,-0.19625527335073545
ACH-001391,-0.19272292514104855
ACH-001408,-0.4281551611872221
ACH-001430,-0.3691574187397885
ACH-001431,-0.13605353700643505
ACH-001450,-0.10749695474696973
ACH-001496,-0.1311763189322187
ACH-001500,-0.290099183695269
ACH-001523,-0.12878889985464045
ACH-001532,-0.34270062986982497
ACH-001550,-0.3258937388874645
ACH-001552,-0.38328422567180703
ACH-001554,-0.2896279394058445
ACH-001654,-0.3059161048777864
ACH-001735,-0.1830378453077342
ACH-001736,-0.19718562086430008
ACH-001737,-0.706596730061021
ACH-001740,-0.2304766997565233
ACH-001745,-0.09258275509778316
ACH-001765,-0.20407420077197694
