,PGPEP1L (145814)
ACH-000004,0.008704549290924101
ACH-000005,-0.05519028064281607
ACH-000007,-0.04653194546548098
ACH-000009,0.030469690723024776
ACH-000011,0.08788036202478998
ACH-000012,0.14173144540819188
ACH-000013,0.1206825929611437
ACH-000014,0.1941647596255424
ACH-000015,0.19494855943052414
ACH-000017,0.14320492941610174
ACH-000018,0.10319836742213567
ACH-000019,0.0009002683484654893
ACH-000021,0.10076187056376114
ACH-000022,-0.022675802501439756
ACH-000025,0.26437814054835634
ACH-000028,0.29670790269946645
ACH-000030,0.17502818714484916
ACH-000035,0.2102498362973712
ACH-000036,0.06479854550851649
ACH-000037,0.02779606593538717
ACH-000039,0.13991896680198065
ACH-000040,0.16212136961770146
ACH-000041,-0.031038512273120475
ACH-000042,0.08546059869324554
ACH-000045,0.04335484539665824
ACH-000047,0.09889320183056456
ACH-000052,-0.06458105862451285
ACH-000053,0.11558768800803405
ACH-000054,0.14171092647626732
ACH-000055,0.07710318187731023
ACH-000060,0.1693526547225191
ACH-000067,0.12603531011408092
ACH-000070,0.0943520034291772
ACH-000075,0.13432780862824606
ACH-000078,0.1465715077178835
ACH-000082,0.09182907615637058
ACH-000085,-0.0538835314762733
ACH-000086,0.20774286093699568
ACH-000087,-0.11590731288636205
ACH-000092,0.1893766693592284
ACH-000095,0.05493571321471118
ACH-000097,0.09340202796053937
ACH-000098,0.12916649792353324
ACH-000099,0.07007033040447061
ACH-000108,0.09554063257401718
ACH-000113,0.15332502474216536
ACH-000116,0.11803888208978465
ACH-000118,0.12320667297385975
ACH-000120,-0.08551759624711791
ACH-000123,0.0614583722894717
ACH-000127,0.10362850058838474
ACH-000128,0.019110594221585998
ACH-000132,0.19483936419449455
ACH-000133,0.2344328298138828
ACH-000137,-0.03151682254998607
ACH-000138,0.15387202319455678
ACH-000142,0.10155224506281843
ACH-000143,-0.08015862243903955
ACH-000146,0.12252263998506155
ACH-000148,0.05870034591558462
ACH-000150,0.06391201138744701
ACH-000152,0.12321805680434753
ACH-000153,0.1969961808505863
ACH-000159,0.14881169861599233
ACH-000160,0.16985659166916411
ACH-000163,0.001695730626096726
ACH-000167,0.15465284352048458
ACH-000168,-0.02383149550034446
ACH-000169,0.0710551666685813
ACH-000178,-0.054316422535876686
ACH-000183,0.043480098076157686
ACH-000188,0.11379524037222427
ACH-000189,0.16906066827207436
ACH-000190,0.0013356556793730507
ACH-000198,0.1286007120511382
ACH-000203,-0.1131758704862978
ACH-000204,-0.0450325817235933
ACH-000206,-0.1997888286390386
ACH-000207,0.3089854207258333
ACH-000208,0.2726827059706672
ACH-000210,0.14064635828303532
ACH-000211,0.1286201317313634
ACH-000215,0.1718185731813361
ACH-000221,0.07193154994372652
ACH-000222,-0.08139950617762344
ACH-000223,0.11960939830509522
ACH-000226,0.20328506352947814
ACH-000227,0.0005617817771379703
ACH-000228,0.16526695926304766
ACH-000231,0.11486271200868756
ACH-000232,0.12676356164806032
ACH-000233,0.1826861399649317
ACH-000234,-0.03954102269216448
ACH-000235,0.0904069727585388
ACH-000237,0.08974086115191435
ACH-000238,0.12339992184737598
ACH-000242,-0.02168231966476915
ACH-000243,0.0878837705824226
ACH-000244,0.3880850883028292
ACH-000246,0.14461665248996886
ACH-000248,0.15084526337373633
ACH-000250,0.00040862139533528
ACH-000251,0.07716138769373397
ACH-000252,-0.310945501287192
ACH-000253,0.06489662109237113
ACH-000255,-0.17728795033135367
ACH-000256,0.003946644583871898
ACH-000257,0.1589860424309702
ACH-000258,0.24269267647600676
ACH-000259,0.017655491791793602
ACH-000260,0.0923721860597589
ACH-000261,0.13927303657869733
ACH-000262,0.14189175331692394
ACH-000263,0.02018268048030336
ACH-000264,0.074633946350173
ACH-000265,0.06504682743518933
ACH-000266,0.07170543806522965
ACH-000272,0.04394181577303904
ACH-000274,-0.003979162906002693
ACH-000277,0.14140527021717245
ACH-000278,0.0892696595261346
ACH-000279,0.04300675540547141
ACH-000280,0.1398179789238526
ACH-000281,-0.14144855563609024
ACH-000288,0.0936180824619846
ACH-000291,0.1126430116067072
ACH-000293,0.2139813712158309
ACH-000294,0.029451841883857924
ACH-000295,-0.09317439059131118
ACH-000296,0.1700565736321938
ACH-000302,0.11674184896995328
ACH-000304,-0.04391694826106424
ACH-000307,-0.12169080707462088
ACH-000308,0.043198001413748216
ACH-000310,0.18218037829573847
ACH-000311,-0.046841339124432925
ACH-000312,0.039846930123391786
ACH-000315,-0.02650345239633556
ACH-000316,0.05392675761490656
ACH-000317,0.24145579574128764
ACH-000318,0.043317099989004265
ACH-000319,0.07430852791798538
ACH-000320,0.12869617255368904
ACH-000322,-0.10131762458777416
ACH-000323,0.2098501961208903
ACH-000324,0.14162299491202626
ACH-000329,0.07203641997072809
ACH-000330,0.023876146260842415
ACH-000331,0.14760963402216198
ACH-000332,0.07347670806054994
ACH-000334,0.07199129362193836
ACH-000335,-0.00251655884275494
ACH-000336,0.2971578002987373
ACH-000337,0.15024987481050606
ACH-000338,0.05837889860792447
ACH-000339,0.13147395479895324
ACH-000341,0.06119826433869498
ACH-000348,0.18912282978118053
ACH-000350,0.040479310793950014
ACH-000352,0.19238999445910526
ACH-000356,0.035772592803348116
ACH-000361,-0.0013428094485413093
ACH-000362,0.11488648115864493
ACH-000363,-0.010379605541675907
ACH-000364,0.06604020336043342
ACH-000365,0.14230826553077444
ACH-000366,0.12219413769413412
ACH-000368,0.09738610973887103
ACH-000374,0.1990116860280104
ACH-000375,0.1304717190700097
ACH-000376,0.06827315477814153
ACH-000381,0.10651693690173693
ACH-000383,0.10099060541736224
ACH-000387,0.2261476477650453
ACH-000389,0.03972583527704074
ACH-000390,0.1566809094650121
ACH-000393,0.1091676740495482
ACH-000395,0.05567968545514092
ACH-000396,0.12106632090712036
ACH-000397,0.0978366514308256
ACH-000401,0.052960457241663685
ACH-000402,-0.2265376853343049
ACH-000403,0.1503911925640838
ACH-000404,-0.14567627497150598
ACH-000406,0.11843709657110195
ACH-000407,0.1404930707944354
ACH-000408,0.12731176540148706
ACH-000410,0.09838796953453174
ACH-000411,0.1739945349202792
ACH-000414,0.05446601245679291
ACH-000415,0.10817620728781002
ACH-000416,-0.07030619758622386
ACH-000420,0.12883769325708844
ACH-000421,0.06253497854318682
ACH-000424,0.08731424735138157
ACH-000425,0.12855184668179365
ACH-000426,-0.04018786089883996
ACH-000427,0.15340932199307095
ACH-000433,0.1846466339918122
ACH-000435,0.24913561447432714
ACH-000436,0.019974930738461356
ACH-000444,0.14247098732710514
ACH-000445,0.18574838429165685
ACH-000448,0.07296331999357278
ACH-000450,0.0695704794576681
ACH-000452,0.08247796762764723
ACH-000454,0.05101515676558395
ACH-000458,0.208238766468012
ACH-000459,-0.01947329277341896
ACH-000460,0.045768396321927855
ACH-000461,0.08582763351541185
ACH-000463,0.014424397518463274
ACH-000464,0.04880728220386009
ACH-000466,0.2013095969923995
ACH-000467,0.07745457906877788
ACH-000468,0.1328655387136679
ACH-000469,0.12208664467135928
ACH-000470,0.07317758430955766
ACH-000471,0.11026043623460484
ACH-000472,0.10626851052702106
ACH-000473,0.07786087788714535
ACH-000475,0.08125597043753098
ACH-000476,0.17153477869783973
ACH-000477,0.13522688363561766
ACH-000479,0.14820087502746093
ACH-000480,0.28244978436075074
ACH-000481,0.16406675386052094
ACH-000483,0.1181877940449518
ACH-000484,0.0651846528543717
ACH-000485,0.12981543881494853
ACH-000486,0.19648389425687626
ACH-000487,-0.04146447357411084
ACH-000488,0.0798102866392128
ACH-000490,0.04276684147461031
ACH-000491,0.03115585393661902
ACH-000495,-0.011868062716084149
ACH-000496,0.01294696965276967
ACH-000499,-0.037446253391801805
ACH-000500,0.22023684789627132
ACH-000502,0.007491052907999244
ACH-000503,0.11060756603222964
ACH-000505,0.12310160680637147
ACH-000507,0.0798943111225786
ACH-000510,0.12440235958063235
ACH-000511,-0.054912812187398144
ACH-000512,-0.17482795997237413
ACH-000516,-0.01571076610273829
ACH-000517,0.028800840435572937
ACH-000518,0.2049904921236956
ACH-000520,0.07989149302167245
ACH-000521,-0.006813166007901751
ACH-000522,0.1516035089535897
ACH-000524,0.1408830076470614
ACH-000527,0.032514065353913095
ACH-000528,0.12090468349619594
ACH-000537,0.032192225872229516
ACH-000541,0.4217914229344693
ACH-000542,0.06034093118807984
