,PHGR1 (644844)
ACH-000004,-0.2499265312306765
ACH-000005,0.24916269059164414
ACH-000007,-0.18393914905229455
ACH-000009,-0.1723829517702376
ACH-000011,-0.11405086368414152
ACH-000012,-0.1381475337504799
ACH-000013,-0.12686564805753198
ACH-000014,-0.2382625446136436
ACH-000015,-0.2267131870725048
ACH-000017,-0.04876691602436918
ACH-000018,-0.12971286089451242
ACH-000019,-0.23263000262432226
ACH-000021,-0.12016978012550493
ACH-000022,-0.09497177139288596
ACH-000025,-0.09806933192398756
ACH-000028,0.08178716608457315
ACH-000030,-0.10729056292742953
ACH-000035,-0.1554936425387404
ACH-000036,-0.0896787882013231
ACH-000037,-0.11392207743022145
ACH-000039,-0.0017152798067902569
ACH-000040,-0.033324923391245063
ACH-000041,0.032320871245853235
ACH-000042,-0.07310055206165852
ACH-000045,-0.072299045712338
ACH-000047,-0.22448836258688176
ACH-000052,-0.06934458703002372
ACH-000053,-0.10564038238996801
ACH-000054,-0.14765366051231754
ACH-000055,-0.2621128566230153
ACH-000060,-0.08011811421226983
ACH-000067,-0.1688506055307565
ACH-000070,-0.09924134320752706
ACH-000075,0.07320522435829813
ACH-000078,-0.2460955882229477
ACH-000082,-0.19067210926320954
ACH-000085,-0.10982234649674023
ACH-000086,-0.03615806472563814
ACH-000087,-0.1814153357180157
ACH-000092,-0.1569271915813018
ACH-000095,-0.12561234739661406
ACH-000097,-0.19520599380229225
ACH-000098,0.015814452243495918
ACH-000099,-0.18595742999434625
ACH-000108,0.006213006262268879
ACH-000113,-0.14393818717741488
ACH-000116,-0.1958269547663765
ACH-000118,-0.04051802763244479
ACH-000120,-0.16066298385537614
ACH-000123,-0.0042953408577649545
ACH-000127,-0.12096282373470835
ACH-000128,-0.2434401477096477
ACH-000132,-0.26766252154152465
ACH-000133,-0.1402041380740651
ACH-000137,-0.3137224022167329
ACH-000138,-0.05267471329460119
ACH-000142,-0.1669757302726999
ACH-000143,-0.163625425571952
ACH-000146,-0.08374757176229303
ACH-000148,-0.08642269295378774
ACH-000150,0.0912593920697371
ACH-000152,-0.0805023798925553
ACH-000153,-0.22033180483012127
ACH-000159,-0.054439284718642525
ACH-000160,-0.3269249887357873
ACH-000163,-0.033514530187251805
ACH-000167,-0.12640852418206655
ACH-000168,-0.2295458022656271
ACH-000169,-0.2262680216434817
ACH-000178,-0.025870132663579563
ACH-000183,-0.08756456490325516
ACH-000188,-0.1968606045270084
ACH-000189,-0.08799545631636115
ACH-000190,-0.1471277357052893
ACH-000198,-0.08705593684583877
ACH-000203,-0.4368017136303223
ACH-000204,-0.23557230069934845
ACH-000206,-0.10421069690849094
ACH-000207,-0.16733411353228786
ACH-000208,0.00021685105025027413
ACH-000210,-0.18822489316427748
ACH-000211,-0.1711725928293209
ACH-000215,-0.1618477932894399
ACH-000221,-0.13452722588155447
ACH-000222,-0.08089935231883373
ACH-000223,-0.13424592022205908
ACH-000226,-0.3021130140775154
ACH-000227,-0.06696556188070632
ACH-000228,0.005645542321965171
ACH-000231,-0.23618514906683605
ACH-000232,-0.030325166873803683
ACH-000233,-0.1721932875475879
ACH-000234,-0.01710013832545567
ACH-000235,-0.14403916151893814
ACH-000237,-0.1315702264997752
ACH-000238,-0.0932605974914071
ACH-000242,0.22707768688333835
ACH-000243,-0.1261794311484895
ACH-000244,-0.2807818195937312
ACH-000246,-0.11233709742785918
ACH-000248,-0.05902886563952621
ACH-000250,-0.048590340770656264
ACH-000251,-0.17952283715315395
ACH-000252,-0.246195931310368
ACH-000253,-0.19902458842856974
ACH-000255,-0.247269591122618
ACH-000256,-0.13866974293457113
ACH-000257,-0.11923608685349835
ACH-000258,-0.08692020870799841
ACH-000259,-0.15380319772999332
ACH-000260,-0.16043991309472566
ACH-000261,-0.16252323571066327
ACH-000262,-0.16008585319567653
ACH-000263,-0.08482459083166143
ACH-000264,-0.16644994717720865
ACH-000265,-0.2495290546186629
ACH-000266,-0.14934919302729208
ACH-000272,-0.18823253443734933
ACH-000274,-0.23747949828951914
ACH-000277,0.03571926712144969
ACH-000278,-0.1383064601613349
ACH-000279,-0.07479039192485583
ACH-000280,-0.10280906211632007
ACH-000281,-0.07642720938985831
ACH-000288,-0.10426395030464766
ACH-000291,-0.06100275357083779
ACH-000293,-0.04574025802355454
ACH-000294,-0.14492531318867666
ACH-000295,-0.18702383205302106
ACH-000296,-0.2261695703139784
ACH-000302,-0.09534814670260178
ACH-000304,-0.3199289735772745
ACH-000307,-0.057501540903915176
ACH-000308,-0.1102674186645636
ACH-000310,-0.19926743413147785
ACH-000311,-0.2130775515290953
ACH-000312,-0.12768783481233525
ACH-000315,-0.0031161187193343353
ACH-000316,-0.018348727853981697
ACH-000317,-0.06689561802453467
ACH-000318,-0.14224435797996374
ACH-000319,-0.14093001112733428
ACH-000320,-0.1537756816192101
ACH-000322,-0.13696013845945856
ACH-000323,-0.07485630532861752
ACH-000324,-0.09891788890572528
ACH-000329,-0.19024340430357276
ACH-000330,-0.1285720098811359
ACH-000331,-0.2659707122206713
ACH-000332,-0.1799028182347788
ACH-000334,0.007269503184566906
ACH-000335,-0.22713078415298915
ACH-000336,-0.07076879139713738
ACH-000337,0.035544440950408554
ACH-000338,-0.5115181390605424
ACH-000339,-0.09393875056418438
ACH-000341,-0.030914069066069468
ACH-000348,-0.2176895413630225
ACH-000350,-0.22141887829869025
ACH-000352,-0.19296357402601144
ACH-000356,-0.05190393444297156
ACH-000361,-0.1922879846185825
ACH-000362,0.024264216737958654
ACH-000363,-0.1748072070053462
ACH-000364,-0.3837999960951663
ACH-000365,-0.05777497496655671
ACH-000366,-0.06905993651773153
ACH-000368,-0.0463139907625757
ACH-000374,-0.10336216360292128
ACH-000375,-0.2286178416202409
ACH-000376,-0.28796932548220205
ACH-000381,-0.15177086316260782
ACH-000383,-0.150005682305201
ACH-000387,-0.1476894711514397
ACH-000389,0.09073520418029914
ACH-000390,-0.16459402088899486
ACH-000393,-0.2184830800612404
ACH-000395,-0.006582448091271137
ACH-000396,-0.22209571564050387
ACH-000397,-0.09855156814247673
ACH-000401,0.1307602968459741
ACH-000402,0.06174008507015163
ACH-000403,-0.2021654978693221
ACH-000404,-0.15390219064450816
ACH-000406,-0.07705203432129952
ACH-000407,-0.16046832169041894
ACH-000408,-0.2327980131772696
ACH-000410,-0.22368763771844846
ACH-000411,-0.058662272408220285
ACH-000414,-0.14361368257242846
ACH-000415,-0.08830946059246547
ACH-000416,-0.10099050070491002
ACH-000420,-0.20888957703733835
ACH-000421,-0.14559959706264566
ACH-000424,-0.3099620204808157
ACH-000425,-0.06710107533065582
ACH-000426,-0.2501674804799348
ACH-000427,-0.1691126426828136
ACH-000433,-0.04556681229793498
ACH-000435,-0.294813971027591
ACH-000436,-0.30179646391613474
ACH-000444,-0.2041688069723851
ACH-000445,-0.2880228737385265
ACH-000448,-0.09524433749664812
ACH-000450,-0.08726617694693861
ACH-000452,-0.22002022143848268
ACH-000454,-0.21095320190475028
ACH-000458,-0.13429568837045733
ACH-000459,-0.011049196336882209
ACH-000460,-0.2437098459291138
ACH-000461,-0.10062561375789414
ACH-000463,-0.062340652155015434
ACH-000464,-0.3654894064285845
ACH-000466,0.0008329311931735099
ACH-000467,0.006642108369901069
ACH-000468,-0.14410653976439988
ACH-000469,-0.02864163867535327
ACH-000470,-0.23202179705924755
ACH-000471,-0.1277355377610402
ACH-000472,-0.1977212965154154
ACH-000473,-0.1733542531591556
ACH-000475,-0.0836718620786534
ACH-000476,-0.17960608849499168
ACH-000477,-0.11816506688713685
ACH-000479,0.1831439123387104
ACH-000480,-0.05676374545680767
ACH-000481,-0.2947376819029677
ACH-000483,-0.14081255114215122
ACH-000484,-0.12666418438557275
ACH-000485,-0.04533935095795172
ACH-000486,-0.08561493621238979
ACH-000487,-0.09319359404288437
ACH-000488,-0.2719292037569831
ACH-000490,0.009048011053745595
ACH-000491,-0.21903636141971905
ACH-000495,-0.11484875841991725
ACH-000496,-0.2303569589256607
ACH-000499,-0.06172082567946184
ACH-000500,-0.3369666700159365
ACH-000502,-0.002056043722043115
ACH-000503,-0.3991456452333404
ACH-000505,-0.10502088526444826
ACH-000507,-0.15537651448551834
ACH-000510,-0.06583905742577296
ACH-000511,-0.02193442735864121
