,KMT2E (55904)
ACH-000004,-0.08422546177430168
ACH-000005,-0.20587009920656654
ACH-000007,-0.1085303433681732
ACH-000009,-0.12110489769330125
ACH-000011,0.10467248298735086
ACH-000012,-0.1385167025546627
ACH-000013,-0.03713084129072727
ACH-000014,0.06957409876298118
ACH-000015,0.16440267972221825
ACH-000017,0.2091917205252712
ACH-000018,0.03847633857634319
ACH-000019,-0.2395084572023469
ACH-000021,-0.3280853803429393
ACH-000022,0.04299601210378201
ACH-000025,-0.0434894952644917
ACH-000028,-0.18590971960840932
ACH-000030,0.0639455423713458
ACH-000035,-0.18956179218001695
ACH-000036,-0.3667049740388382
ACH-000037,-0.049192131674357854
ACH-000039,0.2229915366783556
ACH-000040,-0.2674677245795016
ACH-000041,0.17463554071426296
ACH-000042,-0.08146017396165263
ACH-000045,-0.16766707925826999
ACH-000047,-0.3524240546605921
ACH-000052,-0.1252887420530594
ACH-000053,-0.17749432010287106
ACH-000054,0.04081644008669616
ACH-000055,-0.4015844675074204
ACH-000060,-0.03866525819525999
ACH-000067,-0.19955693965644053
ACH-000070,-0.01018994269728373
ACH-000075,-0.24787796143386365
ACH-000078,0.13596304809065193
ACH-000082,-0.11081544348892156
ACH-000085,0.0540943763382771
ACH-000086,-0.0943889103783698
ACH-000087,-0.036881117883023694
ACH-000092,0.12801937087841422
ACH-000095,-0.1159980452659406
ACH-000097,-0.13754997120355514
ACH-000098,0.095170492328321
ACH-000099,0.2479191482022621
ACH-000108,-0.13004574370799452
ACH-000113,0.11434070669018045
ACH-000116,-0.10423404139826488
ACH-000118,-0.18454534436373105
ACH-000120,-0.11222668751234982
ACH-000123,0.0323492744020737
ACH-000127,0.05494750142389045
ACH-000128,0.004892109153303491
ACH-000132,0.003981256004175555
ACH-000133,-0.1883909920697283
ACH-000137,0.2056868123649999
ACH-000138,-0.2200146281060059
ACH-000142,0.09790446306377924
ACH-000143,0.1542532409524313
ACH-000146,0.026925008368503388
ACH-000148,-0.1131631511936416
