,CPE (1363)
ACH-000204,-0.08152424037387238
ACH-000206,-0.4828756941872288
ACH-000207,-0.29585819004804353
ACH-000208,-0.4212573632961848
ACH-000210,-0.17700870334285915
ACH-000211,-0.20732258609093604
ACH-000215,-0.18367233779144085
ACH-000221,-0.2801166993285136
ACH-000222,-0.1476763992926415
ACH-000223,-0.2061243829941751
ACH-000226,-0.1359863120506627
ACH-000227,-0.2367973669383989
ACH-000228,-0.20314871820132627
ACH-000231,-0.03694140521163313
ACH-000232,-0.188790692333852
ACH-000233,-0.39453329436802426
ACH-000234,-0.443262525846882
ACH-000235,-0.16055008188725034
ACH-000237,-0.1815976583154592
ACH-000238,-0.17930261587361793
ACH-000242,-0.1383667975930415
ACH-000243,-0.3040380795997457
ACH-000244,0.032889254885395645
ACH-000246,-0.2352705857733079
ACH-000248,-0.022099322925486584
ACH-000250,-0.1679524250513304
ACH-000251,-0.2515572115717125
ACH-000252,-0.21503417241858816
ACH-000253,-0.0811617590210254
ACH-000255,-0.16781932706453884
ACH-000256,-0.23317691725096154
ACH-000257,-0.03399349520906169
ACH-000258,-0.26420913423971754
ACH-000259,-0.09591076932636566
ACH-000260,-0.1301376431084733
ACH-000261,-0.2358499663274057
ACH-000262,-0.20039435233986316
ACH-000263,-0.2975040424990893
ACH-000264,-0.15915663305689493
ACH-000265,-0.17692438444932873
ACH-000266,-0.23142036795045665
ACH-000272,-0.1676388342356051
ACH-000274,-0.22032535584837376
ACH-000277,-0.16246773464018058
ACH-000278,-0.3754146900599556
ACH-000279,-0.22076040367137126
ACH-000280,-0.18143314658296472
ACH-000281,-0.13892571448313926
ACH-000288,-0.13193611680458625
ACH-000291,-0.17118332490497934
ACH-000293,-0.20036742326251
ACH-000294,-0.18624375269004104
ACH-000295,-0.29377605913798904
ACH-000296,-0.1018216880908665
ACH-000302,-0.1682398313264848
ACH-000304,-0.16871157560361585
ACH-000307,-0.15186000228629445
ACH-000308,-0.20409289877710213
ACH-000310,-0.32300015495983364
ACH-000311,-0.18844025759772506
ACH-000312,-0.07845264282174473
ACH-000315,-0.3636899772597498
ACH-000316,-0.21186323614441996
ACH-000317,0.050317619532431065
ACH-000318,-0.1863964551328463
ACH-000319,-0.0611054981332945
ACH-000320,-0.0582913867737152
ACH-000322,-0.2789566108275807
ACH-000323,-0.4164610135264977
ACH-000324,-0.3121136284541932
ACH-000329,-0.2105884536669512
ACH-000330,-0.08111730535499236
ACH-000331,-0.02634057089026136
ACH-000332,-0.14987464047621793
ACH-000334,-0.0988576160126648
ACH-000335,-0.12189804836911022
ACH-000336,-0.06533181847745571
ACH-000337,-0.1330638842180666
ACH-000338,-0.4786118643498725
ACH-000339,-0.11552047928439432
ACH-000341,-0.18175668368184195
ACH-000348,-0.14754817455388086
ACH-000350,-0.21363196484302274
ACH-000352,-0.03279202838086226
ACH-000356,-0.16929801064217967
ACH-000361,-0.0589061779812959
ACH-000362,-0.3596489527548529
ACH-000363,-0.14893797309559964
ACH-000364,-0.2280957590201852
ACH-000365,-0.3132071071720771
ACH-000366,-0.09587452288475748
ACH-000368,-0.14825972088877332
ACH-000374,-0.11417881076326908
ACH-000375,-0.04383213900988823
ACH-000376,-0.18598947539584687
ACH-000381,-0.1744580793440466
ACH-000383,-0.1905600021266188
ACH-000387,-0.18918361777142784
ACH-000389,-0.1126914180220493
ACH-000390,-0.265876008185506
ACH-000393,-0.24923356266878144
ACH-000395,-0.17867041072915593
ACH-000396,-0.00257990657781831
ACH-000397,-0.09303390320042212
ACH-000401,0.0004456002236000848
ACH-000402,0.19933104907978452
ACH-000403,-0.27149413917062765
ACH-000404,-0.30067791411062894
ACH-000406,-0.2793973243636361
ACH-000407,-0.16400621614965075
ACH-000408,-0.36650172330198016
ACH-000410,-0.12300597609649222
ACH-000411,-0.1911028374495413
ACH-000414,-0.04656638144602419
ACH-000415,-0.18292905779417692
ACH-000416,-0.22449314135122064
ACH-000420,-0.19406556351342688
ACH-000421,-0.21252577357921387
ACH-000424,-0.25608585628859554
ACH-000425,-0.2194222102316309
ACH-000426,-0.10740883749237017
ACH-000427,-0.20466902702051185
ACH-000433,0.09688744854290963
ACH-000435,-0.2602097083861881
ACH-000436,-0.143773722066591
ACH-000444,-0.2741724813195707
ACH-000445,-0.26771402368674463
ACH-000448,-0.2002847817215952
ACH-000450,0.15940007180625226
ACH-000452,-0.10582864876363396
ACH-000454,-0.08073152927984416
ACH-000458,-0.11649254513071895
ACH-000459,-0.18313042025820372
ACH-000460,-0.2901202862023189
ACH-000461,-0.002957594582841185
ACH-000463,-0.08204224080962512
ACH-000464,-0.023691732100495345
ACH-000466,-0.13030119894449207
ACH-000467,-0.213522434397296
ACH-000468,-0.2496330475246415
ACH-000469,-0.14890257456587175
ACH-000470,-0.14644521388276882
ACH-000471,-0.10929655817191863
ACH-000472,-0.04996159095645982
ACH-000473,-0.143982130939826
ACH-000475,-0.19717924564146924
ACH-000476,-0.17282272805365775
ACH-000477,-0.2993612042467013
ACH-000479,-0.2444027226354137
ACH-000480,-0.07662159677941385
ACH-000481,-0.14722209263513036
ACH-000483,-0.15089614520656866
ACH-000484,-0.10664516194529222
ACH-000485,-0.18580320994897526
ACH-000486,-0.1435846131680177
ACH-000487,-0.1659670026887126
ACH-000488,-0.1948205829407
ACH-000490,-0.22122969458639455
ACH-000491,-0.21849893644442767
ACH-000495,-0.19206257621647216
ACH-000496,-0.2739021464396419
ACH-000499,-0.04839497472508438
ACH-000500,-0.270993310192954
ACH-000502,-0.16879896418124707
ACH-000503,-0.23719774851731185
ACH-000505,-0.09029877628657812
ACH-000507,-0.34177782416133523
ACH-000510,-0.2499877731625881
ACH-000511,-0.2747472074843407
ACH-000512,-0.09744519175144316
ACH-000516,-0.14890617151331567
ACH-000517,-0.22017384955072608
ACH-000518,-0.4106217114945293
ACH-000520,-0.06269423743230843
ACH-000521,-0.14824546900859667
ACH-000522,-0.2359867156474222
ACH-000524,-0.1640533771081657
ACH-000527,-0.17668933832834474
ACH-000528,-0.2796677827829938
ACH-000537,-0.29589071618188584
ACH-000541,-0.2302971900503756
ACH-000542,-0.12033512344839295
ACH-000544,-0.25497030809848753
ACH-000545,-0.1865081006657521
ACH-000547,-0.2271940519166383
ACH-000548,-0.11620686145961096
ACH-000549,-0.3354138976509765
ACH-000550,-0.0029185272432139717
ACH-000552,-0.15737681378209464
ACH-000556,-0.16102222257319287
ACH-000557,-0.1275721794036047
ACH-000569,0.09803711265709192
ACH-000570,-0.158465845205308
ACH-000571,-0.21414056819326185
ACH-000573,-0.22120785672034515
ACH-000576,-0.16751603860031228
ACH-000579,-0.3807599162183144
ACH-000580,-0.06769109576951876
ACH-000584,-0.12983244041461306
ACH-000585,-0.13665659948872413
ACH-000588,0.0855482517847269
ACH-000589,-0.18286618548740224
ACH-000591,-0.20428030631702107
ACH-000593,-0.11454057324980015
ACH-000600,-0.17994420137913378
ACH-000601,-0.18119932376461004
ACH-000605,-0.2301315765225181
ACH-000606,-0.2734534138492516
ACH-000608,-0.18720531581344507
ACH-000614,-0.08756813590301732
ACH-000616,-0.20119547961784387
ACH-000618,-0.3805122029610671
ACH-000619,-0.18141436350540413
ACH-000620,-0.1302236269590314
ACH-000621,-0.07018997162891577
ACH-000622,-0.09581638654304464
ACH-000623,-0.18149529332190045
ACH-000624,-0.19888329508798272
ACH-000627,-0.2554181075537033
ACH-000630,-0.16262296178092536
ACH-000631,-0.07134351003666711
ACH-000632,-0.19380356755073008
ACH-000633,-0.1914688734828178
ACH-000637,-0.1006969861916694
ACH-000638,-0.10746714144871396
ACH-000646,0.010537995333379816
ACH-000647,-0.255217193967856
ACH-000648,-0.1056299751860118
ACH-000649,-0.299049446941113
ACH-000651,-0.011499551534968398
ACH-000652,-0.2671263350530777
ACH-000653,-0.23790368405550535
ACH-000657,-0.110546895955604
ACH-000658,-0.2884342337295141
ACH-000661,0.0816123960294827
ACH-000662,-0.0736709486768638
ACH-000663,-0.24354059007233314
ACH-000665,-0.20475144076707907
ACH-000671,0.04813244685443666
ACH-000672,-0.11291489652473995
ACH-000673,-0.18031357853263147
ACH-000676,-0.19196972145934532
ACH-000677,-0.22702476122929466
ACH-000681,-0.10027287290530656
ACH-000683,-0.07057584700947918
ACH-000684,-0.18467134476359426
ACH-000688,-0.1876582513293037
ACH-000693,-0.22888998804134106
ACH-000694,-0.207744595835188
ACH-000695,0.24347733741855446
ACH-000696,-0.1861849315140197
ACH-000697,0.013167277150163295
ACH-000699,-0.18610635294886207
ACH-000701,-0.3742810740415581
ACH-000706,0.07391105173913236
ACH-000711,-0.1639931018440794
ACH-000713,-0.052480975566984056
ACH-000714,-0.011893823194820576
ACH-000718,-0.15334577832365875
ACH-000720,-0.043778021623735536
ACH-000721,-0.19249058775015404
ACH-000724,-0.03746031454303672
ACH-000725,-0.1060886476253824
ACH-000732,-0.25440287674036016
ACH-000734,-0.08136520569467585
ACH-000735,-0.22019496258640286
ACH-000736,-0.2907650124074289
ACH-000738,-0.204430612501188
ACH-000746,-0.2698240581436759
ACH-000747,-0.10832057259379907
ACH-000748,-0.1985949238292355
ACH-000753,-0.2614541591626563
ACH-000756,-0.07792091207764137
ACH-000757,-0.17950895315219478
ACH-000758,-0.12038730871953793
ACH-000760,-0.09749156049816676
ACH-000762,-0.1528853921169233
ACH-000763,-0.18323943942228246
ACH-000764,-0.11407403329334115
ACH-000765,-0.198109530003672
ACH-000766,-0.12221863031824348
ACH-000767,-0.2280987458003201
ACH-000768,-0.21823830114736906
ACH-000769,-0.007298565591347612
ACH-000770,-0.21676902704551104
ACH-000771,-0.07738864661888183
ACH-000773,-0.15980191451310194
ACH-000776,-0.18442063521615654
ACH-000777,-0.2134059735177296
ACH-000778,-0.39660537770631293
ACH-000781,-0.07173823602371976
ACH-000782,-0.4314962075694709
ACH-000783,-0.15330707871075186
ACH-000784,-0.1749405185418082
ACH-000785,-0.1086947124249816
ACH-000787,-0.19080145973500146
ACH-000788,-0.1750526161392129
ACH-000791,-0.04901559024989347
ACH-000792,-0.17434467384967714
ACH-000794,-0.20892878845894555
ACH-000796,-0.22473896805427976
ACH-000798,-0.2679113450690337
ACH-000799,-0.03409628872621751
ACH-000800,0.02951214488951504
ACH-000802,-0.2994049083121893
ACH-000804,-0.07221563717198873
ACH-000805,0.01493469739241486
ACH-000809,-0.1981473486358702
ACH-000810,-0.3392921032726014
ACH-000811,-0.02099681041119065
ACH-000817,-0.14268911297358206
ACH-000819,-0.2938268254779627
ACH-000820,-0.18236318302772625
ACH-000821,-0.3026739361336284
ACH-000822,-0.10854668443712807
ACH-000823,-0.2824475940747063
ACH-000824,-0.12845318356130356
ACH-000827,-0.07232983326484403
ACH-000829,0.014516658242070006
ACH-000831,-0.13045447092108778
ACH-000832,-0.2278313589681051
ACH-000833,-0.16005048971424082
ACH-000834,-0.24922834398709354
ACH-000835,-0.2629508408769155
ACH-000836,-0.2434114784851858
ACH-000837,-0.2536422069955887
ACH-000838,-0.04470720060703971
ACH-000839,-0.06459938464002353
ACH-000840,-0.05138024879659914
ACH-000841,-0.06409705228345218
ACH-000843,-0.31687165636267084
ACH-000846,-0.17520465537024832
ACH-000847,-0.06340260017106289
ACH-000848,-0.15881372921513295
ACH-000849,-0.141241566967321
ACH-000851,-0.3131847510454832
ACH-000855,-0.2510895749939833
ACH-000856,-0.1873402810605144
ACH-000858,-0.2121534762635384
ACH-000859,-0.08422683922452802
ACH-000861,-0.3334119088975945
ACH-000862,-0.20528488235833794
ACH-000865,-0.2200549212760433
ACH-000866,-0.01975060969647495
ACH-000867,-0.11993160428928873
ACH-000869,0.05997130182797921
ACH-000872,-0.2474148026709084
ACH-000873,-0.1963711901325232
ACH-000876,-0.0636484983199181
ACH-000878,-0.3296852271474697
ACH-000880,-0.07284293524806076
ACH-000881,-0.1632169754807436
ACH-000882,-0.11399675189686953
ACH-000884,-0.18526530140577274
ACH-000885,-0.18690491491499694
ACH-000887,-0.109576853571085
ACH-000889,-0.22114390652692711
ACH-000896,-0.3212452758349858
ACH-000898,-0.5068392088560286
ACH-000900,-0.1620019561345835
ACH-000901,-0.2686060694098656
ACH-000905,-0.19815068469825825
ACH-000906,-0.3182766252725172
ACH-000907,-0.22963395952598456
ACH-000910,-0.2083568154260844
ACH-000911,-0.2424495349398841
ACH-000912,-0.13080466083276945
ACH-000913,-0.1299276599047154
ACH-000915,-0.1736385036130211
ACH-000916,-0.21497004708047385
ACH-000917,0.02087943590444882
ACH-000920,-0.16320610671591168
ACH-000921,-0.20109641295275044
ACH-000924,-0.2192866481196748
ACH-000926,-0.29865147661215363
ACH-000928,-0.14595210473079928
ACH-000929,-0.3109726282110605
ACH-000932,-0.13188795806393433
ACH-000935,-0.08296186595962474
ACH-000936,-0.21072315452733129
ACH-000937,-0.24900443360014246
ACH-000938,-0.2638197141872161
ACH-000939,0.05452202152030496
ACH-000941,-0.15074499541750458
ACH-000943,-0.10674090990288417
ACH-000946,-0.13014136489567954
ACH-000947,-0.1297826188738862
ACH-000948,-0.1990941321126552
ACH-000950,-0.1302839557249565
ACH-000953,-0.21804036006370534
ACH-000954,0.3566917492550668
ACH-000957,-0.36356800018632657
ACH-000958,-0.26073844141536384
ACH-000960,-0.2392069106237877
ACH-000963,-0.3936240301365872
ACH-000968,-0.08040269381313872
ACH-000969,-0.3565030671673989
ACH-000972,-0.137907188355307
ACH-000973,-0.1957012535211074
ACH-000974,-0.18059843786282614
ACH-000978,-0.024248624808939814
ACH-000984,-0.17351642482004284
ACH-000986,-0.2196959985792281
ACH-000988,-0.1530803544429799
ACH-000993,0.033629649484041325
ACH-000994,-0.13770658020064558
ACH-000996,-0.3050650351703387
ACH-001001,-0.15300755376492636
ACH-001020,-0.168348165433124
ACH-001028,-0.127633970991388
ACH-001031,-0.2270481961208833
ACH-001038,-0.10988806653307673
ACH-001048,-0.09998895783469958
ACH-001050,-0.2872145487987609
ACH-001053,-0.29527316247855895
ACH-001054,-0.14209373043440673
ACH-001061,-0.04451292903521088
ACH-001067,-0.048578213567898224
ACH-001075,-0.16948699447457
ACH-001096,-0.03706524556391518
ACH-001111,-0.2319970481344268
ACH-001119,-0.2278229631285545
ACH-001128,-0.2648283753801744
ACH-001134,-0.0823468798239646
ACH-001151,-0.2080160686697568
ACH-001163,-0.17891272569577146
ACH-001164,-0.4376942752891179
ACH-001183,-0.2852634380944274
ACH-001192,-0.1955232057364808
ACH-001193,-0.3472165477979593
ACH-001196,-0.026889464759207463
ACH-001197,-0.15899811945009548
ACH-001205,-0.41198430101063616
ACH-001211,-0.47226313660725505
ACH-001212,-0.2820303265258754
ACH-001228,-0.037708965852027765
ACH-001232,-0.2198381518239718
ACH-001239,-0.2071498875007017
ACH-001270,0.055606416078469285
ACH-001274,-0.3363083914736105
ACH-001275,-0.22550270190315214
ACH-001277,0.18187818824405816
ACH-001278,-0.18379122908668372
ACH-001280,0.06022761629291265
ACH-001283,0.05936079077676015
ACH-001289,0.03995410298880333
ACH-001300,-0.05843922221750113
ACH-001301,-0.07172099267564394
ACH-001302,-0.2900786863322022
ACH-001306,-0.12822381632334875
ACH-001318,-0.23813287813063555
ACH-001322,-0.13421410810612927
ACH-001328,-0.04454087890970816
ACH-001332,-0.1099352298853504
ACH-001336,-0.08133316743186067
ACH-001346,-0.2054011769005982
ACH-001353,-0.19868980511591036
ACH-001354,-0.33706650206273386
ACH-001367,0.0006323052677856848
ACH-001368,-0.1671018126203963
ACH-001374,-0.1314913286001235
ACH-001377,-0.23699743348347266
ACH-001380,-0.1004554601151861
ACH-001391,-0.2729096251842853
ACH-001408,-0.1333693395482646
ACH-001430,-0.2853488073287357
ACH-001431,-0.3423337021682523
ACH-001450,-0.4757312868399179
ACH-001496,-0.23972719450803556
ACH-001500,-0.20944749991774303
ACH-001523,-0.1766372579122256
ACH-001532,-0.18441889960664293
ACH-001550,-0.24433552020385524
ACH-001552,-0.20694674848648012
ACH-001554,-0.2541283084770176
ACH-001654,-0.2875623077758471
ACH-001735,-0.21342085197889246
ACH-001736,-0.25427578524826605
ACH-001737,-0.037338283463431925
ACH-001740,-0.3383728559345541
ACH-001745,-0.2744171164083621
ACH-001765,-0.09057618953041802
