,CIZ1 (25792)
ACH-000004,-0.2956338257050828
ACH-000005,-0.6360108677536073
ACH-000007,-0.3250469947613373
ACH-000009,-0.3725991089352171
ACH-000011,-0.33260435328545995
ACH-000012,-0.4117296448655018
ACH-000013,-0.4245934033754792
ACH-000014,-0.30411196220512
ACH-000015,-0.39282579263034
ACH-000017,-0.20833778736771305
ACH-000018,-0.17328693953267488
ACH-000019,-0.033255534058287316
ACH-000021,-0.3166949460695059
ACH-000022,-0.19123562444351905
ACH-000025,-0.3696554940026383
ACH-000028,-0.17851085005407336
ACH-000030,-0.33213673736632743
ACH-000035,-0.10094986699872617
ACH-000036,-0.2380469755372371
ACH-000037,-0.15653190500144487
ACH-000039,-0.19515365832017897
ACH-000040,-0.3103707862471168
ACH-000041,-0.22807385876776898
ACH-000042,-0.28481589470827
ACH-000045,-0.1796303039490939
ACH-000047,-0.2936734975353377
ACH-000052,-0.23978724988420144
ACH-000053,-0.2848177562042423
ACH-000054,-0.3365828832618664
ACH-000055,-0.28383703526543663
ACH-000060,-0.0800592704599847
ACH-000067,-0.2067029266470616
ACH-000070,-0.35247634687225343
ACH-000075,-0.10665191619667913
ACH-000078,-0.2256653087603137
ACH-000082,-0.21574136538474573
ACH-000085,-0.2409583732739426
ACH-000086,-0.3720358992987631
ACH-000087,-0.3559309483049852
ACH-000092,-0.2740367306667721
ACH-000095,-0.21439132954473294
ACH-000097,-0.3022857883766608
ACH-000098,-0.2398300767938057
ACH-000099,-0.2202871328289168
ACH-000108,-0.473541248922868
ACH-000113,-0.21802645904043744
ACH-000116,-0.2575219732982636
ACH-000118,-0.2697893067420237
ACH-000120,-0.29233234143982856
ACH-000123,-0.3204871263465192
ACH-000127,-0.2029268866116448
ACH-000128,-0.35542489082504297
ACH-000132,-0.16736514638907327
ACH-000133,-0.2716355697307365
ACH-000137,-0.07137149767446735
ACH-000138,-0.2673012212738813
ACH-000142,-0.1327940840370795
ACH-000143,-0.3070856927593366
ACH-000146,-0.2574806844700319
ACH-000148,-0.3273231670696367
ACH-000150,-0.5093560161985604
ACH-000152,-0.33165496545516404
ACH-000153,-0.04406121136563142
ACH-000159,-0.17618256242759886
ACH-000160,-0.4047792480695036
ACH-000163,-0.3885015892674537
ACH-000167,-0.326613989375286
