,NRP1 (8829)
ACH-000004,0.010966686894184329
ACH-000005,0.1838788127765838
ACH-000007,-0.018652182466278814
ACH-000009,-0.029731076714387118
ACH-000011,0.3778132781638378
ACH-000012,-0.17176216448297074
ACH-000013,-0.007990789369696048
ACH-000014,-0.049348849441590834
ACH-000015,0.0589484553871121
ACH-000017,0.14121827204047205
ACH-000018,0.24729737545694716
ACH-000019,-0.07256930949205923
ACH-000021,-0.4305204943786522
ACH-000022,0.025640587619800457
ACH-000025,0.3265862946267016
ACH-000028,0.1177600120386244
ACH-000030,0.01008813158510587
ACH-000035,0.030098797078663624
ACH-000036,0.4626644839803623
ACH-000037,-0.015948152018540426
ACH-000039,-0.12559998029092848
ACH-000040,0.1917887877246245
ACH-000041,-0.0494939941809749
ACH-000042,0.27097355326607325
ACH-000045,0.10577531889986654
ACH-000047,0.1076246179309288
ACH-000052,0.05135808100129567
ACH-000053,-0.08108792745556481
ACH-000054,-0.0940924169314319
ACH-000055,-0.07469865848121737
ACH-000060,0.09555405044664493
ACH-000067,0.2345658149073709
ACH-000070,-0.17070505940988795
ACH-000075,-0.09698769935609693
ACH-000078,0.09608619634212222
ACH-000082,0.3057330310279176
ACH-000085,-0.05427303926978468
ACH-000086,0.12384868528059904
ACH-000087,0.10774687311184916
ACH-000092,0.2070537292616255
ACH-000095,0.04987746095550829
ACH-000097,-0.0016634049947764852
ACH-000098,0.7600830923306483
ACH-000099,0.054787375050269066
ACH-000108,0.2945196686779066
ACH-000113,0.201368134977428
ACH-000116,0.014019808076621029
ACH-000118,-0.02022814335692764
ACH-000120,0.15112204209271726
ACH-000123,0.18146725015126455
ACH-000127,-0.04320353041988751
ACH-000128,0.05207075692261502
ACH-000132,0.11659461193673346
ACH-000133,-0.008041004100080311
ACH-000137,0.17710975627300626
ACH-000138,0.3226221672137714
ACH-000142,0.003810994144163836
ACH-000143,-0.10591174010565314
ACH-000146,-0.04076428617684948
ACH-000148,-0.05050381797575101
ACH-000150,0.1831012604914174
ACH-000152,0.02221548109448925
ACH-000153,-0.055094504898851517
ACH-000159,0.07962619065341749
ACH-000160,-0.006442240867849944
ACH-000163,-0.010770349896695687
ACH-000167,0.034433213244806374
ACH-000168,-0.046541305606689294
ACH-000169,0.03131445800053554
ACH-000178,-0.016345722887480225
ACH-000183,0.03442818719833991
ACH-000188,0.005228939298869539
ACH-000189,-0.00914313097426609
ACH-000190,0.1130844898822025
ACH-000198,0.10910471879607182
ACH-000203,0.26356810115734625
ACH-000204,0.010375009811335741
ACH-000206,0.15294278308054501
ACH-000207,0.038566787535235285
ACH-000208,0.19868305052904606
ACH-000210,-0.14624029223411467
ACH-000211,0.038707280998269485
ACH-000215,0.2690190214271509
ACH-000221,-0.0041085823104513785
ACH-000222,-0.029834808589860106
ACH-000223,-0.08970709921401386
ACH-000226,0.038761614921708896
ACH-000227,-0.12172386513261828
ACH-000228,-0.028493032416306425
ACH-000231,-0.09790538851114867
ACH-000232,0.09970047822947234
ACH-000233,0.06783147019580721
ACH-000234,-0.04920761797776933
ACH-000235,0.02321633101874345
ACH-000237,-0.003259056544302704
ACH-000238,-0.08783678821762538
ACH-000242,0.18746392526266425
ACH-000243,-0.10356459656659094
ACH-000244,0.3845200430860312
ACH-000246,0.08485378125787471
ACH-000248,-0.002301494520634357
ACH-000250,0.0645440709781146
ACH-000251,0.34071508750382623
ACH-000252,0.057110311444761974
ACH-000253,-0.002410655591519776
ACH-000255,-0.027911102202323054
ACH-000256,-0.011428448028485735
ACH-000257,-0.12408970346192068
ACH-000258,-0.2429496782292653
ACH-000259,0.058864079495028775
ACH-000260,0.04710523940796965
ACH-000261,-0.04392195169253306
ACH-000262,-0.05413608241479317
ACH-000263,0.08607684242360986
ACH-000264,0.10449195940911593
ACH-000265,0.14305436751252115
ACH-000266,0.29571345903184937
ACH-000272,0.06622965824066304
ACH-000274,0.03915470346078805
ACH-000277,-0.012339239791724795
ACH-000278,0.2333177039066911
ACH-000279,0.06490160420210106
ACH-000280,0.06449717416786847
ACH-000281,0.3589861600545762
ACH-000288,-0.021452654517633257
ACH-000291,-0.06602049505550574
ACH-000293,0.1184671585033485
ACH-000294,0.021260387092547243
ACH-000295,-0.1876591846025664
ACH-000296,0.004701687801276301
ACH-000302,-0.017822828528901668
ACH-000304,0.11976901837145013
ACH-000307,0.140983193455593
ACH-000308,-0.05871426162692678
ACH-000310,-0.2240942175177249
ACH-000311,-0.060085013173278676
ACH-000312,-0.14539903453827474
