,PUF60 (22827)
ACH-000390,-1.1704688292071042
ACH-000393,-1.3850989061172458
ACH-000395,-1.320102026656877
ACH-000396,-1.1096573595426993
ACH-000397,-1.4190814211413223
ACH-000401,-1.2330488625857547
ACH-000402,-1.4670435868949592
ACH-000403,-1.5326609365563555
ACH-000404,-1.12288908839101
ACH-000406,-1.468647877665267
ACH-000407,-1.2638689491234942
ACH-000408,-1.3860708959323378
ACH-000410,-1.1083163259538298
ACH-000411,-1.1069144068309322
ACH-000414,-1.1265052204681678
ACH-000415,-1.327116078839771
ACH-000416,-1.374107143714144
ACH-000420,-1.1489030454111469
ACH-000421,-1.1877374246827468
ACH-000424,-1.2351072622118284
ACH-000425,-1.2388153364624177
ACH-000426,-1.12928518416768
ACH-000427,-1.4714141972607775
ACH-000433,-1.2031353614710187
ACH-000435,-1.6288609212743703
ACH-000436,-1.3886643030675832
ACH-000444,-1.0643496788622728
ACH-000445,-1.1214151547482898
ACH-000448,-1.2298413424160035
ACH-000450,-1.1696427360815045
ACH-000452,-1.1465447999066112
ACH-000454,-1.307545935323035
ACH-000458,-1.1879086575848603
ACH-000459,-1.463923549008152
ACH-000460,-1.4126540337749074
ACH-000461,-1.1051233173522297
ACH-000463,-1.113274099266367
ACH-000464,-1.2356705575507436
ACH-000466,-1.0698839354917844
ACH-000467,-1.296545935446893
ACH-000468,-1.4194042606862662
ACH-000469,-1.4315106111249614
ACH-000470,-1.3611158719802714
ACH-000471,-1.253867532536363
ACH-000472,-1.3842070851077262
ACH-000473,-1.3751446790946686
ACH-000475,-1.286756593827841
ACH-000476,-1.3515836926269336
ACH-000477,-1.07198078120227
ACH-000479,-1.0046434826860842
ACH-000480,-1.1540970138814508
ACH-000481,-1.472871887486785
ACH-000483,-1.0224274773018294
ACH-000484,-1.410432251669999
ACH-000485,-1.1972613553082527
ACH-000486,-1.1646144878016165
ACH-000487,-1.1131105066058615
ACH-000488,-1.0156376700879604
ACH-000490,-1.2599577754021056
ACH-000491,-1.7312551394616185
ACH-000495,-1.618625516903919
ACH-000496,-1.3413007946779851
ACH-000499,-1.4360701501945312
ACH-000500,-1.3603570992820748
ACH-000502,-1.1246064437048091
ACH-000503,-1.1279683518100088
ACH-000505,-1.2484453473565085
ACH-000507,-1.22815412276785
ACH-000510,-1.2253277773084748
ACH-000511,-1.4032377470299593
ACH-000512,-1.0883020381130009
ACH-000516,-1.2525795494497365
ACH-000517,-1.4802601905792252
ACH-000518,-1.3610396698939007
ACH-000520,-1.348408541996843
ACH-000521,-1.2736916925641328
ACH-000522,-1.2533428867758976
ACH-000524,-1.1277325933203926
ACH-000527,-1.2209686580189334
ACH-000528,-1.2377982130665848
ACH-000537,-1.3839498056815387
ACH-000541,-1.6165968379906457
ACH-000542,-1.166538763658718
ACH-000544,-1.3658360102459737
ACH-000545,-1.305751558114416
ACH-000547,-1.410954884132496
ACH-000548,-1.2227527945258705
ACH-000549,-1.513602692355163
ACH-000550,-1.4756175609104596
ACH-000552,-1.3442020863551258
ACH-000556,-1.1732147803596669
ACH-000557,-1.3242518388117972
ACH-000569,-1.558975157602749
ACH-000570,-1.297203879507277
ACH-000571,-1.5175363150221806
ACH-000573,-1.1216670450138135
ACH-000576,-1.1465718029832628
ACH-000579,-1.424021181009529
ACH-000580,-1.2327132668028409
ACH-000584,-1.3184940314023288
ACH-000585,-1.163014793210961
ACH-000588,-1.235737192610245
ACH-000589,-1.295330567247552
ACH-000591,-1.2527572015532262
ACH-000593,-1.2565563007031593
ACH-000600,-1.2295856510934635
ACH-000601,-1.3483285315955789
ACH-000605,-1.1137310389429644
ACH-000606,-1.264594947539141
ACH-000608,-1.431388320619729
ACH-000614,-1.0839010705940466
ACH-000616,-0.9142659982842471
ACH-000618,-1.2728431406476717
ACH-000619,-1.2949275147063295
ACH-000620,-1.2700789078011507
ACH-000621,-1.270428214928592
ACH-000622,-1.5683391637489197
ACH-000623,-1.3085366142649222
ACH-000624,-1.2126771865307902
ACH-000627,-1.09177648958133
ACH-000630,-1.263498267168676
ACH-000631,-1.3148616595908968
ACH-000632,-1.3443094978619328
ACH-000633,-1.308137132492823
ACH-000637,-1.0601869927212697
ACH-000638,-1.1069828726542004
ACH-000646,-1.2354301250564304
ACH-000647,-1.2748879836862133
ACH-000648,-1.54384180202877
ACH-000649,-1.2134293843345425
ACH-000651,-1.3091950705159785
ACH-000652,-1.112340651075712
ACH-000653,-1.3274550686208348
ACH-000657,-1.345851237769104
ACH-000658,-1.1573246986916366
ACH-000661,-1.1336640833798646
ACH-000662,-1.3946019664195821
ACH-000663,-1.0539234156075907
ACH-000665,-1.164734591084633
ACH-000671,-1.1841948808113991
ACH-000672,-0.9581091472212081
ACH-000673,-1.2677838441953555
ACH-000676,-1.1884300129338976
ACH-000677,-1.3758566601763726
ACH-000681,-1.2746316826358377
ACH-000683,-1.3259777572670788
ACH-000684,-1.2091735649042223
ACH-000688,-1.5940568379154172
ACH-000693,-1.3270633240217549
ACH-000694,-1.6149197501993344
ACH-000695,-1.1994186189602278
ACH-000696,-1.2874101277302603
ACH-000697,-1.6700931457484107
ACH-000699,-1.3087699210276884
ACH-000701,-1.4986216982832818
ACH-000706,-1.3121187553579288
ACH-000711,-1.3054018214685632
ACH-000713,-1.2189339311722571
ACH-000714,-1.5016510897620503
ACH-000718,-1.299436726282031
ACH-000720,-1.2252843034985659
ACH-000721,-1.4922956766885949
ACH-000724,-1.1565528752110164
ACH-000725,-1.3873960850529683
ACH-000732,-1.2705810012154173
ACH-000734,-1.2991777509825644
ACH-000735,-1.2664367072959195
ACH-000736,-1.1179893263130956
ACH-000738,-1.2043670537743705
ACH-000746,-1.3352164951201595
ACH-000747,-1.2895638657840651
ACH-000748,-1.2615152533667893
ACH-000753,-1.2010660735681946
ACH-000756,-1.3421061720362872
ACH-000757,-1.2887826966108822
ACH-000758,-1.271381857116003
ACH-000760,-1.3084415150791069
ACH-000762,-1.090701003930492
ACH-000763,-1.2337880528687064
ACH-000764,-1.531607632033583
ACH-000765,-1.2095160304484105
ACH-000766,-1.2894168869564413
ACH-000767,-1.4222563237260233
ACH-000768,-1.1744826472368286
ACH-000769,-1.3969798291338504
ACH-000770,-1.4603762137987173
ACH-000771,-1.0470438931250532
ACH-000773,-1.246330379694372
ACH-000776,-1.2703825446304151
ACH-000777,-1.3249681404108713
ACH-000778,-1.439689222216917
ACH-000781,-1.2335156430487253
ACH-000782,-1.133593844150088
ACH-000783,-1.4197528410940432
ACH-000784,-1.2160843391474847
ACH-000785,-1.3991151991638302
ACH-000787,-1.2170142317969674
ACH-000788,-1.186620530741616
ACH-000791,-1.353744443373462
ACH-000792,-1.2814742960858083
ACH-000794,-1.3640984458127754
ACH-000796,-1.3526000148650352
ACH-000798,-1.2339166136331108
ACH-000799,-1.2690332137373088
ACH-000800,-1.310537327064843
ACH-000802,-1.3588103323939225
ACH-000804,-1.2919926517002955
ACH-000805,-1.2122172039020076
ACH-000809,-1.14581129394854
ACH-000810,-0.9093940683710214
ACH-000811,-1.2106848618492008
ACH-000817,-1.2351896494089225
ACH-000819,-1.3506651029955556
ACH-000820,-1.3330896111003745
ACH-000821,-1.3062537995538392
ACH-000822,-1.4114681689010324
ACH-000823,-1.2701660395728698
ACH-000824,-1.6547542292051265
ACH-000827,-1.159815199448832
ACH-000829,-1.2753878490655142
ACH-000831,-1.3636590545146254
ACH-000832,-1.005299809693916
ACH-000833,-1.1952665293100146
ACH-000834,-1.379054443529613
ACH-000835,-1.084846822538271
ACH-000836,-1.3666898122065383
ACH-000837,-1.2415268192660731
ACH-000838,-1.1973687500743069
ACH-000839,-1.0673538778769471
ACH-000840,-1.530034645460815
ACH-000841,-1.2636709036804998
ACH-000843,-1.1705824727535274
ACH-000846,-1.0805703578255683
ACH-000847,-1.3502727535379169
ACH-000848,-1.3281772144668798
ACH-000849,-1.1314021484624617
ACH-000851,-1.2634996656074065
ACH-000855,-1.342025874400582
ACH-000856,-1.337824133466338
ACH-000858,-1.2405482941166737
ACH-000859,-1.2118181680602012
ACH-000861,-1.2389481580361157
ACH-000862,-1.1559423068470631
ACH-000865,-1.226583231720796
ACH-000866,-1.4238106540163735
ACH-000867,-1.3312335006908407
ACH-000869,-1.3173148511834822
ACH-000872,-1.2533705705444251
ACH-000873,-1.176489437549786
ACH-000876,-1.413457056220103
ACH-000878,-1.2340808508559171
ACH-000880,-1.2865171793793022
ACH-000881,-1.1690904970194933
ACH-000882,-1.2635990703022175
ACH-000884,-1.2870853885059437
ACH-000885,-1.2706731593161809
ACH-000887,-1.204327839552653
ACH-000889,-1.3379292835540024
ACH-000896,-1.1839970660739625
ACH-000898,-1.277127163856498
ACH-000900,-1.2681928223904777
ACH-000901,-1.2189542082995677
ACH-000905,-1.120819804463828
ACH-000906,-1.3038827833984905
ACH-000907,-1.3824416574197944
ACH-000910,-1.3045633127417016
ACH-000911,-1.3185889842743828
ACH-000912,-1.355492312010912
ACH-000913,-1.3161811673874444
ACH-000915,-1.2290445613753531
ACH-000916,-0.9500781093373764
ACH-000917,-1.4297161184244884
ACH-000920,-1.361697969638178
ACH-000921,-1.3933281971714886
ACH-000924,-1.3701475718931722
ACH-000926,-1.3198607929751929
ACH-000928,-1.4032974655674135
ACH-000929,-1.3403071114486258
ACH-000932,-1.3236556371577441
ACH-000935,-1.203365850477911
ACH-000936,-1.3960740392780842
ACH-000937,-1.3716056256707194
ACH-000938,-1.4440932942843905
ACH-000939,-1.552930288868667
ACH-000941,-1.5376313990307162
ACH-000943,-1.1486374751242614
ACH-000946,-1.4270653361015957
ACH-000947,-1.3399093242190372
ACH-000948,-0.9906819765602248
ACH-000950,-1.1911436104085005
ACH-000953,-1.2495684557431426
ACH-000954,-1.4194306912211359
ACH-000957,-1.0917575036453813
ACH-000958,-1.104187081659865
ACH-000960,-1.525259803083124
ACH-000963,-1.6799078982784348
ACH-000968,-1.098774139080873
ACH-000969,-1.3133366718244397
ACH-000972,-1.002201831858408
ACH-000973,-1.3299923864506225
ACH-000974,-1.2070317335888814
ACH-000978,-1.2390917709210512
ACH-000984,-1.1369506629492394
ACH-000986,-1.2163358239210877
ACH-000988,-1.1593878295110789
ACH-000993,-1.6335997539931346
ACH-000994,-1.6340568823487096
ACH-000996,-1.3916815884861342
ACH-001001,-1.344276547689999
ACH-001020,-1.554812759343315
ACH-001028,-1.3012981075000478
ACH-001031,-1.1388138106854513
ACH-001038,-1.3316577353671406
ACH-001048,-1.404924100487321
ACH-001050,-1.2089271603119385
ACH-001053,-1.098504258093699
ACH-001054,-1.2634862875240458
ACH-001061,-1.2896921284861422
ACH-001067,-1.368226628560082
ACH-001075,-1.5427778179604268
ACH-001096,-1.235685396681779
ACH-001111,-1.4171405028405784
ACH-001119,-1.3169131347514125
ACH-001128,-1.4665053016164318
ACH-001134,-1.3107886317048725
ACH-001151,-1.301977518319186
ACH-001163,-1.5162137021085509
ACH-001164,-1.2650316788331248
ACH-001183,-1.0351415484072866
ACH-001192,-1.2179893311813867
ACH-001193,-1.5344605554499458
ACH-001196,-1.2014436573798952
ACH-001197,-1.4684557818172317
ACH-001205,-1.0313072181199818
ACH-001211,-1.5004917949343963
ACH-001212,-1.5910081183834082
ACH-001228,-1.1334172153813524
ACH-001232,-1.192263086251908
ACH-001239,-1.2045003086351591
ACH-001270,-1.2016621749952119
ACH-001274,-1.1969348769312171
ACH-001275,-1.217609274978396
ACH-001277,-1.346362961183309
ACH-001278,-1.4304052426599414
ACH-001280,-1.3977153111069935
ACH-001283,-1.2007964378288172
ACH-001289,-1.1801629669307412
ACH-001300,-1.0720688145184378
ACH-001301,-1.2913585488129948
ACH-001302,-1.0516151554087974
ACH-001306,-1.190574407734171
ACH-001318,-1.387449784692868
ACH-001322,-1.1327372566734188
ACH-001328,-1.2068685711929634
ACH-001332,-1.0722423131814491
ACH-001336,-1.2282453565393492
ACH-001346,-1.3846963125637608
ACH-001353,-1.236846444420591
ACH-001354,-1.4080218885144404
ACH-001367,-1.3397496712276025
ACH-001368,-1.3362785292984898
ACH-001374,-1.419375756278909
ACH-001377,-1.0910665366261507
ACH-001380,-1.3958952696689462
ACH-001391,-1.3886204105252875
ACH-001408,-1.5522015083782232
ACH-001430,-1.276203729398471
ACH-001431,-1.0588840913052542
ACH-001450,-1.261162251856864
ACH-001496,-1.3382212028826497
ACH-001500,-1.3276705730849785
ACH-001523,-1.1878201738220358
ACH-001532,-1.2862932245018155
ACH-001550,-1.6884312863021873
ACH-001552,-1.599861598208833
ACH-001554,-1.1830210174374662
ACH-001654,-1.312204347400767
ACH-001735,-1.3206882896657102
ACH-001736,-1.278579787900485
ACH-001737,-1.6434952587030431
ACH-001740,-1.2205378916866465
ACH-001745,-1.2701686841858622
ACH-001765,-1.3116060164783896
