,SPSB1 (80176)
ACH-000004,-0.10627484956569494
ACH-000005,-0.0375199326928364
ACH-000007,-0.05816999559205386
ACH-000009,-0.11388526896877038
ACH-000011,-0.0016410212039787884
ACH-000012,-0.13615180723020698
ACH-000013,-0.06887680583623852
ACH-000014,-0.18556650904174996
ACH-000015,-0.12600957091346254
ACH-000017,-0.2369270587779832
ACH-000018,-0.2341241222358253
ACH-000019,-0.2184905066390757
ACH-000021,-0.10587263294968034
ACH-000022,-0.04322017496587014
ACH-000025,-0.14831869641585144
ACH-000028,-0.027044096032047816
ACH-000030,-0.1348613343775047
ACH-000035,-0.2491878959428168
ACH-000036,-0.038238992754616265
ACH-000037,-0.1070425312908332
ACH-000039,0.07504323372423746
ACH-000040,-0.198437059043925
ACH-000041,-0.23556043199618326
ACH-000042,-0.14097370528846473
ACH-000045,-0.229011959290466
ACH-000047,-0.044087892208248325
ACH-000052,-0.0879140565640311
ACH-000053,-0.11908106506293878
ACH-000054,-0.11509286488051522
ACH-000055,0.1266432383040339
ACH-000060,-0.2670410243671449
ACH-000067,-0.27167402718294914
ACH-000070,-0.09746911402991312
ACH-000075,-0.30224472920991885
ACH-000078,-0.13269025039964735
ACH-000082,-0.1180642151040206
ACH-000085,-0.12683510341300452
ACH-000086,-0.18912594071764469
ACH-000087,-0.3229384243918044
ACH-000092,-0.18876584582822872
ACH-000095,-0.13840328955055595
ACH-000097,-0.16617678644590422
ACH-000098,-0.19728357556035694
ACH-000099,-0.10270748891006967
ACH-000108,-0.2334704800527477
ACH-000113,-0.12523563992800196
ACH-000116,-0.16292682314077506
ACH-000118,-0.12277847892065726
ACH-000120,-0.2717652457059954
ACH-000123,-0.06354442091990314
ACH-000127,-0.1039340698133961
ACH-000128,-0.08736883952393787
ACH-000132,-0.09989507997987432
ACH-000133,-0.13324382235455146
ACH-000137,-0.07001611700011473
ACH-000138,-0.0817657267045133
ACH-000142,-0.06544432256867247
ACH-000143,0.14336036485923734
ACH-000146,-0.1481931034744327
ACH-000148,-0.14374737423555525
ACH-000150,-0.2389760950912054
ACH-000152,-0.13420403145674645
ACH-000153,-0.10863249098854127
ACH-000159,-0.1235761067516758
ACH-000160,-0.25067482780042777
ACH-000163,-0.18177895810293795
ACH-000167,-0.39341950406992143
ACH-000168,-0.09598533830074664
ACH-000169,-0.1972120808080972
ACH-000178,-0.13489886468270942
ACH-000183,-0.1626316169854603
ACH-000188,-0.1386367022516896
ACH-000189,-0.27136178054635673
ACH-000190,-0.17728499034567122
ACH-000198,-0.1212446793052789
ACH-000203,-0.2946577269476228
ACH-000204,-0.033730452691091116
ACH-000206,-0.23921196742618656
ACH-000207,0.007973962066072782
ACH-000208,-0.20225562356633853
ACH-000210,-0.25068760970688225
ACH-000211,-0.2053244756119089
ACH-000215,-0.2314240745682964
ACH-000221,-0.15739494485134153
ACH-000222,-0.27844993543639435
ACH-000223,-0.09513769776186884
ACH-000226,-0.05253673650081051
ACH-000227,-0.22899127873216235
ACH-000228,-0.25569352741857604
ACH-000231,-0.1394198605938077
ACH-000232,-0.07963660512879954
ACH-000233,-0.2296539278095577
ACH-000234,-0.22875489905279825
ACH-000235,-0.15386225788616414
ACH-000237,-0.2457322004691522
ACH-000238,-0.07879306290917815
ACH-000242,-0.36063600419442826
ACH-000243,-0.11526784176909848
ACH-000244,0.09477427715725016
ACH-000246,-0.17248582385769312
ACH-000248,-0.1710125786699646
ACH-000250,-0.1128030700388087
ACH-000251,-0.021460707082220545
ACH-000252,-0.4036029825092678
ACH-000253,-0.028603138903318483
ACH-000255,-0.1101846652636854
ACH-000256,-0.30065378850001223
ACH-000257,-0.3828110092475884
ACH-000258,-0.06160354692653192
ACH-000259,-0.11323456213616227
ACH-000260,-0.1242950247330882
ACH-000261,-0.03565993898107698
ACH-000262,-0.012777209922542651
ACH-000263,0.11511411565315133
ACH-000264,-0.16312773214623466
ACH-000265,-0.1201875564546564
