,PLBD1 (79887)
ACH-000004,0.19165264739899526
ACH-000005,0.3366930761686083
ACH-000007,0.02637511792172297
ACH-000009,0.113383727041262
ACH-000011,-0.05923080178869805
ACH-000012,0.2700106230742501
ACH-000013,0.02174594336737708
ACH-000014,0.117587122968817
ACH-000015,-0.11099677068131557
ACH-000017,0.09143925374770276
ACH-000018,0.12214757171082485
ACH-000019,-0.043053932630959364
ACH-000021,-0.0032964384941505213
ACH-000022,-0.028884407244438408
ACH-000025,-0.09084590406186717
ACH-000028,0.048576114596417835
ACH-000030,0.023869792602648033
ACH-000035,0.11677461563905744
ACH-000036,0.013809336262430022
ACH-000037,0.14215672048131228
ACH-000039,0.060167889332887664
ACH-000040,0.08947638362141824
ACH-000041,-0.0107995298744249
ACH-000042,0.009945730970395616
ACH-000045,0.045039007997936316
ACH-000047,-0.005358814179021707
ACH-000052,0.05485431893994375
ACH-000053,0.09273455331155027
ACH-000054,0.0388707934929956
ACH-000055,0.2533031274968425
ACH-000060,-0.026655847809352498
ACH-000067,0.001105556809325547
ACH-000070,0.04039736454341189
ACH-000075,0.2378341154805423
ACH-000078,-0.03123993105801692
ACH-000082,-0.18035516682264555
ACH-000085,-0.22293654060788332
ACH-000086,0.010397720791750442
ACH-000087,0.05794784892487469
ACH-000092,0.04952266887405591
ACH-000095,-0.03571697836977068
ACH-000097,-0.03731506015578975
ACH-000098,0.03440278059732632
ACH-000099,0.017349156070015286
ACH-000108,0.17685630947720693
ACH-000113,0.1845076655924127
ACH-000116,0.08125240940491052
ACH-000118,-0.01629783173178208
ACH-000120,-0.15751570773579882
ACH-000123,0.05625814070329764
ACH-000127,-0.02020572771299373
ACH-000128,0.050207371589848136
ACH-000132,0.06121772534816474
ACH-000133,0.038518878028905267
ACH-000137,-0.05942819487082444
ACH-000138,0.0274003990451903
ACH-000142,0.1534790130107587
ACH-000143,-0.002599170176489985
ACH-000146,0.0035240771277351046
ACH-000148,0.12149249087892446
ACH-000150,0.1578705737992787
ACH-000152,0.13937115544356138
ACH-000153,0.3086921898797531
ACH-000159,-0.049332261722275325
ACH-000160,-0.02790979007608993
ACH-000163,0.13281838928000944
ACH-000167,0.5450843844282199
ACH-000168,0.06697197271351739
ACH-000169,-0.03501109528939407
ACH-000178,0.035144802508819614
ACH-000183,-0.06886749215298249
ACH-000188,0.11888719850250867
ACH-000189,0.023923754490976272
ACH-000190,-0.0546833120020771
ACH-000198,0.02313254560535211
ACH-000203,0.5634893572369339
ACH-000204,-0.07288632695520189
ACH-000206,0.12035196293671048
ACH-000207,-0.011392812067344162
ACH-000208,-0.01621294125950564
ACH-000210,-0.007742453736589956
ACH-000211,0.1021849524491196
ACH-000215,0.08877020221602634
ACH-000221,0.17202108250058554
ACH-000222,-0.05863145389215334
ACH-000223,-0.09323745996621337
ACH-000226,-0.1603285813607856
ACH-000227,0.22631295338769225
ACH-000228,-0.002633119703740832
ACH-000231,0.016009542144354343
ACH-000232,0.08178154415705098
ACH-000233,0.15150010414320664
ACH-000234,-0.0053447802666363505
ACH-000235,-0.025353397104673263
ACH-000237,0.022981403298143827
ACH-000238,0.07341252225218349
ACH-000242,-0.16192202628565985
ACH-000243,0.004573532060265789
ACH-000244,-0.07246336781115277
ACH-000246,0.1983642497240371
ACH-000248,0.10296942766622573
ACH-000250,0.024820296271766403
ACH-000251,-0.05094264416113475
ACH-000252,-0.0486575076095894
ACH-000253,-0.16514827888259076
ACH-000255,-0.11081079531012993
ACH-000256,0.14935624668918315
ACH-000257,-0.09871450633963992
ACH-000258,-0.2695844241523816
ACH-000259,-0.01929285240277333
ACH-000260,0.04783781450167544
ACH-000261,-0.03939186116175599
ACH-000262,-0.1840521314710844
ACH-000263,-0.17567143233339905
ACH-000264,0.19330049888144854
ACH-000265,0.0757631915620299
ACH-000266,0.11133331768698077
ACH-000272,0.15667636358979048
ACH-000274,0.034905968475048565
ACH-000277,0.10446913004659067
ACH-000278,0.00831249160217319
ACH-000279,-0.12061249105558955
ACH-000280,0.03326490163998611
ACH-000281,0.04217844376329253
ACH-000288,0.04911757166301176
ACH-000291,-0.043656321055718976
ACH-000293,-0.16421955865436927
ACH-000294,0.15105612783605488
ACH-000295,-0.22136333380303347
ACH-000296,-0.0034331609480858323
ACH-000302,-0.0580763514725033
ACH-000304,0.06042503942434884
ACH-000307,-0.17736801682301598
ACH-000308,0.031853400625022704
ACH-000310,0.04174777677196536
ACH-000311,0.059370176822777225
ACH-000312,0.005202027681254075
ACH-000315,-0.08385660929897623
ACH-000316,0.05104097070491361
ACH-000317,-0.06115063860923092
ACH-000318,0.029795034809232193
ACH-000319,0.08793260257241382
ACH-000320,-0.031578645648320615
ACH-000322,-0.2712663210263365
ACH-000323,0.008116156670378578
ACH-000324,-0.02172663633891931
ACH-000329,-0.02274181853643423
ACH-000330,0.0926242283564274
