,OSM (5008)
ACH-000258,-0.08295000626004398
ACH-000259,-0.08485194493242221
ACH-000260,-0.13800114252887336
ACH-000261,-0.09711621680932908
ACH-000262,-0.02043852960655297
ACH-000263,0.4820777817878648
ACH-000264,-0.15407596727237755
ACH-000265,-0.19388711069784587
ACH-000266,-0.11270655187017145
ACH-000272,-0.13843459644719674
ACH-000274,-0.18436311389641727
ACH-000277,-0.054418607543786364
ACH-000278,-0.1307601277622787
ACH-000279,-0.11115611263392704
ACH-000280,-0.02622100113462392
ACH-000281,-0.2155225651664741
ACH-000288,-0.13117698298412606
ACH-000291,-0.12445039476441312
ACH-000293,-0.2093382828393928
ACH-000294,-0.10849181690492367
ACH-000295,0.016595131627231145
ACH-000296,-0.0936654044554896
ACH-000302,-0.3248384393614169
ACH-000304,-0.07247482755937278
ACH-000307,-0.10744505970519187
ACH-000308,-0.22963759440868925
ACH-000310,-0.09745851431973307
ACH-000311,-0.17519045243228692
ACH-000312,-0.011160028143409377
ACH-000315,-0.14618770555954572
ACH-000316,-0.09281085964727027
ACH-000317,-0.13964314609979778
ACH-000318,-0.13353458411426558
ACH-000319,-0.2084040738847756
ACH-000320,-0.35493486482572295
ACH-000322,-0.2833396018584498
ACH-000323,-0.3962908759591647
ACH-000324,-0.16320637154035164
ACH-000329,-0.2811990803912449
ACH-000330,-0.15283048962646276
ACH-000331,-0.1704695931216375
ACH-000332,-0.22354449414273184
ACH-000334,-0.27215785828426003
ACH-000335,0.009290570923418704
ACH-000336,-0.1909647763420855
ACH-000337,-0.036819903918330135
ACH-000338,-0.18567638184287968
ACH-000339,-0.03649351922933962
ACH-000341,-0.07308200351360422
ACH-000348,-0.20809019920870275
ACH-000350,-0.002052121701697084
ACH-000352,-0.12974717620864604
ACH-000356,-0.022161508843940324
ACH-000361,-0.10651406857810522
ACH-000362,-0.2339014849135652
ACH-000363,-0.1413464891265797
ACH-000364,-0.2635435647733895
ACH-000365,-0.041181004377591014
ACH-000366,-0.21818132505280485
ACH-000368,-0.2230943895603687
ACH-000374,0.03282447423035571
ACH-000375,-0.1659849714546417
ACH-000376,-0.12472980814808325
ACH-000381,-0.2221452523181844
ACH-000383,-0.1701779656242727
ACH-000387,-0.21711671817878705
ACH-000389,-0.21024421553477626
ACH-000390,-0.30320516924366714
ACH-000393,-0.2733942975136489
ACH-000395,-0.23403072420013904
ACH-000396,0.1719613296285254
ACH-000397,-0.09661091632819722
ACH-000401,-0.2612330955309257
ACH-000402,0.6979257067973094
ACH-000403,-0.034503876733901435
ACH-000404,-0.10642802593904836
ACH-000406,-0.09482274527460954
ACH-000407,-0.1104713439306462
ACH-000408,-0.37855350971016655
ACH-000410,-0.14076869654451493
ACH-000411,0.0923301294774268
ACH-000414,-0.1481483968637569
ACH-000415,-0.10515682731015688
ACH-000416,-0.10885650721843304
ACH-000420,-0.3385837891417334
ACH-000421,-0.3033129468216953
ACH-000424,0.04631719316325418
ACH-000425,-0.22072249457704807
ACH-000426,0.08291590779286034
ACH-000427,-0.2263769498878462
ACH-000433,-0.07301431294063973
ACH-000435,-0.7632052941106203
ACH-000436,-0.17477363234843735
ACH-000444,0.0063317737151092
ACH-000445,-0.2808001452420235
ACH-000448,-0.082196043481213
ACH-000450,-0.19109042058213985
ACH-000452,-0.08290847202457079
ACH-000454,-0.22757545682912286
ACH-000458,-0.21451267597749826
ACH-000459,-0.25158760834104144
ACH-000460,-0.19528269083178668
ACH-000461,-0.2214269418085899
ACH-000463,-0.26022237111974234
ACH-000464,-0.18951682587090252
ACH-000466,-0.13926470283227402
ACH-000467,-0.16092518962022956
ACH-000468,-0.3112787487707392
ACH-000469,-0.18663548496172536
ACH-000470,-0.2284113029587476
ACH-000471,-0.3405297901692542
ACH-000472,-0.2016723356995568
ACH-000473,-0.12986266377166958
ACH-000475,-0.17940926629580367
ACH-000476,-0.15936058301200648
ACH-000477,-0.3605425882768624
ACH-000479,-0.4217043427338849
ACH-000480,-0.06541664893665756
ACH-000481,-0.09049699202879892
ACH-000483,-0.1461224600427311
ACH-000484,-0.2779266818315002
ACH-000485,-0.1212666004824525
ACH-000486,-0.08374542808477613
ACH-000487,-0.17716611215928768
ACH-000488,-0.15776404588912224
ACH-000490,-0.16204303911569898
ACH-000491,-0.12650105845844944
ACH-000495,0.06501258906831056
ACH-000496,-0.17712880845276968
ACH-000499,-0.4432351911919772
ACH-000500,-0.17517218281098973
ACH-000502,-0.15493212380699234
ACH-000503,-0.2051961992776181
ACH-000505,-0.09819226364303284
ACH-000507,-0.16932801859948934
ACH-000510,-0.07086774469120609
ACH-000511,-0.014665808481625268
ACH-000512,-0.2988702773957933
ACH-000516,-0.2452097432015538
ACH-000517,-0.18678725098430968
ACH-000518,-0.11489843408776627
ACH-000520,-0.18814363068133844
ACH-000521,0.003498772790718165
ACH-000522,-0.11449254640230985
ACH-000524,-0.1594304786648084
ACH-000527,-0.11085751976623504
ACH-000528,-0.2051925875173024
ACH-000537,0.053127424004412345
ACH-000541,-0.10299969816160608
ACH-000542,-0.08733047014075486
ACH-000544,-0.026222028621527
ACH-000545,-0.21637006791544094
ACH-000547,-0.20702724583859514
ACH-000548,-0.0524501298971871
ACH-000549,-0.08204227298171786
ACH-000550,-0.08359476248799848
ACH-000552,-0.1371150981836476
ACH-000556,-0.2307980941072045
ACH-000557,-0.10814925194701397
ACH-000569,-0.2710183245027724
ACH-000570,-0.24634597996417265
ACH-000571,-0.059146487914747616
ACH-000573,-0.11896788459438025
ACH-000576,-0.2744433809732027
ACH-000579,-0.0026943345300156464
ACH-000580,-0.2953618485117238
ACH-000584,-0.15274565019376138
ACH-000585,0.00853761039845607
ACH-000588,-0.3728425529093271
ACH-000589,-0.13131344480705834
ACH-000591,-0.13404917267867894
ACH-000593,-0.17373514860321276
ACH-000600,-0.09130442014539238
ACH-000601,-0.05574667958315632
ACH-000605,-0.06011165870267544
ACH-000606,-0.2276612967356292
ACH-000608,-0.21566738897797025
ACH-000614,0.005811624544967706
ACH-000616,-0.09586736465425197
ACH-000618,-0.06905319535486333
ACH-000619,0.02430113678332969
ACH-000620,-0.2068721360323728
ACH-000621,-0.10378774688379147
ACH-000622,-0.3641708790156542
ACH-000623,-0.29066527752337984
ACH-000624,-0.1455551402524925
ACH-000627,-0.14046726626059186
ACH-000630,-0.16386411789035588
ACH-000631,0.1504420990873199
ACH-000632,-0.2368855028745977
ACH-000633,-0.2243513724932548
ACH-000637,-0.006374593190152715
ACH-000638,-0.28720369492464604
ACH-000646,0.09447815301132402
ACH-000647,-0.11640507654511607
ACH-000648,-0.2386528723762129
ACH-000649,-0.09796533152066736
ACH-000651,-0.369028212148864
ACH-000652,-0.19958472391105314
ACH-000653,-0.007914124587896405
ACH-000657,-0.2347142646887191
ACH-000658,0.0387059522987622
ACH-000661,-0.016830878161719857
ACH-000662,-0.4783049784692843
ACH-000663,0.014498925971831953
ACH-000665,-0.16515534303004087
ACH-000671,-0.2779127281218427
ACH-000672,0.069239409874193
ACH-000673,-0.22453461475934086
ACH-000676,-0.06312936896740365
ACH-000677,-0.1021161481532485
ACH-000681,-0.043329504762915416
ACH-000683,-0.1122114682355134
ACH-000684,-0.2437150857668107
ACH-000688,-0.2616865260347753
ACH-000693,-0.12562905240175376
ACH-000694,-0.10571935017562442
ACH-000695,-0.3447414320587249
ACH-000696,-0.11409063214784974
ACH-000697,-0.05089666904645294
ACH-000699,-0.10236574782576978
ACH-000701,0.1315463957622439
ACH-000706,-0.3374614793356689
ACH-000711,-0.2469567347098884
ACH-000713,-0.1457071493223416
ACH-000714,-0.1068821228800132
ACH-000718,-0.16770748618517328
ACH-000720,-0.2752330440663412
ACH-000721,-0.4036718060458765
ACH-000724,-0.3392757301985066
ACH-000725,-0.1614343520102439
ACH-000732,-0.2533919811509001
ACH-000734,-0.09088785275893806
ACH-000735,-0.24824744866545015
ACH-000736,-0.2342029576785888
ACH-000738,-0.07315293074400085
ACH-000746,-0.1565785337788364
ACH-000747,-0.24806229171388605
ACH-000748,-0.1414251926044279
ACH-000753,-0.14655125851975526
ACH-000756,-0.16878784708042394
ACH-000757,-0.1581928561644784
ACH-000758,-0.2961047368008861
ACH-000760,-0.16918541547340238
ACH-000762,-0.016573219293061763
ACH-000763,-0.15946680690931078
ACH-000764,-0.40329995018470455
ACH-000765,-0.2051519781513388
ACH-000766,-0.0021119710307173803
ACH-000767,-0.010635301092231205
ACH-000768,-0.08753037303968399
ACH-000769,-0.2415251655786255
ACH-000770,-0.22952155108426955
ACH-000771,-0.15622459788657456
ACH-000773,-0.15395798158299528
ACH-000776,-0.015952965391365988
ACH-000777,-0.2547393144690375
ACH-000778,-0.2366662366070687
ACH-000781,-0.16419941805699614
ACH-000782,-0.273615908443359
ACH-000783,-0.038589928722912135
ACH-000784,-0.1499598287854809
ACH-000785,-0.0054534822735729255
ACH-000787,-0.13870189956249465
ACH-000788,-0.08064963760068257
ACH-000791,-0.2361963848895896
ACH-000792,-0.0021049993123144228
ACH-000794,-0.21049446955601608
ACH-000796,-0.10575042785874736
ACH-000798,-0.4412827214471916
ACH-000799,-0.012646299625173094
ACH-000800,-0.2630632932493463
ACH-000802,-0.22259014689733386
ACH-000804,-0.10878506708733404
ACH-000805,-0.2323124117231327
ACH-000809,-0.09377458066810936
ACH-000810,-0.4725073269696342
ACH-000811,-0.09083559852374833
ACH-000817,-0.06200812166925624
ACH-000819,-0.2704457381996814
ACH-000820,-0.4384356585221036
ACH-000821,-0.2144477651913353
ACH-000822,-0.16240434080378735
ACH-000823,-0.016437428561091285
ACH-000824,-0.09957607012224873
ACH-000827,-0.16535129375017485
ACH-000829,-0.07607984535302209
ACH-000831,-0.18393672162017846
ACH-000832,-0.12082804669678117
ACH-000833,-0.056627056385681586
ACH-000834,-0.11346365593584462
ACH-000835,-0.1205623673476972
ACH-000836,-0.2128823694603456
ACH-000837,-0.21555042190968535
ACH-000838,-0.01708944224973057
ACH-000839,-0.28699819975020513
ACH-000840,-0.014216471952317225
ACH-000841,-0.13664606156629022
ACH-000843,-0.2649345767934245
ACH-000846,-0.1572111037548513
ACH-000847,0.08340804336877672
ACH-000848,-0.21834509862585214
ACH-000849,0.06327574614510015
ACH-000851,-0.02073373012980442
ACH-000855,-0.2991510241335233
ACH-000856,-0.2286109267124773
ACH-000858,-0.08434574475297478
ACH-000859,-0.30266467487356724
ACH-000861,-0.02894397180012606
ACH-000862,-0.23262876953201486
ACH-000865,-0.13488717430092734
ACH-000866,-0.15861896585285729
ACH-000867,-0.14396339469959693
ACH-000869,-0.18945163640958926
ACH-000872,-0.23531265779475385
ACH-000873,-0.11695597277395813
ACH-000876,-0.2452437816269004
ACH-000878,-0.2578721765973572
ACH-000880,-0.11243083928954764
ACH-000881,-0.14591238641574786
ACH-000882,0.008982627983367221
ACH-000884,-0.1870191990547088
ACH-000885,-0.20373579980873655
ACH-000887,-0.10682598785639894
ACH-000889,-0.09669719510819946
ACH-000896,-0.1863125365858984
ACH-000898,-0.030611039738740263
ACH-000900,-0.3004780460472439
ACH-000901,-0.1635455316670794
ACH-000905,-0.1911378954965313
ACH-000906,-0.12906211990413424
ACH-000907,-0.1033788684956889
ACH-000910,-0.012046334901232369
ACH-000911,-0.18355492851160335
ACH-000912,-0.23810814896485946
ACH-000913,0.0003986208172618295
ACH-000915,-0.14608174501905952
ACH-000916,-0.2286398035250499
ACH-000917,-0.11999887620021515
ACH-000920,-0.4753519446171364
ACH-000921,0.06142387649065095
ACH-000924,-0.08426126382121657
ACH-000926,-0.2888271733281731
ACH-000928,-0.2566840457074549
ACH-000929,-0.3444316548794533
ACH-000932,-0.013413881442757849
ACH-000935,-0.28273066196290714
ACH-000936,-0.1673086320474602
ACH-000937,-0.1869557861109056
ACH-000938,-0.1487218107032431
ACH-000939,-0.2898080071497773
ACH-000941,-0.11070756075991416
ACH-000943,-0.19596277135603465
ACH-000946,-0.12367139486593533
ACH-000947,-0.11939645375249662
ACH-000948,-0.07318363870641048
ACH-000950,0.12774274889194565
ACH-000953,-0.2327451583873028
ACH-000954,-0.10330689384028148
ACH-000957,-0.28576596913849545
ACH-000958,-0.008234195472985279
ACH-000960,-0.04853425447368399
ACH-000963,-0.0836608256723598
ACH-000968,-0.008661172978635367
ACH-000969,-0.019426290498192226
ACH-000972,-0.4119327032155428
ACH-000973,0.014869598903615304
ACH-000974,-0.2573404103467843
ACH-000978,-0.2949601421062492
ACH-000984,-0.1755665472450093
ACH-000986,-0.33415255887875817
ACH-000988,-0.1211027580106379
ACH-000993,-0.008491485003497634
ACH-000994,-0.011246321286342223
ACH-000996,-0.4024777737173696
ACH-001001,-0.3040221786883792
ACH-001020,-0.3060250691835174
ACH-001028,-0.16919460080698
ACH-001031,-0.0903888567768264
ACH-001038,-0.14845271957709058
ACH-001048,-0.16151387130150738
ACH-001050,-0.022841053168531786
ACH-001053,-0.443385555696512
ACH-001054,-0.13647623847200496
ACH-001061,-0.3525431402290161
ACH-001067,-0.2676923330736116
ACH-001075,-0.02383791916828464
ACH-001096,-0.30218894275543834
ACH-001111,-0.0588825159423881
ACH-001119,0.041463047193384485
ACH-001128,-0.2311478389450493
ACH-001134,-0.268049556567431
ACH-001151,-0.17725176022250633
ACH-001163,-0.051607722565652984
ACH-001164,0.17630969092400126
ACH-001183,-0.3393276489865458
ACH-001192,0.035365911257995604
ACH-001193,-0.058341295526318636
ACH-001196,-0.13409159820652924
ACH-001197,-0.2412508982356329
ACH-001205,-0.10746397498610348
ACH-001211,-0.05082877405652315
ACH-001212,-0.23670358988230336
ACH-001228,-0.2502033051463388
ACH-001232,-0.07029497973300536
ACH-001239,-0.09678048744065644
ACH-001270,-0.01350370109199035
ACH-001274,-0.23506290504393484
ACH-001275,-0.1739250673843476
ACH-001277,-0.15002363110114816
ACH-001278,-0.2980248264039977
ACH-001280,-0.14312222146331588
ACH-001283,-0.06862440466335938
ACH-001289,-0.13233618939664596
ACH-001300,-0.25158717802433056
ACH-001301,0.06192286614895105
ACH-001302,-0.4027013310904078
ACH-001306,-0.16870291024712958
ACH-001318,-0.22768311188643126
ACH-001322,-0.2642458751314655
ACH-001328,-0.17488015993559267
ACH-001332,0.009746967963295728
ACH-001336,-0.2611080691422967
ACH-001346,-0.3521881815844409
ACH-001353,-0.12270048626764535
ACH-001354,-0.2792036866422069
ACH-001367,0.08150263930855478
ACH-001368,-0.24099010374012936
ACH-001374,-0.3053808440066363
ACH-001377,-0.07048535100020985
ACH-001380,-0.07240202481282723
ACH-001391,-0.3675323164462871
ACH-001408,-0.215660796647106
ACH-001430,-0.2320900468991282
ACH-001431,-0.07941636554683915
ACH-001450,-0.061010680800113314
ACH-001496,-0.23840175680277803
ACH-001500,-0.0031224342759381216
ACH-001523,-0.06900300206321583
ACH-001532,-0.2610435635954887
ACH-001550,-0.11196997324919412
ACH-001552,0.05869254440714944
ACH-001554,-0.13567040120102578
ACH-001654,-0.2038767239239936
ACH-001735,-0.1401111811197898
ACH-001736,-0.09357348240233132
ACH-001737,0.06830085852722204
ACH-001740,-0.13295838106097893
ACH-001745,-0.06268830523282799
ACH-001765,-0.14127883870826002
