,NTPCR (84284)
ACH-000585,-0.04867914759325569
ACH-000588,-0.10462330583968807
ACH-000589,0.0639082728349801
ACH-000591,-0.013321262181956684
ACH-000593,-0.10791513692704506
ACH-000600,-0.05814029551420233
ACH-000601,-0.1230343949387628
ACH-000605,-0.11375022120372445
ACH-000606,-0.03305438779196749
ACH-000608,-0.08045824245783043
ACH-000614,-0.12770693474817127
ACH-000616,-0.06503444835679792
ACH-000618,-0.053730719197535935
ACH-000619,-0.2217920557462884
ACH-000620,-0.04076144061775031
ACH-000621,-0.06823343409177048
ACH-000622,-0.2558344347729831
ACH-000623,-0.17214039263990455
ACH-000624,-0.11845350302545565
ACH-000627,-0.12113657493957328
ACH-000630,-0.16618944129602292
ACH-000631,0.08817977284200301
ACH-000632,-0.03878198444128779
ACH-000633,-0.011729420426187884
ACH-000637,-0.06751726559946845
ACH-000638,-0.07075531058851042
ACH-000646,-0.15355209912610168
ACH-000647,-0.032190947913716066
ACH-000648,0.017616852955477377
ACH-000649,-0.05251270570198239
ACH-000651,-0.09073550175117827
ACH-000652,-0.3222701177025708
ACH-000653,-0.1455772974117415
ACH-000657,-0.1555262114376553
ACH-000658,-0.02554186025824328
ACH-000661,-0.037380689787515936
ACH-000662,-0.08820359230270931
ACH-000663,-0.12285286310986215
ACH-000665,-0.006164784304193469
ACH-000671,-0.09808845105337097
ACH-000672,0.0007952447564109402
ACH-000673,-0.14007966929387802
ACH-000676,-0.03780630704082237
ACH-000677,-0.03728853169556477
ACH-000681,-0.18106789691851666
ACH-000683,-0.10381430204521247
ACH-000684,-0.13433458139584448
ACH-000688,-0.18202265802388293
ACH-000693,-0.058825540202568576
ACH-000694,-0.033736052986392186
ACH-000695,-0.17293931318178302
ACH-000696,-0.08274129856962117
ACH-000697,-0.15349568303826278
ACH-000699,-0.0895747181860613
ACH-000701,-0.2046884120073348
ACH-000706,-0.08077509637464586
ACH-000711,-0.11195510074444856
ACH-000713,-0.13453319483685794
ACH-000714,-0.07047621192117502
ACH-000718,-0.04875085348242774
ACH-000720,0.04851034027397637
ACH-000721,-0.09986761125704546
ACH-000724,-0.018867190930328164
ACH-000725,-0.011481559999646522
ACH-000732,-0.1501691339102611
ACH-000734,-0.11734692934603692
ACH-000735,-0.14636582214433966
ACH-000736,-0.09943755870478373
ACH-000738,-0.03876937749763358
ACH-000746,0.025252841016952837
ACH-000747,0.051616938100823184
ACH-000748,0.02351624942811241
ACH-000753,-0.0518846203312184
ACH-000756,-0.09262128227264163
ACH-000757,-0.2298322859999225
ACH-000758,-0.12383490361416755
ACH-000760,-0.2056873003733268
ACH-000762,-0.05558896577823018
ACH-000763,0.06205007794129665
ACH-000764,-0.003400719331338399
ACH-000765,-0.08881771873937351
ACH-000766,-0.15389745503938232
ACH-000767,-0.17408614782362708
ACH-000768,0.036610147738788124
ACH-000769,-0.07296413936082684
ACH-000770,-0.034064951202879466
ACH-000771,-0.05742323662011375
ACH-000773,-0.06768626929520805
ACH-000776,-0.077593738732744
ACH-000777,-0.12420792379639703
ACH-000778,-0.09575726164645128
ACH-000781,-0.0604099421558721
ACH-000782,-0.03825315342065688
ACH-000783,-0.13959165186950884
ACH-000784,-0.12658868024226316
ACH-000785,-0.09357969961854336
ACH-000787,-0.2075215261184141
ACH-000788,-0.1252904145632357
ACH-000791,-0.07298010427737983
ACH-000792,-0.11292240472421056
ACH-000794,-0.04994902046839875
ACH-000796,-0.2253994438934976
ACH-000798,-0.027087372138464384
ACH-000799,-0.00858629694062415
ACH-000800,-0.11921757857095605
ACH-000802,-0.0549279560192038
ACH-000804,-0.061448556194789075
ACH-000805,-0.09248649757495073
ACH-000809,-0.07075722586160875
ACH-000810,-0.08233063939433831
ACH-000811,-0.05344632519384907
ACH-000817,-0.03916145329318625
ACH-000819,-0.14281282891355368
ACH-000820,0.07421976283387782
ACH-000821,0.06315072579952688
ACH-000822,-0.039647132067632124
ACH-000823,-0.16203293215498754
ACH-000824,-0.14544939302286075
ACH-000827,-0.05706163950600138
ACH-000829,-0.1596991429771335
ACH-000831,-0.1127756706875006
ACH-000832,-0.08754530834794401
ACH-000833,0.017777753977481933
ACH-000834,-0.12497349611799527
ACH-000835,-0.0639170887959753
ACH-000836,-0.23341804087244236
ACH-000837,-0.07239869544067831
ACH-000838,-0.1749443238280778
ACH-000839,0.012006311152823752
ACH-000840,0.014885027091631281
ACH-000841,-0.116811760305351
ACH-000843,0.019344770011434326
ACH-000846,0.05239692881058918
ACH-000847,0.05330484508655905
ACH-000848,0.020665885304670503
ACH-000849,-0.17080143070208245
ACH-000851,-0.03976147243127416
ACH-000855,0.06974518364461846
ACH-000856,0.008976539098783027
ACH-000858,-0.1277011648588065
ACH-000859,-0.09209519995232963
ACH-000861,-0.056707311566935065
ACH-000862,-0.12400734966780175
ACH-000865,-0.20846531360723916
ACH-000866,-0.14075994046427587
ACH-000867,-0.2441086051947933
ACH-000869,-0.03792683070798796
ACH-000872,-0.04641889057111541
ACH-000873,-0.13719148234004086
ACH-000876,-0.11956788487884375
ACH-000878,-0.10360339176125656
ACH-000880,0.04070010047780969
ACH-000881,0.054665976846177786
ACH-000882,-0.10060560654167093
ACH-000884,0.017049724698534306
ACH-000885,-0.09070482570881154
ACH-000887,-0.0775585379966448
ACH-000889,-0.08891239932495641
ACH-000896,-0.07964329056341632
ACH-000898,-0.16115059426627204
ACH-000900,0.008148487932400066
ACH-000901,-0.040628450444621884
ACH-000905,-0.08685149898694695
ACH-000906,-0.09396193956213496
ACH-000907,-0.13750831710360314
ACH-000910,-0.343563508921384
ACH-000911,-0.016404822426178498
ACH-000912,-0.09775726842311096
ACH-000913,-0.1293532414515451
ACH-000915,-0.06865833448453806
ACH-000916,-0.03277648705702296
ACH-000917,-0.033073684508768984
ACH-000920,-0.09264731727728244
ACH-000921,-0.017298548492965277
ACH-000924,-0.1562436933892559
ACH-000926,-0.10530870096761118
ACH-000928,-0.0735820226851815
ACH-000929,0.011342593885079454
ACH-000932,-0.06781089319073323
ACH-000935,-0.3149298134427947
ACH-000936,-0.09616978413409467
ACH-000937,-0.02851857516655655
ACH-000938,0.037239310656880124
ACH-000939,-0.03982299445402741
ACH-000941,0.026882829646380897
ACH-000943,-0.052169789587512096
ACH-000946,-0.15716955819164208
ACH-000947,-0.08565755196804907
ACH-000948,-0.12690981203975754
ACH-000950,0.10654041668232027
ACH-000953,0.018903211519950596
ACH-000954,-0.3775758292003695
ACH-000957,-0.04645412944409245
ACH-000958,-0.13068187353719687
ACH-000960,-0.08432813131214179
ACH-000963,-0.031432826277989066
ACH-000968,-0.02289673285655604
ACH-000969,0.05271141886073686
ACH-000972,-0.24811202897852655
ACH-000973,-0.15554086127162664
ACH-000974,-0.10776940931548422
ACH-000978,-0.2709560696308915
ACH-000984,-0.2421252238385801
ACH-000986,-0.0028829234119483555
ACH-000988,-0.12500212902455365
ACH-000993,-0.048824076279885734
ACH-000994,0.09799908723517628
ACH-000996,-0.1726311211871691
ACH-001001,-0.1655209810858529
ACH-001020,-0.004833007994146204
ACH-001028,-0.10252136631130444
ACH-001031,-0.21675687847606898
ACH-001038,-0.10907773782413596
ACH-001048,-0.09296289054510906
ACH-001050,-0.020081085915137357
ACH-001053,0.17753723393742335
ACH-001054,-0.18453176252869244
ACH-001061,-0.17778367646313234
ACH-001067,0.00787013808051524
ACH-001075,0.05680062655740947
ACH-001096,-0.15804683110378598
ACH-001111,-0.1021108555688084
ACH-001119,-0.1762990905112569
ACH-001128,0.047544357535393406
ACH-001134,-0.14972297073038618
ACH-001151,-0.1406051153820261
ACH-001163,-0.09336047226678944
ACH-001164,-0.036292633784726885
ACH-001183,-0.3541822288703963
ACH-001192,0.03735830438425605
ACH-001193,-0.1690652061262885
ACH-001196,-0.0890158569024517
ACH-001197,-0.20979485471545184
ACH-001205,-0.14533978112335855
ACH-001211,-0.28512447929991586
ACH-001212,-0.19728812945521454
ACH-001228,-0.25020607183879445
ACH-001232,-0.002273626993333789
ACH-001239,-0.1760688354864028
ACH-001270,-0.07459255184710868
ACH-001274,0.030804892317697712
ACH-001275,-0.1937502867342238
ACH-001277,-0.2107482087904328
ACH-001278,-0.0641917164843987
ACH-001280,-0.1881372441097429
ACH-001283,-0.03370722553116285
ACH-001289,0.0575222041955325
ACH-001300,-0.20724916405580612
ACH-001301,-0.22437230719322224
ACH-001302,-0.13113041504061174
ACH-001306,-0.03733721362167334
ACH-001318,0.009592697628753456
ACH-001322,-0.03132680249028528
ACH-001328,-0.1117150203877496
ACH-001332,-0.16901515369562
ACH-001336,-0.07098232028313864
ACH-001346,-0.07651782270093785
ACH-001353,-0.05967801955136716
ACH-001354,-0.32539384056358983
ACH-001367,0.08105182298327268
ACH-001368,-0.2992566461421725
ACH-001374,-0.2607688090899498
ACH-001377,-0.2008253040644613
ACH-001380,-0.15779445694311392
ACH-001391,-0.20961016680853548
ACH-001408,-0.012764223667631195
ACH-001430,-0.010040952927252248
ACH-001431,0.02998785519999196
ACH-001450,-0.08738251264114963
ACH-001496,-0.06577926794985675
ACH-001500,-0.022890908170132302
ACH-001523,-0.10254340354968497
ACH-001532,-0.0817520709863769
ACH-001550,-0.08375541898708498
ACH-001552,-0.153448925172796
ACH-001554,-0.13229044218248132
ACH-001654,-0.12158141783935858
ACH-001735,-0.12214043414024828
ACH-001736,-0.16421502292438955
ACH-001737,0.02175480233271353
ACH-001740,-0.2641704944516953
ACH-001745,-0.21251305125688227
ACH-001765,-0.1747618905082799
