,KRBA2 (124751)
ACH-000004,-0.3674574453205785
ACH-000005,-0.12132788059751527
ACH-000007,-0.0758129221806269
ACH-000009,-0.260537104787936
ACH-000011,0.1088754272882658
ACH-000012,-0.07221203749070773
ACH-000013,-0.1609464116715027
ACH-000014,-0.09393062839315926
ACH-000015,-0.1476672459192322
ACH-000017,0.03545875796203179
ACH-000018,-0.1530931217789333
ACH-000019,0.08530329043436084
ACH-000021,2.0071942489188627e-05
ACH-000022,-0.09463661638661697
ACH-000025,-0.04701106476727139
ACH-000028,-0.04546704987996073
ACH-000030,0.015633602922285737
ACH-000035,-0.21953357419857866
ACH-000036,-0.1533506534450134
ACH-000037,-0.151752094796927
ACH-000039,-0.2523981725033407
ACH-000040,-0.1830210782671357
ACH-000041,-0.1395947108269794
ACH-000042,-0.2396132683688627
ACH-000045,-0.04780867259900127
ACH-000047,-0.06268585329163727
ACH-000052,0.053963544062336125
ACH-000053,-0.06888852228844591
ACH-000054,-0.036294644580108185
ACH-000055,-0.1618878708609556
ACH-000060,-0.2275291968860666
ACH-000067,-0.327436677746651
ACH-000070,-0.04397006349665845
ACH-000075,-0.0842154081051347
ACH-000078,-0.1025971933045775
ACH-000082,-0.12343391833425214
ACH-000085,-0.13175129970870855
ACH-000086,-0.018009619798427346
ACH-000087,-0.21378760453268908
ACH-000092,-0.0571114251973573
ACH-000095,-0.10418165073595324
ACH-000097,-0.14303383757007154
ACH-000098,-0.10624129494847434
ACH-000099,-0.09263617722492368
ACH-000108,-0.16249623558573906
ACH-000113,-0.1233646587192968
ACH-000116,-0.0377850059136507
ACH-000118,-0.06658899750286461
ACH-000120,-0.13863670233763487
ACH-000123,-0.0798182109454697
ACH-000127,-0.03983849971883156
ACH-000128,-0.055915435242420236
ACH-000132,-0.006191352679797049
ACH-000133,-0.0005265256137075001
ACH-000137,-0.042976773661521625
ACH-000138,-0.22741546026358744
ACH-000142,-0.08546450003787598
ACH-000143,0.03580830792303909
ACH-000146,-0.17786760287389658
ACH-000148,-0.09558964494552123
ACH-000150,-0.020245327706381898
ACH-000152,-0.19717248632110604
ACH-000153,-0.15212934716341472
ACH-000159,-0.06765808684943046
ACH-000160,-0.08705834618590721
ACH-000163,-0.3091172591884301
ACH-000167,-0.21765547225838625
ACH-000168,-0.028688515705644662
ACH-000169,-0.0368299563549598
ACH-000178,-0.08168621570914691
ACH-000183,-0.12275574643130925
ACH-000188,-0.05307975070074026
ACH-000189,0.07060547479549903
ACH-000190,-0.16437785397849067
ACH-000198,-0.08515845427539191
ACH-000203,-0.22716868896160894
ACH-000204,-0.011402488042689896
ACH-000206,-0.14357797204121545
ACH-000207,-0.16534215551125234
ACH-000208,-0.268610378972688
ACH-000210,0.22491490831297503
ACH-000211,-0.0568893493210157
ACH-000215,-0.05331843131356768
ACH-000221,-0.12907066912250165
ACH-000222,-0.04773721666236725
ACH-000223,-0.026552478677146343
ACH-000226,-0.10989074870014508
ACH-000227,-0.09487370254764203
ACH-000228,-0.2862579270862357
ACH-000231,-0.08176501760150841
ACH-000232,-0.10365795276131752
ACH-000233,-0.028416633838022363
ACH-000234,-0.057139162678898375
ACH-000235,-0.2110180139986782
ACH-000237,-0.05181335194683311
ACH-000238,-0.046297060200510116
ACH-000242,0.1425683519239668
ACH-000243,-0.049293429349449136
ACH-000244,-0.13094342426894895
ACH-000246,-0.14611241828189342
ACH-000248,0.009679761103772402
ACH-000250,-0.033781739109179365
ACH-000251,0.10819090394824712
ACH-000252,-0.2441144630589477
ACH-000253,0.032162209918517475
ACH-000255,-0.02425247917813361
ACH-000256,-0.2246838236026648
ACH-000257,-0.004595406783080878
ACH-000258,0.0012390228216668242
ACH-000259,-0.09322551537893976
ACH-000260,-0.028053950973970246
ACH-000261,-0.05197422250141489
ACH-000262,0.1475314707331078
ACH-000263,-0.1191590256121418
ACH-000264,-0.11170897339495336
ACH-000265,-0.0927681619858184
ACH-000266,-0.16017056260785706
ACH-000272,-0.08490598212497631
ACH-000274,-0.11225553022971152
ACH-000277,-0.029972157998549364
ACH-000278,-0.02600068205192213
ACH-000279,-0.10717831358703818
ACH-000280,-0.21474174602060572
ACH-000281,-0.10258991038770936
ACH-000288,-0.3129600427081325
ACH-000291,-0.11760712093202225
ACH-000293,-0.0703318212644396
ACH-000294,-0.2769633333535764
ACH-000295,-0.10050305534958114
ACH-000296,-0.2215863043738276
ACH-000302,-0.12304307089042453
ACH-000304,-0.009205541247063794
ACH-000307,-0.16038866816907651
ACH-000308,-0.07930793194335073
ACH-000310,-0.019771240040221173
ACH-000311,-0.00020090648822934008
ACH-000312,-0.16209827895570958
ACH-000315,-0.10452450690648044
ACH-000316,-0.3893385299645685
ACH-000317,0.06469371984019066
ACH-000318,-0.09096527274964776
ACH-000319,-0.2753287283418813
ACH-000320,-0.0631793017177386
ACH-000322,-0.1112734683141106
ACH-000323,-0.217989005657386
ACH-000324,-0.1448515754695822
ACH-000329,-0.10212724165906108
ACH-000330,-0.009458901224981343
ACH-000331,-0.21146552629936047
ACH-000332,-0.258655387788126
ACH-000334,-0.1530852442720572
ACH-000335,-0.0729242899964279
ACH-000336,-0.15805042976981834
ACH-000337,0.08038379819038917
ACH-000338,-0.3616951410659157
ACH-000339,-0.25095444162635305
ACH-000341,-0.07341680809541871
ACH-000348,-0.054293487071550586
ACH-000350,-0.07375676088469789
ACH-000352,-0.07102674966790151
ACH-000356,-0.06773748235415647
ACH-000361,-0.025297872142386827
ACH-000362,-0.08815667631227607
ACH-000363,-0.1493181632689457
ACH-000364,-0.19160869562982288
ACH-000365,0.030838417727850443
ACH-000366,-0.05707509328817038
ACH-000368,0.0011286606561598366
ACH-000374,-0.1812590158607281
ACH-000375,-0.2278363722572313
ACH-000376,-0.019067170816240226
ACH-000381,-0.15573266328677038
ACH-000383,-0.08872620697055393
ACH-000387,-0.22315571005321028
ACH-000389,-0.2520870708815238
ACH-000390,-0.08164069461329168
ACH-000393,-0.060708814406693186
ACH-000395,-0.21641200056996066
ACH-000396,-0.3885223939138413
ACH-000397,0.025629250958074216
ACH-000401,0.02727602057434516
ACH-000402,-0.14346962066058006
ACH-000403,-0.10926317607060156
ACH-000404,-0.05909808956679135
ACH-000406,-0.11085211193181248
ACH-000407,-0.181822168201532
ACH-000408,-0.19858752102602736
ACH-000410,-0.031299672518160404
ACH-000411,-0.09048076105057824
ACH-000414,-0.21302312237682505
ACH-000415,-0.11510381832917768
ACH-000416,-0.1114549222413172
ACH-000420,-0.059657638265448315
ACH-000421,-0.09096118522855033
ACH-000424,0.10942384204752706
ACH-000425,0.049422220985495056
ACH-000426,-0.3788481819340864
ACH-000427,-0.14987851058073834
ACH-000433,-0.20735393970932314
ACH-000435,-0.4485610274463117
ACH-000436,-0.10362339458997062
ACH-000444,-0.0585754840768076
ACH-000445,-0.1695791030156859
ACH-000448,-0.043606729513602095
ACH-000450,-0.11827105161919488
ACH-000452,0.005338818655455269
ACH-000454,-0.33302439317308874
ACH-000458,-0.10779304564155556
ACH-000459,-0.09335943855376534
ACH-000460,-0.07526509252426733
ACH-000461,-0.2875844041232142
ACH-000463,0.008859382131020485
ACH-000464,-0.14035994938904622
ACH-000466,-0.06601960658922681
ACH-000467,-0.12712063293606565
ACH-000468,-0.32543728407678
ACH-000469,-0.1919858013604312
ACH-000470,-0.13798921136857098
ACH-000471,-0.17826494622769773
ACH-000472,-0.10162341105897643
ACH-000473,-0.010029819733067505
ACH-000475,-0.07907549275240351
ACH-000476,-0.24159312460192806
ACH-000477,-0.08801674934203757
ACH-000479,-0.12255158007907135
ACH-000480,-0.18148883599537569
ACH-000481,-0.14409177337597065
ACH-000483,-0.17862840023576454
ACH-000484,-0.09887921000852663
ACH-000485,-0.10033253410452353
ACH-000486,-0.16476106199682414
ACH-000487,-0.19085113207483628
ACH-000488,-0.03745595370056955
ACH-000490,0.072443368728644
ACH-000491,-0.01919567812037066
ACH-000495,0.2319444668962905
ACH-000496,-0.255980485724284
ACH-000499,-0.00752937261878548
ACH-000500,-0.042180306593443226
ACH-000502,-0.28060574338716315
ACH-000503,-0.21425219696818165
ACH-000505,-0.1746696822635933
ACH-000507,0.09859511224419684
ACH-000510,-0.07387630838229453
ACH-000511,-0.1619139945426297
ACH-000512,-0.026224440019589942
ACH-000516,-0.1372444945626031
ACH-000517,-0.18082070037257586
ACH-000518,-0.0955109169480398
ACH-000520,-0.044208414388617785
ACH-000521,-0.15671484578220504
ACH-000522,0.06540268146657137
ACH-000524,-0.34163887405744736
ACH-000527,-0.11254532471661212
ACH-000528,-0.048248373825653834
ACH-000537,0.03582881922432269
ACH-000541,-0.1686741528836181
ACH-000542,-0.11329849938551467
ACH-000544,0.026271574783874062
ACH-000545,-0.055092225928115336
ACH-000547,-0.036556815422685886
ACH-000548,-0.03828989358094104
ACH-000549,0.011999427615121546
ACH-000550,-0.22375543833324565
ACH-000552,-0.15692966104710904
ACH-000556,-0.1468633477805511
ACH-000557,-0.07367400575115847
ACH-000569,-0.1780405860055288
ACH-000570,-0.20805662449174697
ACH-000571,-0.09440958313447588
ACH-000573,-0.13792404679338008
ACH-000576,-0.10498064987670062
ACH-000579,-0.09625150594619168
ACH-000580,-0.044842321034406885
ACH-000584,-0.16842354004163407
ACH-000585,-0.09466029680942553
ACH-000588,-0.10215602919211828
ACH-000589,-0.1032982194012516
ACH-000591,-0.16251470226785
ACH-000593,-0.11887670834979265
ACH-000600,-0.06807479925072839
ACH-000601,-0.14944470330977014
ACH-000605,-0.044686103850876964
ACH-000606,-0.08308699103404274
ACH-000608,-0.1379864363131098
ACH-000614,0.032568821560257415
ACH-000616,0.02632820209657907
ACH-000618,-0.05352609622206173
ACH-000619,-0.06179711436712083
ACH-000620,-0.1796627297321931
ACH-000621,-0.20976415596921552
ACH-000622,-0.17607727597106304
ACH-000623,-0.14011457385939255
ACH-000624,-0.1564674830448363
ACH-000627,-0.20753844000958416
ACH-000630,0.005015567394916158
ACH-000631,-0.07777023275173821
ACH-000632,-0.1686313735521962
ACH-000633,-0.2304191475924498
ACH-000637,0.0458896030001323
ACH-000638,-0.10408183822463628
ACH-000646,-0.033304239151041755
ACH-000647,-0.066769456632766
ACH-000648,0.06160512657435655
ACH-000649,-0.09442971888199543
ACH-000651,-0.12428144437881235
ACH-000652,-0.10653582252258204
ACH-000653,-0.16872336152224052
ACH-000657,-0.16857359180919024
ACH-000658,0.006412610831627218
ACH-000661,-0.03451651154674719
ACH-000662,-0.16789059690401295
ACH-000663,0.06503807030490666
ACH-000665,-0.11756233429269546
ACH-000671,-0.026133015348920315
ACH-000672,-0.2638141203797881
ACH-000673,-0.08560892923222681
ACH-000676,-0.09555031041213742
ACH-000677,0.08858299805625305
ACH-000681,-0.08205855659248842
