,CBLC (23624)
ACH-000004,-0.04296357408231848
ACH-000005,-0.2046770515897919
ACH-000007,0.04320189442791601
ACH-000009,-0.2343885888833297
ACH-000011,0.07857020613290519
ACH-000012,0.015272990562839841
ACH-000013,-0.16355820809131547
ACH-000014,-0.07120527020939121
ACH-000015,-0.1504807451931551
ACH-000017,0.03976192354887193
ACH-000018,-0.19278080818228516
ACH-000019,-0.07367391823574028
ACH-000021,-0.1546937391261569
ACH-000022,-0.05994044752646587
ACH-000025,0.019111024666730002
ACH-000028,0.042073882920502965
ACH-000030,-0.11037417781939224
ACH-000035,0.00034189946806872473
ACH-000036,-0.0977335792161145
ACH-000037,-0.0037214553532010507
ACH-000039,-0.05489551815675292
ACH-000040,0.05915729841988336
ACH-000041,-0.06731257779710688
ACH-000042,-0.026492348284206976
ACH-000045,-0.16292158053305572
ACH-000047,0.01968165288125932
ACH-000052,-0.13912883079806113
ACH-000053,-0.2722280622257589
ACH-000054,-0.060543039517450464
ACH-000055,-0.15370310009991384
ACH-000060,0.026362426908274474
ACH-000067,-0.2639364604248807
ACH-000070,-0.08508192503251646
ACH-000075,0.07491535368684757
ACH-000078,0.022455483339784258
ACH-000082,-0.12313178876361976
ACH-000085,-0.11945113088529828
ACH-000086,-0.09691594226417892
ACH-000087,0.04850375142771902
ACH-000092,-0.1222516397768017
ACH-000095,-0.023022520146883028
ACH-000097,-0.18430285595344872
ACH-000098,-0.10993408627403564
ACH-000099,-0.05699698958754899
ACH-000108,-0.15457851770173806
ACH-000113,-0.10278246851625647
ACH-000116,-0.0418315653482865
ACH-000118,-0.06488119236853712
ACH-000120,-0.033832060812101085
ACH-000123,-0.13501502681466676
ACH-000127,-0.06672231226794967
ACH-000128,-0.021092792203360026
ACH-000132,0.013741237272431924
ACH-000133,-0.1692773477151518
ACH-000137,-0.3204724569025733
ACH-000138,-0.1264816830214258
ACH-000142,-0.1486066142979222
ACH-000143,-0.13028371996077068
ACH-000146,-0.1383742907069894
ACH-000148,-0.006188088337682683
ACH-000150,-0.051450901836900036
ACH-000152,-0.05473107598306661
ACH-000153,-0.4436889168856177
ACH-000159,-0.08584761913492678
ACH-000160,-0.1793578284552857
ACH-000163,-0.03516915239958451
ACH-000167,0.2388685009693545
ACH-000168,-0.14817252669056186
ACH-000169,-0.06424117537286349
ACH-000178,-0.006085823823286193
ACH-000183,-0.18855978490335867
ACH-000188,0.011304996859168744
ACH-000189,0.07169827496182743
ACH-000190,0.06605616964440633
ACH-000198,-0.12208139112556345
ACH-000203,-0.3103044211441568
ACH-000204,-0.24811285579728065
ACH-000206,0.09018694617860584
ACH-000207,-0.14723056530771672
ACH-000208,0.17169263456664954
ACH-000210,-0.3937060019533393
ACH-000211,-0.10720743383764712
ACH-000215,-0.027575999827541074
ACH-000221,-0.3548910837956305
ACH-000222,-0.16123323024370456
ACH-000223,-0.051802266751535514
ACH-000226,-0.0041985669351931
ACH-000227,0.07926434233645831
ACH-000228,-0.04952157336889531
ACH-000231,-0.005711047443136386
ACH-000232,-0.04411002302722706
ACH-000233,-0.1952152966629406
ACH-000234,-0.05509766340234542
ACH-000235,-0.16308586965296926
ACH-000237,-0.10161523154579782
ACH-000238,0.053881618563893466
ACH-000242,0.07291274607243055
ACH-000243,-0.023804077244234854
ACH-000244,0.13007426763258245
ACH-000246,-0.06995119673127616
ACH-000248,-0.13476652057592345
ACH-000250,-0.09652591171207604
ACH-000251,-0.02760686146044947
ACH-000252,-0.04265869269877353
ACH-000253,0.018412603543852858
ACH-000255,-0.22007426655267745
ACH-000256,-0.19842773965502905
ACH-000257,-0.2667318357885361
ACH-000258,0.006251806636266467
ACH-000259,-0.09423634583698827
ACH-000260,-0.0508815142788545
ACH-000261,-0.07183990629545907
ACH-000262,-0.4878104345315688
ACH-000263,0.17315046507193624
ACH-000264,0.031905277425453564
ACH-000265,-0.1992612503690409
ACH-000266,-0.13789504146296622
ACH-000272,0.03642231666734827
ACH-000274,-0.09253278536480522
ACH-000277,0.020656376175808448
ACH-000278,-0.016105554558822666
ACH-000279,-0.02172706302863525
ACH-000280,-0.14517660012641814
ACH-000281,-0.1118278994998385
ACH-000288,0.005108674080835968
ACH-000291,-0.16712890988849452
ACH-000293,-0.10298814410119116
ACH-000294,-0.17858516432683236
ACH-000295,-0.17221067975332208
ACH-000296,-0.12347102761739652
ACH-000302,-0.3717171632471741
ACH-000304,-0.058943741220023035
ACH-000307,0.0089565803063986
ACH-000308,-0.22408656356558165
ACH-000310,-0.02999991547505738
ACH-000311,-0.10352781336684276
ACH-000312,-0.13314688925774726
ACH-000315,-0.2453020444063333
ACH-000316,-0.006226043240446968
ACH-000317,0.05023534632558852
ACH-000318,-0.04626450329856737
ACH-000319,-0.005309302399337789
ACH-000320,-0.040084389084399416
ACH-000322,0.10713733256203738
ACH-000323,-0.15488525887236534
ACH-000324,-0.09357516528959048
ACH-000329,-0.07308633526189467
ACH-000330,-0.11301779905937699
ACH-000331,0.1332723895823084
ACH-000332,-0.04866426701203907
ACH-000334,-0.03863734149073974
ACH-000335,0.01594975704591727
ACH-000336,-0.2772320729346613
ACH-000337,-0.00744168538952532
ACH-000338,-0.4630647600063218
ACH-000339,-0.13784167160891936
ACH-000341,-0.13275092585822712
ACH-000348,-0.026494410842532318
ACH-000350,-0.08050714827884599
ACH-000352,-0.18691876920426256
ACH-000356,-0.04632671331048526
ACH-000361,-0.051419898018618286
ACH-000362,-0.2083349063155254
ACH-000363,0.027252116530972828
ACH-000364,-0.2002917539568063
ACH-000365,-0.0817039248629442
ACH-000366,-0.21487089662846307
ACH-000368,-0.06754458433190721
ACH-000374,0.0071659270918797485
ACH-000375,-0.2779178347723992
ACH-000376,-0.07392442054422826
ACH-000381,-0.11837911432712885
ACH-000383,-0.056261131181789915
ACH-000387,-0.048883337957749295
ACH-000389,-0.13250031525129782
ACH-000390,-0.048183608223267504
ACH-000393,-0.09808881909909538
ACH-000395,-0.4291527788744866
ACH-000396,-0.03573694970881952
ACH-000397,0.05676799982359501
ACH-000401,-0.08964710686427327
ACH-000402,-0.2888825966342607
ACH-000403,0.007840743122928786
ACH-000404,-0.0794865995413359
ACH-000406,-0.10704437257228716
ACH-000407,-0.07201434363529613
ACH-000408,-0.2472380106402447
ACH-000410,-0.059586905687584325
ACH-000411,-0.007400417276474747
ACH-000414,-0.022452787295164315
ACH-000415,-0.06938577660520164
ACH-000416,-0.03472905473770402
ACH-000420,-0.06544897789513299
ACH-000421,-0.12986285769544936
ACH-000424,-0.02273385554377727
ACH-000425,-0.1259341001799789
ACH-000426,-0.23126024222889946
ACH-000427,0.008811394667886479
ACH-000433,-0.05299489639098403
ACH-000435,-0.12603513057283214
ACH-000436,-0.16343196018699682
ACH-000444,-0.03579756340125078
ACH-000445,-0.1623110572338723
ACH-000448,0.0022752671031161034
ACH-000450,-0.27274671716981064
ACH-000452,-0.0592525544894268
ACH-000454,-0.09132921749338453
ACH-000458,-0.1367912504410747
ACH-000459,0.012765436448692685
ACH-000460,-0.10976323326153233
ACH-000461,-0.1520943490499409
ACH-000463,-0.005461036417855436
ACH-000464,-0.1019889502226852
ACH-000466,-0.2216878094406106
ACH-000467,0.07614496236469462
ACH-000468,-0.14009982197440912
ACH-000469,0.048651234347424965
ACH-000470,-0.033655818370009
ACH-000471,-0.1453097785261978
ACH-000472,-0.08194377316193831
ACH-000473,-0.19794865860568103
ACH-000475,-0.0608083363775772
ACH-000476,-0.23156548679947814
ACH-000477,-0.11447257489160935
ACH-000479,0.08426480823843294
ACH-000480,-0.055084604458904896
ACH-000481,-0.0003172184901047873
ACH-000483,-0.056377892911433365
ACH-000484,-0.08611193874611364
ACH-000485,-0.06111047665397465
ACH-000486,-0.1644790564200851
ACH-000487,-0.14536235327685176
ACH-000488,-0.0036214310970291382
ACH-000490,-0.0211798800278867
ACH-000491,-0.191468841206064
ACH-000495,-0.005930999471322068
ACH-000496,-0.037705493037921284
ACH-000499,0.07815588494807976
ACH-000500,0.07588540508407585
ACH-000502,-0.015443626859937297
ACH-000503,-0.1643781523733228
ACH-000505,-0.12282432698775317
