,QPCTL (54814)
ACH-000004,-0.08837903714377436
ACH-000005,-0.20188030636067855
ACH-000007,-0.07867916745865715
ACH-000009,-0.07544510231988955
ACH-000011,-0.12165375169509166
ACH-000012,-0.12573420724254478
ACH-000013,-0.1691308577021263
ACH-000014,-0.1039854557167136
ACH-000015,-0.16006725247799694
ACH-000017,0.01675929353098348
ACH-000018,-0.3110051116332968
ACH-000019,0.1434181098066342
ACH-000021,-0.10495142277093356
ACH-000022,-0.10440447281859293
ACH-000025,-0.08905434312206423
ACH-000028,-0.18442388937673876
ACH-000030,-0.14589477115161792
ACH-000035,-0.1513452953990639
ACH-000036,-0.1394011083717211
ACH-000037,0.024053445488083327
ACH-000039,-0.2934818833034714
ACH-000040,-0.04621976020071239
ACH-000041,-0.15164170162484195
ACH-000042,-0.006228049952272792
ACH-000045,-0.13129283219111376
ACH-000047,-0.07054362186832899
ACH-000052,0.02652792293990601
ACH-000053,-0.2797270218400636
ACH-000054,-0.08451411662873361
ACH-000055,-0.0945550953639244
ACH-000060,-0.07387821219802766
ACH-000067,-0.09305200700332626
ACH-000070,-0.19453371722426788
ACH-000075,0.06764379383088076
ACH-000078,-0.10407138256929636
ACH-000082,-0.08572285218988493
ACH-000085,-0.16067682042228953
ACH-000086,-0.1786343927129897
ACH-000087,-0.09880523110333413
ACH-000092,-0.12295901491155778
ACH-000095,-0.031056413761607563
ACH-000097,-0.1208230039383276
ACH-000098,-0.10084921639981946
ACH-000099,-0.13637947263477193
ACH-000108,-0.26595797882043165
ACH-000113,-0.04585138386505423
ACH-000116,-0.01597094455279562
ACH-000118,-0.2465826020165478
ACH-000120,-0.1144330882903622
ACH-000123,-0.07047665015396896
ACH-000127,-0.1138539385479372
ACH-000128,0.11422291336428675
ACH-000132,-0.16117843313065205
ACH-000133,-0.09202932622128587
ACH-000137,-0.30102636621474743
ACH-000138,-0.1027868773953963
ACH-000142,-0.02233130086012426
ACH-000143,-0.19633453565303388
ACH-000146,-0.019349438991137845
ACH-000148,-0.08819160629750113
ACH-000150,-0.19293025101592856
ACH-000152,-0.13924966800223332
ACH-000153,-0.0634164911834146
ACH-000159,-0.04935215629804875
ACH-000160,0.07324334110529432
ACH-000163,-0.05034893017776407
ACH-000167,0.1649592349939328
