,APOE (348)
ACH-000207,-0.15854324738128342
ACH-000208,0.10199940372755556
ACH-000210,0.29910931506921706
ACH-000211,-0.039320136831197484
ACH-000215,-0.044769995672707584
ACH-000221,-0.3305003787225466
ACH-000222,-0.2991643242929435
ACH-000223,-0.05099574371576368
ACH-000226,-0.08763080444139856
ACH-000227,-0.011169942245027974
ACH-000228,-0.2359640945086092
ACH-000231,0.031286513401639765
ACH-000232,-0.007809907328753367
ACH-000233,-0.13413060348643532
ACH-000234,-0.03408332928051089
ACH-000235,-0.06854245818655591
ACH-000237,-0.17090549517828968
ACH-000238,-0.1415593753351564
ACH-000242,-0.12388991472252
ACH-000243,-0.006983365558534633
ACH-000244,0.07442777959798723
ACH-000246,-0.1185367623120961
ACH-000248,-0.11659157401879827
ACH-000250,-0.08262190657647389
ACH-000251,-0.02296921961637529
ACH-000252,-0.11530871871933245
ACH-000253,-0.17358724915539064
ACH-000255,-0.05497160209790489
ACH-000256,-0.05496052250069347
ACH-000257,-0.22027003588568206
ACH-000258,-0.10361238870221057
ACH-000259,-0.11519233272910626
ACH-000260,-0.11397693385491478
ACH-000261,-0.018618960261055726
ACH-000262,-0.3642367993006345
ACH-000263,0.016640223046547345
ACH-000264,0.07493979237741348
ACH-000265,-0.1539525233049464
ACH-000266,-0.11743320801721538
ACH-000272,0.018668212752146977
ACH-000274,-0.09774843933236878
ACH-000277,-0.02736353271704372
ACH-000278,-0.13064632310427424
ACH-000279,-0.03988054096802055
ACH-000280,-0.1316991130095848
ACH-000281,-8.672951642065895e-05
ACH-000288,0.02232693237292
ACH-000291,-0.21024157676368352
ACH-000293,-0.4083673644485202
ACH-000294,-0.14721923161660636
ACH-000295,-0.060170351984829236
ACH-000296,-0.1617895215804405
ACH-000302,-0.256666020095899
ACH-000304,0.0452281602566145
ACH-000307,-0.0623808999201421
ACH-000308,-0.21466011423346168
ACH-000310,-0.1301444469920845
ACH-000311,-0.1511218009891801
ACH-000312,-0.1406434283616481
ACH-000315,-0.3902305276805468
ACH-000316,-0.0024544744555797787
ACH-000317,-0.034370810970929096
ACH-000318,-0.08394353318105602
ACH-000319,-0.08395545362735471
ACH-000320,-0.04287760762200448
ACH-000322,0.11676525420561812
ACH-000323,-0.020011110816639043
ACH-000324,-0.1634929318117978
ACH-000329,-0.0705106545901882
ACH-000330,-0.28839603855407564
ACH-000331,-0.020020807602286497
ACH-000332,-0.10568433693494664
ACH-000334,0.02114965374992025
ACH-000335,-0.1305200275635079
ACH-000336,-0.0502109897390551
ACH-000337,-0.30858476282119834
ACH-000338,-0.23442450512544385
ACH-000339,-0.09952996093876322
ACH-000341,-0.03990546025491417
ACH-000348,0.0033027176536515844
ACH-000350,-0.05193881670528165
ACH-000352,-0.12861391584440074
ACH-000356,-0.016991663478568925
ACH-000361,0.06793119434708922
ACH-000362,0.06996820400934801
ACH-000363,-0.10563663663055196
ACH-000364,-0.12918700895033072
ACH-000365,-0.09032324501963276
ACH-000366,-0.2465791494777309
ACH-000368,-0.061274522262552075
ACH-000374,0.03830345237962556
ACH-000375,0.052406890010390526
ACH-000376,-0.013012935127225386
ACH-000381,-0.008618499330902968
ACH-000383,-0.13922461418527882
ACH-000387,-0.14358997557294134
ACH-000389,0.19097048233710576
ACH-000390,0.008832400304413346
ACH-000393,-0.12413611932505385
ACH-000395,-0.4048476485864168
ACH-000396,-0.17868147751467686
ACH-000397,-0.0750157717116961
ACH-000401,-0.011675581467194274
ACH-000402,-0.5027698269062166
ACH-000403,-0.06482295292272537
ACH-000404,-0.5255700176983127
ACH-000406,-0.1151188702508893
ACH-000407,0.007332163024711894
ACH-000408,-0.09545370072571073
ACH-000410,-0.136113003742378
ACH-000411,-0.16630957881423006
ACH-000414,-0.08968650403438062
ACH-000415,-0.16492540971058334
ACH-000416,-0.02136141442611344
ACH-000420,-0.05553781273000726
ACH-000421,-0.12906321798889275
ACH-000424,-0.1162447099175187
ACH-000425,-0.10269697627608583
ACH-000426,-0.1900822220352892
ACH-000427,-0.2206881545521344
ACH-000433,-0.0006394720364821482
ACH-000435,-0.2291340907023696
ACH-000436,0.043589155409571735
ACH-000444,0.028042373876671616
ACH-000445,-0.23992601694471066
ACH-000448,-0.0345901841529947
ACH-000450,0.05158154727275697
ACH-000452,-0.09475263314866204
ACH-000454,-0.21697225965859487
ACH-000458,-0.2593203793493558
ACH-000459,-0.00848678930502833
ACH-000460,-0.10991343138847556
ACH-000461,-0.10948656588021538
ACH-000463,-0.03463646287384427
ACH-000464,-0.08460475474937762
ACH-000466,0.04056733404182238
ACH-000467,-0.06445472027429489
ACH-000468,-0.17708694710811854
ACH-000469,-0.10841006693455467
ACH-000470,-0.17981817484524654
ACH-000471,-0.15775057590019148
ACH-000472,-0.10663519864741128
ACH-000473,-0.16765230789038804
ACH-000475,-0.115816221749932
ACH-000476,-0.1795214525896541
ACH-000477,-0.21256935296420074
ACH-000479,0.011421582406763822
ACH-000480,-0.06984800065407765
ACH-000481,-0.04705996747863382
ACH-000483,-0.05285677871967657
ACH-000484,-0.18984972827348726
ACH-000485,0.014430554046468659
ACH-000486,-0.19593403581393426
ACH-000487,-0.1401057937194131
ACH-000488,-0.13217797941828946
ACH-000490,-0.09503024698268923
ACH-000491,-0.13439371075165882
ACH-000495,0.10634675284944876
ACH-000496,-0.027138246813232264
ACH-000499,-0.014484811661665063
ACH-000500,0.057162668363773886
ACH-000502,-0.10072487238848256
ACH-000503,-0.03125235195418145
ACH-000505,-0.07756051456767431
ACH-000507,-0.16040770184919878
ACH-000510,-0.2614948273545921
ACH-000511,0.021722671040319733
ACH-000512,0.2508009263622015
ACH-000516,-0.13673952921401014
ACH-000517,-0.16421168542502235
ACH-000518,-0.13326613396655654
ACH-000520,-0.2278248661925571
ACH-000521,-0.07415017019629704
ACH-000522,-0.05174762284476079
ACH-000524,-0.2435783867814574
ACH-000527,-0.09290845703159856
ACH-000528,0.001989615064571495
ACH-000537,-0.0795281049408394
ACH-000541,-0.4405489517423945
ACH-000542,-0.08337061533788429
ACH-000544,-0.15615038272421636
ACH-000545,-0.07182686703602402
ACH-000547,0.09086086120056787
ACH-000548,-0.14080394457327944
ACH-000549,0.06461005138122622
ACH-000550,0.0007834182130470925
ACH-000552,-0.24255899689302346
ACH-000556,-0.11513311900249976
ACH-000557,-0.025337027435334832
ACH-000569,0.012863905467669131
ACH-000570,-0.06766106378138646
ACH-000571,-0.10483678769409632
ACH-000573,-0.08320303993029952
ACH-000576,-0.009390919280666541
ACH-000579,0.17364478107271952
ACH-000580,-0.049736666718141184
ACH-000584,-0.13823073794299376
ACH-000585,-0.21711242962305446
ACH-000588,-0.08268123596019808
ACH-000589,-0.09077351225053687
ACH-000591,0.07865478035768221
ACH-000593,-0.12969751165939736
ACH-000600,0.09924564985215037
ACH-000601,-0.171551148643113
ACH-000605,-0.1590071616254046
ACH-000606,-0.1238956300954652
ACH-000608,-0.1907013171365881
ACH-000614,-0.10024058274980054
ACH-000616,-0.15535844579601246
ACH-000618,-0.05992747441541504
ACH-000619,0.04334401355345257
ACH-000620,-0.1458109186344567
ACH-000621,-0.18583832245805085
ACH-000622,-0.013845999368329724
ACH-000623,0.0063269146362596815
ACH-000624,-0.1226157635077671
ACH-000627,-0.09216897203895366
ACH-000630,-0.09581993208636798
ACH-000631,-0.29146617156015064
ACH-000632,-0.011026485205396059
ACH-000633,-0.14932802135453607
ACH-000637,-0.191664212285803
ACH-000638,-0.16115722872158475
ACH-000646,-0.12400869014549837
ACH-000647,-0.04295015202559682
ACH-000648,-0.05085490385073623
ACH-000649,-0.1124085439110176
ACH-000651,-0.09733635288158517
ACH-000652,-0.1414923887750132
ACH-000653,-0.23646287173031305
ACH-000657,-0.09857114049677952
ACH-000658,-0.10021565141779357
ACH-000661,-0.16530273066342513
ACH-000662,0.010493254553178162
ACH-000663,-0.19364313740143088
ACH-000665,-0.04625572698126443
ACH-000671,-0.022746788504649142
ACH-000672,-0.1648070924562918
ACH-000673,-0.07460736002769627
ACH-000676,-0.13790456554216254
ACH-000677,-0.022826715161900338
ACH-000681,-0.18986475577650286
ACH-000683,-0.0951157160373162
ACH-000684,0.03784567968769583
ACH-000688,-0.23201386576465236
ACH-000693,-0.08965060124764715
ACH-000694,-0.23078277364017966
ACH-000695,0.02525905863627892
ACH-000696,-0.07978272069399324
ACH-000697,-0.13519861435818525
ACH-000699,-0.1348879030364
ACH-000701,-0.040935107955646116
ACH-000706,-0.0854571401284963
ACH-000711,-0.09250582283468836
ACH-000713,-0.13025970061102074
ACH-000714,-0.1797111147004742
ACH-000718,-0.08067736343196916
ACH-000720,0.0066228057097823785
ACH-000721,-0.10926928684221372
ACH-000724,-0.08496362336240541
ACH-000725,-0.16664097308829212
ACH-000732,0.012621324728673071
ACH-000734,-0.10629823104817718
ACH-000735,-0.006506592051096122
ACH-000736,-0.3358402780487744
ACH-000738,-0.1282570573640261
ACH-000746,-0.015440982931416847
ACH-000747,0.1267963535235787
ACH-000748,-0.198656567723453
ACH-000753,-0.014263385029069332
ACH-000756,-0.12008170029743942
ACH-000757,-0.1879648402895462
ACH-000758,-0.2170640889242033
ACH-000760,-0.1331757733490496
ACH-000762,-0.15725316930770755
ACH-000763,-0.17064989200198166
ACH-000764,-0.34263880821833265
ACH-000765,-0.07958799154383517
ACH-000766,-0.09152612043287163
ACH-000767,-0.1969136228964908
ACH-000768,0.018604136747416858
ACH-000769,-0.010319614482558652
ACH-000770,-0.1553773945112633
ACH-000771,-0.13893574936357295
ACH-000773,-0.10908517835925298
ACH-000776,-0.056151259408159335
ACH-000777,-0.08687363586691363
ACH-000778,-0.1509735535548158
ACH-000781,-0.06640539386297363
ACH-000782,-0.1510418451283523
ACH-000783,-0.06499709966806498
ACH-000784,-0.20077980763838024
ACH-000785,0.09330857555124383
ACH-000787,-0.34168648015132624
ACH-000788,-0.015616101898105944
ACH-000791,-0.057623470558585924
ACH-000792,-0.12163181414772938
ACH-000794,-0.10882972197788332
ACH-000796,-0.1038668120064651
ACH-000798,-0.2308010344126836
ACH-000799,-0.14498136741182616
ACH-000800,-0.043458660114410234
ACH-000802,-0.2225512384049547
ACH-000804,-0.1999727051815421
ACH-000805,-0.1958959959906976
ACH-000809,-0.1403847114254179
ACH-000810,0.06587034086192667
ACH-000811,-0.06699946065967641
ACH-000817,-0.08050775351242401
ACH-000819,-0.22570964586934525
ACH-000820,-0.36095505173611664
ACH-000821,-0.18941845543121505
ACH-000822,-0.14865199408126162
ACH-000823,-0.14776343580923065
ACH-000824,-0.10851454612699724
ACH-000827,-0.18122716866550487
ACH-000829,-0.18625084976170767
ACH-000831,-0.008072135693126304
ACH-000832,0.1184703650871636
ACH-000833,-0.16316989719831065
ACH-000834,-0.1743846741773101
ACH-000835,-0.19939595832636312
ACH-000836,-0.025956756475328944
ACH-000837,-0.249480969068566
ACH-000838,-0.1859849938386801
ACH-000839,-0.08528724195555737
ACH-000840,-0.14309395287139354
ACH-000841,-0.008660826153710633
ACH-000843,-0.1803032504998356
ACH-000846,-0.10504633842159364
ACH-000847,-0.10841058939908194
ACH-000848,-0.2165969223545657
ACH-000849,-0.16258985185368852
ACH-000851,-0.1149063676917437
ACH-000855,-0.24969424522027825
ACH-000856,-0.12541206709187952
ACH-000858,-0.10277152134330586
ACH-000859,-0.1481401438744006
ACH-000861,-0.4102660463510048
ACH-000862,-0.09692825886685386
ACH-000865,-0.12936614300456747
ACH-000866,-0.08397669314825512
ACH-000867,-0.03550505072385797
ACH-000869,-0.0046761638514353065
ACH-000872,-0.0924336799121828
ACH-000873,-0.26086871914090964
ACH-000876,-0.08393899828073897
ACH-000878,-0.2473414186057533
ACH-000880,-0.12614403462251045
ACH-000881,-0.06677135462380207
ACH-000882,-0.15396079112767694
ACH-000884,-0.04701862390401843
ACH-000885,-0.0669864758402793
ACH-000887,-0.08196859527998565
ACH-000889,-0.09371023209368844
ACH-000896,-0.11829727168404425
ACH-000898,-0.12938753219826174
ACH-000900,-0.1631548661974287
ACH-000901,-0.20029136360658434
ACH-000905,-0.06292281760638081
ACH-000906,-0.21279586588220992
ACH-000907,0.04172118457953489
ACH-000910,-0.038896474542147313
ACH-000911,-0.15925927754130378
ACH-000912,-0.15253281846798827
ACH-000913,-0.024764952503330544
ACH-000915,-0.20097289637047344
ACH-000916,-0.14093068632867065
ACH-000917,-0.18929100935273716
ACH-000920,0.19703555580280488
ACH-000921,-0.17890462894441145
ACH-000924,-0.12849059932927218
ACH-000926,0.007691933554752365
ACH-000928,-0.23869162329488164
ACH-000929,-0.17065368314247525
ACH-000932,-0.2258295522791791
ACH-000935,-0.010919346829304628
ACH-000936,-0.2248551758602134
ACH-000937,-0.14447358281403333
ACH-000938,0.09849736045143168
ACH-000939,-0.2397156976491222
ACH-000941,-0.15074490840324664
ACH-000943,-0.11019500576380603
ACH-000946,-0.0725794490918735
ACH-000947,-0.08814516371925585
ACH-000948,-0.14736871044162286
ACH-000950,-0.07013380491054427
ACH-000953,-0.07085041673740916
ACH-000954,-0.2161368851699888
ACH-000957,-0.030515298274209592
ACH-000958,-0.0573769486030637
ACH-000960,-0.018523723807187226
ACH-000963,0.03819965184175081
ACH-000968,-0.022293974712804282
ACH-000969,-0.28878020984550484
ACH-000972,-0.05528564302043088
ACH-000973,-0.15794654649238604
ACH-000974,-0.14002262228857607
ACH-000978,-0.2926677806999496
ACH-000984,-0.2346448182921987
ACH-000986,-0.09587556376226418
ACH-000988,-0.15118887945145176
ACH-000993,-0.12351167077950365
ACH-000994,-0.16742928639408688
ACH-000996,-0.29505656823770904
ACH-001001,-0.07286520953558598
ACH-001020,-0.0805850727591073
ACH-001028,-0.1024466446598519
ACH-001031,-0.10001262802004654
ACH-001038,-0.07695357188521637
ACH-001048,-0.11785052266584956
ACH-001050,-0.11082113873745687
ACH-001053,-0.005978797060420694
ACH-001054,-0.036384656224217146
ACH-001061,-0.10405172951539036
ACH-001067,-0.168898130327103
ACH-001075,-0.2168559879195252
ACH-001096,-0.0619890409785897
ACH-001111,-0.02782405542362531
ACH-001119,-0.2315535995395957
ACH-001128,-0.09939064878035238
ACH-001134,-0.0176291932290052
ACH-001151,-0.2104965275810857
ACH-001163,-0.03537134038854973
ACH-001164,-0.02762867274604981
ACH-001183,-0.048211639499147405
ACH-001192,-0.2661304299237273
ACH-001193,-0.10559566506513407
ACH-001196,0.0013610586692193282
ACH-001197,0.005787979588084394
ACH-001205,-0.008952432123532994
ACH-001211,0.08592179954025815
ACH-001212,-0.15065688696067786
ACH-001228,-0.1152834973162727
ACH-001232,-0.020013483234348033
ACH-001239,-0.08489516731005904
ACH-001270,-0.18605555363067136
ACH-001274,-0.1334094823002217
ACH-001275,-0.037445889585411965
ACH-001277,-0.19991175911632128
ACH-001278,0.02539262376253663
ACH-001280,-0.02251805834483886
ACH-001283,-0.034164189771812875
ACH-001289,0.08330595578486877
ACH-001300,-0.09567113094053846
ACH-001301,-0.1957494954598321
ACH-001302,-0.2310661692021247
ACH-001306,-0.0562246694737184
ACH-001318,0.06762786941212855
ACH-001322,-0.12159191976705312
ACH-001328,-0.10795650364434624
ACH-001332,-0.4654977968453965
ACH-001336,-0.1073169171112172
ACH-001346,-0.1997539088989829
ACH-001353,-0.019720285186486483
ACH-001354,-0.23390268462481495
ACH-001367,-0.0059497751592164465
ACH-001368,-0.08874165533414048
ACH-001374,-0.09900189825446876
ACH-001377,-0.13297476676418093
ACH-001380,-0.0984087008350788
ACH-001391,-0.1490115048211601
ACH-001408,0.06920555369303084
ACH-001430,0.008420547449394713
ACH-001431,-0.16018354561747253
ACH-001450,0.0005750829279599538
ACH-001496,-0.015611279107594725
ACH-001500,-0.15002962746708978
ACH-001523,-0.07433998618250005
ACH-001532,-0.03941787008346263
ACH-001550,-0.16506309374786382
ACH-001552,-0.2914814235182681
ACH-001554,-0.24488961788033525
ACH-001654,-0.14322260749369184
ACH-001735,-0.16683958119830944
ACH-001736,-0.14211009911297198
ACH-001737,0.3990874284812028
ACH-001740,0.06247267323741056
ACH-001745,-0.08229883907856607
ACH-001765,-0.04843920198344034
