,ATP10B (23120)
ACH-000004,-0.1747218040473504
ACH-000005,0.09418545854744913
ACH-000007,-0.18508454296287435
ACH-000009,-0.08006640586107094
ACH-000011,-0.008990051229459388
ACH-000012,0.07815357904174114
ACH-000013,0.060483929785642175
ACH-000014,0.05123163061756731
ACH-000015,0.02959750807415007
ACH-000017,-0.08379154530252317
ACH-000018,0.04413863150913501
ACH-000019,0.05531272010468699
ACH-000021,0.014757167538973147
ACH-000022,-0.000597446361568299
ACH-000025,0.09835760709189503
ACH-000028,0.12914673582145364
ACH-000030,-0.03002650755582695
ACH-000035,0.0043500097343659285
ACH-000036,0.1134009619667741
ACH-000037,0.03893322177672976
ACH-000039,-0.061214193102499426
ACH-000040,-0.09486578247638816
ACH-000041,0.049094952911861216
ACH-000042,-0.11933002022706565
ACH-000045,-0.05127183195142153
ACH-000047,-0.0615682571097476
ACH-000052,-0.03332046957787368
ACH-000053,-0.14488720945199138
ACH-000054,-0.07661092398896939
ACH-000055,-0.0559835950779813
ACH-000060,-0.09267540194210548
ACH-000067,-0.03464654371183335
ACH-000070,-0.04283702003130455
ACH-000075,-0.03548304518911589
ACH-000078,0.03703867533072367
ACH-000082,0.02159507835370198
ACH-000085,0.06599954547160744
ACH-000086,-0.05610323115070149
ACH-000087,-0.048453494453611884
ACH-000092,0.04454089191931115
ACH-000095,-0.033839119801241865
ACH-000097,0.07431490154137345
ACH-000098,0.009045552594838826
ACH-000099,-0.032022705817216564
ACH-000108,-0.037450414348057855
ACH-000113,-0.03884029207693869
ACH-000116,0.0185818386275462
ACH-000118,0.005435053744520414
ACH-000120,0.08441568266601457
ACH-000123,-0.15961690049442467
ACH-000127,-0.09453582595039993
ACH-000128,-0.06638893511863665
ACH-000132,0.04153811023728732
ACH-000133,-0.020444214446505567
ACH-000137,0.039071458855647036
ACH-000138,-0.04154929328214122
ACH-000142,-0.07672893332627058
ACH-000143,0.034764830994027544
ACH-000146,0.014497763470861737
ACH-000148,-0.06770330772031881
ACH-000150,-0.18702435132235515
ACH-000152,-0.025993477631700342
ACH-000153,-0.08142994217815351
ACH-000159,0.006312522260710413
ACH-000160,0.038473542824584456
ACH-000163,0.11862310406830714
ACH-000167,0.010618432248356407
ACH-000168,-0.015621881293616415
ACH-000169,-0.017764622306598046
ACH-000178,-0.07297678878784697
ACH-000183,-0.02808005765480339
ACH-000188,0.06492281359956295
ACH-000189,-0.13472319607173502
ACH-000190,0.0465011065685756
ACH-000198,-0.033842045141710464
ACH-000203,0.592267722254619
ACH-000204,-0.097915244691775
ACH-000206,0.22421600214704596
ACH-000207,0.1591473690003431
ACH-000208,-0.054867867488516055
ACH-000210,0.013907125950778459
ACH-000211,0.023266990515676118
ACH-000215,-0.03404404415812545
ACH-000221,0.09246512119600503
ACH-000222,0.0639110460418223
ACH-000223,-0.08165535417585333
ACH-000226,-0.21518967303946945
ACH-000227,-0.158599497479798
ACH-000228,-0.035097289480226064
ACH-000231,0.05622401258811786
ACH-000232,-0.08285136785481964
ACH-000233,-0.063098566843876
ACH-000234,-0.08355629877171454
ACH-000235,-0.06946174552792928
ACH-000237,-0.006778309798851009
ACH-000238,-0.027472163607165125
ACH-000242,0.16614457133908514
ACH-000243,0.028056809526750603
ACH-000244,-0.2638687574424691
ACH-000246,-0.0020481787845091455
ACH-000248,0.17704070843850644
ACH-000250,-0.0079152350757963
ACH-000251,-0.020792634172720943
ACH-000252,-0.1407829261303116
ACH-000253,-0.06323104965536464
ACH-000255,-0.1699895166328997
ACH-000256,-0.1419987538847572
ACH-000257,0.022846813694862914
ACH-000258,-0.10437387149425448
ACH-000259,-0.06620257527612985
ACH-000260,-0.02532783372490096
ACH-000261,-0.029404696527469968
ACH-000262,0.01807524125543965
ACH-000263,-0.06333360250350914
ACH-000264,0.009003972759934501
ACH-000265,0.01466820997390076
ACH-000266,0.015506017015932681
ACH-000272,-0.06186179506425026
ACH-000274,-0.08517328222712171
ACH-000277,0.0893114446697351
ACH-000278,0.051328648466251264
ACH-000279,-0.061509389040194234
ACH-000280,0.13634232431674922
ACH-000281,0.08906437868155688
ACH-000288,0.00719174254030134
ACH-000291,-0.042745876759425414
ACH-000293,-0.07149595105632532
ACH-000294,-0.042546657429189234
ACH-000295,-0.2050878272473652
ACH-000296,-0.08659391700231307
ACH-000302,0.060996253799037226
ACH-000304,0.022288380442108808
ACH-000307,0.008732960228559078
ACH-000308,0.07120474657810742
ACH-000310,-0.2508807328851922
ACH-000311,0.20024659690078514
ACH-000312,0.07592800717447618
ACH-000315,0.07757676072472976
ACH-000316,-0.2683428184241517
ACH-000317,0.08860789350899348
ACH-000318,0.07831866008202007
ACH-000319,-0.03235889425600524
ACH-000320,0.09244962457120708
ACH-000322,0.037486402653883664
ACH-000323,-0.05096401240305242
ACH-000324,-0.02656049559577584
ACH-000329,0.026594211110150475
ACH-000330,-0.14722546880459994
ACH-000331,-0.0239375773739629
ACH-000332,-0.027059902844096536
ACH-000334,-0.10853482681232997
ACH-000335,-0.2306136215334795
ACH-000336,0.10292490771353092
ACH-000337,0.07701124779177135
ACH-000338,-0.857575323834212
ACH-000339,-0.12239451474592188
ACH-000341,-0.01847408029575507
ACH-000348,0.0428632609289275
ACH-000350,-0.11036902186019233
ACH-000352,0.020460849435159863
ACH-000356,0.041353654981826825
ACH-000361,-0.07432853821058613
ACH-000362,0.0047006452622088855
ACH-000363,-0.014163061053368675
ACH-000364,0.07236196892005825
ACH-000365,-0.00432195832352122
ACH-000366,0.02964716464633184
ACH-000368,0.09371332383574296
ACH-000374,0.06370547251187125
ACH-000375,0.062028142249942936
ACH-000376,-0.048388722094857735
ACH-000381,0.03841679297684762
ACH-000383,-0.0007106881169250329
ACH-000387,-0.00963504100597063
ACH-000389,-0.019094246159799502
ACH-000390,-0.07696035128783607
ACH-000393,-0.03345022194921634
ACH-000395,0.07443257928767348
ACH-000396,0.17664687069974053
ACH-000397,-0.127462148533269
ACH-000401,-0.0035178212733003216
ACH-000402,0.12193826390365653
ACH-000403,-0.008532242528793008
ACH-000404,-0.024309910251560436
ACH-000406,-0.08399303395409187
ACH-000407,-0.03070501015457835
ACH-000408,0.14344748764272747
ACH-000410,-0.04169494767720672
ACH-000411,0.055360066965777104
ACH-000414,0.1177627807824954
ACH-000415,0.08934455810165604
ACH-000416,-0.030979671909662162
ACH-000420,0.03265477696257943
ACH-000421,0.014082938722310163
ACH-000424,0.057166960759351765
ACH-000425,-0.04607256367830916
ACH-000426,-0.07088131312839882
ACH-000427,0.14398396748638648
ACH-000433,-0.09305499544715523
ACH-000435,0.2467548439590809
ACH-000436,-0.03082173144352325
ACH-000444,-0.058416681104501086
ACH-000445,0.014471174879894012
ACH-000448,-0.07331384445331518
ACH-000450,-0.039419790833016284
ACH-000452,0.09780860351198437
ACH-000454,0.05519136025151427
ACH-000458,0.22335700030057648
ACH-000459,-0.033232332871607866
ACH-000460,0.010849514203172364
ACH-000461,0.08949717711124157
ACH-000463,0.06630578949884533
ACH-000464,0.11766687941360265
ACH-000466,-0.09206791292425813
