,EDC4 (23644)
ACH-000004,-0.5105961631311897
ACH-000005,-0.4993928845629715
ACH-000007,-0.5863152335245794
ACH-000009,-0.3579477089964112
ACH-000011,-0.31093829454926497
ACH-000012,-0.6825623790357379
ACH-000013,-0.3919624733452104
ACH-000014,-0.2734291713899064
ACH-000015,-0.3407195977853416
ACH-000017,-0.4228421973564725
ACH-000018,-0.5750296128563935
ACH-000019,-0.3011975169252625
ACH-000021,-0.5389770779928019
ACH-000022,-0.2717315916356569
ACH-000025,-0.3913543787507036
ACH-000028,-0.3256319021811868
ACH-000030,-0.26155134649991585
ACH-000035,-0.4810625471765208
ACH-000036,-0.3190930545277284
ACH-000037,-0.4829285250028098
ACH-000039,-0.5533255009148507
ACH-000040,-0.36618576619406973
ACH-000041,-0.3437365041588292
ACH-000042,-0.482903184905755
ACH-000045,-0.1949227256328222
ACH-000047,-0.42640232017244223
ACH-000052,-0.8756939024714471
ACH-000053,-0.4602124715782054
ACH-000054,-0.34132780887205777
ACH-000055,-0.5994960288247078
ACH-000060,-0.4463563467517543
ACH-000067,-0.5009434331555763
ACH-000070,-0.3757662726156938
ACH-000075,-0.4129191307286017
ACH-000078,-0.4795248111454992
ACH-000082,-0.5133033875534454
ACH-000085,-0.7194159446499766
ACH-000086,-0.4260101751174816
ACH-000087,-0.3827819046229756
ACH-000092,-0.4880896382353112
ACH-000095,-0.32736376571548725
ACH-000097,-0.2590070931713241
ACH-000098,-0.4621591805620829
ACH-000099,-0.4792589694965914
ACH-000108,-0.4838387826548747
ACH-000113,-0.2320567648405675
ACH-000116,-0.5215618301429198
ACH-000118,-0.4803663701649261
ACH-000120,-0.5825023026674295
ACH-000123,-0.3505863600361533
ACH-000127,-0.5263466786444062
ACH-000128,-0.7649067295532263
ACH-000132,-0.5038590519420305
ACH-000133,-0.6488178048269929
ACH-000137,-0.4151052394100607
ACH-000138,-0.35160438343160866
ACH-000142,-0.4435055190306497
ACH-000143,-0.6038211404071655
ACH-000146,-0.4979793860897867
ACH-000148,-0.44921175991537576
ACH-000150,-0.5259767649562367
ACH-000152,-0.3734549461372199
ACH-000153,-0.6362362454477081
ACH-000159,-0.32891104356330525
ACH-000160,-0.3151166767509564
ACH-000163,-0.21203153100275896
ACH-000167,-0.4455659339307368
ACH-000168,-0.3774297766771933
ACH-000169,-0.3545738980350477
ACH-000178,-0.5407654607047866
ACH-000183,-0.4476637567318319
ACH-000188,-0.33655167201833464
ACH-000189,-0.3819207260410839
ACH-000190,-0.22163929141996624
ACH-000198,-0.5931461160455486
ACH-000203,-0.1456991929059578
ACH-000204,-0.4045670360185781
ACH-000206,-0.3642268549513449
ACH-000207,-0.40427646315076055
ACH-000208,-0.4897247019011928
ACH-000210,-0.4252447044421621
ACH-000211,-0.6568712262680573
ACH-000215,-0.3416114047052012
ACH-000221,-0.4920950506072014
ACH-000222,-0.4541040739276373
ACH-000223,-0.3398851023620845
ACH-000226,-0.3815636329464341
ACH-000227,-0.29406214401331354
ACH-000228,-0.39872246521372345
ACH-000231,-0.5151263887217835
ACH-000232,-0.405258270419228
ACH-000233,-0.4049719308784556
ACH-000234,-0.3115748701306301
ACH-000235,-0.5634339548074253
ACH-000237,-0.6477882375178641
ACH-000238,-0.4108368215525318
ACH-000242,-0.5580885489313114
ACH-000243,-0.5619041678050766
ACH-000244,-0.5375598824384901
ACH-000246,-0.3136815058717221
ACH-000248,-0.572414224055092
ACH-000250,-0.4904320368017983
ACH-000251,-0.39656398711756496
ACH-000252,-0.7334962631889217
ACH-000253,-0.35359429413074955
ACH-000255,-0.3579480451063761
ACH-000256,-0.4477581791155991
ACH-000257,-0.4378023465422969
ACH-000258,-0.5281266137912339
ACH-000259,-0.13877513689170248
ACH-000260,-0.5173510837805229
ACH-000261,-0.437025540566678
ACH-000262,-0.5700338347795253
ACH-000263,-0.2915275127653976
ACH-000264,-0.5193973618446458
ACH-000265,-0.21355327935698104
ACH-000266,-0.47666529021306
ACH-000272,-0.3676687705907803
