,NFIC (4782)
ACH-000004,-0.004463313741453975
ACH-000005,0.07244002819168258
ACH-000007,-0.07178972498622734
ACH-000009,-0.09325574488700136
ACH-000011,-0.07442604234177677
ACH-000012,-0.0317361529213096
ACH-000013,-0.14830390421614245
ACH-000014,0.012403601807879793
ACH-000015,-0.019296123691467174
ACH-000017,-0.24805677995902284
ACH-000018,-0.3166490803783526
ACH-000019,-0.0661392637957017
ACH-000021,-0.010984116970239977
ACH-000022,0.008613041417080167
ACH-000025,-0.1838644813426162
ACH-000028,-0.1976617473572164
ACH-000030,-0.13773637311004686
ACH-000035,-0.11995988198710535
ACH-000036,-0.2211815884917665
ACH-000037,-0.09423706178845596
ACH-000039,-0.03159767700788148
ACH-000040,-0.3976733817404085
ACH-000041,-0.003727298926703497
ACH-000042,-0.28326678184791804
ACH-000045,-0.0406747493354057
ACH-000047,-0.06225682269194829
ACH-000052,-0.13074781717010378
ACH-000053,0.07130791689934338
ACH-000054,-0.09678726753513782
ACH-000055,-0.461763730808959
ACH-000060,-0.3860497040278007
ACH-000067,-0.0871260954375557
ACH-000070,-0.17290242175591014
ACH-000075,-0.4326785315062568
ACH-000078,-0.03814745779834948
ACH-000082,-0.16506641373811315
ACH-000085,-0.08053360051192297
ACH-000086,0.07376389980332297
ACH-000087,0.13433303701055194
ACH-000092,-0.4773905822835907
ACH-000095,0.0926978586388344
ACH-000097,-0.06296543486633759
ACH-000098,0.07009472074515666
ACH-000099,-0.09717855490294428
ACH-000108,0.014189769745462415
ACH-000113,0.12171585126943985
ACH-000116,0.07055224821382447
ACH-000118,-0.04831493141485613
ACH-000120,0.0902935785745782
ACH-000123,-0.003917368279427857
ACH-000127,-0.1466568661216611
ACH-000128,-0.05943992563706791
ACH-000132,-0.021006507388504743
ACH-000133,-0.18042583297762846
ACH-000137,-0.05208129675533457
ACH-000138,-0.13033012174759687
ACH-000142,0.02775904533420434
ACH-000143,0.0019214253504524325
ACH-000146,-0.01617206571294338
ACH-000148,-0.020671826918018176
ACH-000150,-0.18661805768343606
ACH-000152,-0.022824418920081812
ACH-000153,0.03368488361931589
ACH-000159,0.031178847678518126
ACH-000160,0.04248095327181517
ACH-000163,-0.05430973366301956
ACH-000167,-0.11742704621671987
ACH-000168,-0.0020560939012598052
ACH-000169,0.12788630413251212
ACH-000178,-0.23174453651236845
ACH-000183,-0.02984473708529241
ACH-000188,-0.1434225145833904
ACH-000189,-0.009916662133890836
ACH-000190,-0.2111084734543577
ACH-000198,0.024033863242489253
ACH-000203,-0.07603920541989398
ACH-000204,0.023989187355838076
ACH-000206,-0.09036798564686176
ACH-000207,0.07246306769413857
ACH-000208,-0.003923166002759543
