,SAMD4B (55095)
ACH-000307,-0.16433116704414674
ACH-000308,-0.3360715414980853
ACH-000310,-0.06302337289105693
ACH-000311,-0.3329381616302999
ACH-000312,-0.04215832554960077
ACH-000315,-0.2526150044643508
ACH-000316,-0.5402371863693942
ACH-000317,-0.2179865461373036
ACH-000318,-0.6682342890615225
ACH-000319,-0.08105655371622318
ACH-000320,-0.13964034517098914
ACH-000322,-0.04467595194920737
ACH-000323,-0.20578474532513186
ACH-000324,-0.3029196386249577
ACH-000329,-0.16463466594165774
ACH-000330,-0.5862513723439038
ACH-000331,-0.26322475482631963
ACH-000332,-0.5187979806931271
ACH-000334,-0.35946739274503337
ACH-000335,-0.15482524825973942
ACH-000336,-0.1502505402809298
ACH-000337,-0.23025741014113546
ACH-000338,-0.1000945865710854
ACH-000339,-0.16086473989415292
ACH-000341,-0.056351225406678015
ACH-000348,-0.15528606093825414
ACH-000350,-0.23263261061425894
ACH-000352,-0.20139242876842214
ACH-000356,-0.4035680344616629
ACH-000361,-0.07299484409968571
ACH-000362,-0.4986741932660394
ACH-000363,-0.32480259057935484
ACH-000364,-0.1440370680940153
ACH-000365,-0.26867431815781845
ACH-000366,-0.5755359391905509
ACH-000368,-0.2629235188859873
ACH-000374,-0.14814655833420268
ACH-000375,-0.5767197846778593
ACH-000376,-0.2341173994774672
ACH-000381,-0.5276082392744046
ACH-000383,-0.3073785944397733
ACH-000387,-0.4388286225210981
ACH-000389,-0.4541602831248714
ACH-000390,-0.5331511389461079
ACH-000393,-0.3705775591545841
ACH-000395,-0.7771002746990688
ACH-000396,-0.5374202309047524
ACH-000397,-0.5407405826120271
ACH-000401,-0.2898586258122276
ACH-000402,-0.5301067795365026
ACH-000403,-0.2754580466046317
ACH-000404,-0.8342040264318002
ACH-000406,-0.16999448949291168
ACH-000407,-0.6429543724501732
ACH-000408,-0.1917678550785601
ACH-000410,-0.21359684781218227
ACH-000411,-0.14143128969565275
ACH-000414,-0.17234862035741305
ACH-000415,-0.1374884437850632
ACH-000416,-0.157152108873306
ACH-000420,-0.36992499631710335
ACH-000421,-0.28745555594365985
ACH-000424,-0.21020868382590469
ACH-000425,-0.2493130344817316
ACH-000426,-0.2260698424501343
ACH-000427,-0.5014808318475283
ACH-000433,-0.14870137428307947
ACH-000435,0.04133474810858784
ACH-000436,-0.4867148776181303
ACH-000444,-0.1624928135106126
ACH-000445,-0.1006381109923499
ACH-000448,-0.2883229966045753
ACH-000450,-0.17557641576341596
ACH-000452,-0.46664302401817404
ACH-000454,-0.5746298722014888
ACH-000458,-0.20385910838949745
ACH-000459,-0.4364709236012603
ACH-000460,-0.4847188184009148
ACH-000461,-0.18813220819348545
ACH-000463,-0.0020985365666377144
ACH-000464,-0.3707430704585822
ACH-000466,-0.16932571992192086
ACH-000467,-0.7327659368401545
ACH-000468,-0.4045831242930507
ACH-000469,-0.3730050980918192
ACH-000470,-0.24398014557098635
ACH-000471,-0.6202727503417864
ACH-000472,-0.4063758602317697
ACH-000473,-0.26787554022280746
ACH-000475,-0.2057267138595113
ACH-000476,-0.4702197062943247
ACH-000477,-0.400909664232008
ACH-000479,-0.16073039533314246
ACH-000480,-0.17992086790729803
ACH-000481,-0.16634602973722215
ACH-000483,-0.2766927088829879
ACH-000484,-0.04315545668927955
ACH-000485,-0.06965321400894425
ACH-000486,-0.47714722450184294
ACH-000487,-0.5487591783701852
ACH-000488,-0.4029573036465824
ACH-000490,-0.3441839962833557
ACH-000491,-0.10836138174816023
ACH-000495,-0.4088807452621068
ACH-000496,-0.6416947590810289
ACH-000499,-0.42579942798584747
ACH-000500,-0.4028583012362552
ACH-000502,-0.4354907001925905
ACH-000503,-0.4706774455454193
ACH-000505,-0.15293805234414348
ACH-000507,-0.3165866323247851
ACH-000510,-0.33575200072225664
ACH-000511,-0.24887150836551916
ACH-000512,-0.2243064122576109
ACH-000516,-0.5984867710064651
ACH-000517,-0.5096940019844812
ACH-000518,-0.3934420953816496
ACH-000520,-0.09680048014473763
ACH-000521,-0.13756722101162086
ACH-000522,-0.2310802171434896
ACH-000524,-0.3718049992908035
ACH-000527,-0.5114234577529279
ACH-000528,-0.11911555376200685
ACH-000537,-0.3042800351801649
ACH-000541,-0.07689687401865801
ACH-000542,-0.14605560890292166
ACH-000544,-0.5242499511758024
ACH-000545,-0.2361272188582079
ACH-000547,-0.4240476651843733
ACH-000548,-0.3119045807512147
ACH-000549,-0.32208700302824605
ACH-000550,-0.4534429815652987
ACH-000552,-0.4660997283401155
ACH-000556,-0.4350409666448327
ACH-000557,-0.09859067288025583
ACH-000569,-0.1899966664676145
ACH-000570,-0.3665668963349621
ACH-000571,-0.11054721993362636
ACH-000573,-0.19167087239657
ACH-000576,-0.2277345994438479
ACH-000579,0.08384637433405574
ACH-000580,-0.06885010185368809
ACH-000584,-0.14069964970670076
ACH-000585,-0.3763765440416632
ACH-000588,-0.0939708759970843
ACH-000589,-0.39849507459554495
ACH-000591,-0.2461238506685968
ACH-000593,-0.33777000678918595
ACH-000600,-0.31198314573823577
ACH-000601,-0.06106565874438851
ACH-000605,-0.2492577484909485
ACH-000606,-0.2325362734717696
ACH-000608,-0.2755012263100263
ACH-000614,-0.2732618079463394
ACH-000616,-0.12740056051796322
ACH-000618,-0.059434934565414564
ACH-000619,-0.22025693146252506
ACH-000620,-0.5704718064071932
ACH-000621,-0.2420892760726314
ACH-000622,-0.25505820449901306
ACH-000623,-0.1010149188400365
ACH-000624,-0.2661325410128132
ACH-000627,-0.2214267962221873
ACH-000630,-0.2962472743442652
ACH-000631,-0.17378926117075422
ACH-000632,-0.321453762947964
ACH-000633,-0.23920852115054664
ACH-000637,-0.10064649798439512
ACH-000638,-0.21455884929197208
ACH-000646,-0.35379611979930625
ACH-000647,-0.17738145803308053
ACH-000648,-0.3550291350506823
ACH-000649,-0.3261337391419362
ACH-000651,-0.30392206666791616
ACH-000652,-0.23047768748144135
ACH-000653,-0.2162576032752514
ACH-000657,-0.3608262624325457
ACH-000658,-0.15308647974826806
ACH-000661,-0.10991755640716426
ACH-000662,-0.19061338409200912
ACH-000663,-0.34384551644276184
ACH-000665,-0.09241305047694996
ACH-000671,-0.4803342457668549
ACH-000672,-0.3596614883483196
ACH-000673,-0.19189773134216045
ACH-000676,-0.13100595601925086
ACH-000677,-0.04909606733899892
ACH-000681,-0.4315304965696679
ACH-000683,-0.6862558047138118
ACH-000684,-0.3617968714201394
ACH-000688,-0.18215292740976874
ACH-000693,-0.22240121109833014
ACH-000694,-0.39574552462768253
ACH-000695,-0.006647164629378606
ACH-000696,-0.13315547020213453
ACH-000697,-0.571567524109078
ACH-000699,-0.052972849066671386
ACH-000701,-0.5121506039298184
ACH-000706,-0.25304689863352964
ACH-000711,-0.30925822943648484
ACH-000713,-0.262638280602758
ACH-000714,0.017664094806834306
ACH-000718,-0.08368200159210239
ACH-000720,-0.3615982676079445
ACH-000721,-0.3918276187534951
ACH-000724,-0.6302378596392807
ACH-000725,-0.5306245617935155
ACH-000732,-0.3406135196071384
ACH-000734,-0.3541196906840013
ACH-000735,-0.4673938690161042
ACH-000736,-0.3848872073157885
ACH-000738,-0.3021692925301052
ACH-000746,-0.4925430389610152
ACH-000747,-0.2232327648624257
ACH-000748,-0.25645090660210745
ACH-000753,-0.004044784878646692
ACH-000756,-0.5445441720733368
ACH-000757,-0.2309763621583168
ACH-000758,-0.12528296922962032
ACH-000760,-0.11946880397915753
ACH-000762,-0.33671704533490804
ACH-000763,-0.1258506971235833
ACH-000764,-0.17831988696416948
ACH-000765,-0.2328390664710852
ACH-000766,-0.24420241955650446
ACH-000767,-0.5304286876836589
ACH-000768,-0.18662172353502254
ACH-000769,-0.4454408504326153
ACH-000770,-0.5593746718590739
ACH-000771,-0.6084049547434971
ACH-000773,-0.18171207764852848
ACH-000776,-0.5409087123718196
ACH-000777,-0.3230729587819309
ACH-000778,-0.2136450924512905
ACH-000781,-0.32830329668203634
ACH-000782,-0.09408618288537493
ACH-000783,-0.6834171437216207
ACH-000784,-0.1701276307165058
ACH-000785,-0.7085108325033359
ACH-000787,-0.2432278043640805
ACH-000788,-0.4101111287834452
ACH-000791,-0.3052134745855599
ACH-000792,-0.4668331358929338
ACH-000794,-0.3370843045095701
ACH-000796,-0.19706736961233792
ACH-000798,-0.2785145733830086
ACH-000799,-0.2437349379824501
ACH-000800,-0.13685161448865613
ACH-000802,-0.4949912403492393
ACH-000804,-0.08770965677751584
ACH-000805,-0.1582772448204651
ACH-000809,-0.25528154424756155
ACH-000810,-0.06742223375580593
ACH-000811,-0.1876781011264589
ACH-000817,-0.3077448663382215
ACH-000819,-0.4950271613054576
ACH-000820,-0.049648151969115664
ACH-000821,-0.20055416238483906
ACH-000822,-0.15400804358115353
ACH-000823,-0.20691843123891865
ACH-000824,-0.5534452700531179
ACH-000827,-0.11365688963112056
ACH-000829,-0.2523351924649168
ACH-000831,-0.16087678651177875
ACH-000832,-0.5684703487722861
ACH-000833,-0.1396574372040542
ACH-000834,-0.18794489945566276
ACH-000835,-0.2727436552763688
ACH-000836,-0.3622144541391258
ACH-000837,-0.2257855562346276
ACH-000838,-0.1767382900331825
ACH-000839,-0.22217535144312384
ACH-000840,-0.8535376450010248
ACH-000841,-0.2147486721911934
ACH-000843,-0.19621627602641745
ACH-000846,-0.4493796897632195
ACH-000847,-0.11796883229854488
ACH-000848,-0.13775677437443287
ACH-000849,-0.17679364684681526
ACH-000851,-0.2822815225478069
ACH-000855,-0.008725753662843264
ACH-000856,-0.40849463749193743
ACH-000858,-0.3011195273574181
ACH-000859,-0.2961138539732093
ACH-000861,-0.4269284322255072
ACH-000862,-0.23852952255771426
ACH-000865,-0.1330277971549383
ACH-000866,-0.4233107795436584
ACH-000867,-0.31208668775840154
ACH-000869,-0.35388554663273425
ACH-000872,-0.3334614312731961
ACH-000873,-0.31684903610735377
ACH-000876,-0.8622204185729657
ACH-000878,-0.0072405457695291315
ACH-000880,-0.7056600817907512
ACH-000881,-0.44240258294834456
ACH-000882,-0.31912901745679
ACH-000884,-0.18199741068403888
ACH-000885,-0.465909469773777
ACH-000887,-0.15869925523264353
ACH-000889,-0.1148489716763084
ACH-000896,-0.3950410626321693
ACH-000898,-0.5863694696409301
ACH-000900,-0.14698816139734674
ACH-000901,-0.1974653677742317
ACH-000905,-0.6568817139247844
ACH-000906,-0.11848707073445232
ACH-000907,-0.41350657129665097
ACH-000910,-0.13141048673977995
ACH-000911,-0.1805789813339788
ACH-000912,-0.1119299885639834
ACH-000913,-0.6270359152640225
ACH-000915,-0.34114401173166
ACH-000916,-0.2670748877742528
ACH-000917,-0.3709352292029929
ACH-000920,-0.03502225663148261
ACH-000921,-0.2001648172888332
ACH-000924,-0.32981212270517296
ACH-000926,-0.6000806979661228
ACH-000928,-0.4815824538309786
ACH-000929,-0.296618950864296
ACH-000932,-0.4075133914317177
ACH-000935,-0.4841447185985944
ACH-000936,-0.1956728145590915
ACH-000937,-0.04244373260626638
ACH-000938,-0.5184080246191881
ACH-000939,-0.3955594827267536
ACH-000941,-0.5900620957879126
ACH-000943,-0.1893013344790504
ACH-000946,-0.16832669733055544
ACH-000947,-0.180543204324652
ACH-000948,-0.4101298752254627
ACH-000950,-0.33072589183715423
ACH-000953,-0.24800136189373306
ACH-000954,0.09683978440516572
ACH-000957,-0.1411259125566435
ACH-000958,-0.2918397616493297
ACH-000960,-0.15045835355100476
ACH-000963,-0.4266099665143097
ACH-000968,-0.2931185002822204
ACH-000969,-0.2675465539902701
ACH-000972,-0.1908965107604937
ACH-000973,-0.19880071593135976
ACH-000974,-0.07274698044602795
ACH-000978,-0.04747925141941976
ACH-000984,-0.2159146095710005
ACH-000986,-0.6432345380073882
ACH-000988,-0.6768331878489551
ACH-000993,-0.08172775762259045
ACH-000994,-0.40981903115350987
ACH-000996,-0.2641494529116413
ACH-001001,-0.15371500787387962
ACH-001020,-0.35706244697928746
ACH-001028,-0.18655505545484696
ACH-001031,-0.2866567848322966
ACH-001038,-0.22637758481854015
ACH-001048,-0.3199093008947335
ACH-001050,-0.35999421187776204
ACH-001053,-0.3995304778442778
ACH-001054,-0.13873628249273404
ACH-001061,-0.3283814459936778
ACH-001067,-0.14520790213319704
ACH-001075,-0.5595122691294607
ACH-001096,-0.12299994465489456
ACH-001111,-0.15696771918527502
ACH-001119,-0.36028353563571663
ACH-001128,-0.8034798317661611
ACH-001134,-0.11150980684355934
ACH-001151,-0.2180632297165448
ACH-001163,-0.12602818911859193
ACH-001164,-0.4459759212024385
ACH-001183,-0.4791527617779456
ACH-001192,-0.39124850549468426
ACH-001193,-0.408695098565461
ACH-001196,-0.3406089679960385
ACH-001197,-0.062079973307979014
ACH-001205,-0.3584280068466151
ACH-001211,-0.2134804537955981
ACH-001212,-0.36893954286562736
ACH-001228,-0.4179459480559256
ACH-001232,-0.1048066495162628
ACH-001239,-0.13538300048016128
ACH-001270,0.009590956302377992
ACH-001274,-0.20069096952711613
ACH-001275,-0.3653814837293233
ACH-001277,-0.4450319516456988
ACH-001278,-0.2578731380866944
ACH-001280,-0.38112920160774
ACH-001283,-0.6415314705170142
ACH-001289,-0.11430375397149525
ACH-001300,-0.352133353611281
ACH-001301,-0.06538871849909854
ACH-001302,-0.4076255753075557
ACH-001306,0.004558588132394078
ACH-001318,-0.16788993869949062
ACH-001322,-0.489750243224897
ACH-001328,-0.5422621478880376
ACH-001332,-0.20288766797198496
ACH-001336,-0.16816771448559611
ACH-001346,-0.174649446345491
ACH-001353,-0.18948323887150875
ACH-001354,-0.5452063899677694
ACH-001367,-0.3421444456503407
ACH-001368,-0.3079852258078812
ACH-001374,-0.4967551450198569
ACH-001377,-0.2694984185231605
ACH-001380,-0.4335529072679655
ACH-001391,-0.07473369391231678
ACH-001408,-0.3841940691087895
ACH-001430,-0.1606593475452786
ACH-001431,-0.3531968693314107
ACH-001450,-0.4460706446014677
ACH-001496,-0.4115466364892489
ACH-001500,-0.6340322459097207
ACH-001523,-0.4597320421127533
ACH-001532,-0.238373536644682
ACH-001550,-0.24031202807935897
ACH-001552,-0.3630439553924916
ACH-001554,-0.16815737592397542
ACH-001654,-0.14998450217701947
ACH-001735,-0.17085774384705346
ACH-001736,-0.2472036871471217
ACH-001737,0.3137776675351456
ACH-001740,-0.1998851530770585
ACH-001745,-0.06983479178977413
ACH-001765,-0.1957527243835903
