,GOLGA8K (653125)
ACH-000206,-0.5983999605927577
ACH-000207,-0.702224815504056
ACH-000208,-0.4885604224555539
ACH-000210,-0.686374007366809
ACH-000211,-0.4885837037054862
ACH-000215,-0.5716433753333463
ACH-000221,-0.5819691351449822
ACH-000222,-0.6300636771260658
ACH-000223,-0.5249571829121347
ACH-000226,-0.5157258807279224
ACH-000227,-0.5112333060149006
ACH-000228,-0.6892449308991289
ACH-000231,-0.5521424076731535
ACH-000232,-0.5987480753181373
ACH-000233,-0.7127979466613649
ACH-000234,-0.5218548881328356
ACH-000235,-0.6097531020399201
ACH-000237,-0.5973434255118675
ACH-000238,-0.4940406511870142
ACH-000242,-0.465398214946079
ACH-000243,-0.7404466260915856
ACH-000244,-0.5744274557210632
ACH-000246,-0.4823431831731226
ACH-000248,-0.7601101144265356
ACH-000250,-0.6021723562470157
ACH-000251,-0.6416957788230495
ACH-000252,-0.6750832200105623
ACH-000253,-0.7164053637242069
ACH-000255,-0.4249630351287556
ACH-000256,-0.5336116641492237
ACH-000257,-0.5874260229227976
ACH-000258,-0.9214018299621284
ACH-000259,-0.482858686741845
ACH-000260,-0.6725435189666656
ACH-000261,-0.7128985142303847
ACH-000262,-0.6194763325253506
ACH-000263,-0.6806499417434526
ACH-000264,-0.4343932394880067
ACH-000265,-0.5368649918566734
ACH-000266,-0.5911382647478401
ACH-000272,-0.6278612440520699
ACH-000274,-0.6104258087385693
ACH-000277,-0.24617871499506286
ACH-000278,-0.55772828587264
ACH-000279,-0.5634695009930635
ACH-000280,-0.5859175830064589
ACH-000281,-0.626915105604079
ACH-000288,-0.7056773838996602
ACH-000291,-0.4742452139930894
ACH-000293,-0.4413420480523495
ACH-000294,-0.8354888656404901
ACH-000295,-0.8618781412379638
ACH-000296,-0.585369429590934
ACH-000302,-0.8226958002334918
ACH-000304,-0.6741536770966363
ACH-000307,-0.5226096503200662
ACH-000308,-0.6176374973451839
ACH-000310,-0.6219288703676338
ACH-000311,-0.5541844965719371
ACH-000312,-0.5972229739132136
ACH-000315,-0.7711868151631779
ACH-000316,-0.6802430909044764
ACH-000317,-0.5549796831573783
ACH-000318,-0.4630957494032133
ACH-000319,-0.7426330651188261
ACH-000320,-0.7816290551661498
ACH-000322,-0.6363282244071607
ACH-000323,-0.7179222828020009
ACH-000324,-0.638583615600439
ACH-000329,-0.5400911215541866
ACH-000330,-0.503583024149494
ACH-000331,-0.6066325973456362
ACH-000332,-0.7534634521241385
ACH-000334,-0.5696700235863839
ACH-000335,-0.6088575398995781
ACH-000336,-0.7176444748266658
ACH-000337,-0.4432849510440743
ACH-000338,-0.7062409995442938
ACH-000339,-0.5759262556480492
ACH-000341,-0.5035786188950222
ACH-000348,-0.4623789304386921
ACH-000350,-0.656957754414057
ACH-000352,-0.6487637833210057
ACH-000356,-0.6181979356564665
ACH-000361,-0.43655077522510705
ACH-000362,-0.6405547154581079
ACH-000363,-0.6001507344149308
ACH-000364,-0.5546603856459632
ACH-000365,-0.5006134689570918
ACH-000366,-0.5269853379438942
ACH-000368,-0.6943258839167976
ACH-000374,-0.7426564607165125
ACH-000375,-0.466061084053413
ACH-000376,-0.7063223559185408
ACH-000381,-0.6823333997311322
ACH-000383,-0.6462891586597346
ACH-000387,-0.5152267198499435
ACH-000389,-0.6361576803993897
ACH-000390,-0.5533415240251354
ACH-000393,-0.5953764379958504
ACH-000395,-0.4607964445366114
ACH-000396,-0.6475456823333251
ACH-000397,-0.6296967029933258
ACH-000401,-0.5754233623777999
ACH-000402,-0.7124984624905154
ACH-000403,-0.8189266876094587
ACH-000404,-0.7027765079210738
ACH-000406,-0.5433834016248913
ACH-000407,-0.6096962251694085
ACH-000408,-0.5476715988479387
ACH-000410,-0.5511746487006146
ACH-000411,-0.5137942068998678
ACH-000414,-0.5905989370251786
ACH-000415,-0.7045493620902419
ACH-000416,-0.5633519405998805
ACH-000420,-0.4507776321533604
ACH-000421,-0.6558480405247487
ACH-000424,-0.6207825799400576
ACH-000425,-0.6410346461833933
ACH-000426,-0.8483516670835641
ACH-000427,-0.5788018515134022
ACH-000433,-0.6228562498858156
ACH-000435,-0.8475796530044922
ACH-000436,-0.6831466998948688
ACH-000444,-0.5733033051287254
ACH-000445,-0.5407794404974253
ACH-000448,-0.6925148623515759
ACH-000450,-0.4404601475244336
ACH-000452,-0.6523719887115239
ACH-000454,-0.8133694044732389
ACH-000458,-0.7550485437045672
ACH-000459,-0.5871816864357897
ACH-000460,-0.5625271130952292
ACH-000461,-0.5972414584957827
ACH-000463,-0.6014361580474002
ACH-000464,-0.6523006516922409
ACH-000466,-0.4680910034089046
ACH-000467,-0.6089705996787296
ACH-000468,-0.6811031625956381
ACH-000469,-0.4628543219700213
ACH-000470,-0.8561463966271817
ACH-000471,-0.4254366882995834
ACH-000472,-0.553322052117463
ACH-000473,-0.6009729146215614
ACH-000475,-0.4160094820856803
ACH-000476,-0.6986480000377918
ACH-000477,-0.36964335305834745
ACH-000479,-0.6437192397092112
ACH-000480,-0.6161325474603304
ACH-000481,-0.5312041844344486
ACH-000483,-0.7827489748827242
ACH-000484,-0.8354277076688079
ACH-000485,-0.6334931222886983
ACH-000486,-0.5760436749326749
ACH-000487,-0.4813256085521757
ACH-000488,-0.6603490681860013
ACH-000490,-0.6311145086328668
ACH-000491,-0.6550937404921681
ACH-000495,-0.6642394115681961
ACH-000496,-0.5569896148258812
ACH-000499,-0.3524568906295999
ACH-000500,-0.6191953353730513
ACH-000502,-0.5236305233772021
ACH-000503,-0.6022512579699721
ACH-000505,-0.6252784596471797
ACH-000507,-0.5422903264351271
ACH-000510,-0.6361194182183276
ACH-000511,-0.615763878481988
ACH-000512,-0.9189067415793298
ACH-000516,-0.5578156427270258
ACH-000517,-0.7722548062389425
ACH-000518,-0.7708979183868022
ACH-000520,-0.8094092548324862
ACH-000521,-0.5990014025318463
ACH-000522,-0.7218786762289984
ACH-000524,-0.3863740625614418
ACH-000527,-0.5383463715748359
ACH-000528,-0.5807901958609947
ACH-000537,-0.35348189857929513
ACH-000541,-0.6036153408289027
ACH-000542,-0.6667096583178493
ACH-000544,-0.5716470837031153
ACH-000545,-0.5725262827584419
ACH-000547,-0.7126575651820451
ACH-000548,-0.4838023302317286
ACH-000549,-0.5179793906774978
ACH-000550,-0.4539199373515689
ACH-000552,-0.5688159456020789
ACH-000556,-0.6395116335501838
ACH-000557,-0.5782906270715856
ACH-000569,-0.43282153592069217
ACH-000570,-0.7451630138018273
ACH-000571,-0.5865718740899944
ACH-000573,-0.6976282528465579
ACH-000576,-0.4200866444622692
ACH-000579,-0.6397016820765759
ACH-000580,-0.7515206611926769
ACH-000584,-0.6030614647638853
ACH-000585,-0.6412930929046088
ACH-000588,-0.5199367673525594
ACH-000589,-0.594957636263308
ACH-000591,-0.6300820362760903
ACH-000593,-0.756570353118889
ACH-000600,-0.5415309305590609
ACH-000601,-0.5448227080093357
ACH-000605,-0.7113840111599689
ACH-000606,-0.5798377259187313
ACH-000608,-0.5706651336957775
ACH-000614,-0.6097666301455047
ACH-000616,-0.4081008872652053
ACH-000618,-0.5772133971799944
ACH-000619,-0.5794110349744702
ACH-000620,-0.6659986870238044
ACH-000621,-0.6089876688445309
ACH-000622,-0.4478297783164983
ACH-000623,-0.5281395219581685
ACH-000624,-0.6601313928510611
ACH-000627,-0.5879456064693629
ACH-000630,-0.6586137898683495
ACH-000631,-0.56788936982923
ACH-000632,-0.6221048828605571
ACH-000633,-0.595875565103535
ACH-000637,-0.6684363493465677
ACH-000638,-0.6256956133347964
ACH-000646,-0.5236098422130947
ACH-000647,-0.5017312952657136
ACH-000648,-0.789815883193918
ACH-000649,-0.6132715088240349
ACH-000651,-0.588804411978692
ACH-000652,-0.663694877377744
ACH-000653,-0.513500532583584
ACH-000657,-0.5016129647873163
ACH-000658,-0.5936073557528306
ACH-000661,-0.27558400885383844
ACH-000662,-0.7025744977570799
ACH-000663,-0.6973863637860358
ACH-000665,-0.5692153345065113
ACH-000671,-0.7548904752282023
ACH-000672,-0.5240864640293945
ACH-000673,-0.6979446418449051
ACH-000676,-0.5617815378637216
ACH-000677,-0.4879654421023063
ACH-000681,-0.6774875143776706
ACH-000683,-0.5135561828843113
ACH-000684,-0.5594239413618877
ACH-000688,-0.5224809496996592
ACH-000693,-0.6734285364970934
ACH-000694,-0.6398876150282938
ACH-000695,-0.6804182849667202
ACH-000696,-0.5707576595945962
ACH-000697,-0.6998049766151837
ACH-000699,-0.5666485178198061
ACH-000701,-0.4964186579376294
ACH-000706,-0.4482405439095048
ACH-000711,-0.5712514568746393
ACH-000713,-0.6013322110288457
ACH-000714,-0.5970809897929072
ACH-000718,-0.7011541185308676
ACH-000720,-0.6023945058022819
ACH-000721,-0.7587965693510759
ACH-000724,-0.7872531312974259
ACH-000725,-0.5734443911943357
ACH-000732,-0.5133078941470649
ACH-000734,-0.5423741028415348
ACH-000735,-0.6535925208048571
ACH-000736,-0.5552299426608491
ACH-000738,-0.5405129793874034
ACH-000746,-0.6304022752156192
ACH-000747,-0.7464814781761715
ACH-000748,-0.6270763310024937
ACH-000753,-0.4914585732064798
ACH-000756,-0.6737238493855587
ACH-000757,-0.5759890684212259
ACH-000758,-0.4596798776281775
ACH-000760,-0.5810872081021179
ACH-000762,-0.5303383764758107
ACH-000763,-0.6128041220974341
ACH-000764,-0.6782380704525129
ACH-000765,-0.5225454284599418
ACH-000766,-0.8069147414782009
ACH-000767,-0.5916896985386347
ACH-000768,-0.6121138144759445
ACH-000769,-0.4989776870809494
ACH-000770,-0.5965611797048298
ACH-000771,-0.7550418184760043
ACH-000773,-0.8475429231773159
ACH-000776,-0.5202025218858837
ACH-000777,-0.5942232770150274
ACH-000778,-0.7901228416174659
ACH-000781,-0.6505259480047513
ACH-000782,-0.6759833291886163
ACH-000783,-0.4832711051133172
ACH-000784,-0.6237198828504428
ACH-000785,-0.5703694829945508
ACH-000787,-0.7391919438674752
ACH-000788,-0.5484186611456096
ACH-000791,-0.5892720817210928
ACH-000792,-0.5604290779807597
ACH-000794,-0.7320895111834655
ACH-000796,-0.5790366580589804
ACH-000798,-0.621963238192734
ACH-000799,-0.506480464122865
ACH-000800,-0.5563749145119277
ACH-000802,-0.7070517054271459
ACH-000804,-0.3806621739157359
ACH-000805,-0.4956490589444395
ACH-000809,-0.6765743693391019
ACH-000810,-0.788482491580045
ACH-000811,-0.5815287611839324
ACH-000817,-0.6250192990997196
ACH-000819,-0.528272153848876
ACH-000820,-0.6093415190327933
ACH-000821,-0.7211421391546793
ACH-000822,-0.3589689476612192
ACH-000823,-0.6276583650956158
ACH-000824,-0.5656499510384742
ACH-000827,-0.5085677951561798
ACH-000829,-0.5266840563443207
ACH-000831,-0.6861341632892768
ACH-000832,-0.7130045944361437
ACH-000833,-0.5286913520633941
ACH-000834,-0.5547647563176187
ACH-000835,-0.6149849163527379
ACH-000836,-0.7024526215128232
ACH-000837,-0.5740638718634584
ACH-000838,-0.5425419990020082
ACH-000839,-0.6375424306248406
ACH-000840,-0.7346625269891257
ACH-000841,-0.4820319680896778
ACH-000843,-0.6809076657340833
ACH-000846,-0.6698476309174816
ACH-000847,-0.6417191852032083
ACH-000848,-0.5906834531993036
ACH-000849,-0.540243964376732
ACH-000851,-0.4991660929762744
ACH-000855,-0.9053998797741782
ACH-000856,-0.6879955228658245
ACH-000858,-0.5403228354681009
ACH-000859,-0.6789292187312507
ACH-000861,-0.5146866092535408
ACH-000862,-0.37560937098037506
ACH-000865,-0.6197456082128464
ACH-000866,-0.6156936205432991
ACH-000867,-0.6504013471725407
ACH-000869,-0.4802738706945366
ACH-000872,-0.6260205951401444
ACH-000873,-0.5156787076902298
ACH-000876,-0.4904459490599401
ACH-000878,-0.511846332779346
ACH-000880,-0.8493239914242247
ACH-000881,-0.5580196560172833
ACH-000882,-0.668651911496239
ACH-000884,-0.4748912655882386
ACH-000885,-0.7904174420601332
ACH-000887,-0.4499672656057104
ACH-000889,-0.7342793567229601
ACH-000896,-0.6645236485989723
ACH-000898,-0.6599057205983192
ACH-000900,-0.6056640847799624
ACH-000901,-0.5805086533528647
ACH-000905,-0.5176367593514655
ACH-000906,-0.5878756214387696
ACH-000907,-0.566374160236408
ACH-000910,-0.5529174185475395
ACH-000911,-0.555565710797391
ACH-000912,-0.6045089751282742
ACH-000913,-0.7086070244230313
ACH-000915,-0.6504409491898164
ACH-000916,-0.7765765446919015
ACH-000917,-0.5715262378131762
ACH-000920,-0.32860582022138396
ACH-000921,-0.5283146855993589
ACH-000924,-0.5150980243688834
ACH-000926,-0.5728235831451802
ACH-000928,-0.420918886722945
ACH-000929,-0.5605666369345914
ACH-000932,-0.7722605876487202
ACH-000935,-0.5485602010098147
ACH-000936,-0.7122104207950184
ACH-000937,-0.6628082317172547
ACH-000938,-0.596026560376303
ACH-000939,-0.7406859790900491
ACH-000941,-0.5140566591322356
ACH-000943,-0.6561359692312568
ACH-000946,-0.587446529504974
ACH-000947,-0.607803112088057
ACH-000948,-0.5648160402215023
ACH-000950,-0.5760609145286892
ACH-000953,-0.5761086851054802
ACH-000954,-0.4666664615586346
ACH-000957,-0.7131179885511969
ACH-000958,-0.7140268831873685
ACH-000960,-0.6716899827671576
ACH-000963,-0.8844329048190168
ACH-000968,-0.4188821152272428
ACH-000969,-0.5454932182352782
ACH-000972,-0.566748704352747
ACH-000973,-0.8223098659573785
ACH-000974,-0.6040294268169807
ACH-000978,-0.7354029166937699
ACH-000984,-0.5188197085230142
ACH-000986,-0.6394071283316748
ACH-000988,-0.5940457267912348
ACH-000993,-0.682409077604697
ACH-000994,-0.7177454367694871
ACH-000996,-0.4547050161604122
ACH-001001,-0.5332597319358294
ACH-001020,-0.47201907808351296
ACH-001028,-0.7733599290396994
ACH-001031,-0.6744129519996422
ACH-001038,-0.5624354786725849
ACH-001048,-0.5885592238383579
ACH-001050,-0.4848499734439844
ACH-001053,-0.5582698467293622
ACH-001054,-0.6637983598471789
ACH-001061,-0.5887374144926182
ACH-001067,-0.6543830827022347
ACH-001075,-0.555272945315764
ACH-001096,-0.496404807468072
ACH-001111,-0.7307347293586103
ACH-001119,-0.5359075793828318
ACH-001128,-0.30827936827194424
ACH-001134,-0.739342315884102
ACH-001151,-0.4954529030400441
ACH-001163,-0.6916960146300289
ACH-001164,-0.4677939856940312
ACH-001183,-0.6047572546987358
ACH-001192,-0.5659294083669631
ACH-001193,-0.7186627873872108
ACH-001196,-0.5891374079038223
ACH-001197,-0.5053669672864084
ACH-001205,-0.5398872025366774
ACH-001211,-0.7015135263752742
ACH-001212,-0.6773891653962479
ACH-001228,-0.5550875782069816
ACH-001232,-0.6341005497575606
ACH-001239,-0.5051939563570661
ACH-001270,-0.5276853077795318
ACH-001274,-0.5517096704468766
ACH-001275,-0.4726972664554357
ACH-001277,-0.4393915195341271
ACH-001278,-0.2527482474961201
ACH-001280,-0.7389470156737483
ACH-001283,-0.49542144644260494
ACH-001289,-0.5845770323903816
ACH-001300,-0.5657975153714513
ACH-001301,-0.5979663113603683
ACH-001302,-0.7456961816334159
ACH-001306,-0.5887977103978927
ACH-001318,-0.4787824796345882
ACH-001322,-0.6808054070595242
ACH-001328,-0.5382469119719366
ACH-001332,-0.6032091101408089
ACH-001336,-0.6671459126929531
ACH-001346,-0.7587261218616782
ACH-001353,-0.6366930438730415
ACH-001354,-0.7252489205603769
ACH-001367,-0.5961459651265697
ACH-001368,-0.7717992716744467
ACH-001374,-0.7391161501001587
ACH-001377,-0.662633887220063
ACH-001380,-0.620016829271096
ACH-001391,-0.6234359136068036
ACH-001408,-0.5674403350329471
ACH-001430,-0.4533619621852452
ACH-001431,-0.4322652132813713
ACH-001450,-0.5733970618970433
ACH-001496,-0.4910606201935202
ACH-001500,-0.6800974043569545
ACH-001523,-0.5009512439497105
ACH-001532,-0.6019205835838047
ACH-001550,-0.5437106362526061
ACH-001552,-0.6065213252611948
ACH-001554,-0.4968394228991626
ACH-001654,-0.6583972677752448
ACH-001735,-0.5383877296603798
ACH-001736,-0.6796362021880237
ACH-001737,-0.5795358238981138
ACH-001740,-0.6403441279129819
ACH-001745,-0.6597269784154318
ACH-001765,-0.7564775148984992
