,MPND (84954)
ACH-000198,-0.2780516024756301
ACH-000203,-0.1396718879140369
ACH-000204,-0.17066536077899405
ACH-000206,-0.33389476159862824
ACH-000207,-0.2329372896404137
ACH-000208,-0.4168136481174655
ACH-000210,-0.103952896178054
ACH-000211,-0.19249076903472373
ACH-000215,-0.1998963350036451
ACH-000221,-0.07133125408124914
ACH-000222,-0.017287466293618266
ACH-000223,-0.15392076095253318
ACH-000226,-0.11062272810825337
ACH-000227,-0.2294099654864577
ACH-000228,-0.22229740069063292
ACH-000231,-0.15201063749880928
ACH-000232,-0.12720659545390928
ACH-000233,-0.16111663051617905
ACH-000234,-0.2359257575523689
ACH-000235,-0.2903428027076945
ACH-000237,-0.2843207596287701
ACH-000238,-0.212980271195628
ACH-000242,0.3495157175190892
ACH-000243,-0.11734315607041595
ACH-000244,0.10064443715627362
ACH-000246,-0.2255080033751085
ACH-000248,-0.22184871774364345
ACH-000250,-0.25225248385073706
ACH-000251,-0.123205757625585
ACH-000252,-0.1935563650935282
ACH-000253,-0.13767567942603054
ACH-000255,-0.21727285487515
ACH-000256,-0.18835829822606145
ACH-000257,0.14360662552162834
ACH-000258,-0.22640101466137175
ACH-000259,-0.08041256716023203
ACH-000260,-0.2646894381945541
ACH-000261,-0.3197387637657021
ACH-000262,-0.3271493944683518
ACH-000263,-0.01624829062920481
ACH-000264,-0.1544841896268878
ACH-000265,-0.2537386140146504
ACH-000266,-0.27499831471460834
ACH-000272,-0.20831793547497104
ACH-000274,-0.3690592799706199
ACH-000277,-0.2806721325865486
ACH-000278,-0.25026938380498825
ACH-000279,-0.1172809566741332
ACH-000280,-0.16230648341625406
ACH-000281,0.007891270247641736
ACH-000288,-0.07356500540776137
ACH-000291,-0.2936410495858711
ACH-000293,-0.25651587746368043
ACH-000294,-0.03071021572507241
ACH-000295,0.08412096807825592
ACH-000296,-0.4666417607829448
ACH-000302,-0.3218774859577229
ACH-000304,-0.19829143491677134
ACH-000307,-0.26536894701335273
ACH-000308,-0.16054863018894208
ACH-000310,-0.3497922210293348
ACH-000311,-0.20105102067145536
ACH-000312,-0.1609263110308106
ACH-000315,-0.1759511429066247
ACH-000316,-0.07221819371583181
ACH-000317,-0.0021427285908503717
ACH-000318,-0.3040163691042975
ACH-000319,-0.3466714636377474
ACH-000320,-0.3020570115582765
ACH-000322,0.032940791814427835
ACH-000323,-0.2602156341139304
ACH-000324,-0.17535394958303682
ACH-000329,-0.2084224161577096
ACH-000330,-0.04859557475650831
ACH-000331,-0.29605394580800154
ACH-000332,-0.14045271563105646
ACH-000334,-0.2935146538937135
ACH-000335,-0.12214981304900875
ACH-000336,-0.10307864763392582
ACH-000337,-0.055679325115715404
ACH-000338,-0.5387225552583756
ACH-000339,-0.20525452177559286
ACH-000341,-0.5459478110220892
ACH-000348,-0.3457859691613636
ACH-000350,-0.2487655539820217
ACH-000352,-0.1065942997744638
ACH-000356,-0.11279601372247346
ACH-000361,-0.4682608907345237
ACH-000362,-0.4484838479518687
ACH-000363,-0.16288797123415136
ACH-000364,-0.4603204340895324
ACH-000365,-0.240832587651766
ACH-000366,-0.18407797539883
ACH-000368,-0.1797252128493935
ACH-000374,-0.08863066233849727
ACH-000375,-0.23723642557978356
ACH-000376,-0.16953073503038005
ACH-000381,-0.18325353019796972
ACH-000383,-0.2279556055168397
ACH-000387,-0.1290942594311049
ACH-000389,-0.29623250362130243
ACH-000390,-0.2252806519927818
ACH-000393,-0.26000614694478746
ACH-000395,0.05706512643434285
ACH-000396,-0.5349506422528698
ACH-000397,-0.2174053365366068
ACH-000401,-0.21856825656803036
ACH-000402,-0.20468293210382732
ACH-000403,-0.282072201221716
ACH-000404,-0.12982565428185702
ACH-000406,-0.17522401561934434
ACH-000407,-0.0805373050176645
ACH-000408,-0.17064312049915914
ACH-000410,-0.1429897857051961
ACH-000411,-0.3956734711942384
ACH-000414,-0.31332381486187344
ACH-000415,-0.17230947755430592
ACH-000416,-0.20348798098476
ACH-000420,-0.14537606717300045
ACH-000421,-0.2662317390965305
ACH-000424,-0.16144526743351367
ACH-000425,-0.20271356795069276
ACH-000426,-0.3042989072110563
ACH-000427,-0.26109269692243825
ACH-000433,-0.33624713594786504
ACH-000435,-0.045659490312593316
ACH-000436,-0.15877127943743574
ACH-000444,-0.1921412675237961
ACH-000445,-0.18721460603762152
ACH-000448,-0.292084281020221
ACH-000450,0.19690346024344135
ACH-000452,-0.2992267326968155
ACH-000454,-0.30229094100787424
ACH-000458,-0.3948532023133934
ACH-000459,-0.17871704768377425
ACH-000460,-0.1018134744852109
ACH-000461,-0.1641421281222407
ACH-000463,-0.18170886458774269
ACH-000464,-0.007070486561616531
ACH-000466,-0.25537524515876425
ACH-000467,-0.14800806185487025
ACH-000468,-0.2315325118704621
ACH-000469,-0.19848962994041566
ACH-000470,-0.15390717043684468
ACH-000471,-0.2019378227338532
ACH-000472,-0.17499090471028392
ACH-000473,-0.2322994095232184
ACH-000475,-0.18634014109641636
ACH-000476,-0.2307274745149599
ACH-000477,-0.14621473346885902
ACH-000479,0.04378888128962784
ACH-000480,-0.26661006803744275
ACH-000481,-0.1822881336019406
ACH-000483,-0.1856567142633978
ACH-000484,-0.2734423148395511
ACH-000485,-0.32702316771498363
ACH-000486,-0.18068655951769907
ACH-000487,-0.3665106895750256
ACH-000488,-0.28397444517342485
ACH-000490,-0.3082240942278983
ACH-000491,-0.22074918739492871
ACH-000495,-0.09199202336207986
ACH-000496,-0.2347509875179684
ACH-000499,-0.28579891336960145
ACH-000500,-0.09101449583268474
ACH-000502,-0.2019344367582264
ACH-000503,-0.39208930807794506
ACH-000505,-0.22615696376603
ACH-000507,-0.2703771706717782
ACH-000510,-0.2597209677718552
ACH-000511,-0.2718379729656358
ACH-000512,0.13762593155829972
ACH-000516,-0.1373824024749256
ACH-000517,-0.30513800482541026
ACH-000518,-0.12275629328417148
ACH-000520,-0.2936645035224486
ACH-000521,-0.1172695878542504
ACH-000522,-0.3044045909740405
ACH-000524,-0.4304899957747516
ACH-000527,-0.2000005927061261
ACH-000528,-0.18807247771572852
ACH-000537,0.03328714561169795
ACH-000541,-0.5466370796247833
ACH-000542,-0.3012098270102752
ACH-000544,-0.21002910358176086
ACH-000545,-0.27514099962151284
ACH-000547,-0.3165605376710778
ACH-000548,-0.1524389645436161
ACH-000549,-0.20040920929235048
ACH-000550,-0.166078721357418
ACH-000552,-0.1857813464588252
ACH-000556,-0.3074307234465941
ACH-000557,-0.15514336826200548
ACH-000569,-0.4414192863412423
ACH-000570,-0.23166864394925055
ACH-000571,-0.2420033373599485
ACH-000573,-0.1878999065754304
ACH-000576,-0.18390263661899528
ACH-000579,-0.010750790941647166
ACH-000580,-0.15984889911085587
ACH-000584,-0.2008706415258036
ACH-000585,-0.351343556366653
ACH-000588,-0.11107021953353652
ACH-000589,-0.2932726875762752
ACH-000591,-0.20834973967946316
ACH-000593,-0.2081969210378504
ACH-000600,-0.2791299448522205
ACH-000601,-0.3021231639651076
ACH-000605,-0.11189814589916368
ACH-000606,-0.13516285092836014
ACH-000608,-0.2776529090542514
ACH-000614,-0.14454359116727827
ACH-000616,-0.27141310560451576
ACH-000618,-0.1352398027079216
ACH-000619,-0.14938389784476416
ACH-000620,-0.280128471448096
ACH-000621,-0.19686773660957144
ACH-000622,-0.2596283082942237
ACH-000623,-0.317644382756157
ACH-000624,-0.23185437596100236
ACH-000627,-0.2964974630629263
ACH-000630,-0.21727521845692754
ACH-000631,-0.33765000109282056
ACH-000632,-0.21806697196047886
ACH-000633,-0.22850274629820905
ACH-000637,-0.3544365249906662
ACH-000638,-0.2937022777237865
ACH-000646,-0.1940385948807216
ACH-000647,-0.15004453790249095
ACH-000648,-0.3554246179176334
ACH-000649,-0.15428510943479426
ACH-000651,-0.10497340120469292
ACH-000652,-0.08988261704383294
ACH-000653,-0.2185816364079215
ACH-000657,-0.2363938505605168
ACH-000658,-0.16846834166062388
ACH-000661,-0.30345953268523324
ACH-000662,-0.19365343707326466
ACH-000663,-0.08602143755815418
ACH-000665,-0.2730886150116731
ACH-000671,-0.2005137848494415
ACH-000672,-0.17129961586144068
ACH-000673,-0.28930940136969946
ACH-000676,-0.19225986014966776
ACH-000677,-0.33831666433456825
ACH-000681,-0.10196841834716336
ACH-000683,-0.3051947676539547
ACH-000684,-0.4466477765903311
ACH-000688,-0.4310977787053789
ACH-000693,-0.16127847963030106
ACH-000694,-0.07089537799167034
ACH-000695,-0.02248136301435076
ACH-000696,-0.3048954768339001
ACH-000697,-0.2071923874433462
ACH-000699,-0.3079781690856695
ACH-000701,-0.3775407422289057
ACH-000706,-0.26459881166987026
ACH-000711,-0.4957821370483434
ACH-000713,-0.153245260515098
ACH-000714,-0.09339401940434038
ACH-000718,-0.151964980544142
ACH-000720,-0.12501638536361287
ACH-000721,-0.1246481995702
ACH-000724,-0.22509041306186064
ACH-000725,-0.13439699385163048
ACH-000732,-0.039839257597754016
ACH-000734,-0.3280742601729749
ACH-000735,-0.34651507294435835
ACH-000736,-0.3065285898652824
ACH-000738,-0.1541984583808838
ACH-000746,-0.15351912366756096
ACH-000747,-0.18110654502064089
ACH-000748,-0.4127104149504837
ACH-000753,-0.1608258752162253
ACH-000756,-0.21953400687588928
ACH-000757,-0.19559224859948066
ACH-000758,-0.04978568376601029
ACH-000760,-0.1754066412233634
ACH-000762,-0.14021436117703015
ACH-000763,-0.21465491849786034
ACH-000764,-0.3172089003472209
ACH-000765,-0.06949410265016939
ACH-000766,-0.1583427673232373
ACH-000767,-0.15171912583850042
ACH-000768,-0.3636157981076685
ACH-000769,-0.1963568494476116
ACH-000770,-0.2884583163861995
ACH-000771,-0.03333612623496472
ACH-000773,-0.28779613256274544
ACH-000776,-0.1607397643180715
ACH-000777,-0.18637062103705004
ACH-000778,-0.2734444262585652
ACH-000781,-0.18640131574383914
ACH-000782,0.006501844101209126
ACH-000783,-0.2995439484635817
ACH-000784,-0.1578080901949875
ACH-000785,-0.22971178949163834
ACH-000787,-0.3629174056584648
ACH-000788,-0.2767588405361044
ACH-000791,-0.20110706684088506
ACH-000792,-0.3716615365979599
ACH-000794,-0.2113310171365104
ACH-000796,-0.3254253704147584
ACH-000798,0.17016258296627892
ACH-000799,-0.09877682252530544
ACH-000800,-0.4295031493033701
ACH-000802,-0.15664165142619638
ACH-000804,-0.2086081668668364
ACH-000805,-0.4075089289085017
ACH-000809,-0.23217425260622576
ACH-000810,-0.12027659735610187
ACH-000811,-0.3287737431038454
ACH-000817,-0.22438842517851235
ACH-000819,-0.30832286763910105
ACH-000820,0.14892381240928476
ACH-000821,-0.1512550195024137
ACH-000822,-0.1478411398438974
ACH-000823,-0.051018971593768975
ACH-000824,-0.18015340981768774
ACH-000827,-0.2694515252807994
ACH-000829,-0.1897995266404084
ACH-000831,-0.3011314073722057
ACH-000832,-0.3635305848457625
ACH-000833,-0.23007282462226955
ACH-000834,-0.1358963332664626
ACH-000835,-0.2321083923308045
ACH-000836,-0.22673358364712054
ACH-000837,-0.1075963500092662
ACH-000838,-0.2462441830334121
ACH-000839,-0.16954559887667162
ACH-000840,-0.19422304537327875
ACH-000841,-0.1340493097344143
ACH-000843,0.007082192927359695
ACH-000846,-0.2898768915358497
ACH-000847,-0.1502210305963248
ACH-000848,0.021416185789838442
ACH-000849,-0.17138960426213148
ACH-000851,-0.30534883984307426
ACH-000855,-0.06858886293505391
ACH-000856,-0.07970219767963492
ACH-000858,-0.2786955719056664
ACH-000859,-0.2653510034079145
ACH-000861,-0.31879805195547395
ACH-000862,-0.024706967114092298
ACH-000865,-0.18431070526949295
ACH-000866,-0.01993833170302532
ACH-000867,-0.1777497808108611
ACH-000869,-0.2193653041334096
ACH-000872,-0.4154122786751108
ACH-000873,-0.3296543653543273
ACH-000876,-0.14789315964711386
ACH-000878,-0.36660741754527776
ACH-000880,-0.12719055018093345
ACH-000881,-0.22362011840925244
ACH-000882,-0.4195100417079432
ACH-000884,-0.1550292921495145
ACH-000885,-0.15997251105304866
ACH-000887,-0.25838493862399675
ACH-000889,-0.19224279598555036
ACH-000896,-0.12623850758070435
ACH-000898,-0.15096354540723564
ACH-000900,-0.25408033213592185
ACH-000901,-0.3350354492824061
ACH-000905,-0.18133872194825199
ACH-000906,-0.2813027666668653
ACH-000907,-0.14659871264906318
ACH-000910,-0.18770666032646416
ACH-000911,-0.19612579152223528
ACH-000912,-0.2529122991423042
ACH-000913,-0.17683590831968748
ACH-000915,-0.12732065003642604
ACH-000916,-0.15033638486798098
ACH-000917,-0.13942619352461688
ACH-000920,-0.3484214138303778
ACH-000921,-0.0838294812882152
ACH-000924,-0.1629449847728204
ACH-000926,-0.15236640587797404
ACH-000928,-0.16136580293824526
ACH-000929,-0.4741847107762063
ACH-000932,-0.2125623321224936
ACH-000935,-0.21555797563096507
ACH-000936,-0.12474662761705793
ACH-000937,-0.09880470655075847
ACH-000938,-0.18065035382260836
ACH-000939,-0.362914308846752
ACH-000941,-0.3468411992282705
ACH-000943,-0.2720536630881433
ACH-000946,-0.09612056401007467
ACH-000947,-0.16609111173485666
ACH-000948,-0.2193939003338404
ACH-000950,-0.10588113410324408
ACH-000953,-0.2301677466355148
ACH-000954,-0.3712387334832095
ACH-000957,-0.3572554555824449
ACH-000958,-0.22346231233479102
ACH-000960,-0.17590465991873505
ACH-000963,-0.14775674662576613
ACH-000968,-0.2744107171793413
ACH-000969,-0.10985468318440587
ACH-000972,-0.4598527210275908
ACH-000973,-0.2154514355107492
ACH-000974,-0.2031455755758255
ACH-000978,-0.4185536629126114
ACH-000984,-0.202889675655056
ACH-000986,-0.27362966419882895
ACH-000988,-0.3459631206482087
ACH-000993,-0.3177470119956493
ACH-000994,-0.2146631460261991
ACH-000996,-0.20700429429647502
ACH-001001,-0.2532705488406543
ACH-001020,-0.322673956614105
ACH-001028,-0.2636975582503259
ACH-001031,-0.20624142959204905
ACH-001038,-0.21520132802930197
ACH-001048,-0.3629552744737371
ACH-001050,-0.36076549227794463
ACH-001053,-0.3967713784943577
ACH-001054,-0.2086762393682162
ACH-001061,-0.2029810833621285
ACH-001067,-0.4162295007271398
ACH-001075,0.04710539963411643
ACH-001096,-0.2242023015847401
ACH-001111,-0.13070743903014656
ACH-001119,-0.2412211463217873
ACH-001128,-0.5701769955087105
ACH-001134,-0.12362950801041682
ACH-001151,-0.14126143803194574
ACH-001163,-0.06876511321961447
ACH-001164,-0.3927880649297108
ACH-001183,-0.3014312337408364
ACH-001192,-0.18711846589804346
ACH-001193,0.09066070480224636
ACH-001196,-0.3677299219325819
ACH-001197,-0.022563315525528132
ACH-001205,-0.19748364200694665
ACH-001211,-0.14385684419742895
ACH-001212,-0.677514744880805
ACH-001228,-0.2508909388546239
ACH-001232,-0.028839350035639057
ACH-001239,-0.2404455510149736
ACH-001270,-0.5424307463901257
ACH-001274,-0.2795951237628038
ACH-001275,-0.2809502959265119
ACH-001277,-0.235675229935125
ACH-001278,-0.3414986875425432
ACH-001280,-0.2584522809264795
ACH-001283,-0.2906141004294257
ACH-001289,-0.06606884922529507
ACH-001300,-0.2898439935434182
ACH-001301,-0.16566976513859175
ACH-001302,-0.12510485569928145
ACH-001306,-0.23503878895322045
ACH-001318,-0.18454488833211327
ACH-001322,-0.2531016623939958
ACH-001328,-0.23970454593532603
ACH-001332,-0.13475054247625964
ACH-001336,-0.19568391226724632
ACH-001346,-0.03466099101231625
ACH-001353,-0.20391432974028487
ACH-001354,-0.19426129647501814
ACH-001367,-0.14300933903482724
ACH-001368,-0.19104414431925226
ACH-001374,-0.08169708569292818
ACH-001377,-0.19716056117705827
ACH-001380,-0.21467189874399872
ACH-001391,-0.2573850153663221
ACH-001408,-0.1953420457655474
ACH-001430,-0.32319424305900235
ACH-001431,-0.03881687478190198
ACH-001450,-0.1594735043466313
ACH-001496,-0.1847578023587552
ACH-001500,-0.26173728555864223
ACH-001523,-0.2045690686098173
ACH-001532,-0.2844434962272492
ACH-001550,-0.08455143727336219
ACH-001552,-0.05450256300443455
ACH-001554,-0.17881057792342325
ACH-001654,-0.2659302029800898
ACH-001735,-0.3048631389767333
ACH-001736,-0.16957578803919526
ACH-001737,-0.5608701023060289
ACH-001740,-0.31285176450057145
ACH-001745,-0.2296416816553385
ACH-001765,-0.2358725134075837
