,WEE1 (7465)
ACH-000004,-1.7588826776327868
ACH-000005,-1.716562136207323
ACH-000007,-1.1752550598660505
ACH-000009,-1.3234647602565892
ACH-000011,-1.548654447584627
ACH-000012,-1.5923249707984746
ACH-000013,-1.684098478360187
ACH-000014,-1.574861358811677
ACH-000015,-1.3822799460823882
ACH-000017,-1.2393640096387577
ACH-000018,-1.3020472540918184
ACH-000019,-1.5461212369702162
ACH-000021,-1.3729409976614786
ACH-000022,-1.2798478927426535
ACH-000025,-1.434863185275384
ACH-000028,-1.5667810828094495
ACH-000030,-1.5334897234766325
ACH-000035,-1.5760449510754293
ACH-000036,-1.4587898707795066
ACH-000037,-1.707275645030523
ACH-000039,-1.602375856535985
ACH-000040,-1.3975450817269202
ACH-000041,-1.6725267818076404
ACH-000042,-1.383792598246164
ACH-000045,-1.4107749864008658
ACH-000047,-1.4209795185164704
ACH-000052,-1.3305483798049702
ACH-000053,-1.6673161736546385
ACH-000054,-1.4552196126899313
ACH-000055,-1.1865668046117919
ACH-000060,-1.4800276128201535
ACH-000067,-1.3180401361869776
ACH-000070,-1.5084022082547703
ACH-000075,-1.4431859656674404
ACH-000078,-1.6644494554590916
ACH-000082,-1.439406991129683
ACH-000085,-1.5226278367528931
ACH-000086,-1.590133872118741
ACH-000087,-1.7359208008736484
ACH-000092,-1.4091166297170037
ACH-000095,-1.6252939114925775
ACH-000097,-1.6191641056646564
ACH-000098,-1.5065383717606555
ACH-000099,-1.7130872160521975
ACH-000108,-1.5111804690946973
ACH-000113,-1.479497782628903
ACH-000116,-1.4624239607026168
ACH-000118,-1.4810030562325327
ACH-000120,-1.8865206784046018
ACH-000123,-1.5477130838545925
ACH-000127,-1.5233109988216778
ACH-000128,-1.1123485485432776
ACH-000132,-1.6069295229961045
ACH-000133,-1.5568410752646296
ACH-000137,-1.489179502533439
ACH-000138,-1.6215964598798982
ACH-000142,-1.3975307234736256
ACH-000143,-1.4716617626348985
ACH-000146,-1.7965200453642811
ACH-000148,-1.5170085354098053
ACH-000150,-1.405697939373577
ACH-000152,-1.2731162392734452
ACH-000153,-1.5461952200474955
ACH-000159,-1.4001863388826201
ACH-000160,-1.4896463208432176
ACH-000163,-1.4533100752264432
ACH-000167,-2.6640216318265617
ACH-000168,-1.560078904672234
ACH-000169,-1.5825307278600935
ACH-000178,-1.3989408110775303
ACH-000183,-1.5406633810958597
ACH-000188,-1.6637163513353368
ACH-000189,-1.3829194947017691
ACH-000190,-1.5432596912055858
ACH-000198,-1.4072778550409744
ACH-000203,-0.9538545897418256
ACH-000204,-1.3993565638726424
ACH-000206,-1.7920638439437462
ACH-000207,-1.7260716317977143
ACH-000208,-1.4712676297538718
ACH-000210,-1.4594392385744692
ACH-000211,-1.4625749954810634
ACH-000215,-1.530042807955651
ACH-000221,-1.547176337843564
ACH-000222,-1.6696947606663084
ACH-000223,-1.6315629043953632
ACH-000226,-1.621657803427369
ACH-000227,-1.8662610135114581
ACH-000228,-1.134912695740847
ACH-000231,-1.5575311251642132
ACH-000232,-1.41571876061104
ACH-000233,-1.4365775355884183
ACH-000234,-1.4992494725262355
ACH-000235,-1.447147595032964
ACH-000237,-1.5981358169880395
ACH-000238,-1.4498033924926286
ACH-000242,-1.5494505218024266
ACH-000243,-1.3314597290374441
ACH-000244,-1.2947633744994282
ACH-000246,-1.6611053882619708
ACH-000248,-1.4530073079020245
ACH-000250,-1.5391734999604887
ACH-000251,-1.4778222168663993
ACH-000252,-1.506833301969044
ACH-000253,-1.276046201566801
ACH-000255,-1.5086460941228963
ACH-000256,-1.5422454732637116
ACH-000257,-1.3744473726110031
ACH-000258,-1.5949991476043852
ACH-000259,-1.8370905761154823
ACH-000260,-1.5093660909986584
ACH-000261,-1.3819327930402905
ACH-000262,-1.5073217694873005
ACH-000263,-1.620959361825945
ACH-000264,-1.5821119685318463
ACH-000265,-1.4577198383599843
ACH-000266,-1.4671121867991364
ACH-000272,-1.4351461802997605
ACH-000274,-1.583182463069294
ACH-000277,-1.581917713079246
ACH-000278,-1.6571707547315886
ACH-000279,-1.6065021822291878
ACH-000280,-1.5979502046708811
ACH-000281,-1.4423566468323532
ACH-000288,-1.5963425287500463
ACH-000291,-1.4947893065694673
ACH-000293,-2.1528829301821286
ACH-000294,-1.3714801232650369
ACH-000295,-1.5521931288182709
ACH-000296,-1.4178825469763003
ACH-000302,-1.4767665566327683
ACH-000304,-1.6185096297916213
ACH-000307,-1.3792983612346288
ACH-000308,-1.749813302209419
ACH-000310,-1.7817251752679637
ACH-000311,-1.7358135846558362
ACH-000312,-1.6019269268762433
ACH-000315,-1.5760485893293956
ACH-000316,-1.9173488707903104
ACH-000317,-1.4902082357844344
ACH-000318,-1.6648283602430731
ACH-000319,-1.4880011075476518
ACH-000320,-1.6564573729997774
ACH-000322,-1.5766117346117894
ACH-000323,-1.3646500997952211
ACH-000324,-1.6032372732895803
ACH-000329,-1.77347740886228
ACH-000330,-1.0867741318089053
ACH-000331,-1.397373645591348
ACH-000332,-1.380835408237983
ACH-000334,-1.618506670794833
ACH-000335,-1.4261537462465148
ACH-000336,-1.3915980895199496
ACH-000337,-1.320069887221459
ACH-000338,-2.2197008872740875
ACH-000339,-1.4794941779022988
ACH-000341,-1.559945177947776
ACH-000348,-1.6986793230284791
ACH-000350,-1.5069296041175242
ACH-000352,-1.443232576411699
ACH-000356,-1.7257467426924769
ACH-000361,-1.2936746047610008
ACH-000362,-1.5667877111969402
ACH-000363,-1.6291656527218428
ACH-000364,-1.7375405535239978
ACH-000365,-1.4618288784161397
ACH-000366,-1.5427212451564651
ACH-000368,-1.3412347570299603
ACH-000374,-1.5037842882526389
ACH-000375,-1.6514241775645149
ACH-000376,-1.3457409067905093
ACH-000381,-1.2635451424001718
ACH-000383,-1.5790920256996113
ACH-000387,-1.6067845790643145
ACH-000389,-1.6196566316826708
ACH-000390,-1.6714433007008678
ACH-000393,-1.4237647946823548
ACH-000395,-1.6048272785345712
ACH-000396,-1.6630169040932157
ACH-000397,-1.4621668999790534
ACH-000401,-1.3105608311410155
ACH-000402,-1.3647412865534452
ACH-000403,-1.567359072486885
ACH-000404,-1.5812001293046325
ACH-000406,-1.5956490224674689
ACH-000407,-1.6812092278409003
ACH-000408,-1.5928830386125796
ACH-000410,-1.4932614062276175
ACH-000411,-1.780699115771921
ACH-000414,-1.709925039031151
ACH-000415,-1.5327104951460084
ACH-000416,-1.5683936872672013
ACH-000420,-1.5003367047259566
ACH-000421,-1.4285337165693468
ACH-000424,-1.2580940505721263
ACH-000425,-1.4584302758394496
ACH-000426,-1.435711832229961
ACH-000427,-1.7870503631175836
ACH-000433,-1.6162619076288618
ACH-000435,-1.2264279182644489
ACH-000436,-1.7139711134642182
ACH-000444,-1.5697664766939785
ACH-000445,-1.4937456507773963
ACH-000448,-1.1971397959558971
ACH-000450,-1.785849606632132
ACH-000452,-1.6433835378124664
ACH-000454,-1.438674014199683
ACH-000458,-1.661844562574579
ACH-000459,-1.5019163921755851
ACH-000460,-1.5090374120500019
ACH-000461,-1.2896363333078171
ACH-000463,-1.3937301046718058
ACH-000464,-1.490585389396108
ACH-000466,-1.3312380607457677
ACH-000467,-1.307085841043761
ACH-000468,-1.6489257895117102
ACH-000469,-1.5638255039162725
ACH-000470,-1.3919874884473056
ACH-000471,-1.5460562738465105
ACH-000472,-1.224942030737368
ACH-000473,-1.8568436732224247
ACH-000475,-1.5054241792966148
ACH-000476,-1.5356609802962051
ACH-000477,-1.880834810678684
ACH-000479,-1.2429041714715796
ACH-000480,-1.6360452004111974
ACH-000481,-1.49571589161872
ACH-000483,-1.7960764707529315
ACH-000484,-1.7219344618377217
ACH-000485,-1.4086033003661396
ACH-000486,-1.4201783044538632
ACH-000487,-1.3941155431077965
ACH-000488,-1.4001443868818055
ACH-000490,-1.2916821224066706
ACH-000491,-1.5238658733498904
ACH-000495,-1.7561766363789162
ACH-000496,-1.6890145908497507
ACH-000499,-1.5850759410616508
ACH-000500,-1.209861451768263
ACH-000502,-1.4287895288595136
ACH-000503,-1.3510081827320135
ACH-000505,-1.5574778276582917
ACH-000507,-1.6771703002514076
ACH-000510,-1.45393287730071
ACH-000511,-1.5074644355169282
ACH-000512,-1.555656360323357
ACH-000516,-1.684183202309449
ACH-000517,-1.6044437099728397
ACH-000518,-1.5535367086173535
ACH-000520,-1.6802565642730345
ACH-000521,-1.7292887030576838
ACH-000522,-1.4723541020594606
ACH-000524,-1.5964969776287141
ACH-000527,-1.4113067436747355
ACH-000528,-1.4127822891959099
ACH-000537,-1.641139503564908
ACH-000541,-1.6806909040102784
ACH-000542,-1.44082968981724
ACH-000544,-1.4061925942358715
ACH-000545,-1.6045974082377317
ACH-000547,-1.6907876844025562
ACH-000548,-1.4159814702358478
ACH-000549,-1.2631226293899775
ACH-000550,-1.5026885606360765
ACH-000552,-1.3116017264389606
ACH-000556,-1.4997189152931738
ACH-000557,-1.7961628278709434
ACH-000569,-1.2171398520301653
ACH-000570,-1.6214320768233694
ACH-000571,-1.7218394987831434
ACH-000573,-1.6746134834911357
ACH-000576,-1.4236701524253568
ACH-000579,-1.6713511694511896
ACH-000580,-1.4795404759160615
ACH-000584,-1.6530573151803118
ACH-000585,-1.668245071010472
ACH-000588,-1.6277521399008068
ACH-000589,-1.5621743523315692
ACH-000591,-1.4889937625510268
ACH-000593,-1.5520448698618106
ACH-000600,-1.6821180889989544
ACH-000601,-1.4471807611722436
ACH-000605,-1.4269146178639567
ACH-000606,-1.3727084524715985
ACH-000608,-1.6850845108136532
ACH-000614,-1.5673635352390718
ACH-000616,-1.4921173947658066
ACH-000618,-1.5139757431067054
ACH-000619,-1.5276773134381645
ACH-000620,-1.4319397453134752
ACH-000621,-1.550420087042229
ACH-000622,-1.9290824397619644
ACH-000623,-1.5581612497524582
ACH-000624,-1.575498598715296
ACH-000627,-1.5043976618939543
ACH-000630,-1.2889565286948914
ACH-000631,-1.7762247254698786
ACH-000632,-1.681613820091916
ACH-000633,-1.511725803720014
