,PIP4K2B (8396)
ACH-000004,-0.061091067552491066
ACH-000005,-0.17476035270131834
ACH-000007,0.050508822222058734
ACH-000009,-0.10897518689989223
ACH-000011,0.16178210215017566
ACH-000012,-0.19323031193943466
ACH-000013,0.021121596695675315
ACH-000014,-0.10411366691167827
ACH-000015,0.03620356268605589
ACH-000017,-0.07997330889792016
ACH-000018,0.006322591583754796
ACH-000019,0.04356549535245408
ACH-000021,0.043968134448511206
ACH-000022,0.05795421525789484
ACH-000025,0.052110734006775634
ACH-000028,-0.009364789944636749
ACH-000030,-0.0121964521960788
ACH-000035,-0.0708687417921597
ACH-000036,0.027542770927755537
ACH-000037,0.16329970933224305
ACH-000039,-0.0583577899440405
ACH-000040,-0.032471687195519884
ACH-000041,-0.01749255869776736
ACH-000042,0.023732323147542284
ACH-000045,0.025082328848291
ACH-000047,0.08887086134199579
ACH-000052,-0.06970800968633492
ACH-000053,-0.056019186378811855
ACH-000054,0.10173565282507643
ACH-000055,0.10223715027051226
ACH-000060,0.002002275117761457
ACH-000067,0.027170159626283757
ACH-000070,0.1596562030963137
ACH-000075,-0.063289969878565
ACH-000078,0.026899601397788703
ACH-000082,-0.04927894757223754
ACH-000085,0.01852100017465278
ACH-000086,-0.15309458727971367
ACH-000087,0.166471009465224
ACH-000092,-0.0671816755163085
ACH-000095,-0.014045271009445942
ACH-000097,-0.02384842170090404
ACH-000098,-0.05443527700932447
ACH-000099,0.24799334841517545
ACH-000108,-0.1651705476558677
ACH-000113,-0.05779112543340369
ACH-000116,0.04262283878543367
ACH-000118,0.07596806323248799
ACH-000120,-0.0022539083831941142
ACH-000123,-0.0746250647102779
ACH-000127,0.08941648229471752
ACH-000128,-0.0614599454024877
ACH-000132,0.03626479803284317
ACH-000133,0.003924765158155056
ACH-000137,-0.03264126694401612
ACH-000138,-0.13902072204834762
ACH-000142,0.030466650218279462
ACH-000143,0.1000155567892576
ACH-000146,0.051687952010472035
ACH-000148,0.07613428124456602
ACH-000150,0.10980008885626384
ACH-000152,-0.09605020166288424
ACH-000153,-0.03128322220863793
ACH-000159,0.04858267358290039
ACH-000160,-0.2292160895561367
ACH-000163,0.001931764118061514
ACH-000167,0.06877854654584081
ACH-000168,0.004031726356114222
ACH-000169,0.0715109925517166
ACH-000178,0.05322905284548262
ACH-000183,-0.13165068951517495
ACH-000188,-0.06561749117625149
ACH-000189,0.2442205814827725
ACH-000190,-0.11838660883618725
ACH-000198,0.016181518421064734
ACH-000203,0.20541681356886304
ACH-000204,0.01897514588914869
ACH-000206,-0.09107166585900557
ACH-000207,-0.06466569751505702
ACH-000208,0.06427553191847339
ACH-000210,0.12173470299429134
ACH-000211,-0.10289729981769874
ACH-000215,-0.01734143952858034
ACH-000221,-0.046770461918424586
ACH-000222,0.14827737759675672
ACH-000223,0.08152733061227489
ACH-000226,0.027826912953829955
ACH-000227,-0.058778941630141114
ACH-000228,-0.0981130324925848
ACH-000231,-0.06389180122901071
ACH-000232,0.1133659119658986
ACH-000233,0.0634067570721245
ACH-000234,0.042345119488265935
ACH-000235,-0.017790279039536245
ACH-000237,0.07390753061047718
ACH-000238,0.09593669959431124
ACH-000242,0.16317326288938647
ACH-000243,-0.10817250412615796
ACH-000244,0.08672929424197807
ACH-000246,0.05411627530680303
ACH-000248,-0.042752534739578296
ACH-000250,0.0283609222825994
ACH-000251,-0.17990399354761716
ACH-000252,-0.01953679600452824
ACH-000253,0.004947761932575228
ACH-000255,-0.14312871567000932
ACH-000256,-0.04853745705708831
ACH-000257,0.1269246276116548
ACH-000258,0.04294904127622793
ACH-000259,0.07528679331770806
ACH-000260,0.016802343996894058
ACH-000261,-0.04988376842507057
ACH-000262,0.07908988995181512
ACH-000263,-0.02593654014800179
ACH-000264,-0.03859936185153123
ACH-000265,-0.07141953292701833
ACH-000266,0.050095348852944095
ACH-000272,0.03581076224139799
ACH-000274,-0.010675318916481257
ACH-000277,0.025236853866959664
ACH-000278,0.006720413522490943
ACH-000279,0.08366287515742102
ACH-000280,-0.02702816355515258
ACH-000281,0.01167398310781793
ACH-000288,0.010235666155281448
ACH-000291,0.0976506084033667
ACH-000293,-0.11078519709296164
ACH-000294,0.1359139611560258
ACH-000295,-0.21910021045045955
ACH-000296,0.14093161819147365
ACH-000302,0.06555196005365603
ACH-000304,0.12574419041939985
ACH-000307,0.0328319505821729
ACH-000308,-0.006502600445632878
ACH-000310,0.05373830131482965
ACH-000311,0.0952031173677746
ACH-000312,-0.056767922342510775
ACH-000315,-0.14032611288142668
ACH-000316,-0.15484692126992142
ACH-000317,0.13703956315144336
ACH-000318,-0.02602323041039533
ACH-000319,0.17256731826337846
ACH-000320,0.039568118464451234
ACH-000322,-0.05482802197863094
ACH-000323,0.04069862623082395
ACH-000324,0.052292601602267584
ACH-000329,0.04848530244855105
ACH-000330,0.04067202138957567
ACH-000331,-0.032422088013560266
ACH-000332,0.06521578638762274
ACH-000334,0.1857631954753561
ACH-000335,0.04434198725894018
ACH-000336,0.10707182836598407
ACH-000337,-0.006819482000828826
ACH-000338,0.4395223671226657
ACH-000339,0.004161257069079015
ACH-000341,-0.0535912456946504
ACH-000348,-0.019769837566504144
ACH-000350,0.1657575158120463
ACH-000352,0.022012156649564726
ACH-000356,-0.07030480860568357
ACH-000361,-0.0565724389654366
ACH-000362,-0.020916857283593063
ACH-000363,0.005758184916130819
ACH-000364,0.0643583145555662
ACH-000365,-0.13871483314778033
ACH-000366,0.12843081834924844
ACH-000368,0.00030466069757103723
ACH-000374,-0.11965476182433665
ACH-000375,-0.0880503046456241
ACH-000376,0.059022708236353826
ACH-000381,0.0195301388069956
ACH-000383,-0.23210192977787844
ACH-000387,-0.10174486390555113
ACH-000389,0.11745147026482633
ACH-000390,0.03366235102835633
ACH-000393,0.04619882713282287
ACH-000395,-0.033832450359392516
ACH-000396,-0.052979452452766966
ACH-000397,-0.19189243717803506
ACH-000401,-0.039759584102339776
ACH-000402,-0.08483717973592067
ACH-000403,-0.012851590990283736
ACH-000404,-0.1610163270463914
ACH-000406,0.0073386732463349
ACH-000407,-0.058073686289782586
ACH-000408,-0.16959590034232136
ACH-000410,0.09089211334660377
ACH-000411,0.005070762050942031
ACH-000414,0.1257908314735332
ACH-000415,-0.16535874985336688
ACH-000416,0.03804726448834865
ACH-000420,-0.08013575667961621
ACH-000421,-0.005460792803820438
ACH-000424,-0.0014710975497007307
ACH-000425,0.0848095281348351
ACH-000426,0.2224291222428031
ACH-000427,-0.4999319688409847
ACH-000433,-0.01062837035554202
ACH-000435,-0.2993995594158889
ACH-000436,-0.14535462038725472
ACH-000444,0.13870490851387646
ACH-000445,0.05351825072620745
ACH-000448,0.02778537338652012
ACH-000450,-0.0011439502675564992
ACH-000452,0.011349529045220387
ACH-000454,0.05121006579645828
ACH-000458,-0.10524237678645956
ACH-000459,0.13748779655221016
ACH-000460,-0.025599822811975897
ACH-000461,-0.10945910660445632
ACH-000463,0.05267605645887752
ACH-000464,-0.14655855746275398
ACH-000466,0.0068806053225845005
ACH-000467,-0.037915678439362534
ACH-000468,-0.11673234037971784
ACH-000469,-0.05517785501124532
ACH-000470,0.08239322325732469
ACH-000471,0.030713303961844837
ACH-000472,0.02190624120676079
ACH-000473,0.004801702397068455
ACH-000475,0.015858721708540524
ACH-000476,0.07450718333785676
ACH-000477,0.11813799070506355
ACH-000479,-0.3172009333240516
ACH-000480,0.10531227704780613
ACH-000481,0.04636220360354385
ACH-000483,0.069941414427536
ACH-000484,0.02336735994678073
ACH-000485,0.12798389723627365
ACH-000486,0.05122870960120552
ACH-000487,-0.02311459363019107
ACH-000488,-0.06681467796325424
ACH-000490,0.008560506185954365
ACH-000491,0.014447206580429882
ACH-000495,-0.00146466584935082
ACH-000496,-0.014602623952640382
ACH-000499,0.24721820233603886
ACH-000500,0.2835172061028263
ACH-000502,0.04871919707074528
ACH-000503,0.1243014981604878
ACH-000505,0.05367410656450847
ACH-000507,-0.09229864794820604
ACH-000510,0.044596688087887235
ACH-000511,0.03306422034986527
ACH-000512,0.1111284074947946
ACH-000516,-0.07227502475362876
ACH-000517,-0.0026129771539437113
ACH-000518,0.02562676339785973
ACH-000520,0.007856649284033703
ACH-000521,-0.1448711325394755
ACH-000522,0.013335806461758913
ACH-000524,-0.04997890509334472
ACH-000527,0.005777107157995684
ACH-000528,0.12025474473962762
ACH-000537,-0.03974835251359491
ACH-000541,0.12061232071484013
ACH-000542,-0.022172404793107843
ACH-000544,0.021673474696885242
ACH-000545,0.16597160860147753
ACH-000547,-0.0831568363061892
ACH-000548,-0.002744606716760008
ACH-000549,0.04862956019672138
ACH-000550,-0.01134621287984219
ACH-000552,-0.048262151778103474
ACH-000556,0.04801653331028413
ACH-000557,0.03567280040892388
ACH-000569,0.28570314034006433
ACH-000570,-0.0317202235587172
ACH-000571,0.010201293298922037
ACH-000573,0.06352487137780682
ACH-000576,0.03165671391462176
ACH-000579,0.21569542549964896
ACH-000580,0.05563121404340352
ACH-000584,0.12737393468165195
ACH-000585,0.0536241442946382
ACH-000588,-0.07498611721056471
ACH-000589,0.06550342246726709
ACH-000591,0.00948186756782952
ACH-000593,-0.04235260092518782
ACH-000600,-0.014691189312551397
ACH-000601,0.12826911733002955
ACH-000605,-0.042779002944499794
ACH-000606,-0.016399154182103175
ACH-000608,0.037127245619564896
ACH-000614,0.174121141620945
ACH-000616,0.08259483171545938
ACH-000618,-0.09267272329557988
ACH-000619,0.08092625059699626
ACH-000620,0.1022310871174469
