,LCE2A (353139)
ACH-000004,-0.3563623283758899
ACH-000005,-0.2197096649965857
ACH-000007,-0.12431027053088001
ACH-000009,-0.24656122677416856
ACH-000011,-0.10486784381379724
ACH-000012,-0.21990538436819496
ACH-000013,-0.0702149549655409
ACH-000014,-0.1913415619124496
ACH-000015,-0.13678201107442006
ACH-000017,-0.30921503781388915
ACH-000018,-0.1610366932011493
ACH-000019,-0.29969543715050884
ACH-000021,-0.2962457557059852
ACH-000022,-0.13731905419463672
ACH-000025,-0.2477036609780799
ACH-000028,-0.1939771417720965
ACH-000030,-0.15326806795757306
ACH-000035,-0.17991521684980386
ACH-000036,-0.2509325901966057
ACH-000037,-0.3166725845809113
ACH-000039,-0.2938180845987661
ACH-000040,-0.290468866396742
ACH-000041,-0.10615917963613472
ACH-000042,-0.13699680754378948
ACH-000045,-0.1722812270338374
ACH-000047,-0.14655455525256608
ACH-000052,-0.2894428081098057
ACH-000053,-0.16345086750149854
ACH-000054,-0.1546604159021139
ACH-000055,-0.2553504073668651
ACH-000060,-0.3042999326221505
ACH-000067,-0.18048682460608415
ACH-000070,-0.1942733744964885
ACH-000075,-0.2651830259844665
ACH-000078,-0.12541920055995104
ACH-000082,-0.22307324697194386
ACH-000085,-0.10478872516475628
ACH-000086,-0.2980166855062038
ACH-000087,-0.19800082852127115
ACH-000092,-0.2619601942285882
ACH-000095,-0.17074338510418294
ACH-000097,-0.3388007389048172
ACH-000098,-0.2776105715558785
ACH-000099,-0.13095003761690718
ACH-000108,-0.2431896403071369
ACH-000113,-0.0844212716868409
ACH-000116,-0.13789986978531407
ACH-000118,-0.1892428712826797
ACH-000120,-0.2903103396650701
ACH-000123,-0.2013942289581782
ACH-000127,-0.2622912780825659
ACH-000128,-0.2510646370982234
ACH-000132,-0.21582059668027576
ACH-000133,-0.28005867325494993
ACH-000137,-0.2351734599463048
ACH-000138,-0.1634415069052387
ACH-000142,-0.3020511906422751
ACH-000143,-0.12748584202525018
ACH-000146,-0.12518944838384746
ACH-000148,-0.2711879565892781
ACH-000150,-0.14417342619778162
ACH-000152,-0.15414763025399555
ACH-000153,-0.4112537469948514
ACH-000159,-0.2742970904590901
ACH-000160,-0.11822923869153695
ACH-000163,-0.3706398954288365
