,ADAT3 (113179)
ACH-000004,-0.31265003998679514
ACH-000005,-0.5738234758472383
ACH-000007,-0.4021974937130457
ACH-000009,-0.2140722987742898
ACH-000011,-0.5111376009940285
ACH-000012,-0.6282502787367905
ACH-000013,-0.6384612135433664
ACH-000014,-0.4329838225192733
ACH-000015,-0.5852712236403861
ACH-000017,-0.2893446935093459
ACH-000018,-0.4140768556427008
ACH-000019,-0.2648296959967761
ACH-000021,-0.3212404134060386
ACH-000022,-0.5544545577389344
ACH-000025,-0.5210441672242753
ACH-000028,-0.37449570574824426
ACH-000030,-0.4321743165218495
ACH-000035,-0.7066052192303242
ACH-000036,-0.4818383705779386
ACH-000037,-0.3884851271148751
ACH-000039,-0.1074784571185404
ACH-000040,-0.1681277613599117
ACH-000041,-0.7216472514817552
ACH-000042,-0.4654498051444506
ACH-000045,-0.0587443430768725
ACH-000047,-0.5005175782180817
ACH-000052,-0.6962189592442407
ACH-000053,-0.2761527695997949
ACH-000054,-0.2867121326575943
ACH-000055,-0.5339086801051848
ACH-000060,-0.5545306406570704
ACH-000067,-0.3457627664517144
ACH-000070,-0.06923069217026656
ACH-000075,-0.7247908969663348
ACH-000078,-0.35533927340096705
ACH-000082,-0.2743779865311181
ACH-000085,-0.5069530762310314
ACH-000086,-0.6307471301063547
ACH-000087,-0.38371089192462426
ACH-000092,-0.2894955697313765
ACH-000095,-0.2857856843530098
ACH-000097,-0.18771426943986816
ACH-000098,-0.7665071378658579
ACH-000099,-0.24266209914586176
ACH-000108,-0.4532589597272541
ACH-000113,-0.37669068784430615
ACH-000116,-0.6745715331103055
ACH-000118,-0.3861596960464607
ACH-000120,-0.21734982587859275
ACH-000123,-0.18959678960915166
ACH-000127,-0.5459577403183605
ACH-000128,-0.4840524108010087
ACH-000132,-0.42079595782470897
ACH-000133,-0.2571146979481821
ACH-000137,-0.34286084688439833
ACH-000138,-0.6201450848748615
ACH-000142,-0.5636438027289749
ACH-000143,-0.5879355943949863
ACH-000146,-0.1878011343413682
ACH-000148,-0.3374810881887383
ACH-000150,-0.25683775299632644
ACH-000152,-0.2286515363792419
ACH-000153,-0.24227172930148255
ACH-000159,-0.3295725503081956
ACH-000160,-0.1653261681049555
ACH-000163,-0.5392615011804451
ACH-000167,0.009081949532799808
ACH-000168,-0.15416401221243373
ACH-000169,-0.4325170703770487
ACH-000178,-0.28629954061364593
ACH-000183,-0.4378274945050921
ACH-000188,-0.580700152432736
ACH-000189,-0.32616252263998563
ACH-000190,-0.311507037785532
ACH-000198,-0.1474785181799738
ACH-000203,-0.6350416129210829
ACH-000204,-0.3468176736366386
ACH-000206,-0.3662366395651765
ACH-000207,-0.31263956884783384
ACH-000208,-0.2941845550204297
ACH-000210,0.052006886030354464
ACH-000211,-0.33893717038146154
ACH-000215,-0.4310578802172988
ACH-000221,-0.4022755024061272
ACH-000222,-0.6555495001904038
ACH-000223,-0.29522274679112137
ACH-000226,-0.6274682921645455
ACH-000227,-0.38551817958631057
ACH-000228,-0.42695792771696095
ACH-000231,-0.5501457489857885
ACH-000232,-0.5472658673995385
ACH-000233,-0.3749243634327605
ACH-000234,-0.5730293616826301
ACH-000235,-0.5142911675971256
ACH-000237,-0.3848130755079223
ACH-000238,-0.4575568523399001
ACH-000242,-0.1723533166276611
ACH-000243,-0.5768468054611163
ACH-000244,-0.2953966350305593
ACH-000246,-0.19235521566354824
ACH-000248,-0.5678666983582227
ACH-000250,-0.5573237881186742
ACH-000251,-0.7359093518161626
ACH-000252,-0.3899830992860936
ACH-000253,-0.6908278133615136
ACH-000255,-0.4020706414428956
ACH-000256,-0.4171018509762212
ACH-000257,-0.317102443710487
ACH-000258,-0.3743598329705267
ACH-000259,-0.4443677217788366
ACH-000260,-0.44540775815390427
ACH-000261,-0.38518218303916624
ACH-000262,-0.27655187926864777
ACH-000263,-0.5516062994616316
ACH-000264,-0.3330175927550412
ACH-000265,-0.5127474069313075
ACH-000266,-0.3666819996364353
ACH-000272,-0.1662941573398316
ACH-000274,-0.2483145658092323
ACH-000277,-0.2396118710593628
ACH-000278,-0.3350143928996781
ACH-000279,-0.33216379805886
ACH-000280,-0.4656118364148294
ACH-000281,-0.4852304726185666
ACH-000288,-0.3338976535464037
ACH-000291,-0.6262024404207711
ACH-000293,-0.3618222433060079
ACH-000294,-0.10621351552664936
ACH-000295,-0.30713760820438074
ACH-000296,-0.4775553500084408
ACH-000302,-0.3675105228776432
ACH-000304,-0.20182553714238868
ACH-000307,-0.4740760048191476
ACH-000308,-0.4043644027888207
ACH-000310,-0.0995401231602405
ACH-000311,-0.7720954333319765
ACH-000312,-0.3172045648500739
ACH-000315,-0.7502335907026884
ACH-000316,-0.37453005117720944
ACH-000317,-0.5955010568072799
ACH-000318,-0.5860085849293375
ACH-000319,-0.51135070285308
ACH-000320,-0.5079757662227091
ACH-000322,-0.3728034333664394
ACH-000323,-0.3285716923996261
ACH-000324,-0.5296326511934828
ACH-000329,-0.2819026019890241
ACH-000330,-0.2524258793849053
ACH-000331,-0.5143706115802223
ACH-000332,-0.6825367031205131
ACH-000334,-0.29232222477125874
ACH-000335,-0.8117286602998468
ACH-000336,-0.40872991321771857
ACH-000337,-0.9423788346332059
ACH-000338,-0.23580205759505454
ACH-000339,-0.3485680557760856
ACH-000341,-0.4034244981405585
ACH-000348,-0.3478796024673304
ACH-000350,-0.05084695674875552
ACH-000352,-0.326132261654938
ACH-000356,-0.2636928137360044
ACH-000361,-0.6436371891917547
ACH-000362,-0.0336262767859202
ACH-000363,-0.1926299746224464
ACH-000364,-0.6410277931991932
ACH-000365,-0.35542281358337235
ACH-000366,-0.5031590372970869
ACH-000368,-0.6917248992539582
ACH-000374,-0.3072946766963972
ACH-000375,-0.34582002392849465
ACH-000376,-0.4368755941044287
ACH-000381,-0.3541116980541017
ACH-000383,-0.2475397935119911
ACH-000387,-0.3460875951040332
ACH-000389,-0.6296082849068816
ACH-000390,-0.410252527479381
ACH-000393,-0.3646081936597402
ACH-000395,-0.5713974185263554
ACH-000396,-0.4327056954463308
ACH-000397,-0.5964078395880645
ACH-000401,-0.4696203173806313
ACH-000402,-0.5648177172529736
ACH-000403,-0.2895292027093969
ACH-000404,-0.258671853180164
ACH-000406,-0.320318708905643
ACH-000407,-0.5246741277925265
ACH-000408,-0.5524567669709747
ACH-000410,-0.35854921824165764
ACH-000411,-0.3842113687953044
ACH-000414,-0.4565805871865391
ACH-000415,-0.3875191672260923
ACH-000416,-0.4003480110224338
ACH-000420,-0.4334176166117756
ACH-000421,-0.4925320332342904
ACH-000424,-0.6039909832461587
ACH-000425,-0.27414961171799457
ACH-000426,-0.32019812836021955
