,WWC1 (23286)
ACH-000004,0.2218702475881269
ACH-000005,0.35245699913128553
ACH-000007,0.3522734772133394
ACH-000009,0.1510151263287394
ACH-000011,0.4002479618015829
ACH-000012,-0.059646090191045886
ACH-000013,0.1200647086022039
ACH-000014,-0.011558407266832464
ACH-000015,0.06484198833916102
ACH-000017,0.19647838993317485
ACH-000018,0.034864295327175804
ACH-000019,0.2401174938536901
ACH-000021,0.16057429655546324
ACH-000022,0.12523595661782433
ACH-000025,0.2727659487881858
ACH-000028,0.21505111580135006
ACH-000030,0.14850373606175712
ACH-000035,-0.040304441985467516
ACH-000036,0.10025947137517327
ACH-000037,-0.020663796399810957
ACH-000039,-0.0292822054419957
ACH-000040,0.12248152051295982
ACH-000041,-0.060633122484351286
ACH-000042,0.12773119109799494
ACH-000045,0.2420715948827118
ACH-000047,0.06426987588886346
ACH-000052,0.08201097910990192
ACH-000053,-0.007815662213558134
ACH-000054,0.09170432401107777
ACH-000055,-0.02474759992551364
ACH-000060,0.1455025435354821
ACH-000067,-0.07827367798090487
ACH-000070,-0.05931163459445017
ACH-000075,0.11828175596514673
ACH-000078,0.044907540743017095
ACH-000082,0.10680626639476526
ACH-000085,0.11938862636634118
ACH-000086,0.2252369425865573
ACH-000087,-0.18322623368044047
ACH-000092,0.22806815577289635
ACH-000095,0.046565850419017715
ACH-000097,0.07984467199543152
ACH-000098,0.14070656347567814
ACH-000099,0.08458110243735226
ACH-000108,0.17971134406306605
ACH-000113,0.1177520055362591
ACH-000116,0.1282164704058021
ACH-000118,0.16195306885757416
ACH-000120,-0.034891655528416936
ACH-000123,0.10301482965057987
ACH-000127,0.061198253331124976
ACH-000128,0.21625538644705225
ACH-000132,0.28293659865492354
ACH-000133,0.13379588130695586
ACH-000137,0.14590298101412838
ACH-000138,0.1775078472282689
ACH-000142,0.20596738117171973
ACH-000143,0.11997157360755067
ACH-000146,0.0797163776817066
ACH-000148,0.06776368925169733
ACH-000150,0.06439102635644296
ACH-000152,0.02046992681138408
ACH-000153,-0.16963934359007585
ACH-000159,-0.029100140705876375
ACH-000160,0.3659062096161061
ACH-000163,0.07953911087820835
ACH-000167,0.702826280893767
ACH-000168,-0.1190864513637305
ACH-000169,-0.007738726151470428
ACH-000178,0.06764592423014414
ACH-000183,-0.013484417465814528
ACH-000188,0.10382641670342953
