,ABCD4 (5826)
ACH-000004,-0.28141141887169385
ACH-000005,-0.17397153701796006
ACH-000007,-0.0901783967596667
ACH-000009,-0.18967129693033088
ACH-000011,-0.3358444754942685
ACH-000012,-0.14416426496252108
ACH-000013,-0.18005624796674366
ACH-000014,0.011378147199924032
ACH-000015,-0.04476408169268024
ACH-000017,-0.2430533723033204
ACH-000018,-0.2107319834181064
ACH-000019,-0.22314578052784395
ACH-000021,-0.08118072305170446
ACH-000022,-0.1732881439294716
ACH-000025,-0.1195274814247514
ACH-000028,-0.21177508155028285
ACH-000030,-0.09205884398835053
ACH-000035,-0.03976283744574747
ACH-000036,-0.07680868095331023
ACH-000037,-0.13546588196571982
ACH-000039,-0.07059166570580418
ACH-000040,-0.10793875850306994
ACH-000041,-0.22458590918904908
ACH-000042,-0.15656206058189875
ACH-000045,-0.12560643743931765
ACH-000047,-0.17321741613844266
ACH-000052,-0.11193118201108722
ACH-000053,-0.22114599270443816
ACH-000054,-0.15397124880117227
ACH-000055,-0.09374314895844996
ACH-000060,-0.3058701505934838
ACH-000067,-0.053435785857242665
ACH-000070,-0.02690365493239477
ACH-000075,-0.1387534078753175
ACH-000078,0.011377667510437409
ACH-000082,-0.1437860245599735
ACH-000085,0.029539237143996293
ACH-000086,-0.10823993794895516
ACH-000087,-0.15075634567429955
ACH-000092,-0.1956578715896518
ACH-000095,-0.14879968789269854
ACH-000097,-0.06631197478542256
ACH-000098,-0.13976696381246626
ACH-000099,-0.07787929385511215
ACH-000108,-0.2330808604541804
ACH-000113,-0.024732113197827792
ACH-000116,-0.1215151893118569
ACH-000118,-0.26435839780526244
ACH-000120,-0.11629315607266605
ACH-000123,-0.17915996596517852
ACH-000127,-0.17598475498823782
ACH-000128,-0.2205971696203506
ACH-000132,-0.06839194483054438
ACH-000133,-0.2240737786034365
ACH-000137,-0.06347783208053362
ACH-000138,-0.4448440145186262
ACH-000142,-0.279623237959454
ACH-000143,-0.10592973387473784
ACH-000146,-0.08612335225561439
ACH-000148,-0.19899076862589948
ACH-000150,-0.02456524695464792
ACH-000152,-0.1882728554861052
ACH-000153,-0.1342145785942813
ACH-000159,-0.24049341284197004
ACH-000160,-0.11868856239874655
ACH-000163,-0.08177980157259652
ACH-000167,-0.2403641017181688
ACH-000168,-0.20871205266327011
ACH-000169,-0.11036157689137883
ACH-000178,-0.1326703803028463
ACH-000183,-0.2032508866169192
ACH-000188,-0.09070215750418023
ACH-000189,0.21375635709074425
ACH-000190,-0.2110577773688195
ACH-000198,-0.08190150053843852
ACH-000203,-0.9207248786544224
ACH-000204,-0.12255823761518587
ACH-000206,-0.3602147239951941
ACH-000207,-0.3100296952716539
ACH-000208,-0.28860970910781
ACH-000210,-0.1756570837150396
ACH-000211,-0.22212035881730446
