,INPPL1 (3636)
ACH-000004,-0.0236595985240844
ACH-000005,-0.05459868810012716
ACH-000007,-0.12266187909468368
ACH-000009,0.026143388285547218
ACH-000011,0.11289872363017688
ACH-000012,-0.1153326965921755
ACH-000013,-0.03324286785811659
ACH-000014,0.8343755376264329
ACH-000015,0.008765012815508743
ACH-000017,-0.12275729856992244
ACH-000018,0.13254173439341582
ACH-000019,-0.05961900987923461
ACH-000021,0.014124240205428976
ACH-000022,0.009514892825252287
ACH-000025,0.1167069867034835
ACH-000028,-0.20305130796694898
ACH-000030,-0.04597673849995817
ACH-000035,0.25192173472677204
ACH-000036,0.2831141122768731
ACH-000037,-0.20577535788565005
ACH-000039,-0.007806430899465297
ACH-000040,0.13921728182394175
ACH-000041,-0.18808894712703225
ACH-000042,-0.0460298754912026
ACH-000045,0.01822920196690209
ACH-000047,-0.06002138991512027
ACH-000052,-0.03987408138810542
ACH-000053,0.0026752486541000505
ACH-000054,-0.08753432443294064
ACH-000055,-0.11155398470323627
ACH-000060,-0.061476734524823225
ACH-000067,0.2573016273701569
ACH-000070,-0.16203819739321332
ACH-000075,0.11565726881456595
ACH-000078,-0.054439191480666636
ACH-000082,-0.17290285215022586
ACH-000085,-0.2083744335553044
ACH-000086,-0.17590787283160697
ACH-000087,-0.09030284540611748
ACH-000092,-0.10232990401423926
ACH-000095,0.024623317508406187
ACH-000097,-0.29052676425441004
ACH-000098,-0.010809986009500576
ACH-000099,0.02752814299083784
ACH-000108,-0.04952779589708517
ACH-000113,-0.20612068890047794
ACH-000116,-0.1530151618141736
ACH-000118,-0.002015884675043607
ACH-000120,-0.09542983259974187
ACH-000123,-0.09502953083702342
ACH-000127,-0.01690821719547709
ACH-000128,0.05284833025832386
ACH-000132,-0.13699807460592714
ACH-000133,-0.08825647222081252
ACH-000137,-0.12107181018621513
ACH-000138,-0.060775003058563634
ACH-000142,-0.13501992529274418
ACH-000143,-0.22176917764246767
ACH-000146,-0.040889572757644516
ACH-000148,-0.05159711888971752
ACH-000150,0.11205254788367996
ACH-000152,0.2447490299515616
ACH-000153,-0.3050959643250381
ACH-000159,0.02473953254872637
ACH-000160,-0.17473524066767412
ACH-000163,0.06291759022508638
ACH-000167,-0.0818256220407593
ACH-000168,-0.14570542235253664
ACH-000169,0.02329462667324256
ACH-000178,0.09709931606633963
ACH-000183,-0.10631680998501916
ACH-000188,-0.1753664156812504
ACH-000189,-0.12701480146680585
ACH-000190,-0.1136711306590331
ACH-000198,0.002540640634534164
ACH-000203,0.25948555486753894
ACH-000204,0.18769076918555497
ACH-000206,0.014315503528570162
ACH-000207,-0.31970869297565163
ACH-000208,-0.03931780157557354
ACH-000210,-0.19492827645677133
ACH-000211,-0.08856505459818054
ACH-000215,0.050922591990245916
ACH-000221,-0.1152820371037407
ACH-000222,0.166056653731568
ACH-000223,0.08163927211234294
ACH-000226,-0.13763079385419055
ACH-000227,-0.10974143305897273
ACH-000228,-0.1966682286638087
ACH-000231,0.010919602751720079
ACH-000232,0.5536710606509596
ACH-000233,-0.007428606181485644
ACH-000234,-0.17718032212472856
ACH-000235,-0.14640065050246215
ACH-000237,0.011441235099979649
ACH-000238,0.06626155635393358
ACH-000242,0.21481993866998092
ACH-000243,0.03854498086694128
ACH-000244,0.19733321123580347
ACH-000246,0.039883524383137366
ACH-000248,-0.03029002471556948
ACH-000250,0.01187288818494782
ACH-000251,-0.044066779740785336
ACH-000252,0.10391958608841484
ACH-000253,-0.10177701043083523
ACH-000255,-0.16164688309766104
ACH-000256,-0.018469076071030082
ACH-000257,0.13512497800848114
ACH-000258,-0.078981363076351
ACH-000259,-0.001784663600918032
ACH-000260,-0.040485067526850084
ACH-000261,-0.12214143920716737
ACH-000262,0.0078782425173585
ACH-000263,-0.06784589610194837
ACH-000264,-0.14979890501003032
ACH-000265,0.0006740253523556679
ACH-000266,0.010272132833442405
ACH-000272,0.0568211863554416
ACH-000274,0.049567673006722185
ACH-000277,-0.13744623514765078
ACH-000278,-0.17941692673879406
ACH-000279,0.15092351582910934
ACH-000280,0.09398736601379794
ACH-000281,-0.07606888922561733
ACH-000288,0.558376533417662
ACH-000291,-0.08772236324631041
ACH-000293,-0.18504509893084545
ACH-000294,0.04189160808565087
ACH-000295,-0.42083702004528506
ACH-000296,0.13392230145126366
ACH-000302,-0.16800326895521264
ACH-000304,0.05542362768405318
ACH-000307,0.02944824647610284
ACH-000308,-0.07441641630037996
ACH-000310,0.0396586582119456
ACH-000311,0.18657482116061366
ACH-000312,-0.14478298797791228
ACH-000315,-0.04621107792498302
ACH-000316,-0.17915514728424944
ACH-000317,0.008613587284860266
ACH-000318,-0.06518539840352702
ACH-000319,0.0018359680080646855
ACH-000320,-0.005431574214537534
ACH-000322,0.18274257270180788
ACH-000323,0.3442633502296951
ACH-000324,-0.0682188366300114
ACH-000329,0.008044054651585987
ACH-000330,-0.1186446631191922
ACH-000331,0.0826015474027491
ACH-000332,-0.06526424006828703
ACH-000334,0.07020753654583978
ACH-000335,0.07320715366290209
ACH-000336,-0.050128041678229
ACH-000337,-0.13550939949439633
ACH-000338,-0.2471698015633119
ACH-000339,-0.1227282667246321
ACH-000341,-0.1035302277606344
ACH-000348,0.10564505149820416
ACH-000350,-0.07981338056129834
ACH-000352,0.004220494804526979
