,LKAAEAR1 (198437)
ACH-000004,0.15992279181946092
ACH-000005,0.2638635448680588
ACH-000007,-0.09911053775797132
ACH-000009,-0.05615614023308406
ACH-000011,-0.007536142554208725
ACH-000012,0.197755604935293
ACH-000013,0.023830358438260736
ACH-000014,0.02850790962016655
ACH-000015,-0.003387007021886781
ACH-000017,-0.17605945571220194
ACH-000018,0.0686125547992152
ACH-000019,-0.3186676637719943
ACH-000021,-0.058887156831281866
ACH-000022,-0.11668545979461267
ACH-000025,0.08327632141860908
ACH-000028,-0.027855824062851864
ACH-000030,-0.057521478385005015
ACH-000035,-0.04658594139570908
ACH-000036,0.010980518217067664
ACH-000037,0.13232069389221454
ACH-000039,-0.011537133883851237
ACH-000040,-0.052289360476049436
ACH-000041,0.15245585731314076
ACH-000042,-0.15175040822972527
ACH-000045,-0.09695153277796237
ACH-000047,0.039869893280939296
ACH-000052,0.2039738033180496
ACH-000053,-0.06629155628307011
ACH-000054,-0.15153240293506706
ACH-000055,-0.16065524061844166
ACH-000060,-0.14227920436834174
ACH-000067,0.04666849970824438
ACH-000070,0.051178140304812485
ACH-000075,-0.029810239963892437
ACH-000078,-0.19644683924164005
ACH-000082,-0.039691463209166236
ACH-000085,-0.042887857507746416
ACH-000086,-0.06504294658858266
ACH-000087,0.2289797513446765
ACH-000092,-0.03428955068215839
ACH-000095,-0.04594905982599808
ACH-000097,-0.18073119035298046
ACH-000098,0.07585594649000063
ACH-000099,-0.12733719032651478
ACH-000108,-0.05688086148125252
ACH-000113,-0.12105061724853867
ACH-000116,0.13491724436776653
ACH-000118,0.0017889361570872734
ACH-000120,0.025830961950622552
ACH-000123,-0.005026893431488278
ACH-000127,0.013012220127121485
ACH-000128,0.02998140693508425
ACH-000132,-0.03380525191650823
ACH-000133,0.08991226879756255
ACH-000137,-0.026807417520833928
ACH-000138,0.041988021622973284
ACH-000142,0.019562454023723197
ACH-000143,0.1237427537673066
ACH-000146,0.05454825421113051
ACH-000148,0.008694555855512405
ACH-000150,-0.00685106275294845
ACH-000152,-0.01048077820878643
ACH-000153,0.1381665766251649
ACH-000159,-0.07418376757863507
ACH-000160,0.08747585925070861
ACH-000163,0.02696560738311787
ACH-000167,-0.026161228922660845
ACH-000168,0.09719706681256032
ACH-000169,-0.1048362409448138
ACH-000178,-0.0240347049837481
ACH-000183,0.07780718347652521
ACH-000188,0.07336379395631401
ACH-000189,-0.22010001324481285
ACH-000190,0.13354482393100262
ACH-000198,0.021829328795573474
ACH-000203,0.06295711044526363
ACH-000204,-0.15868968075229492
ACH-000206,-0.20155797690204544
ACH-000207,0.1242046319217692
ACH-000208,0.008976258806784656
ACH-000210,0.07983386708351976
ACH-000211,0.005553780239816725
ACH-000215,0.006333579950447752
ACH-000221,0.16690880223134014
ACH-000222,-0.04902886748743239
ACH-000223,0.04014571226521816
ACH-000226,-0.19997224326559185
ACH-000227,-0.08069950824478404
ACH-000228,0.026090079389335573
ACH-000231,0.00987720678465697
ACH-000232,0.01136685662662648
ACH-000233,-0.12707175485193334
ACH-000234,-0.21536722289554933
ACH-000235,-0.07911365189521727
ACH-000237,-0.012627826692673351
ACH-000238,-0.06397268633297762
ACH-000242,-0.2372898256314328
ACH-000243,0.02042437782073759
ACH-000244,-0.006974701464123221
ACH-000246,-0.2181210270612539
ACH-000248,0.09073060937251466
ACH-000250,-0.03402783079185461
ACH-000251,0.13822927568356252
ACH-000252,-0.22690590617512665
ACH-000253,-0.2394762318474695
ACH-000255,0.02215546750809407
ACH-000256,-0.06575420271179673
ACH-000257,0.0006272146703682248
ACH-000258,-0.23921632735770496
ACH-000259,-0.16427363615777218
ACH-000260,-0.16128997745427406
ACH-000261,-0.03134279960991726
ACH-000262,-0.07737660914591649
ACH-000263,0.07522004338603452
ACH-000264,-0.20049869497860465
ACH-000265,-0.04935215052069983
ACH-000266,-0.09946732882579423
ACH-000272,-0.1449660975442591
ACH-000274,-0.13018212762347176
ACH-000277,-0.5114118350371408
ACH-000278,-0.06556910360659543
ACH-000279,0.13149909377802035
ACH-000280,-0.07373766335490238
ACH-000281,0.04098384034788458
ACH-000288,0.09928930196243907
ACH-000291,0.01831250666641691
ACH-000293,0.0006580516539401186
ACH-000294,-0.1046992820546262
ACH-000295,-0.02489113996870651
ACH-000296,-0.0200538629696439
ACH-000302,0.059938352274444676
ACH-000304,-0.4027475978898135
ACH-000307,-0.029640536214472636
ACH-000308,-0.1234912388358136
ACH-000310,-0.09109288631821297
ACH-000311,-0.03609723741374829
ACH-000312,-0.1372264393638164
ACH-000315,-0.1032621485187109
ACH-000316,0.0937365484265138
ACH-000317,0.037088914026201486
ACH-000318,0.0939033142203015
ACH-000319,-0.010695167064964246
ACH-000320,-0.1278584108513279
ACH-000322,-0.11402453747597292
ACH-000323,-0.0903739237197452
ACH-000324,-0.1155059907387925
ACH-000329,-0.11320248590376587
ACH-000330,-0.04418398929171458
ACH-000331,-0.1004272833318372
ACH-000332,-0.10571565344804533
ACH-000334,0.2190128223192769
ACH-000335,-0.08635563085873389
ACH-000336,-0.013666636027217594
ACH-000337,-0.3599247673022603
ACH-000338,-0.04294773952285752
ACH-000339,-0.10844375334915543
ACH-000341,-0.02065541771029365
ACH-000348,-0.033655964406533866
ACH-000350,-0.15836752555893766
ACH-000352,-0.299265868117578
ACH-000356,0.14609234654036032
ACH-000361,-0.23215596233725344
ACH-000362,0.027434520342180274
ACH-000363,-0.0911155009022853
ACH-000364,0.14433415119097145
ACH-000365,0.09853458523271888
ACH-000366,-0.1147171403483471
ACH-000368,-0.005659647029842692
ACH-000374,0.1746346422974809
ACH-000375,0.02075907870651372
ACH-000376,-0.06075160014586535
ACH-000381,-0.029449277634623707
