,NNAT (4826)
ACH-000004,0.1249466561096496
ACH-000005,-0.048308441479824334
ACH-000007,0.1816328988766368
ACH-000009,0.025122296179984432
ACH-000011,0.0932766016606553
ACH-000012,0.160628771632104
ACH-000013,0.17921639397080635
ACH-000014,0.1279838301232211
ACH-000015,0.0893439647050661
ACH-000017,-0.007766751966013402
ACH-000018,0.02930498136618426
ACH-000019,0.04294201846517507
ACH-000021,0.0527843337442619
ACH-000022,0.0444746588046558
ACH-000025,0.10807437768378672
ACH-000028,0.07170688942888531
ACH-000030,0.02417132797813546
ACH-000035,0.17122813908936738
ACH-000036,0.08446509336880921
ACH-000037,0.051005096611256885
ACH-000039,0.11137564725837547
ACH-000040,-0.08499124818590799
ACH-000041,0.04796026528275028
ACH-000042,0.02527443616524167
ACH-000045,-0.07769708987368991
ACH-000047,0.002931849982727461
ACH-000052,0.07266580203649058
ACH-000053,0.012587088186951605
ACH-000054,0.10716751574635272
ACH-000055,0.19948913018051506
ACH-000060,0.17699310781084576
ACH-000067,0.2498744137274758
ACH-000070,0.12404004989779008
ACH-000075,0.2359002505987938
ACH-000078,-0.07105046706184505
ACH-000082,0.06395800137874011
ACH-000085,0.05981567532850352
ACH-000086,0.061563702276493014
ACH-000087,0.01948177605521813
ACH-000092,-0.0019388003437349746
ACH-000095,0.08905242400794477
ACH-000097,-0.04195824601962669
ACH-000098,0.2162269235046336
ACH-000099,-0.10062888371719178
ACH-000108,0.08985341135564927
ACH-000113,0.10429132968656002
ACH-000116,0.1172382743365344
ACH-000118,0.07633680960159807
ACH-000120,0.040331169400243214
ACH-000123,0.0029686234922569844
ACH-000127,0.11993114487903905
ACH-000128,0.1124093994761895
ACH-000132,0.13800652692807713
ACH-000133,0.004024360421663368
ACH-000137,0.18076729538357775
ACH-000138,0.04055318800984972
ACH-000142,0.12079422157979455
ACH-000143,0.01519094091825939
ACH-000146,0.11139457074210904
ACH-000148,0.11836604463774572
ACH-000150,0.22231542814728025
ACH-000152,0.08457961965415775
ACH-000153,0.0958458102101127
ACH-000159,0.1398965895108552
ACH-000160,0.11183160070689847
ACH-000163,0.09758109189690586
ACH-000167,0.2489303802558793
ACH-000168,0.010012969548480412
ACH-000169,-0.025150926725101483
ACH-000178,0.02668600724926158
ACH-000183,0.05088740004906425
ACH-000188,0.14838734157258796
ACH-000189,-0.08504691637568161
ACH-000190,-0.06940655154677274
ACH-000198,0.07037495807697043
ACH-000203,0.08385969885550801
ACH-000204,0.10374627716657098
ACH-000206,-0.071905921041612
ACH-000207,0.02082252763707789
ACH-000208,0.02798703806561201
ACH-000210,-0.011335913705009555
ACH-000211,0.02083691603792096
ACH-000215,0.01456264577551745
ACH-000221,0.1626831049854962
ACH-000222,0.1607817585219727
ACH-000223,0.00906056206898044
ACH-000226,0.060883611869310676
ACH-000227,-0.06074622465802584
ACH-000228,0.17965217210933734
ACH-000231,-0.0006978772330033005
ACH-000232,0.029526672144174287
ACH-000233,0.08193484534026979
ACH-000234,0.027363498066204552
ACH-000235,0.08975412946640017
ACH-000237,0.08659870506522188
ACH-000238,0.07823144125434152
ACH-000242,-0.035586491907695236
ACH-000243,0.12403569451855355
ACH-000244,0.17089174451705313
ACH-000246,0.04120567886564951
ACH-000248,-0.03415904227982655
ACH-000250,0.15139906839183995
ACH-000251,0.06491100428146489
ACH-000252,-0.09077784123593173
ACH-000253,0.15892784054157053
ACH-000255,-0.11023329145073753
ACH-000256,-0.02210076756385214
ACH-000257,0.006001356222780268
ACH-000258,-0.12455263949908775
ACH-000259,0.10181763141269633
ACH-000260,0.02454018293604349
ACH-000261,-0.05143357220105655
ACH-000262,0.2177364522060785
ACH-000263,0.09520487920000288
ACH-000264,-0.015161417360236941
ACH-000265,0.06666160317705097
ACH-000266,0.1009823053514946
ACH-000272,0.1013188336805502
ACH-000274,-0.033709465013822666
ACH-000277,-0.10192150269967656
ACH-000278,0.11221664663115312
ACH-000279,0.12131050594361098
ACH-000280,0.08122501952834757
ACH-000281,0.09910483413560524
ACH-000288,0.06379697899609017
ACH-000291,0.020158956832531938
ACH-000293,0.1384267766527256
ACH-000294,0.005230177549921228
ACH-000295,0.017052747680260102
ACH-000296,0.15852620961693398
ACH-000302,0.12325599041961025
ACH-000304,-0.052132491904602764
ACH-000307,0.16833624965089966
ACH-000308,0.0612859460486785
ACH-000310,-0.11670582236690676
ACH-000311,0.06794778797698572
ACH-000312,0.023519820956790737
ACH-000315,-0.1133666543898634
ACH-000316,0.0701024380748843
ACH-000317,0.1852695058279733
ACH-000318,0.15946492341837587
