,RASL10A (10633)
ACH-000004,-0.11878113134476295
ACH-000005,0.0527453522147915
ACH-000007,-0.3241127404474709
ACH-000009,-0.10462798125470964
ACH-000011,-0.2306363410346049
ACH-000012,-0.3220276440108724
ACH-000013,-0.31903068090491715
ACH-000014,-0.2802643108103078
ACH-000015,-0.2061788752335597
ACH-000017,-0.2704033613748377
ACH-000018,-0.37337040062280064
ACH-000019,-0.16064490737634246
ACH-000021,-0.25563478836504305
ACH-000022,-0.05807135685820559
ACH-000025,-0.4259513502292443
ACH-000028,-0.23146283673033646
ACH-000030,-0.2489514080332239
ACH-000035,-0.31413015211266915
ACH-000036,-0.4074167497497733
ACH-000037,-0.2546801401854422
ACH-000039,-0.3134522446681169
ACH-000040,-0.255295512633679
ACH-000041,-0.18568288668541189
ACH-000042,-0.27862082657100823
ACH-000045,-0.1575236895490461
ACH-000047,-0.2455804670591451
ACH-000052,-0.29512572447610763
ACH-000053,-0.2515438575902709
ACH-000054,-0.2021921723732252
ACH-000055,-0.4534563690087508
ACH-000060,-0.2318184252534771
ACH-000067,-0.24491013835725514
ACH-000070,-0.12479601237956085
ACH-000075,-0.2824930577231429
ACH-000078,-0.1371114958792046
ACH-000082,-0.2504572954840076
ACH-000085,-0.29014571246985155
ACH-000086,-0.12440430760090578
ACH-000087,-0.017731801404078436
ACH-000092,-0.2454014624031825
ACH-000095,-0.16088764657471571
ACH-000097,-0.2657171754485788
ACH-000098,-0.2603561439783485
ACH-000099,-0.2216431930530448
ACH-000108,-0.16538952216665034
ACH-000113,-0.19117520267947516
ACH-000116,-0.18946342017247575
ACH-000118,-0.2702148079761756
ACH-000120,-0.2208361137395907
ACH-000123,-0.17668122922657822
ACH-000127,-0.15727731056250968
ACH-000128,-0.22181000221386202
ACH-000132,-0.17245174883439593
ACH-000133,-0.20209291846502
ACH-000137,-0.29313118183308323
ACH-000138,-0.11506954601740645
ACH-000142,-0.2828542364603103
ACH-000143,-0.11538198689502213
ACH-000146,-0.2341968026002376
ACH-000148,-0.05028064210007966
ACH-000150,0.0025626176600397235
ACH-000152,-0.3096475730764553
ACH-000153,-0.11067631465871383
ACH-000159,-0.026567609749752277
ACH-000160,-0.20341019249957934
ACH-000163,-0.1751599577809162
ACH-000167,-0.2313435875170959
ACH-000168,-0.21129320351088185
ACH-000169,-0.07192952802179006
ACH-000178,-0.03907934007565976
ACH-000183,-0.3875195229987156
ACH-000188,-0.2321087142835452
ACH-000189,-0.0026068782540913465
ACH-000190,-0.4138592136203724
ACH-000198,-0.28902064775233066
ACH-000203,0.10191421846066608
ACH-000204,-0.17828351226404018
ACH-000206,-0.05783877378108475
ACH-000207,-0.4265073772775441
ACH-000208,-0.4216935301123998
ACH-000210,-0.18438657560546007
ACH-000211,-0.14771105097604614
ACH-000215,-0.2178560385591099
ACH-000221,-0.1984364867359968
ACH-000222,-0.15581770067403722
ACH-000223,-0.2880746273881063
ACH-000226,-0.30952507752147657
ACH-000227,-0.2634966165565633
ACH-000228,-0.28884798517469634
ACH-000231,-0.22433775510421936
ACH-000232,-0.22671163263706826
ACH-000233,-0.12193010251188713
ACH-000234,-0.1814630959250798
ACH-000235,-0.19177567906297915
ACH-000237,-0.2270072456426217
ACH-000238,-0.2964251179468371
ACH-000242,-0.28850772395249197
ACH-000243,-0.3487700192024987
ACH-000244,-0.2945948370310421
ACH-000246,-0.1331509450788868
ACH-000248,-0.29680129928953963
ACH-000250,-0.14251626770601775
ACH-000251,-0.19420895688145326
ACH-000252,-0.5156337523652758
ACH-000253,-0.1464174058262169
ACH-000255,-0.376633257893216
ACH-000256,-0.1942876236435878
ACH-000257,-0.13615738806645453
ACH-000258,-0.17857539204107967
ACH-000259,-0.2317103328638691
ACH-000260,-0.1750457569315305
ACH-000261,-0.19616135650349528
ACH-000262,-0.3097576359657781
ACH-000263,0.003839400140557408
ACH-000264,-0.266616697145017
ACH-000265,-0.2512923645268796
ACH-000266,-0.1553216006879614
ACH-000272,-0.22350189429553066
ACH-000274,-0.365569476740534
ACH-000277,-0.18293554699711775
ACH-000278,-0.3161218564720664
ACH-000279,-0.30021873338044064
ACH-000280,-0.06531453167709722
ACH-000281,-0.12211095253863773
ACH-000288,-0.16057303140295032
ACH-000291,-0.3340372928428961
ACH-000293,-0.4573291813624205
ACH-000294,-0.18304756315778584
ACH-000295,-0.26729313598388416
ACH-000296,-0.4385915929299428
ACH-000302,-0.17124602478687598
ACH-000304,-0.06295356323118373
ACH-000307,-0.18107238270975065
ACH-000308,-0.13008955282807222
ACH-000310,-0.28996431006543105
ACH-000311,-0.21462340141429245
ACH-000312,-0.1290143267003785
ACH-000315,-0.3972727067940614
ACH-000316,-0.35155563035248005
ACH-000317,-0.09814003861677922
ACH-000318,-0.053167013968869116
ACH-000319,-0.3740650346379614
ACH-000320,-0.11214721267501744
ACH-000322,-0.3443483982301188
ACH-000323,-0.4826810699077593
ACH-000324,-0.20129479489933855
ACH-000329,-0.06402748112982674
ACH-000330,-0.3325563896370439
ACH-000331,-0.06623696781741267
ACH-000332,-0.2015988142905236
ACH-000334,-0.11114776253887794
ACH-000335,-0.15071573658960594
ACH-000336,-0.1707245457405684
ACH-000337,-0.3423565940965617
ACH-000338,-0.40197881564752985
ACH-000339,-0.18468519712504572
ACH-000341,-0.2634995339225057
ACH-000348,-0.2495085622243244
ACH-000350,-0.08911427309426115
ACH-000352,-0.2620241105702257
ACH-000356,-0.2064502230974896
ACH-000361,-0.4357858880292357
ACH-000362,-0.2618352827062109
ACH-000363,-0.2601830118171765
ACH-000364,-0.299599068200936
ACH-000365,-0.3031390926310154
ACH-000366,-0.188921624993418
ACH-000368,-0.1866192932046162
ACH-000374,-0.14572036082832807
ACH-000375,-0.4742812349051856
ACH-000376,-0.13879764406269554
ACH-000381,-0.3211155164126222
ACH-000383,-0.2469003798831897
ACH-000387,-0.2923911025222479
ACH-000389,-0.2513958657142907
ACH-000390,-0.3333744180467197
ACH-000393,-0.11175429578899868
ACH-000395,-0.058334872315579885
ACH-000396,-0.3050877113545312
ACH-000397,-0.19611751353463366
ACH-000401,-0.09589949321148518
ACH-000402,-0.09309227529155943
ACH-000403,-0.21080348801559876
ACH-000404,-0.045420873474010616
ACH-000406,-0.1983027739842507
ACH-000407,-0.3289000286787715
ACH-000408,-0.3094313463404769
ACH-000410,-0.1623222203500037
ACH-000411,-0.12868396662117834
ACH-000414,-0.12098962698913965
ACH-000415,-0.1920521919183724
ACH-000416,-0.17899007087364538
ACH-000420,-0.19691836004964147
ACH-000421,-0.26696647021015857
ACH-000424,-0.09411266326118968
ACH-000425,-0.4553298665030799
ACH-000426,-0.1038076206900829
ACH-000427,-0.5383191383682349
ACH-000433,-0.18403296763404225
ACH-000435,-0.4514630195489153
ACH-000436,-0.3188694456387078
ACH-000444,-0.12188692650781285
ACH-000445,-0.5859504073866894
ACH-000448,-0.1567478196319104
ACH-000450,-0.4125205238313192
ACH-000452,-0.15161711837357264
ACH-000454,-0.3376406436834132
ACH-000458,-0.5902182904518946
ACH-000459,-0.4606673280162936
ACH-000460,-0.30943103842906755
ACH-000461,-0.15762287983481113
ACH-000463,-0.202702952240964
ACH-000464,-0.2252164396104629
ACH-000466,-0.17806530059690995
ACH-000467,-0.24674921334780836
ACH-000468,-0.21167017294817767
ACH-000469,-0.1339539700636183
ACH-000470,-0.4407429183068301
ACH-000471,-0.2487153538384685
ACH-000472,-0.24262494476079025
ACH-000473,-0.15328013639203714
ACH-000475,-0.1593565776970455
ACH-000476,-0.2376891674462007
ACH-000477,-0.21220220916091656
ACH-000479,-0.2815939684187637
ACH-000480,-0.20385048483712
ACH-000481,-0.16502792716346573
ACH-000483,-0.3906409491185253
ACH-000484,-0.001448474455740734
ACH-000485,-0.1908104209559764
ACH-000486,-0.2907424094702022
ACH-000487,-0.22465365337255916
ACH-000488,-0.2802203002132031
ACH-000490,-0.3495120433397498
ACH-000491,-0.17770732488396146
ACH-000495,-0.15464592767116786
ACH-000496,-0.26208876061122793
ACH-000499,-0.3084252023295717
ACH-000500,0.017726085435381456
ACH-000502,-0.2720921227218409
ACH-000503,-0.3538640431672162
