,TRMT10B (158234)
ACH-000004,0.015988348851374994
ACH-000005,-0.0746251910513401
ACH-000007,0.17935631127915486
ACH-000009,-0.1316015813382297
ACH-000011,-0.034962173970014526
ACH-000012,0.11915865746706067
ACH-000013,0.033668459165853294
ACH-000014,-0.09172427796476304
ACH-000015,-0.1328977683111963
ACH-000017,-0.05118342630823961
ACH-000018,-0.18530347176358736
ACH-000019,0.05130889807025351
ACH-000021,-0.07543720453768739
ACH-000022,0.03271181044783303
ACH-000025,-0.043014494197612135
ACH-000028,0.036000523089229394
ACH-000030,-0.031343177048211865
ACH-000035,-0.06603913258260392
ACH-000036,0.015136973961947282
ACH-000037,0.17355713062882405
ACH-000039,0.03619472056390647
ACH-000040,0.011324744502210179
ACH-000041,-0.18688288972558229
ACH-000042,-0.058068704935677326
ACH-000045,0.06745724979548373
ACH-000047,-0.048880531783573516
ACH-000052,-0.29952411215570585
ACH-000053,0.04458401193998803
ACH-000054,0.09685761997045413
ACH-000055,0.012135599382020612
ACH-000060,0.06346643360537779
ACH-000067,-0.10447899134742122
ACH-000070,0.0019234439601047496
ACH-000075,-0.047486002452131804
ACH-000078,-0.00678922393097652
ACH-000082,0.014919517350583516
ACH-000085,0.06144604526283892
ACH-000086,-0.0899365949413931
ACH-000087,-0.030418369327578007
ACH-000092,-0.04074606558831002
ACH-000095,-0.01759771986768256
ACH-000097,0.03979524428920608
ACH-000098,0.019527041530399337
ACH-000099,0.030591493821403238
ACH-000108,-0.05894522151827095
ACH-000113,-0.04370522208245426
ACH-000116,0.07505622476403644
ACH-000118,0.08370962143562204
ACH-000120,0.13622313902049785
ACH-000123,-0.012892900584999251
ACH-000127,0.0120576820270424
ACH-000128,0.21037352151015248
ACH-000132,0.02989308427139688
ACH-000133,0.11280859101590475
ACH-000137,-0.06287823119881232
ACH-000138,0.10567255650643943
ACH-000142,0.06269690159980755
ACH-000143,0.033066394598198365
ACH-000146,-0.03753026751502279
ACH-000148,0.01735541981467946
ACH-000150,0.053908430093278066
ACH-000152,0.013559654108996984
ACH-000153,-0.05529428833738498
ACH-000159,0.014794661806856754
ACH-000160,-0.10453593584965433
ACH-000163,0.06506759119435572
ACH-000167,-0.11409605621560305
ACH-000168,-0.125505425302804
ACH-000169,0.06139209049437016
ACH-000178,-0.06948607737308482
ACH-000183,-0.08172374253826951
ACH-000188,-0.11154318456400984
ACH-000189,0.027327955220420173
ACH-000190,-0.010615585271697793
ACH-000198,-0.004595799864316571
ACH-000203,0.3739452357165815
ACH-000204,0.09015453804678523
ACH-000206,-0.07845354986677675
ACH-000207,0.0803769238855035
ACH-000208,0.15956514685122414
ACH-000210,-0.15126429073367867
ACH-000211,0.01446889503426811
ACH-000215,-0.08817716503656821
ACH-000221,0.14068108923438633
ACH-000222,-0.0975506950879664
ACH-000223,0.07022144803790514
ACH-000226,-0.06094868325796767
ACH-000227,0.015551630603787647
ACH-000228,-0.09407178203386862
ACH-000231,0.14720974562233127
ACH-000232,-0.016651599572626997
ACH-000233,0.025977597233012288
ACH-000234,-0.02104602458330049
ACH-000235,0.012350674071084708
ACH-000237,-0.01868072983371988
ACH-000238,0.09530569458172937
ACH-000242,0.029270192957983762
ACH-000243,0.040358629317471285
ACH-000244,-0.04645453421776572
ACH-000246,-0.028936963274137868
ACH-000248,0.03661586322312777
ACH-000250,0.033437283894376536
ACH-000251,0.20357367926272568
ACH-000252,0.05461393231047775
ACH-000253,0.035492217047407335
ACH-000255,-0.058744376051283215
ACH-000256,0.018715139784770355
ACH-000257,0.1735399169970762
ACH-000258,0.18160548234320734
ACH-000259,0.09634692240014156
ACH-000260,-0.0028075822065866023
ACH-000261,-0.03484361300169418
ACH-000262,-0.0505405467565376
ACH-000263,-0.046544899318487834
