,GLS2 (27165)
ACH-000471,-0.1185315908248908
ACH-000472,-0.12575294500098072
ACH-000473,-0.3179505264381092
ACH-000475,-0.23584319005495125
ACH-000476,-0.16069365356268805
ACH-000477,-0.08831268751880379
ACH-000479,-0.17380580636257048
ACH-000480,-0.21399614845597528
ACH-000481,-0.3844236467564207
ACH-000483,-0.3016970220693857
ACH-000484,-0.0653993637477754
ACH-000485,-0.0904560281792803
ACH-000486,-0.18390374464316891
ACH-000487,-0.09981359777122677
ACH-000488,-0.1873298759854972
ACH-000490,-0.21903224270262328
ACH-000491,-0.2773541598127509
ACH-000495,-0.12081412239973835
ACH-000496,-0.15122133700835186
ACH-000499,-0.39983452766009664
ACH-000500,-0.42474979824000253
ACH-000502,-0.12670453907326382
ACH-000503,-0.39825842055144056
ACH-000505,-0.15197023991684994
ACH-000507,0.023443521114375608
ACH-000510,-0.04436015275341399
ACH-000511,-0.09776307519804682
ACH-000512,-0.1751877596929851
ACH-000516,-0.13816799064657034
ACH-000517,-0.17135346914525534
ACH-000518,0.007271380478794706
ACH-000520,-0.30868739383044824
ACH-000521,-0.10990920073270538
ACH-000522,-0.0780075201359124
ACH-000524,-0.2688211106591573
ACH-000527,-0.2627547763794756
ACH-000528,-0.1393252031405545
ACH-000537,-0.14536477726983935
ACH-000541,-0.4345451799831655
ACH-000542,-0.062487092124387
ACH-000544,-0.1216555539413758
ACH-000545,-0.0974246723104387
ACH-000547,-0.18915133903713116
ACH-000548,-0.09366054823037558
ACH-000549,-0.3933201883961147
ACH-000550,-0.20710560601803105
ACH-000552,-0.1861325672347358
ACH-000556,-0.28715529430266223
ACH-000557,-0.19094885263580053
ACH-000569,-0.6616991379040089
ACH-000570,-0.170722166539569
ACH-000571,-0.04720678962096871
ACH-000573,-0.1176215997345205
ACH-000576,-0.02663131407226347
ACH-000579,-0.05443847683562373
ACH-000580,-0.16584535939246128
ACH-000584,-0.15692780332468942
ACH-000585,-0.12584070644803844
ACH-000588,-0.1630129261103157
ACH-000589,-0.15319646039712034
ACH-000591,-0.14158799729896213
ACH-000593,-0.1619201022071182
ACH-000600,-0.18163252383804154
ACH-000601,-0.09304473063372533
ACH-000605,-0.2731590650746113
ACH-000606,-0.31086720488324016
ACH-000608,-0.20878060336418974
ACH-000614,-0.1115699163471964
ACH-000616,-0.2057485752338068
ACH-000618,-0.2678366441969797
ACH-000619,0.024826764996082943
ACH-000620,-0.1550649944890098
ACH-000621,-0.11009864390900173
ACH-000622,-0.2509751395291729
ACH-000623,-0.09518366279875233
ACH-000624,-0.3036485434603683
ACH-000627,-0.12353264063257002
ACH-000630,-0.2073621555321684
ACH-000631,0.03689085103911144
ACH-000632,-0.18814812617601226
ACH-000633,-0.3180403549683941
ACH-000637,-0.10621494795542658
ACH-000638,-0.3927360117752719
ACH-000646,-0.15824089756391446
ACH-000647,-0.23049344990833576
ACH-000648,-0.027825046913143588
ACH-000649,-0.13307604643516344
ACH-000651,-0.3094952329402705
ACH-000652,-0.10940696596321596
ACH-000653,-0.1352483012731071
ACH-000657,-0.2835337546316879
ACH-000658,-0.013927133242420944
ACH-000661,0.0065206894233964495
ACH-000662,-0.16523680300446136
ACH-000663,-0.09914695934260333
ACH-000665,-0.2854621974340488
ACH-000671,-0.13308877716384565
ACH-000672,0.03703669624800364
ACH-000673,-0.23807491473189046
ACH-000676,-0.2516703200270237
ACH-000677,-0.23549542987831446
ACH-000681,-0.15246935524710856
ACH-000683,-0.16437795128645713
ACH-000684,-0.08773261816971001
ACH-000688,-0.13312107600752962
ACH-000693,-0.26124542343234874
ACH-000694,-0.17075911116826115
ACH-000695,-0.16817826497336932
ACH-000696,-0.17150283885622838
ACH-000697,-0.09881645239176913
ACH-000699,-0.0040406212060660135
ACH-000701,-0.18551767165225286
ACH-000706,-0.11928186187641418
ACH-000711,-0.1651800854710103
ACH-000713,-0.2080125871530806
ACH-000714,-0.33898914834504323
ACH-000718,-0.0017557070424685875
ACH-000720,-0.1287231914235189
ACH-000721,-0.15928360337014538
ACH-000724,-0.2428858781088601
ACH-000725,0.01060607742186972
ACH-000732,-0.20459525781151786
ACH-000734,-0.2448332131897143
ACH-000735,-0.25326541265970376
ACH-000736,-0.18192058033526706
ACH-000738,-0.27563929592698744
ACH-000746,-0.11365040029732568
ACH-000747,-0.19145432087488995
ACH-000748,-0.2319222750475281
ACH-000753,-0.2892590595830139
ACH-000756,-0.30928032836094915
ACH-000757,-0.3813043395045405
ACH-000758,-0.14889636536062206
ACH-000760,-0.21125319842784296
ACH-000762,-0.15847879427482256
ACH-000763,-0.056120417984740295
ACH-000764,-0.2445389208038592
ACH-000765,-0.2619205681472385
ACH-000766,-0.1174694445496992
ACH-000767,-0.2470779938876945
ACH-000768,-0.13382748005296774
ACH-000769,-0.19741140411694816
ACH-000770,-0.1141468232816832
ACH-000771,-0.3126657837815105
ACH-000773,-0.07828470207766268
ACH-000776,-0.0591332025141316
ACH-000777,-0.11505945801353112
ACH-000778,-0.16320080018801486
ACH-000781,-0.07735845042091934
ACH-000782,-0.2841846510468655
ACH-000783,-0.4057552581479015
ACH-000784,-0.2270045190809912
ACH-000785,-0.1931975549878117
ACH-000787,-0.22231430136273425
ACH-000788,-0.10166499847518123
ACH-000791,-0.07284580335703908
ACH-000792,0.02109408441027114
ACH-000794,-0.09650952372087808
ACH-000796,-0.11632663135907333
ACH-000798,0.09925956214310676
ACH-000799,-0.3537060837474152
ACH-000800,-0.3636079243235456
ACH-000802,-0.10845844355867926
ACH-000804,-0.11907319322842524
ACH-000805,-0.2785885868141327
ACH-000809,-0.06899458512958383
ACH-000810,0.03523618416996263
ACH-000811,-0.0877129075832879
ACH-000817,-0.10322884526274892
ACH-000819,-0.12142428259618615
ACH-000820,-0.2173823416423765
ACH-000821,-0.2438896050179141
ACH-000822,-0.26284105411115444
ACH-000823,-0.17727243197114112
ACH-000824,-0.1533813183235334
ACH-000827,-0.18825592412794726
ACH-000829,-0.004036974813720775
ACH-000831,-0.34445520026054266
ACH-000832,-0.12930131549196405
ACH-000833,-0.15269165249194994
ACH-000834,-0.26122451335545605
ACH-000835,-0.1817075245394856
ACH-000836,0.1375799709871549
ACH-000837,-0.02408770102178551
ACH-000838,-0.1850528488737181
ACH-000839,-0.32322456912015146
ACH-000840,-0.14073823309307046
ACH-000841,-0.1339316721894834
ACH-000843,-0.06565368776653953
ACH-000846,-0.3032596743526331
ACH-000847,-0.3960616825419709
ACH-000848,-0.1805625464570084
ACH-000849,-0.14989284122470747
ACH-000851,-0.27146344254835897
ACH-000855,-0.16920810667125424
ACH-000856,-0.13918073840031156
ACH-000858,-0.09290472094094103
ACH-000859,-0.3347200468790894
ACH-000861,-0.360870023764219
ACH-000862,-0.08928741212881662
ACH-000865,-0.1162235068891467
ACH-000866,-0.22959267433338146
ACH-000867,-0.15747287352777534
ACH-000869,-0.3013200725414128
ACH-000872,-0.10339190118715416
ACH-000873,-0.07602146044481704
ACH-000876,-0.18252262555759186
ACH-000878,-0.4290898878038539
ACH-000880,-0.2030359531061212
ACH-000881,-0.07522418420212773
ACH-000882,-0.26393992511191683
ACH-000884,-0.3418732231118844
ACH-000885,-0.21225395080546192
ACH-000887,-0.2575877128590978
ACH-000889,-0.2376487481122811
ACH-000896,-0.1244000317154393
ACH-000898,0.04638767064946008
ACH-000900,-0.4758057200017819
ACH-000901,-0.30437033863880153
ACH-000905,-0.03545573941759793
ACH-000906,-0.23304841033023296
ACH-000907,-0.2200897346581987
ACH-000910,-0.060561037113761575
ACH-000911,-0.15375116628245492
ACH-000912,-0.08261854111504797
ACH-000913,-0.1321812505909246
ACH-000915,-0.1498684755520404
ACH-000916,-0.40466070286369815
ACH-000917,-0.15839300536082684
ACH-000920,-0.4861079614800594
ACH-000921,-0.13717332599477508
ACH-000924,-0.2456107368480099
ACH-000926,-0.07377083265839654
ACH-000928,-0.3673268312163322
ACH-000929,-0.15430309765767866
ACH-000932,-0.11459147104124127
ACH-000935,-0.15494973833878392
ACH-000936,-0.17747937840957714
ACH-000937,-0.2433043769957962
ACH-000938,-0.2037737022811589
ACH-000939,0.10762990283955776
ACH-000941,-0.08765889439979176
ACH-000943,-0.1977872789911748
ACH-000946,-0.18394875922076284
ACH-000947,-0.2110736096718215
ACH-000948,-0.2348956775558289
ACH-000950,-0.026998843613959562
ACH-000953,-0.4320831886175159
ACH-000954,-0.16296953582916812
ACH-000957,0.03710715306290042
ACH-000958,-0.2334042493020269
ACH-000960,-0.2285717233870763
ACH-000963,0.16390195917746947
ACH-000968,-0.22378899286319826
ACH-000969,-0.36281089984080267
ACH-000972,-0.21785848322460435
ACH-000973,-0.148906813310533
ACH-000974,-0.2439900874772155
ACH-000978,-0.4241030429016193
ACH-000984,-0.3692744508311782
ACH-000986,-0.07934172851342802
ACH-000988,-0.12041858114665978
ACH-000993,-0.3753349683064143
ACH-000994,-0.3069453820160689
ACH-000996,-0.15441937854162585
ACH-001001,-0.2150691199529369
ACH-001020,0.23826896225285085
ACH-001028,-0.18014672872536425
ACH-001031,-0.10356755492926742
ACH-001038,-0.20013264115631604
ACH-001048,-0.19762664600991647
ACH-001050,-0.06506803760694897
ACH-001053,-0.2649828400513552
ACH-001054,-0.15244500840822794
ACH-001061,-0.2441306205511641
ACH-001067,-0.06516971383689485
ACH-001075,-0.14071816089588254
ACH-001096,-0.14076754819364815
ACH-001111,-0.01951849722165503
ACH-001119,-0.09817464147680126
ACH-001128,0.6225081436181416
ACH-001134,-0.2429563760248165
ACH-001151,-0.15737678942080938
ACH-001163,-0.3090070676166711
ACH-001164,-0.04330505674324324
ACH-001183,-0.14458445108261733
ACH-001192,-0.29319316611021995
ACH-001193,-0.1026816831685216
ACH-001196,-0.13020598086464755
ACH-001197,-0.2731235627980124
ACH-001205,-0.02078782429667128
ACH-001211,-0.1297109754490374
ACH-001212,0.015983837419263684
ACH-001228,-0.2479242872505652
ACH-001232,-0.012269603029245369
ACH-001239,-0.10316218844415656
ACH-001270,-0.3294121805462751
ACH-001274,-0.19710708229748444
ACH-001275,-0.18258030654268184
ACH-001277,-0.19259294105902566
ACH-001278,-0.20450091514704305
ACH-001280,-0.12912758449321854
ACH-001283,-0.3565603379223435
ACH-001289,-0.13324583503047455
ACH-001300,-0.1008127770815487
ACH-001301,-0.11696772754254875
ACH-001302,0.04573162604895639
ACH-001306,-0.08833782162409085
ACH-001318,-0.14870598774034885
ACH-001322,-0.4145050947791649
ACH-001328,-0.2284734016869433
ACH-001332,-0.3855463101205139
ACH-001336,-0.20482528903942104
ACH-001346,-0.2782705946378675
ACH-001353,-0.16698178927456378
ACH-001354,-0.1631775291562063
ACH-001367,-0.03855990195480274
ACH-001368,-0.18923195304290955
ACH-001374,-0.3329991450705766
ACH-001377,-0.3649195955285546
ACH-001380,-0.19003843041823146
ACH-001391,-0.21112552549209146
ACH-001408,-0.1322121071158189
ACH-001430,-0.15012490328603698
ACH-001431,-0.11151314633479872
ACH-001450,-0.2427147756875635
ACH-001496,-0.013452745128592108
ACH-001500,-0.06864558154527811
ACH-001523,-0.14130548616304825
ACH-001532,-0.07727835081168649
ACH-001550,0.0869819391885466
ACH-001552,-0.23308393672020544
ACH-001554,-0.13063795769416467
ACH-001654,-0.18101468329478687
ACH-001735,-0.26529494112856883
ACH-001736,-0.15911845296951616
ACH-001737,-0.11409551067141233
ACH-001740,-0.04982921738065224
ACH-001745,-0.20352743399291726
ACH-001765,-0.15708272096370854
