,SMTN (6525)
ACH-000302,-0.2278461988172587
ACH-000304,-0.35718674694318703
ACH-000307,-0.06596179688069227
ACH-000308,-0.1835355136250093
ACH-000310,-0.19746840621126927
ACH-000311,-0.2318365621865495
ACH-000312,0.057034202158422836
ACH-000315,-0.3022903778721742
ACH-000316,-0.14295316387462206
ACH-000317,-0.08837345736979152
ACH-000318,-0.11892282758638065
ACH-000319,-0.07871379319267602
ACH-000320,0.009395443381287857
ACH-000322,0.10405553483139927
ACH-000323,-0.3764273526953533
ACH-000324,-0.21763033559276107
ACH-000329,-0.1038486355653409
ACH-000330,-0.1482901467595544
ACH-000331,-0.14875131931545846
ACH-000332,-0.14134137461807847
ACH-000334,0.03759700524228402
ACH-000335,-0.047528740841023535
ACH-000336,-0.30188730354627763
ACH-000337,-0.09892899453346556
ACH-000338,-0.34249043502316084
ACH-000339,-0.16862017928644385
ACH-000341,-0.08376557997402367
ACH-000348,-0.1267205159389402
ACH-000350,-0.1277285153880746
ACH-000352,-0.13211878289490125
ACH-000356,-0.24247599904678946
ACH-000361,-0.17758572840353792
ACH-000362,-0.17855365954924388
ACH-000363,-0.09684628889656892
ACH-000364,0.001129331540334851
ACH-000365,-0.20706398051281624
ACH-000366,-0.09460377137277223
ACH-000368,-0.2694560224987064
ACH-000374,-0.05330145056705286
ACH-000375,-0.3515798659496981
ACH-000376,-0.0808647330507196
ACH-000381,-0.12227710438099465
ACH-000383,-0.22757037772694164
ACH-000387,-0.2546321871705571
ACH-000389,0.1346768456272651
ACH-000390,-0.2717980432162525
ACH-000393,-0.344992510244006
ACH-000395,-0.3541484760122515
ACH-000396,-0.31043690194415546
ACH-000397,-0.15886101294276805
ACH-000401,-0.5245600879712828
ACH-000402,-0.030099118760243695
ACH-000403,-0.054687126717651836
ACH-000404,-0.17809549250114926
ACH-000406,-0.2434133852585577
ACH-000407,-0.2340600733722541
ACH-000408,-0.08187498144190357
ACH-000410,-0.1995732606599975
ACH-000411,-0.18670858916528926
ACH-000414,-0.03481437361485607
ACH-000415,-0.13486420733680302
ACH-000416,-0.12158745495356513
ACH-000420,-0.17254966534563682
ACH-000421,-0.3405185036614137
ACH-000424,-0.11777962255865658
ACH-000425,-0.2004807051345699
ACH-000426,0.03994376066471335
ACH-000427,0.0007982327331807133
ACH-000433,-0.3827706590617109
ACH-000435,0.002295010729110707
ACH-000436,-0.07567718043128888
ACH-000444,-0.14575242291083845
ACH-000445,-0.1280433650016242
ACH-000448,-0.2289046199036004
ACH-000450,-0.3597462710713451
ACH-000452,-0.16212855969352089
ACH-000454,-0.259566588762773
ACH-000458,-0.3622859565522118
ACH-000459,0.011665199307747169
ACH-000460,-0.4613956116281858
ACH-000461,-0.27875563711637064
ACH-000463,-0.10175061461662296
ACH-000464,-0.02457084903806742
ACH-000466,-0.20766527600637225
ACH-000467,-0.21838772391428773
ACH-000468,-0.3484755113529993
ACH-000469,-0.05170269761406159
ACH-000470,-0.2690747072313456
ACH-000471,-0.22107490466178764
ACH-000472,-0.21894828033438565
ACH-000473,-0.2576386623979189
ACH-000475,-0.19330635346982195
ACH-000476,0.021834910445242703
ACH-000477,-0.30843959773625645
ACH-000479,-0.26850149993599937
ACH-000480,-0.1928954534571444
ACH-000481,-0.14203456134175615
ACH-000483,-0.3299370151669231
ACH-000484,-0.011940704452882743
ACH-000485,-0.09013282916010516
ACH-000486,-0.17679551351759254
ACH-000487,-0.12227351205871667
ACH-000488,-0.2351612060154352
ACH-000490,-0.3007360730677233
ACH-000491,-0.06444454582048327
ACH-000495,-0.15314605066515047
ACH-000496,-0.11494513264965417
ACH-000499,-0.2740597681395187
ACH-000500,0.2658211821497383
ACH-000502,-0.26832844625832314
ACH-000503,-0.30007695262072825
ACH-000505,-0.20427272373955754
ACH-000507,-0.2456541182256483
ACH-000510,-0.18924094214660994
ACH-000511,-0.22347483117817696
ACH-000512,0.08051016604374586
ACH-000516,-0.1294303739795495
ACH-000517,-0.2381763526834796
ACH-000518,-0.04460232940707627
ACH-000520,-0.2545917921518329
ACH-000521,0.2071305535644603
ACH-000522,0.03935442549395055
ACH-000524,-0.2363348341771492
ACH-000527,-0.19919430381294892
ACH-000528,-0.349142389083746
ACH-000537,0.07007453205417348
ACH-000541,0.04797483408593882
ACH-000542,-0.18472870272210712
ACH-000544,-0.1383054739356405
ACH-000545,-0.004139870806448914
ACH-000547,-0.17905468028356594
ACH-000548,-0.25702776306494624
ACH-000549,-0.12122822626038104
ACH-000550,-0.04583553684836726
ACH-000552,-0.28367756358758595
ACH-000556,-0.2121900415714214
ACH-000557,-0.10676810375027908
ACH-000569,-0.12123206610645272
ACH-000570,-0.116378387112575
ACH-000571,-0.2112779062227492
ACH-000573,-0.2358520451574469
ACH-000576,-0.2893650653473181
ACH-000579,-0.2318449523241242
ACH-000580,-0.06720349306490858
ACH-000584,-0.1422788439533882
ACH-000585,0.06550391113325503
ACH-000588,-0.11007751303209816
ACH-000589,-0.10455360057145534
ACH-000591,-0.17632257547776511
ACH-000593,-0.1384916720610026
ACH-000600,-0.08991029988208363
ACH-000601,-0.22925535331581195
ACH-000605,-0.23702355612810186
ACH-000606,-0.05817900837364155
ACH-000608,-0.13332796994981486
ACH-000614,-0.062092497226114714
ACH-000616,-0.2288334943111085
ACH-000618,-0.37631987168536096
ACH-000619,-0.2353315434205874
ACH-000620,-0.19017090721635696
ACH-000621,-0.19718362950372653
ACH-000622,-0.2651035843706198
ACH-000623,-0.15521905008831155
ACH-000624,-0.2881286802861845
ACH-000627,-0.21057137517892516
ACH-000630,-0.2063419305958252
ACH-000631,-0.14949365762935035
ACH-000632,-0.22705977321651144
ACH-000633,-0.2875291680184361
ACH-000637,-0.07742089620649582
ACH-000638,-0.12397254733878299
ACH-000646,-0.08603063313850907
ACH-000647,-0.2348347416717375
ACH-000648,-0.1053052476361035
ACH-000649,-0.1914360118434727
ACH-000651,-0.21452725591635866
ACH-000652,-0.11165123214960652
ACH-000653,-0.16136025931777606
ACH-000657,-0.2106482568743193
ACH-000658,-0.044012011549344685
ACH-000661,-0.1094703346765434
ACH-000662,-0.07536112094297047
ACH-000663,-0.07933700735950096
ACH-000665,-0.23981643926924295
ACH-000671,-0.1734603074306549
ACH-000672,-0.607697379824181
ACH-000673,-0.1959168577225209
ACH-000676,-0.1658206785447854
ACH-000677,-0.35751121005395003
ACH-000681,-0.036973028909956684
ACH-000683,-0.0532615883063472
ACH-000684,-0.2666596055411082
ACH-000688,-0.26905946645306433
ACH-000693,-0.2585771266236722
ACH-000694,-0.2095224379740212
ACH-000695,-0.17119119131012908
ACH-000696,-0.12027724476731125
ACH-000697,-0.41519186308766537
ACH-000699,-0.2778006002720161
ACH-000701,-0.2480520332210913
ACH-000706,-0.19316825567847384
ACH-000711,-0.2129481212439082
ACH-000713,-0.13264680241150995
ACH-000714,-0.1379607258862402
ACH-000718,-0.07510964957940637
ACH-000720,-0.07035468777267881
ACH-000721,-0.20077407657433055
ACH-000724,-0.12797353063681846
ACH-000725,-0.2961675727737476
ACH-000732,-0.30059036789099297
ACH-000734,-0.15526897510307774
ACH-000735,-0.4014316961269853
ACH-000736,-0.16663687792859674
ACH-000738,0.040291308356744236
ACH-000746,-0.22053275274867848
ACH-000747,-0.28855646499278303
ACH-000748,-0.29417772559850164
ACH-000753,-0.1522581140686397
ACH-000756,-0.08699718728438507
ACH-000757,-0.3085355174459502
ACH-000758,-0.2992643000973654
ACH-000760,-0.19895381121323102
ACH-000762,-0.3668747034038626
ACH-000763,-0.30075936444269297
ACH-000764,-0.08957322623893194
ACH-000765,-0.113695749495994
ACH-000766,-0.12214895907715605
ACH-000767,-0.04586009081698909
ACH-000768,-0.3249297739727196
ACH-000769,-0.3470836516085619
ACH-000770,0.0055265931026229325
ACH-000771,-0.3260457545763802
ACH-000773,-0.19058471531772767
ACH-000776,-0.35338678704877
ACH-000777,-0.29341246346798266
ACH-000778,-0.11009206979567117
ACH-000781,-0.10836774886480507
ACH-000782,-0.2265292484200433
ACH-000783,-0.2050769075796917
ACH-000784,-0.2666925874659561
ACH-000785,-0.012082233265123438
ACH-000787,-0.27683890598229544
ACH-000788,-0.17737691183639456
ACH-000791,-0.25015268130174323
ACH-000792,-0.10624869790279676
ACH-000794,-0.19798745714770646
ACH-000796,-0.0904445797419854
ACH-000798,-0.14240544987849427
ACH-000799,-0.4487669766927865
ACH-000800,-0.10394388912872926
ACH-000802,-0.2395531099487646
ACH-000804,-0.09624901459788072
ACH-000805,-0.1217842146176972
ACH-000809,-0.11534245857089018
ACH-000810,-0.11902967444525465
ACH-000811,-0.1241090969268397
ACH-000817,-0.21997931612234792
ACH-000819,-0.3585741115218921
ACH-000820,-0.3778242348502985
ACH-000821,-0.15795094588494468
ACH-000822,-0.24150084975605934
ACH-000823,-0.20908630784058468
ACH-000824,-0.14278048812845584
ACH-000827,-0.1853082464820095
ACH-000829,-0.06567555288592801
ACH-000831,-0.14616519301345793
ACH-000832,-0.16995968867446914
ACH-000833,-0.19348889296776225
ACH-000834,-0.006725925030886767
ACH-000835,-0.15875836252085895
ACH-000836,-0.17486266013622032
ACH-000837,-0.1816109122871871
ACH-000838,-0.1474970239752602
ACH-000839,-0.1832373080948608
ACH-000840,-0.2814769198836701
ACH-000841,-0.13824583571434135
ACH-000843,-0.09673956023566448
ACH-000846,-0.1776559833203714
ACH-000847,-0.0805727538328157
ACH-000848,-0.16824650829125365
ACH-000849,-0.06849489060612543
ACH-000851,-0.3193281003234233
ACH-000855,-0.2978263563902596
ACH-000856,-0.20039658409837333
ACH-000858,-0.17208141436701518
ACH-000859,-0.2598994124294577
ACH-000861,0.009186987455576131
ACH-000862,-0.24133956113321814
ACH-000865,-0.1964926263628159
ACH-000866,-0.2106893400105715
ACH-000867,-0.10563194397258394
ACH-000869,-0.012818442278256102
ACH-000872,-0.16802165493639476
ACH-000873,-0.3890579808408123
ACH-000876,-0.12020404659764786
ACH-000878,0.09502115292443387
ACH-000880,-0.19265194885837614
ACH-000881,-0.23877215273501204
ACH-000882,-0.019061132550826452
ACH-000884,-0.22241414160784848
ACH-000885,-0.1705419039381702
ACH-000887,-0.12454555164302653
ACH-000889,-0.2926056999285929
ACH-000896,-0.3185866269584529
ACH-000898,-0.053120374709548425
ACH-000900,-0.15453660479710332
ACH-000901,-0.29014792524159977
ACH-000905,-0.2338370667972056
ACH-000906,-0.26134639481942706
ACH-000907,-0.4157249832564545
ACH-000910,-0.1929145014570609
ACH-000911,-0.2868513512684526
ACH-000912,-0.2299665452888775
ACH-000913,-0.1793259648301127
ACH-000915,-0.14257662573886093
ACH-000916,-0.3469651065610084
ACH-000917,-0.12156254373516667
ACH-000920,-0.01597013692474205
ACH-000921,-0.1685799217414336
ACH-000924,-0.2309583524052672
ACH-000926,-0.2378913394887503
ACH-000928,0.010771684185450062
ACH-000929,-0.16481436547750938
ACH-000932,-0.012275059349059052
ACH-000935,-0.09395980861892482
ACH-000936,-0.22356284565458592
ACH-000937,-0.1590097194456682
ACH-000938,-0.2274506746180689
ACH-000939,-0.2643256788623215
ACH-000941,-0.12658168108344525
ACH-000943,-0.11840821394620035
ACH-000946,-0.2869285682741277
ACH-000947,-0.16451177687261476
ACH-000948,-0.21360541258703072
ACH-000950,-0.2763572284334026
ACH-000953,-0.13943074210495332
ACH-000954,-0.34751735546792256
ACH-000957,-0.04150468957022283
ACH-000958,-0.34135104799426563
ACH-000960,-0.16246664821315934
ACH-000963,-0.09831825956764853
ACH-000968,-0.19304239049754515
ACH-000969,-0.3711542801847276
ACH-000972,-0.363691094896524
ACH-000973,-0.1047858285614776
ACH-000974,-0.1055722397090044
ACH-000978,-0.03145983944597733
ACH-000984,-0.061063540598856776
ACH-000986,-0.38706851186099
ACH-000988,-0.2887568626085684
ACH-000993,-0.07640265515784529
ACH-000994,-0.21532784052765325
ACH-000996,-0.3239620198495366
ACH-001001,-0.21287441565916507
ACH-001020,-0.12190532220777454
ACH-001028,-0.2511415456470485
ACH-001031,-0.24863742380524714
ACH-001038,-0.18548216190110206
ACH-001048,-0.2111767822832116
ACH-001050,-0.0008359895192736492
ACH-001053,-0.16806281181418636
ACH-001054,-0.0459512629476017
ACH-001061,-0.16575895032722976
ACH-001067,-0.12591401284742798
ACH-001075,-0.18515806430259832
ACH-001096,-0.08735947192079667
ACH-001111,-0.21873287915678785
ACH-001119,-0.13985852283890998
ACH-001128,-0.03309316090302089
ACH-001134,-0.019933585940638026
ACH-001151,-0.13033920817102948
ACH-001163,-0.2397529592779839
ACH-001164,0.18958491682791864
ACH-001183,-0.17222787083323526
ACH-001192,-0.3954784977666809
ACH-001193,0.34612974517694123
ACH-001196,-0.1698037907992414
ACH-001197,-0.2929976152997772
ACH-001205,-0.2257020864207478
ACH-001211,-0.03835250754947943
ACH-001212,-0.23455691766822406
ACH-001228,-0.28852438817953885
ACH-001232,-0.17237192032265874
ACH-001239,-0.40650538664846014
ACH-001270,-0.1748839420598075
ACH-001274,-0.22283803648072087
ACH-001275,-0.0960698602659804
ACH-001277,-0.3471202951220661
ACH-001278,-0.2897668964535255
ACH-001280,-0.2948227465885717
ACH-001283,-0.14361292643394175
ACH-001289,-0.2698513730246013
ACH-001300,-0.20501462868417591
ACH-001301,-0.23751893552038503
ACH-001302,0.21186093555262206
ACH-001306,-0.16104156701740047
ACH-001318,-0.2293875643124447
ACH-001322,-0.3267154580947884
ACH-001328,-0.07493457067734298
ACH-001332,-0.2939290880906802
ACH-001336,-0.21302263539965904
ACH-001346,-0.2341854821630455
ACH-001353,-0.14207840244410813
ACH-001354,0.07216011859157874
ACH-001367,-0.3168790045775847
ACH-001368,-0.11326913207189762
ACH-001374,-0.2610111728438145
ACH-001377,-0.104318383704667
ACH-001380,-0.09672086793841404
ACH-001391,-0.3884022881530717
ACH-001408,-0.212211845453654
ACH-001430,-0.15125129314253927
ACH-001431,-0.2418860897595388
ACH-001450,-0.2074195560874744
ACH-001496,-0.3163696372279176
ACH-001500,-0.16585502218605486
ACH-001523,-0.04036088753679499
ACH-001532,-0.18005056664295924
ACH-001550,-0.14254197062714588
ACH-001552,0.058709278918167435
ACH-001554,-0.18149920371922293
ACH-001654,-0.13485550335749685
ACH-001735,-0.1892620321132231
ACH-001736,-0.2573689656905627
ACH-001737,-0.1941293806547996
ACH-001740,-0.048744470136838115
ACH-001745,-0.06530333085320357
ACH-001765,-0.19705441010350366
