,FECH (2235)
ACH-000004,-0.12533861185738174
ACH-000005,-0.532082156119676
ACH-000007,-0.2523156717450107
ACH-000009,-0.2477694402103109
ACH-000011,-0.2214459797062652
ACH-000012,-0.2916339198239075
ACH-000013,-0.2288805224640505
ACH-000014,-0.33611873289661315
ACH-000015,-0.14739648043766804
ACH-000017,-0.4092788429351559
ACH-000018,-0.4615310207255571
ACH-000019,-0.3658096497658241
ACH-000021,-0.3233802014829923
ACH-000022,-0.1721207715216016
ACH-000025,-0.3378533130275097
ACH-000028,-0.5421737752060073
ACH-000030,-0.7089556661103094
ACH-000035,-0.26887993408861666
ACH-000036,-0.2191453564418358
ACH-000037,-0.1945710291492608
ACH-000039,-0.3514893903627516
ACH-000040,-0.345146636956654
ACH-000041,-0.3098709275363024
ACH-000042,-0.3586060951738552
ACH-000045,-0.6233175922060229
ACH-000047,-0.29460502454665305
ACH-000052,-0.3285302256354188
ACH-000053,-0.2270698484473519
ACH-000054,-0.09120798626880934
ACH-000055,-0.3184284175101603
ACH-000060,-0.3195114283196268
ACH-000067,-0.2458568709815232
ACH-000070,-0.8005987438074498
ACH-000075,-0.2252469136325685
ACH-000078,-0.1454060678224184
ACH-000082,-0.250887137045775
ACH-000085,-0.1621853586533005
ACH-000086,-0.18020683079163616
ACH-000087,-0.30047487469978224
ACH-000092,-0.4894170067061794
ACH-000095,-0.1239676504131817
ACH-000097,-0.11927357385398647
ACH-000098,-0.312125060276254
ACH-000099,-0.3080530624346493
ACH-000108,-0.2861493609661939
ACH-000113,-0.5517781744075143
ACH-000116,-0.2898092890921791
ACH-000118,-0.4486266687465552
ACH-000120,0.02480802485764208
ACH-000123,-0.2629162986209803
ACH-000127,-0.4449275312373773
ACH-000128,-0.1274791564449385
ACH-000132,-0.24672792196761925
ACH-000133,-0.11949202944800642
ACH-000137,-0.44598746380553617
ACH-000138,-0.4540000825945149
ACH-000142,-0.3182784488228197
ACH-000143,-0.4169834105907146
ACH-000146,-0.6867220767444486
ACH-000148,-0.2279083693301669
ACH-000150,-0.5940734964197816
ACH-000152,-0.08977362882952117
ACH-000153,-0.2212689826873137
ACH-000159,-0.3362873209349778
ACH-000160,-0.4447669806616372
ACH-000163,-0.2811077004455229
ACH-000167,-0.208892084170692
ACH-000168,-0.4244227024671518
ACH-000169,-0.24255586237908824
ACH-000178,-0.054512720056862585
ACH-000183,-0.576874720080777
ACH-000188,-0.08971888574668124
ACH-000189,-0.33772885006479664
ACH-000190,-0.4592984688944301
ACH-000198,-0.4836846577858178
ACH-000203,-0.4164496542014469
ACH-000204,-0.13279984989284466
ACH-000206,-0.32342483000914896
ACH-000207,-0.4848038301577159
ACH-000208,-0.29717550057588266
ACH-000210,-0.18975693734077745
ACH-000211,-0.2717619405003661
ACH-000215,-0.08113309525395697
ACH-000221,-0.8639158062122689
ACH-000222,-0.22126740983706336
ACH-000223,-0.4435939788420219
ACH-000226,-0.4822007559037069
ACH-000227,-0.535412967858316
ACH-000228,-0.4787408443217691
ACH-000231,-0.27252423528524033
ACH-000232,-0.2102797579209511
ACH-000233,-0.4883164346350242
ACH-000234,-0.2826399488052721
ACH-000235,-0.31237945501583475
ACH-000237,-0.10838692103188466
ACH-000238,-0.24808698375854185
ACH-000242,-0.26349437485771315
ACH-000243,-0.3757088132744748
ACH-000244,-0.12161507603462465
ACH-000246,-0.14481538954966766
ACH-000248,-0.4289352371115647
ACH-000250,-0.24362057383705804
ACH-000251,-0.4632819149901005
ACH-000252,-0.17684923497782362
ACH-000253,-0.48993004399768203
ACH-000255,-0.27099278184923403
ACH-000256,-0.09547690576847596
ACH-000257,-0.3062165021930464
ACH-000258,-0.3791649955692333
ACH-000259,-0.3292524821282967
ACH-000260,-0.03210181657542077
ACH-000261,-0.2707605790350556
ACH-000262,0.03270543322684342
ACH-000263,-0.5460247350335793
ACH-000264,-0.3370242859701358
ACH-000265,-0.21951400718160768
ACH-000266,-0.2564786587274533
ACH-000272,-0.21451544093595
ACH-000274,-0.35368354118308937
ACH-000277,-0.5392596169551033
ACH-000278,-0.15442048401396236
ACH-000279,-0.4966908297324204
ACH-000280,-0.14847335488623958
ACH-000281,-0.6757911994561322
ACH-000288,-0.3007782931246589
ACH-000291,-0.002250199455331511
ACH-000293,-0.09369349616273928
ACH-000294,-0.9493925132200416
ACH-000295,-0.7615741177983198
ACH-000296,0.2639066496222406
ACH-000302,-0.17505480835945794
ACH-000304,-0.25615463067820543
ACH-000307,-0.2767295069395468
ACH-000308,-0.2219211266815287
ACH-000310,-0.28542748831788395
ACH-000311,-0.16121676993211811
ACH-000312,-0.058432318420845675
ACH-000315,-0.6325064827393391
ACH-000316,-0.23684183815616955
ACH-000317,-0.438800418208109
ACH-000318,-0.2717856958103748
ACH-000319,-0.18394822106561176
ACH-000320,-0.4355996407847232
ACH-000322,-0.5376088889490689
ACH-000323,-0.2772072838958911
ACH-000324,-0.09146132860070123
ACH-000329,-0.4398802662042659
ACH-000330,-0.7653756613346494
ACH-000331,-0.1155044867333282
ACH-000332,-0.25008464744947045
ACH-000334,-0.26823682726752696
ACH-000335,-0.2764587899329045
ACH-000336,-0.3193999974487437
ACH-000337,-0.17372468673330416
ACH-000338,-0.6820344861633449
ACH-000339,-0.4622712433713288
ACH-000341,-0.2723988409762805
ACH-000348,-0.23838883255967724
ACH-000350,-0.4360887037025898
ACH-000352,-0.4205254006148517
ACH-000356,-0.6831201977082271
ACH-000361,-0.5258774045124655
