,CAMK2G (818)
ACH-000004,-0.05959435955162139
ACH-000005,0.1515511555126524
ACH-000007,-0.16437076103507234
ACH-000009,-0.1323679163505843
ACH-000011,0.02832523679448768
ACH-000012,-0.220618835113498
ACH-000013,-0.10375253696715923
ACH-000014,-0.0709778318911144
ACH-000015,-0.11224042328351094
ACH-000017,0.06233654317421911
ACH-000018,-0.09692486781824954
ACH-000019,-0.011378076738515085
ACH-000021,-0.08454328009533876
ACH-000022,-0.03056105425284675
ACH-000025,-0.042028295978902126
ACH-000028,-0.013611388257983805
ACH-000030,-0.3115859191022617
ACH-000035,-0.20012728877371905
ACH-000036,-0.011118645576821387
ACH-000037,-0.06889646216555657
ACH-000039,-0.009458911777297513
ACH-000040,-0.17800045711124132
ACH-000041,-0.04614818096427505
ACH-000042,-0.02741611143485376
ACH-000045,-0.01230102677663172
ACH-000047,-0.10913667094260954
ACH-000052,-0.040334669877154485
ACH-000053,-0.20574893742401304
ACH-000054,-0.01814933325766863
ACH-000055,0.2269185801379073
ACH-000060,-0.1005380902475063
ACH-000067,0.009693945340271024
ACH-000070,0.01423782726843436
ACH-000075,-0.04662499823317133
ACH-000078,0.01948485843077584
ACH-000082,-0.08840024993454412
ACH-000085,0.1224743816105488
ACH-000086,-0.17685077799962856
ACH-000087,-0.20250067332211227
ACH-000092,-0.046796848217607837
ACH-000095,-0.021192166443018686
ACH-000097,-0.016527167579319768
ACH-000098,-0.10706588148419384
ACH-000099,-0.07998030007211726
ACH-000108,-0.0498011615424248
ACH-000113,0.057340151132089526
ACH-000116,-0.013648708027845156
ACH-000118,-0.05034799107422254
ACH-000120,-0.1486054203985387
ACH-000123,-0.12510839749698702
ACH-000127,-0.08231837718340272
ACH-000128,0.0033690478773261427
ACH-000132,-0.1256997609797079
ACH-000133,-0.1658017334375723
ACH-000137,0.03715481360348834
ACH-000138,-0.14538514077752707
ACH-000142,-0.06881130723845094
ACH-000143,-0.2039612154760547
ACH-000146,-0.06686417817642837
ACH-000148,-0.13452261671277208
ACH-000150,-0.10753874077519993
ACH-000152,-0.0915229482594798
ACH-000153,0.12425030379634712
ACH-000159,-0.018401995374407648
ACH-000160,-0.1595401703463918
ACH-000163,-0.12565767221687266
ACH-000167,-0.12477151530589255
ACH-000168,-0.0823644840871815
ACH-000169,-0.08522734751235529
ACH-000178,0.002775191244522809
ACH-000183,-0.03337466006001818
ACH-000188,-0.019867934447126517
ACH-000189,-0.4314435907133685
ACH-000190,-0.09404186764887476
ACH-000198,-0.03664163543156045
ACH-000203,-0.3826302365637181
ACH-000204,-0.10007399312000696
ACH-000206,-0.014093626825246229
ACH-000207,-0.12684287844551045
ACH-000208,-0.037411637798299306
ACH-000210,-0.2804486005227905
ACH-000211,-0.05117543409993472
ACH-000215,-0.04133335939035186
