,PCOLCE (5118)
ACH-000004,-0.18380783305201406
ACH-000005,-0.1464658447871781
ACH-000007,-0.10955056382037444
ACH-000009,-0.04076152714638655
ACH-000011,-0.12593991203808047
ACH-000012,-0.11638784330867025
ACH-000013,-0.07306843165830526
ACH-000014,-0.10582595779501333
ACH-000015,0.003050313436058806
ACH-000017,-0.2280826458604184
ACH-000018,0.05580244408745727
ACH-000019,-0.021749341392583072
ACH-000021,-0.2715075882308282
ACH-000022,-0.183751554498302
ACH-000025,-0.13879825569958446
ACH-000028,-0.1836319563865124
ACH-000030,-0.06579143357032258
ACH-000035,-0.2288607913649469
ACH-000036,-0.2370361583899669
ACH-000037,-0.12637934531846642
ACH-000039,-0.0782859956149929
ACH-000040,-0.09973083619067996
ACH-000041,0.0667355767458934
ACH-000042,-0.09808606586539087
ACH-000045,-0.2269925252261595
ACH-000047,-0.04159888463682178
ACH-000052,-0.04830382283572747
ACH-000053,-0.14215599440470691
ACH-000054,-0.14066283389709905
ACH-000055,-0.05531804181617665
ACH-000060,-0.1261748972236157
ACH-000067,-0.2301203648400979
ACH-000070,-0.1368956509238862
ACH-000075,-0.38791151912445204
ACH-000078,-0.1791347644380757
ACH-000082,-0.09851200962665244
ACH-000085,-0.15167799701869206
ACH-000086,0.11163507963281694
ACH-000087,-0.10132048390859866
ACH-000092,-0.04796266002803351
ACH-000095,-0.21457477133651492
ACH-000097,-0.19025216430498448
ACH-000098,-0.18827375539283067
ACH-000099,-0.2242731638738552
ACH-000108,-0.1930981423913457
ACH-000113,-0.03959697309177773
ACH-000116,-0.062472175794729135
ACH-000118,-0.17732927329415984
ACH-000120,-0.2791126693009472
ACH-000123,-0.03391693339239284
ACH-000127,-0.1404318876465315
ACH-000128,-0.031147258276029436
ACH-000132,-0.1311484941161516
ACH-000133,-0.21501482370522285
ACH-000137,-0.2569768826369594
ACH-000138,-0.05989187560621225
ACH-000142,-0.1139802422287486
ACH-000143,0.17353039261154596
ACH-000146,-0.18694659265383765
ACH-000148,-0.003948143575288501
ACH-000150,-0.24275608662958445
ACH-000152,-0.06143571056246215
ACH-000153,-0.12095897905350235
ACH-000159,-0.26100550834402164
ACH-000160,-0.17280488369654712
ACH-000163,-0.027050363856215055
ACH-000167,-0.28958883565382426
ACH-000168,-0.024166986920152175
ACH-000169,0.0346391498200084
ACH-000178,-0.18615560116186936
ACH-000183,-0.03598867021745797
ACH-000188,-0.054397643866585056
ACH-000189,-0.10917188825991664
ACH-000190,-0.08785412219652719
ACH-000198,-0.09706853441479966
ACH-000203,-0.6882233613398531
ACH-000204,-0.105619085008197
ACH-000206,-0.2990052123635953
ACH-000207,-0.09125350179419267
ACH-000208,0.14982119094596516
ACH-000210,-0.07498261424933682
ACH-000211,-0.1911767670809089
ACH-000215,-0.05178619528981237
ACH-000221,-0.19634512656363928
ACH-000222,-0.3322351096376824
ACH-000223,-0.13331166511905804
ACH-000226,-0.02960427186063654
ACH-000227,-0.017993099888492455
ACH-000228,-0.1279478632658303
ACH-000231,-0.16441111512835554
ACH-000232,-0.0639597335611548
ACH-000233,-0.16319740751361564
ACH-000234,-0.11417011069757292
ACH-000235,-0.14434732777726306
ACH-000237,-0.23224266509280997
ACH-000238,-0.36021711183480515
ACH-000242,-0.0518401805964401
ACH-000243,-0.11434193010889715
ACH-000244,0.01649744977049631
ACH-000246,-0.14200884177610204
ACH-000248,-0.15561607328664198
ACH-000250,-0.13206724423691324
ACH-000251,-0.2660802244524727
ACH-000252,-0.0009326155881045756
ACH-000253,-0.1802532723855612
ACH-000255,-0.1201063014458792
ACH-000256,-0.2561607133026429
ACH-000257,0.017874035410772596
ACH-000258,0.1947193003796647
ACH-000259,-0.052260511975194886
ACH-000260,-0.1683129266652352
ACH-000261,-0.10972859898668796
ACH-000262,-0.016054752335145618
ACH-000263,-0.1884031049823314
ACH-000264,-0.04950138253172435
ACH-000265,-0.07539396959865033
ACH-000266,-0.16968899969117504
ACH-000272,-0.07940079908118852
ACH-000274,-0.16897466394415128
ACH-000277,-0.14655793178943227
ACH-000278,-0.18682685507786492
ACH-000279,-0.1476716394247545
ACH-000280,-0.0732174531448799
ACH-000281,-0.09567325017597733
ACH-000288,-0.14270022460565082
ACH-000291,-0.2370139294103735
ACH-000293,-0.14869842266131605
ACH-000294,-0.014718391967085463
ACH-000295,0.09351329141845426
ACH-000296,-0.1262999057587124
ACH-000302,-0.19355782379193134
ACH-000304,0.057971982218313164
ACH-000307,-0.03192076698528296
ACH-000308,-0.1652124683410063
ACH-000310,-0.20007174398350547
ACH-000311,-0.20372076327722932
ACH-000312,-0.16480778909920693
ACH-000315,-0.2836615410325314
ACH-000316,-0.24780289832033234
ACH-000317,-0.003108651523271646
ACH-000318,-0.1539957073258774
ACH-000319,-0.19612898002504425
ACH-000320,-0.1181360529040693
ACH-000322,-0.335578191695086
ACH-000323,-0.19746275170855476
ACH-000324,-0.07006413125850035
ACH-000329,-0.07120668098387245
ACH-000330,-0.3006655614401337
ACH-000331,-0.06822744828709802
ACH-000332,-0.17544683351191967
ACH-000334,-0.21828240115252115
ACH-000335,-0.09920620320261124
ACH-000336,-0.2174685639032385
ACH-000337,-0.15697965869561306
ACH-000338,-0.06828168125667024
ACH-000339,-0.1376519231030051
ACH-000341,-0.0965358759744804
ACH-000348,-0.2191356839170089
ACH-000350,-0.09842533598248224
ACH-000352,0.00303268043876471
ACH-000356,0.012760784180930808
ACH-000361,-0.19386108099207516
ACH-000362,-0.10737557411640468
ACH-000363,-0.02035258027239982
ACH-000364,-0.1857417143157348
ACH-000365,-0.12041330951496562
ACH-000366,-0.06482121611206781
ACH-000368,-0.1974682871762567
ACH-000374,-0.10601710295831873
ACH-000375,-0.13731836272581646
ACH-000376,-0.1700260625748577
ACH-000381,-0.3314319651004527
ACH-000383,-0.25008011179750234
ACH-000387,-0.05826212783206591
ACH-000389,-0.15627228960800565
ACH-000390,-0.11470651838862303
ACH-000393,-0.02958762304510776
ACH-000395,-0.09345229957530586
ACH-000396,-0.2529754276767872
ACH-000397,-0.19747509581668865
ACH-000401,0.01802523199190864
ACH-000402,-0.6408698546665915
ACH-000403,-0.08605481527938748
ACH-000404,0.03328157403625702
ACH-000406,-0.11503052512121227
ACH-000407,-0.07392090374180177
ACH-000408,-0.37558992684212494
ACH-000410,-0.14346437509411686
ACH-000411,-0.12842990449682462
ACH-000414,-0.14364516510889794
ACH-000415,-0.15608439328208554
ACH-000416,-0.16280623895155286
ACH-000420,-0.0814553350321027
ACH-000421,-0.03844519097417352
ACH-000424,-0.0869855103404986
ACH-000425,-0.20618880826111652
ACH-000426,-0.056817173048820065
ACH-000427,0.05568003107065779
ACH-000433,-0.11674514992340927
ACH-000435,0.10973496504161703
ACH-000436,-0.13392937869948915
ACH-000444,0.033045770805547776
ACH-000445,0.11010909500357093
ACH-000448,-0.09111421228415116
ACH-000450,-0.20474612096696096
ACH-000452,-0.14994217518664968
ACH-000454,-0.1994392639979465
ACH-000458,-0.002719675937822646
ACH-000459,-0.013024698162687864
ACH-000460,-0.13020429754566276
ACH-000461,-0.073305384687624
ACH-000463,-0.17154354403903707
ACH-000464,-0.22054250096495026
ACH-000466,-0.27063173555909803
ACH-000467,-0.10657097392095323
ACH-000468,-0.12200799123525052
ACH-000469,-0.2891358694548267
ACH-000470,0.08720158185515732
ACH-000471,-0.12247419139230024
ACH-000472,-0.20521124037922364
ACH-000473,-0.09762341381268066
ACH-000475,-0.09496225180869496
ACH-000476,-0.18720860141130247
ACH-000477,-0.4589926423770502
ACH-000479,-0.2701196014882137
ACH-000480,-0.14044371249405635
ACH-000481,-0.05886399905869874
ACH-000483,-0.03317420859446758
ACH-000484,-0.07229399240406928
ACH-000485,0.07804575859893126
ACH-000486,0.017489418329762817
ACH-000487,-0.17083300153367245
ACH-000488,-0.10033917286979943
ACH-000490,-0.14017319348422913
ACH-000491,-0.10805318528873303
ACH-000495,-0.1977394071383729
ACH-000496,-0.1718948074427639
ACH-000499,0.07779094498692543
ACH-000500,-0.12317414131591367
ACH-000502,-0.2081654826482972
ACH-000503,-0.15942489504250013
ACH-000505,-0.20212550903539533
ACH-000507,-0.13200116047711952
ACH-000510,-0.23034535733509
ACH-000511,-0.15289658899878686
ACH-000512,0.09127146025181533
ACH-000516,-0.14037993642860488
ACH-000517,-0.15675869588385594
ACH-000518,-0.09400860557542508
ACH-000520,-0.013427968860291432
ACH-000521,-0.25861102918909634
ACH-000522,-0.15885256056267
ACH-000524,-0.11340595693702707
ACH-000527,-0.1258264729768388
ACH-000528,-0.0897612637261597
ACH-000537,0.0677102895984653
ACH-000541,-0.07301631294487043
ACH-000542,-0.2710142908173896
ACH-000544,-0.2809019151606173
ACH-000545,-0.1389599107386223
ACH-000547,0.06882621651003616
ACH-000548,-0.1297790692837794
ACH-000549,-0.18537694332310886
ACH-000550,-0.2770078609888881
ACH-000552,-0.14214313090451128
ACH-000556,-0.0504492210365698
ACH-000557,-0.21062219168564644
ACH-000569,-0.17854805091103726
ACH-000570,-0.12112619938505882
ACH-000571,-0.1638793621761769
ACH-000573,-0.08349416449793892
ACH-000576,-0.1655187138572274
ACH-000579,-0.2571940993016635
ACH-000580,-0.001198096239977967
ACH-000584,-0.17285001818433554
ACH-000585,-0.4205671027964017
ACH-000588,-0.1324791738405507
ACH-000589,-0.13872772693928567
ACH-000591,-0.02324628850697219
ACH-000593,-0.08064220937598719
ACH-000600,-0.058461382734302875
ACH-000601,-0.013070377253637208
ACH-000605,-0.10628064047105992
ACH-000606,-0.14145878194540068
ACH-000608,-0.11649675198032225
ACH-000614,-0.2694579094624219
ACH-000616,-0.3291016637296941
ACH-000618,-0.1624790065204158
ACH-000619,-0.2495270523043209
ACH-000620,-0.1489267154459238
ACH-000621,-0.24925611904407866
ACH-000622,-0.19841007410038897
ACH-000623,-0.16991574852683955
ACH-000624,-0.1661388975760078
ACH-000627,-0.14634544267096394
ACH-000630,-0.1338198770907225
ACH-000631,-0.28520241112161165
ACH-000632,-0.022524441591455644
ACH-000633,-0.21951109570765892
ACH-000637,-0.2624856270687431
ACH-000638,-0.1289637742334031
ACH-000646,-0.08607311062735623
ACH-000647,-0.0006076142053888283
ACH-000648,0.02331937478807506
ACH-000649,-0.12283878357793895
ACH-000651,0.0018785775168645466
ACH-000652,-0.03868364431772025
ACH-000653,-0.22619612586702964
ACH-000657,-0.08122729032647742
ACH-000658,-0.1265132402877131
ACH-000661,0.028663947287355912
ACH-000662,0.07744680997324972
ACH-000663,-0.1166067191264779
ACH-000665,-0.12075447463523238
ACH-000671,-0.17237964713252513
ACH-000672,-0.09828375719858347
ACH-000673,-0.18215046339307334
ACH-000676,-0.1838349956769045
ACH-000677,-0.16665962842516374
ACH-000681,-0.11510269266663273
ACH-000683,-0.07105553865061373
ACH-000684,-0.12276292056472868
ACH-000688,-0.1045759397231928
ACH-000693,-0.26952794865601826
ACH-000694,-0.1403557356782743
ACH-000695,-0.05401757847949051
ACH-000696,-0.1591084504336872
ACH-000697,-0.006703380591002641
ACH-000699,-0.18240150154615092
ACH-000701,0.04750768037889856
ACH-000706,-0.19019486045684308
ACH-000711,-0.0967129288358569
ACH-000713,-0.1098187534926845
ACH-000714,-0.1961577387939203
ACH-000718,-0.10186936809079984
ACH-000720,-0.22510536025723915
ACH-000721,-0.10259931262611416
ACH-000724,-0.07836628746585063
ACH-000725,-0.12665336122933174
ACH-000732,0.04197040851565443
ACH-000734,-0.16431582082397286
ACH-000735,-0.13153182335435493
ACH-000736,-0.17433825631728425
ACH-000738,-0.10587666806396648
ACH-000746,0.02818686259122128
ACH-000747,-0.10880854487812837
ACH-000748,0.016047266987160802
ACH-000753,-0.12848644526326014
ACH-000756,-0.04417374463148596
ACH-000757,-0.2009666246767937
ACH-000758,0.005983482200542964
ACH-000760,-0.23362728494449955
ACH-000762,-0.164814553512383
ACH-000763,0.03024749058628257
ACH-000764,0.0018382530538332059
ACH-000765,0.062168397375999586
ACH-000766,-0.1518854640904
ACH-000767,-0.03016933945177304
ACH-000768,-0.1646083324867933
ACH-000769,-0.08877977256192063
ACH-000770,-0.2643757395284879
ACH-000771,-0.09072886537118484
