,DCST2 (127579)
ACH-000004,-0.09951579878247392
ACH-000005,-0.0944963262377883
ACH-000007,-0.20673157510582726
ACH-000009,-0.2890081354533967
ACH-000011,-0.06494079948128012
ACH-000012,-0.13185261477055074
ACH-000013,-0.036616229558939915
ACH-000014,-0.09543803753371127
ACH-000015,-0.15165540057191546
ACH-000017,0.016208041199215473
ACH-000018,-0.07903787761218367
ACH-000019,-0.07214055952404365
ACH-000021,-0.129987090533117
ACH-000022,-0.04491126010084952
ACH-000025,-0.17393097800698193
ACH-000028,-0.08873280957678628
ACH-000030,-0.103541020615988
ACH-000035,-0.17328606132177546
ACH-000036,-0.12959548721695788
ACH-000037,-0.1395722573201417
ACH-000039,-0.2374212945788917
ACH-000040,-0.1567956780820323
ACH-000041,-0.11849659023511228
ACH-000042,-0.1027715324514659
ACH-000045,-0.18319468105070255
ACH-000047,-0.12214609436136645
ACH-000052,0.02925646902813077
ACH-000053,-0.1056353103339305
ACH-000054,-0.051533294012354604
ACH-000055,-0.3083499624561444
ACH-000060,-0.031655211672581
ACH-000067,-0.0160330771235822
ACH-000070,-0.1985617035614073
ACH-000075,-0.07849882588421754
ACH-000078,-0.24250918281642725
ACH-000082,-0.10433977469045023
ACH-000085,-0.09532779899005674
ACH-000086,-0.27119359468372073
ACH-000087,-0.09358005077288073
ACH-000092,-0.20442794144507734
ACH-000095,-0.11743953049282793
ACH-000097,-0.19821192671046894
ACH-000098,-0.20975945027413356
ACH-000099,-0.10467137399747448
ACH-000108,-0.17718954084171815
ACH-000113,-0.1285758579664521
ACH-000116,-0.0776666304411668
ACH-000118,-0.04033139096526237
ACH-000120,-0.2598719482925152
ACH-000123,-0.13983416292585932
ACH-000127,-0.26303303756897084
ACH-000128,-0.08373511073172847
ACH-000132,-0.1962692552230864
ACH-000133,0.0072022873724828015
ACH-000137,-0.028634316773191164
ACH-000138,-0.13747311993065672
ACH-000142,-0.2525812659040683
ACH-000143,-0.05852767706873721
ACH-000146,-0.1776218579587767
ACH-000148,-0.1257203685265977
ACH-000150,-0.1091333809960812
ACH-000152,-0.11288346726933625
ACH-000153,-0.4198707862998123
ACH-000159,-0.1909346498933401
ACH-000160,-0.0512410507835323
ACH-000163,-0.18383483882164786
ACH-000167,-0.14631967603142085
ACH-000168,-0.05400878159949449
ACH-000169,-0.2465587276248879
ACH-000178,-0.045535780922276094
ACH-000183,-0.27677311948646305
ACH-000188,-0.025055037051911654
ACH-000189,-0.08062153368001553
ACH-000190,-0.2607244338592199
ACH-000198,-0.09757175138564407
ACH-000203,-0.5971016433440635
ACH-000204,-0.34369039998961753
ACH-000206,-0.15148412654817753
ACH-000207,-0.08953771209030052
ACH-000208,-0.11826449909039626
ACH-000210,-0.11633970042895607
ACH-000211,-0.09608790216815484
ACH-000215,-0.20012215492366908
ACH-000221,-0.16437666634045262
ACH-000222,-0.04418501003007933
ACH-000223,-0.06546079395913453
ACH-000226,-0.11360961625510207
ACH-000227,-0.0906041815641531
ACH-000228,-0.28495516079999605
ACH-000231,-0.09446872774921218
ACH-000232,-0.12754510297671684
ACH-000233,-0.15491663034980285
ACH-000234,-0.174488639879477
ACH-000235,-0.2497847871845601
ACH-000237,-0.1118237157856389
ACH-000238,-0.04727258525589348
ACH-000242,-0.2152200843919454
ACH-000243,-0.1201091238127176
ACH-000244,0.12072061885514038
ACH-000246,-0.1551084227729219
ACH-000248,-0.07200832343849971
ACH-000250,-0.16721200712202852
ACH-000251,-0.055423836606692034
ACH-000252,-0.07874188575518253
ACH-000253,-0.0705690075491925
ACH-000255,-0.2233761379681884
ACH-000256,-0.19707344472841834
ACH-000257,-0.008059469861410238
ACH-000258,-0.15224732294778745
ACH-000259,-0.14996353777400273
ACH-000260,-0.20440192481235164
ACH-000261,-0.10898491087031822
ACH-000262,-0.08940626760318862
ACH-000263,-0.4169249894722925
ACH-000264,-0.2834180264667447
ACH-000265,-0.08127557834650817
ACH-000266,-0.13332748513498155
ACH-000272,-0.13222460204161174
ACH-000274,-0.19418549189675546
ACH-000277,-0.09155017060721947
ACH-000278,-0.19566404571839988
ACH-000279,-0.07117344744231333
ACH-000280,-0.09396259325813848
ACH-000281,-0.1547076431296864
ACH-000288,-0.23567258400979926
ACH-000291,-0.09209506921283372
ACH-000293,-0.1458024471072918
ACH-000294,-0.18523489136265803
ACH-000295,-0.1676127342839271
ACH-000296,-0.01844038818342669
ACH-000302,-0.05727111870652887
ACH-000304,-0.09836544863120564
ACH-000307,-0.16814179191799064
ACH-000308,-0.20554050581228395
ACH-000310,-0.1951271334853608
ACH-000311,-0.193650076530933
ACH-000312,-0.1812231638441505
ACH-000315,-0.18347705951769847
ACH-000316,-0.20064849735473603
ACH-000317,-0.2008526637323241
ACH-000318,-0.27396944770310666
ACH-000319,-0.08652220757261349
ACH-000320,-0.04923618962303871
ACH-000322,-0.08182250104911712
ACH-000323,-0.0997650807166896
ACH-000324,-0.14481757399470166
ACH-000329,-0.10667618567553673
ACH-000330,-0.03762843993078355
ACH-000331,-0.019781730583286857
ACH-000332,-0.15885276295452766
ACH-000334,-0.20075331980074104
ACH-000335,-0.17793750649378628
ACH-000336,-0.3347739501099186
ACH-000337,-0.2222050897834296
ACH-000338,0.18264961171291866
ACH-000339,-0.058124621317111526
ACH-000341,-0.1643395776114557
ACH-000348,-0.10486884996531264
ACH-000350,-0.16780825796365367
ACH-000352,-0.16478402170853676
ACH-000356,-0.13779817406621686
ACH-000361,-0.042202192305699535
ACH-000362,-0.1421323543372572
ACH-000363,-0.16737594141013962
ACH-000364,-0.11235972092553362
ACH-000365,-0.3228633864117972
ACH-000366,-0.15043370193518146
ACH-000368,-0.00463338884706828
ACH-000374,-0.011141541947077751
ACH-000375,-0.20609077008609508
ACH-000376,-0.18276941967711
ACH-000381,-0.3026140957804471
ACH-000383,-0.13861672868330344
ACH-000387,-0.2249822272543796
ACH-000389,-0.1459569365165927
ACH-000390,-0.262157616911698
ACH-000393,-0.06363826491536549
ACH-000395,-0.12557696369479124
ACH-000396,-0.0648417683165004
ACH-000397,-0.13607584954338092
ACH-000401,-0.20024405992681416
ACH-000402,-0.35371571705309085
ACH-000403,-0.04252648874248386
ACH-000404,-0.24951062144396946
ACH-000406,-0.14012303551724345
ACH-000407,-0.07028052916020346
ACH-000408,-0.06608503828286713
ACH-000410,-0.1741460244549166
ACH-000411,-0.1077573332610735
ACH-000414,-0.08716299828626818
ACH-000415,-0.019326826260219757
ACH-000416,-0.19898665923487285
ACH-000420,-0.13986919948682427
ACH-000421,-0.2291275450231956
ACH-000424,-0.28303643008608503
ACH-000425,-0.12459354398372635
ACH-000426,-0.013027833335559584
ACH-000427,-0.20866593466574185
ACH-000433,-0.08434897053655101
ACH-000435,-0.2977667790248574
ACH-000436,-0.3077592761187737
ACH-000444,-0.1901176846350473
ACH-000445,-0.15231162571623605
ACH-000448,-0.11714039965691934
ACH-000450,-0.0819334457107515
ACH-000452,-0.10575759843121292
ACH-000454,-0.3248431515614286
ACH-000458,-0.1045728353134142
ACH-000459,-0.08963888426957173
ACH-000460,-0.17746468532069642
ACH-000461,-0.040891499635778206
ACH-000463,-0.3186936734120176
ACH-000464,-0.11387109916686483
ACH-000466,-0.14812141184952865
ACH-000467,-0.11795724526438507
ACH-000468,-0.1940186528634774
ACH-000469,-0.008667908230105574
ACH-000470,-0.03993025168027812
ACH-000471,-0.04595547844090765
ACH-000472,-0.10824516379526568
ACH-000473,-0.04785446958582217
ACH-000475,-0.11957422192912845
ACH-000476,-0.08863696602984343
ACH-000477,-0.0287874233991547
ACH-000479,-0.08392486010211378
ACH-000480,-0.2512828850069692
ACH-000481,-0.20492422510984126
ACH-000483,-0.0689545221375737
ACH-000484,-0.14136528917544114
ACH-000485,0.07952256900806659
ACH-000486,-0.0677271976085813
ACH-000487,0.0627176214711188
ACH-000488,-0.1040744878110596
ACH-000490,-0.2914050025454749
ACH-000491,-0.07293242195339564
ACH-000495,-0.1826712699572691
ACH-000496,-0.06946990020807721
ACH-000499,-0.22396757446515286
ACH-000500,-0.2247865977280809
ACH-000502,-0.10107736013342344
ACH-000503,0.21103629115578385
ACH-000505,-0.17947356221527552
ACH-000507,-0.05685629846655371
ACH-000510,-0.2733114671348009
ACH-000511,-0.1167460482695245
ACH-000512,-0.4944029641038301
ACH-000516,-0.10811348201905684
ACH-000517,-0.2238177852986715
ACH-000518,-0.09948393971845587
ACH-000520,0.02436373667338824
ACH-000521,-0.1383610418599768
ACH-000522,-0.16159615081494585
ACH-000524,-0.21095555756168108
ACH-000527,-0.123009394007178
ACH-000528,-0.12098694068900473
ACH-000537,-0.14494538367791768
ACH-000541,-0.16353451779272346
ACH-000542,-0.06962662307958034
ACH-000544,-0.3365662788018132
ACH-000545,-0.13003028683206433
ACH-000547,-0.4144831679730792
ACH-000548,-0.2596795576005785
ACH-000549,-0.08899964076820753
ACH-000550,-0.12252878371628888
ACH-000552,-0.018530538738759855
ACH-000556,-0.264680704451067
ACH-000557,-0.17582147298017986
ACH-000569,0.2761442431269515
ACH-000570,-0.02114650245707252
ACH-000571,-0.22328467883212494
ACH-000573,-0.1923843660243208
ACH-000576,-0.027425251856210326
ACH-000579,-0.23463385853414076
ACH-000580,-0.0053338557812388325
ACH-000584,-0.22551790829767626
ACH-000585,-0.1818954846273476
ACH-000588,-0.17068070856691686
ACH-000589,-0.03147329805738218
ACH-000591,-0.004047309187048254
ACH-000593,-0.2034122575904041
ACH-000600,-0.3192241319809898
ACH-000601,-0.14304491229948674
ACH-000605,-0.10536784996729434
ACH-000606,-0.1918811534522963
ACH-000608,-0.15167275986104928
ACH-000614,-0.13822329280621892
ACH-000616,-0.08953075497980023
ACH-000618,-0.11345488169615695
ACH-000619,-0.06613455751906383
ACH-000620,-0.1349710229749141
ACH-000621,-0.10202886870051717
ACH-000622,-0.10092202344346084
ACH-000623,0.03686623028636938
ACH-000624,-0.1295546344435843
ACH-000627,-0.17319671972319536
ACH-000630,-0.05034358144711591
ACH-000631,0.05578486891237567
ACH-000632,-0.12466215988185506
ACH-000633,-0.07869062950141915
ACH-000637,-0.055541562897065855
ACH-000638,-0.16867558336629693
ACH-000646,-0.16371053760943813
ACH-000647,-0.261206183302074
ACH-000648,-0.12234672783888452
ACH-000649,-0.08838737353512259
ACH-000651,-0.06607968284602468
ACH-000652,-0.21573258731734848
ACH-000653,-0.13950263385472406
ACH-000657,-0.1847721707012388
ACH-000658,-0.2394707976229321
ACH-000661,-0.14461018727983502
ACH-000662,-0.21232862072693912
ACH-000663,-0.03906603908763046
ACH-000665,-0.17740445334156268
ACH-000671,-0.12046814536021312
ACH-000672,-0.00021878880207448908
ACH-000673,-0.14015504258368405
ACH-000676,-0.2827474654472281
ACH-000677,-0.06756253575927135
ACH-000681,-0.17100527439263796
ACH-000683,-0.3891192938595038
ACH-000684,-0.3211071393586833
ACH-000688,-0.08509937323201143
ACH-000693,-0.17240956005312286
ACH-000694,-0.08406757330011423
ACH-000695,-0.17234098862732836
ACH-000696,-0.16095898155967553
ACH-000697,-0.1539178150535117
ACH-000699,-0.04228227183372085
ACH-000701,-0.07381309399168481
ACH-000706,-0.2882309751256428
ACH-000711,-0.12373804572891668
ACH-000713,-0.37703952865975104
ACH-000714,-0.4268252732200622
ACH-000718,-0.11212044287015836
ACH-000720,-0.12122348895034432
ACH-000721,-0.16401552012329246
ACH-000724,-0.20562682967581264
ACH-000725,-0.2513752937239303
ACH-000732,-0.3045552693875765
ACH-000734,-0.18394181013528432
ACH-000735,-0.13678921045051556
ACH-000736,-0.14678560685645525
ACH-000738,-0.09902895561961668
ACH-000746,-0.2526810659155231
ACH-000747,-0.13082473398055453
ACH-000748,-0.010132255924970671
ACH-000753,-0.2393702992266383
ACH-000756,-0.0905922415208879
ACH-000757,-0.19867951982670012
ACH-000758,-0.19944504046730407
ACH-000760,-0.1155805832953527
ACH-000762,-0.3767243414547997
ACH-000763,-0.2348709561121471
ACH-000764,0.03597841294923012
ACH-000765,-0.2363381866323232
ACH-000766,-0.15970863453905149
ACH-000767,-0.4351546759738819
ACH-000768,-0.07773765869304039
ACH-000769,-0.2646151450104479
ACH-000770,-0.10449439916610664
ACH-000771,-0.02518880073143742
ACH-000773,-0.149060401688314
ACH-000776,-0.10132492382725744
ACH-000777,-0.16744346145675346
ACH-000778,-0.09619874564838332
ACH-000781,-0.1450091620636682
ACH-000782,0.1128083234677086
ACH-000783,-0.12626652418403764
ACH-000784,-0.20762123558244888
ACH-000785,-0.25774775325698
ACH-000787,-0.115809510816254
ACH-000788,-0.21266378436271852
ACH-000791,-0.19737429401307188
ACH-000792,-0.10569943565750124
ACH-000794,0.03807951022116672
ACH-000796,-0.09722657753895236
ACH-000798,-0.0582981906156512
ACH-000799,-0.009930972591276687
ACH-000800,-0.2793596713064417
ACH-000802,-0.1419010163265534
ACH-000804,-0.08806938192649802
ACH-000805,-0.13979288535340725
ACH-000809,-0.0969714344097418
ACH-000810,-0.008256346474468339
ACH-000811,-0.0643000785555983
ACH-000817,-0.18793120146406173
ACH-000819,-0.2303567890136693
ACH-000820,-0.5867100088503866
ACH-000821,-0.26701593595202805
ACH-000822,-0.1482585406262987
ACH-000823,-0.27188485413779423
ACH-000824,-0.21489008265478235
ACH-000827,-0.13991151704257931
ACH-000829,-0.19282832622168736
ACH-000831,-0.048212026980281666
ACH-000832,-0.05438689144925333
ACH-000833,-0.07139750099664144
ACH-000834,-0.2133698619969356
ACH-000835,-0.2641672124519999
ACH-000836,-0.11230642898619214
ACH-000837,-0.10081954073578987
ACH-000838,-0.0269115264177509
ACH-000839,-0.0877725771659179
ACH-000840,-0.2337337572631113
ACH-000841,-0.05022941740458978
ACH-000843,-0.3785586650880561
ACH-000846,-0.13102200110574874
ACH-000847,-0.05005319823415188
ACH-000848,-0.029550520861664573
ACH-000849,-0.047299408017072365
ACH-000851,-0.02345963313463201
ACH-000855,-0.2592751090669763
ACH-000856,-0.2689966532244161
ACH-000858,-0.18167337628023272
ACH-000859,0.038591315051696135
ACH-000861,-0.22483381335301392
ACH-000862,-0.0029568476666212585
ACH-000865,-0.22440342875520825
ACH-000866,-0.10962241077099194
ACH-000867,-0.0832275241409499
ACH-000869,-0.2304749246098869
ACH-000872,-0.07344728346048111
ACH-000873,-0.16053640861478646
ACH-000876,0.03064235678873455
ACH-000878,-0.06328682846516319
ACH-000880,-0.1614082284402334
ACH-000881,-0.05283524759311295
ACH-000882,-0.07108848831882693
ACH-000884,-0.12075087907171765
ACH-000885,-0.10674975406034044
ACH-000887,-0.09374528278196266
ACH-000889,-0.2549379868052407
ACH-000896,-0.17105910996262333
ACH-000898,-0.221144000818924
ACH-000900,-0.3210230982855835
ACH-000901,-0.18372795872925696
ACH-000905,-0.2776042633795884
ACH-000906,-0.15091617201784305
ACH-000907,-0.20444173395276355
ACH-000910,-0.0821964260992997
ACH-000911,-0.07472745192457565
ACH-000912,-0.2655235497947933
ACH-000913,-0.2096107328885311
ACH-000915,-0.17882022531819974
ACH-000916,-0.018371660119131862
ACH-000917,-0.0580794838183406
ACH-000920,-0.23656310459657565
ACH-000921,-0.13983501145896465
ACH-000924,-0.17086602633398704
ACH-000926,-0.16489734758123434
ACH-000928,-0.15337571655137625
ACH-000929,-0.2468023866581408
ACH-000932,-0.18679467034769925
ACH-000935,-0.12948740758298413
ACH-000936,-0.1804188711888826
ACH-000937,-0.17399318427752716
ACH-000938,-0.12037687424183585
ACH-000939,-0.1881801186190644
ACH-000941,-0.2697548176715988
ACH-000943,-0.04387188835837557
ACH-000946,-0.019604964890308357
ACH-000947,-0.07305472021941313
ACH-000948,-0.09994112727086388
ACH-000950,-0.2160633152310845
ACH-000953,-0.26815748653502397
ACH-000954,0.01769153106575571
ACH-000957,0.09389880396080708
ACH-000958,-0.10484809716588568
ACH-000960,-0.257870589769619
ACH-000963,-0.059993787248614684
ACH-000968,-0.17202302054882668
ACH-000969,-0.26422841955751913
ACH-000972,-0.08720353415314726
ACH-000973,-0.22840552338161546
ACH-000974,-0.12788132635058308
