,HPCA (3208)
ACH-000004,-0.14134616255695034
ACH-000005,-0.4462947919414829
ACH-000007,-0.043703335377545616
ACH-000009,-0.15270244024116755
ACH-000011,-0.196146825054702
ACH-000012,-0.3212301003994044
ACH-000013,-0.2842571855526688
ACH-000014,-0.07969183762599777
ACH-000015,-0.27489193705785364
ACH-000017,-0.19422049714976825
ACH-000018,-0.2372337965336289
ACH-000019,-0.08495712671839949
ACH-000021,-0.2509233288460419
ACH-000022,-0.030401608173410512
ACH-000025,-0.1788895315992442
ACH-000028,-0.16151126607479824
ACH-000030,-0.14456802621535392
ACH-000035,-0.3063743317546703
ACH-000036,-0.23712296513168285
ACH-000037,-0.2248224529765075
ACH-000039,-0.3401479352666431
ACH-000040,-0.10659969132612916
ACH-000041,-0.2605412254213081
ACH-000042,-0.27059058084578635
ACH-000045,-0.14972529485917307
ACH-000047,-0.24786151853177954
ACH-000052,-0.2636630391244775
ACH-000053,-0.17405830370354095
ACH-000054,-0.11837408504554045
ACH-000055,-0.029165652091999443
ACH-000060,-0.23454198378097785
ACH-000067,-0.15855261991145794
ACH-000070,-0.09317396886945188
ACH-000075,-0.08505386960239686
ACH-000078,-0.27492583555842315
ACH-000082,-0.2396829530221449
ACH-000085,-0.3807799852597896
ACH-000086,-0.2425247807161721
ACH-000087,-0.0790034435160227
ACH-000092,-0.455257736354222
ACH-000095,-0.20486627661598747
ACH-000097,-0.21483932280728374
ACH-000098,-0.1191822667488964
ACH-000099,-0.3645447887026352
ACH-000108,-0.3453164141610341
ACH-000113,-0.02899931519259275
ACH-000116,-0.2550524786172162
ACH-000118,-0.2134879084298145
ACH-000120,-0.094967602211442
ACH-000123,-0.3263459068637176
ACH-000127,-0.07139492128319827
ACH-000128,-0.2900769156363207
ACH-000132,-0.2926083403344961
ACH-000133,-0.3276772649047885
ACH-000137,-0.13521460234495564
ACH-000138,-0.11638172420090966
ACH-000142,-0.3816578694004184
ACH-000143,-0.3610438467059845
ACH-000146,-0.14954026306686294
ACH-000148,-0.1277545185672002
ACH-000150,-0.6154802668459207
ACH-000152,-0.16805923779429902
ACH-000153,-0.20947357930945196
ACH-000159,-0.07241377991397208
ACH-000160,-0.15405072836804387
ACH-000163,-0.16777741127372495
ACH-000167,-0.3307350631117402
ACH-000168,-0.27548292140267705
ACH-000169,-0.27938854382405165
ACH-000178,-0.2203315231101652
ACH-000183,-0.0610548314221646
ACH-000188,-0.3631127214219289
ACH-000189,-0.36309123750427613
ACH-000190,-0.1100448790505892
ACH-000198,-0.14412738172023984
ACH-000203,-0.3776635191132843
ACH-000204,-0.3924882541205628
ACH-000206,-0.1657333855486746
ACH-000207,-0.09834321231718612
ACH-000208,0.07493707715978372
ACH-000210,-0.2244850522680772
ACH-000211,-0.09530106734890244
ACH-000215,-0.18430453938771707
ACH-000221,-0.15132941544979014
ACH-000222,-0.0885675865751005
ACH-000223,-0.1708075997394955
ACH-000226,-0.20987383017167568
ACH-000227,-0.18918664991160988
ACH-000228,-0.050858481883581184
ACH-000231,-0.2239708647551617
ACH-000232,-0.09990790064393396
ACH-000233,-0.19663882710902805
ACH-000234,-0.21060944761135605
ACH-000235,-0.14462159043439365
ACH-000237,-0.26579712526464155
ACH-000238,-0.3525114556526995
ACH-000242,-0.6381269514250191
ACH-000243,-0.13004538498972065
ACH-000244,-0.2310941209928194
ACH-000246,-0.20086714940761066
ACH-000248,-0.2749019269216005
ACH-000250,-0.20869329734588485
ACH-000251,0.0018392566364434605
ACH-000252,-0.15961138151826787
ACH-000253,-0.1034073654356723
ACH-000255,-0.2002376967819874
ACH-000256,-0.2866787327693777
ACH-000257,0.01099022640168478
ACH-000258,-0.14282139644241434
ACH-000259,-0.22757356866224296
ACH-000260,-0.2274983158162202
ACH-000261,-0.08747028202979361
ACH-000262,-0.11011718964923928
ACH-000263,-0.2759727259446669
ACH-000264,-0.1824243435179896
ACH-000265,-0.2587223158544549
ACH-000266,-0.16798843507843955
ACH-000272,-0.09051563440818712
ACH-000274,-0.3052738974747788
ACH-000277,-0.2322837528230492
ACH-000278,-0.1784446243216192
ACH-000279,-0.1316218977124906
ACH-000280,-0.04305630419172594
ACH-000281,-0.13787074618512046
ACH-000288,-0.4352727389492188
ACH-000291,-0.20738140425705395
ACH-000293,-0.15657740724385116
ACH-000294,-0.03646217643554128
ACH-000295,-0.4256298871016788
ACH-000296,0.016498842904939703
ACH-000302,-0.2343669987931337
ACH-000304,-0.09417388341021073
ACH-000307,-0.2617691778743797
ACH-000308,-0.14207551683536476
ACH-000310,-0.3055370748329451
ACH-000311,-0.18503255682432554
ACH-000312,-0.2548210076135083
ACH-000315,-0.1422205567112598
ACH-000316,-0.29254035246219834
ACH-000317,-0.14483163527047466
ACH-000318,-0.276400020962412
ACH-000319,-0.13758339969387234
ACH-000320,-0.3972814019066448
ACH-000322,-0.21136376051138112
ACH-000323,-0.3715661033206959
ACH-000324,-0.13600937292365814
ACH-000329,-0.11027071416370736
ACH-000330,-0.3278217573866353
ACH-000331,-0.2364372248218865
ACH-000332,-0.2011498041912377
ACH-000334,-0.1336659226081557
ACH-000335,-0.1553337797144284
ACH-000336,-0.08021158579277607
ACH-000337,-0.2668810731657455
ACH-000338,-0.06473906125592975
ACH-000339,-0.08669157076781618
ACH-000341,-0.15035274203320467
ACH-000348,-0.06580094128680898
ACH-000350,-0.1713755851220177
ACH-000352,-0.2145768227220904
ACH-000356,-0.13595182182152935
ACH-000361,-0.3382439080954745
ACH-000362,-0.16997308808682698
ACH-000363,-0.20071545522593007
ACH-000364,-0.33527327174974386
ACH-000365,-0.18355598789038907
ACH-000366,-0.2333803143294932
ACH-000368,-0.3439030938569461
ACH-000374,-0.170675058071462
ACH-000375,-0.2379705873033024
ACH-000376,-0.2004370342474852
ACH-000381,-0.15858568462102227
ACH-000383,-0.20295149946131405
ACH-000387,0.032168144925734325
ACH-000389,-0.04444153950652528
ACH-000390,-0.16449047586520468
ACH-000393,-0.2728687271530385
ACH-000395,-0.21396552218454615
ACH-000396,-0.3834354606861973
ACH-000397,-0.02469482580067148
ACH-000401,-0.2834351867306433
ACH-000402,-0.21543143521798747
ACH-000403,-0.14236690809660044
ACH-000404,-0.20437664166976746
ACH-000406,-0.2100092495508004
ACH-000407,-0.15825055092913448
ACH-000408,-0.3021572723199963
ACH-000410,-0.20104655667948992
ACH-000411,-0.3229090819627537
ACH-000414,-0.1742532941689582
ACH-000415,-0.2835791493108689
ACH-000416,-0.15610699531251288
ACH-000420,-0.11167739462917507
ACH-000421,-0.19705429422980447
ACH-000424,-0.2382744670164445
ACH-000425,-0.1851916566836487
ACH-000426,0.014795051956648575
ACH-000427,-0.32155343780173906
ACH-000433,-0.13705569030709508
ACH-000435,-0.04751803857234945
ACH-000436,-0.29720802104149896
ACH-000444,-0.1405932361896485
ACH-000445,-0.2956010880627743
ACH-000448,-0.24769871407250774
ACH-000450,-0.1679684879101188
ACH-000452,-0.11399084935576613
ACH-000454,-0.3131195408805747
ACH-000458,-0.20651785096691835
ACH-000459,-0.18039486896461315
ACH-000460,-0.1294673844810416
ACH-000461,-0.3937900863330959
ACH-000463,-0.1705324952178193
ACH-000464,-0.24940856908389905
ACH-000466,-0.12224696364059966
ACH-000467,-0.13613183976278606
ACH-000468,-0.20809828546384507
ACH-000469,-0.33328902968988483
ACH-000470,0.004648429183712162
ACH-000471,-0.13568804017100775
ACH-000472,-0.12354832160353625
ACH-000473,-0.22108495731385505
ACH-000475,-0.15015955225288347
ACH-000476,-0.17599907851360458
ACH-000477,-0.09803823565493927
ACH-000479,-0.07033887186064526
ACH-000480,-0.20528682854989816
ACH-000481,-0.15796140097757627
ACH-000483,-0.2436346386379225
ACH-000484,-0.18578259020366727
ACH-000485,-0.18436378462006744
ACH-000486,-0.2381902231475175
ACH-000487,-0.19496320431644887
ACH-000488,-0.2385852549435808
ACH-000490,-0.24889675540905146
ACH-000491,-0.20256555994189784
ACH-000495,-0.33976410253352424
ACH-000496,-0.1812707729157125
ACH-000499,-0.10705313037549707
ACH-000500,-0.312083912817328
ACH-000502,-0.2297085668030609
ACH-000503,0.04497678394404788
ACH-000505,-0.12241901399812627
ACH-000507,-0.2626390258184784
ACH-000510,-0.2422518304593828
ACH-000511,-0.18585623954780436
ACH-000512,-0.08908875055907482
ACH-000516,-0.08697992374947387
ACH-000517,-0.16480549335906933
ACH-000518,-0.138141402084644
ACH-000520,-0.1475407603346511
ACH-000521,-0.17379813299580468
ACH-000522,-0.16535749775818284
ACH-000524,-0.17664889561475824
ACH-000527,-0.15344757019704866
ACH-000528,-0.18613573761317603
ACH-000537,-0.19203053903990186
ACH-000541,-0.10045772097845708
ACH-000542,-0.3149432906988591
ACH-000544,-0.23253355971644066
ACH-000545,-0.2904116997622807
ACH-000547,-0.10241236444556127
ACH-000548,-0.13607162539916062
ACH-000549,-0.21550564234708572
ACH-000550,-0.4563616924016663
ACH-000552,-0.12932038069521212
ACH-000556,-0.14645492255134002
ACH-000557,-0.1441925021620787
ACH-000569,-0.3292166235567633
ACH-000570,-0.1475766887783874
ACH-000571,-0.09102734398055712
ACH-000573,-0.2578759325872417
ACH-000576,-0.22693099895813604
ACH-000579,-0.11902780013977578
ACH-000580,-0.05957166829393928
ACH-000584,-0.06155238333124205
ACH-000585,-0.23640456796125345
ACH-000588,-0.2311470249504051
ACH-000589,-0.12420108204171333
ACH-000591,-0.1826241062892053
ACH-000593,-0.4026164118100957
ACH-000600,-0.3987106302387095
ACH-000601,-0.2356861174043641
ACH-000605,-0.2014140237729168
ACH-000606,-0.3280779263128407
ACH-000608,-0.19041706276339265
ACH-000614,-0.04127451887578413
ACH-000616,-0.2300315319437722
ACH-000618,-0.1231523770394813
ACH-000619,-0.205307460158346
ACH-000620,-0.2271753334347127
ACH-000621,-0.24348029695824244
ACH-000622,-0.20686043924127367
ACH-000623,-0.2865045430372079
ACH-000624,-0.20206244875793306
ACH-000627,-0.2558563694267829
ACH-000630,-0.2198924044871528
ACH-000631,-0.15371458705298208
ACH-000632,-0.338791292603667
ACH-000633,-0.2349323569141647
ACH-000637,-0.08016952569217617
ACH-000638,-0.3045652535661793
ACH-000646,-0.08806565030238618
ACH-000647,-0.0730907035789133
ACH-000648,-0.4833135425481318
ACH-000649,-0.250096806500434
ACH-000651,-0.22852219666322285
ACH-000652,-0.3164252626296157
ACH-000653,-0.33515262180686634
ACH-000657,-0.27681489844323165
ACH-000658,-0.12404290571141514
ACH-000661,-0.1710492765373016
ACH-000662,-0.08197104045129061
ACH-000663,-0.1441180876350852
ACH-000665,-0.17741210892035886
ACH-000671,-0.044262023660162984
ACH-000672,-0.06894201169423746
ACH-000673,-0.312181666253599
ACH-000676,-0.2573034468350333
ACH-000677,-0.12432700031511773
ACH-000681,-0.2887676915356366
ACH-000683,-0.32059619510244824
ACH-000684,-0.3352657588098602
ACH-000688,-0.12193533758739113
ACH-000693,-0.22431805043793607
ACH-000694,-0.12671050647947413
ACH-000695,-0.2150149894301708
ACH-000696,-0.14728120624036087
ACH-000697,-0.09111523108713647
ACH-000699,-0.2569038511598257
ACH-000701,-0.2706046423440789
ACH-000706,-0.2329279673980401
ACH-000711,-0.2006969402281871
ACH-000713,-0.4718960826879714
ACH-000714,-0.10577900354567144
ACH-000718,-0.08868499877050068
ACH-000720,-0.3426622819749491
ACH-000721,-0.25838540441100577
ACH-000724,-0.1556026289528198
ACH-000725,-0.24902374727605056
ACH-000732,-0.1973429425703717
ACH-000734,-0.1582645652155293
ACH-000735,-0.25925644541669474
ACH-000736,-0.024347157249348984
ACH-000738,-0.26769138867148856
ACH-000746,-0.1921362998612396
ACH-000747,-0.20382016911395825
ACH-000748,-0.24916760256982676
ACH-000753,-0.2510319162407534
ACH-000756,-0.30411047128055296
ACH-000757,-0.35812156951202856
ACH-000758,-0.27969573866591624
ACH-000760,-0.2539991801897449
ACH-000762,-0.0487304979046927
ACH-000763,-0.1031692117433206
ACH-000764,-0.27308654939591004
ACH-000765,-0.38221573230571937
ACH-000766,-0.14165500764515676
ACH-000767,-0.20722267394030744
ACH-000768,-0.19117212762892324
ACH-000769,-0.16016175894632345
ACH-000770,-0.22581440706575576
ACH-000771,-0.1732347524831199
ACH-000773,-0.14210698215383996
ACH-000776,-0.1407503508655505
ACH-000777,-0.2898384393316148
ACH-000778,-0.13780250111856726
ACH-000781,-0.1910030728259438
ACH-000782,0.0016898980678798645
ACH-000783,-0.331306589068148
ACH-000784,-0.3069871224687736
ACH-000785,-0.2451983418328575
ACH-000787,-0.15791034562741507
ACH-000788,-0.14272665618259867
ACH-000791,-0.2825474359155702
ACH-000792,-0.2522575440928331
ACH-000794,-0.3420651578002641
ACH-000796,-0.15154465407451284
ACH-000798,-0.15866497414553507
ACH-000799,-0.13030665873319044
ACH-000800,-0.10928273733207436
ACH-000802,-0.2318617682548431
ACH-000804,-0.17417668541732054
ACH-000805,-0.20718566633486987
ACH-000809,-0.14166507909277326
ACH-000810,-0.055416200754566734
ACH-000811,-0.2193966777208914
ACH-000817,-0.18387041767438086
ACH-000819,-0.1424818200633605
ACH-000820,-0.30894250515430577
ACH-000821,-0.1521218459840455
ACH-000822,-0.17789915350349186
ACH-000823,-0.30824743047038217
ACH-000824,-0.21802494246074405
ACH-000827,-0.17973304845181293
ACH-000829,-0.25603144513340503
ACH-000831,-0.10166863711845818
ACH-000832,-0.1378201864549419
ACH-000833,-0.27233988559463873
ACH-000834,-0.2532879149788154
ACH-000835,-0.08335932271360877
ACH-000836,-0.2919184279061817
ACH-000837,-0.24017636094678366
ACH-000838,-0.2387892047698219
ACH-000839,-0.262458108264075
ACH-000840,-0.03257027442168192
ACH-000841,-0.2261313376476023
ACH-000843,-0.1803299801481462
ACH-000846,-0.11255059774465134
ACH-000847,-0.13126947304014372
ACH-000848,-0.12858737626641456
ACH-000849,-0.4049475326061917
ACH-000851,-0.3012214660451017
ACH-000855,-0.4054994015112259
ACH-000856,-0.1694398891571539
ACH-000858,-0.17872466731624462
ACH-000859,-0.26459458439520483
ACH-000861,-0.20311706229063295
ACH-000862,-0.1957325903362559
ACH-000865,-0.15670463548458574
ACH-000866,-0.20505019387525994
ACH-000867,-0.11196889636736364
ACH-000869,-0.2420939903058117
ACH-000872,-0.2406621666535445
ACH-000873,-0.1781724306234244
ACH-000876,-0.07179997909047331
ACH-000878,0.009412401648593782
ACH-000880,-0.20124649697239835
ACH-000881,-0.09905499999553433
ACH-000882,-0.16296592390553696
ACH-000884,-0.4232049069367748
ACH-000885,-0.12413264105609065
ACH-000887,-0.265172960842383
ACH-000889,-0.1759805076143889
ACH-000896,-0.10353736459407972
ACH-000898,-0.11720485689578405
ACH-000900,-0.15384660766965993
ACH-000901,-0.3025825269517833
ACH-000905,-0.18778154741792388
ACH-000906,-0.08855177660211133
ACH-000907,-0.14148342161523642
ACH-000910,-0.2588182369792714
ACH-000911,-0.27165880976694073
ACH-000912,-0.24916276963611095
ACH-000913,-0.28413382598884035
ACH-000915,-0.22044218295141255
ACH-000916,-0.4989900942463114
ACH-000917,-0.2246978564366022
ACH-000920,-0.045468656349467534
ACH-000921,0.024828470363564968
ACH-000924,-0.2520156161516041
