,TIMM9 (26520)
ACH-000004,-0.4625056399021741
ACH-000005,-0.6121995385989599
ACH-000007,-0.4541775252896639
ACH-000009,-0.8199875941018048
ACH-000011,-0.8466492952284932
ACH-000012,-0.6293969892813774
ACH-000013,-0.7409218845761644
ACH-000014,-0.5446659088909865
ACH-000015,-0.5716548586346738
ACH-000017,-0.32880224316269896
ACH-000018,-0.5510147269726758
ACH-000019,-0.27773556391100285
ACH-000021,-0.6087844558217594
ACH-000022,-0.4523665969983561
ACH-000025,-0.5634506854786021
ACH-000028,-0.4244868787288512
ACH-000030,-0.5103145069155056
ACH-000035,-0.6006876930411459
ACH-000036,-0.6104276009671107
ACH-000037,-0.4522454256878057
ACH-000039,-0.4422510678873016
ACH-000040,-0.5035989523925917
ACH-000041,-0.7141338823053182
ACH-000042,-0.3364657787759775
ACH-000045,-0.3737481280122873
ACH-000047,-0.4816313191031784
ACH-000052,-0.7989897393926569
ACH-000053,-0.4810954824827694
ACH-000054,-0.436639775622525
ACH-000055,-0.7669692920710616
ACH-000060,-0.663780522164334
ACH-000067,-0.564397105639475
ACH-000070,-0.5422404063030777
ACH-000075,-0.5013274663913723
ACH-000078,-0.5619374932393021
ACH-000082,-0.6054060486412529
ACH-000085,-0.3957567360815343
ACH-000086,-0.7584290970680733
ACH-000087,-0.4066853457340609
ACH-000092,-0.7080749166879396
ACH-000095,-0.30164220329843217
ACH-000097,-0.39068016337065625
ACH-000098,-0.8010741436069864
ACH-000099,-0.6372797216812502
ACH-000108,-0.3016257813158315
ACH-000113,-0.4949104879615567
ACH-000116,-0.6005598649141687
ACH-000118,-0.5357233077615424
ACH-000120,-0.5402342208235187
ACH-000123,-0.5936343837051222
ACH-000127,-0.4070567403351173
ACH-000128,-0.6437681741323904
ACH-000132,-0.6436015060471839
ACH-000133,-0.7661287727691314
ACH-000137,-0.7355224275606246
ACH-000138,-0.3975458742082771
ACH-000142,-0.6673751876925293
ACH-000143,-0.5548282715900025
ACH-000146,-0.2857217541041408
ACH-000148,-0.691883846679579
ACH-000150,-0.6629892190897304
ACH-000152,-0.7241549677323036
ACH-000153,-0.5479130701160642
ACH-000159,-0.3774611106870678
ACH-000160,-0.4560274462642471
ACH-000163,-0.5421795806865221
ACH-000167,-0.4708593729425506
ACH-000168,-0.2214064149075224
ACH-000169,-0.5413751384462056
ACH-000178,-0.5630509469376801
ACH-000183,-0.2407399358626939
ACH-000188,-0.5049349170182758
ACH-000189,-0.8310424233355009
ACH-000190,-0.7722613154343698
ACH-000198,-0.392728136580832
ACH-000203,-0.15603638457897964
ACH-000204,-0.44150800182482397
ACH-000206,-0.21322097201618748
ACH-000207,-0.38134872675035386
ACH-000208,-0.6838261975191978
ACH-000210,-0.7623441837821303
ACH-000211,-0.6705076681083589
ACH-000215,-0.7694517293383402
ACH-000221,-0.6011942208572048
ACH-000222,-0.4190346621743461
ACH-000223,-0.4296681458178386
ACH-000226,-0.5328219937567902
ACH-000227,-0.4140172082044361
ACH-000228,-0.7104890380337247
ACH-000231,-0.7730491489247571
ACH-000232,-0.7163472847228807
ACH-000233,-0.3144445772590907
ACH-000234,-0.6285199639150266
ACH-000235,-0.4344431913934365
ACH-000237,-0.7453911465540065
ACH-000238,-0.5375880890421344
ACH-000242,-0.5080365104413195
ACH-000243,-0.547465943584581
ACH-000244,-0.4018570161220141
ACH-000246,-0.8460811411246169
ACH-000248,-0.5215298226912257
ACH-000250,-0.7284933621026501
ACH-000251,-0.6041708873107375
ACH-000252,-0.571327015810117
ACH-000253,-0.3885344535941157
ACH-000255,-0.6663363259525495
ACH-000256,-0.6528751458855206
ACH-000257,-0.27180992967865264
ACH-000258,-0.4547512600450816
ACH-000259,-0.5082341816298139
ACH-000260,-0.6618206447076048
ACH-000261,-0.5476329804024885
ACH-000262,-0.5889846695028281
ACH-000263,-0.4100334247795824
ACH-000264,-0.4012312787994624
ACH-000265,-0.5774398896230957
ACH-000266,-0.23707412745505665
ACH-000272,-0.5805037720572843
ACH-000274,-0.2832722471244748
ACH-000277,-0.4281082935727333
ACH-000278,-0.8039296401800925
ACH-000279,-0.862593997122932
ACH-000280,-0.4834249309269647
ACH-000281,-0.6469456043143356
ACH-000288,-0.8149859514752968
ACH-000291,-0.5076286965233009
ACH-000293,-0.6137068495754844
ACH-000294,-0.30681902827957713
ACH-000295,-0.2689387375099855
ACH-000296,-0.7013254009617252
ACH-000302,-0.5145284906070999
ACH-000304,-0.3865987219595936
ACH-000307,-0.5418588748468726
ACH-000308,-0.2583453775092941
ACH-000310,-0.4600664700402734
ACH-000311,-0.3334216345037054
ACH-000312,-0.6099155898261185
ACH-000315,-0.3346842978328734
ACH-000316,-0.5650379842615503
ACH-000317,-0.8892589058694281
ACH-000318,-0.2449331163382117
ACH-000319,-0.5524785929940143
ACH-000320,-0.5280111279753056
ACH-000322,-0.29545881429754783
ACH-000323,-0.5522409956885863
ACH-000324,-0.6210929617054994
ACH-000329,-0.5754890943644443
ACH-000330,-0.4104560941098568
ACH-000331,-0.7396972756762588
ACH-000332,-0.4366667876716837
ACH-000334,-0.29296949235817343
ACH-000335,-0.5835138821015543
ACH-000336,-0.3992578605123437
ACH-000337,-0.5731382680402464
ACH-000338,-0.08276487318385221
ACH-000339,-0.5140004728551205
ACH-000341,-0.4950118112732401
ACH-000348,-0.5496454434004265
ACH-000350,-0.024416427994294446
ACH-000352,-0.22410036836650926
ACH-000356,-0.4766158646929261
ACH-000361,-0.4836959607640027
ACH-000362,-0.2524867971729943
ACH-000363,-0.1627431240856108
ACH-000364,-0.300467335288379
ACH-000365,-0.4252596502294744
ACH-000366,-0.6066747014724708
ACH-000368,-0.5389486989786942
ACH-000374,-0.7321693168446243
ACH-000375,-0.35729441659187644
ACH-000376,-0.6456272330117334
ACH-000381,-0.5286799584714668
ACH-000383,-0.3583916881739086
ACH-000387,-0.3114311462006015
ACH-000389,-0.5477937013969004
ACH-000390,-0.3156457965701497
ACH-000393,-0.6348831809755157
ACH-000395,-0.3878133258596612
ACH-000396,-0.36845957432242415
ACH-000397,-0.3704441688183087
ACH-000401,-0.3286932358367012
ACH-000402,-0.5243493052451718
ACH-000403,-0.4932479811541282
ACH-000404,-0.5631714097262422
ACH-000406,-0.6074721561983946
ACH-000407,-0.7696845679375716
ACH-000408,-0.6009603853412698
ACH-000410,-0.5380710404179865
ACH-000411,-0.6414847906656016
ACH-000414,-0.3811203519815484
ACH-000415,-0.6402827725596948
ACH-000416,-0.6983932291612843
ACH-000420,-0.5946882365246494
ACH-000421,-0.4343977253245487
ACH-000424,-0.5956124718597121
ACH-000425,-0.22159028349271453
ACH-000426,-0.1895307887758976
ACH-000427,-0.5414614779462429
ACH-000433,-0.7088017793655343
ACH-000435,-0.5383583582850845
ACH-000436,-0.2653239970139601
ACH-000444,-0.5367711736267557
ACH-000445,-0.5409371936138059
ACH-000448,-0.040746596352112883
ACH-000450,-0.3007946294506542
ACH-000452,-0.6437927174209549
ACH-000454,-0.6899325382371501
ACH-000458,-0.4943811524527073
ACH-000459,-0.4494871023884012
ACH-000460,-0.520781561655844
ACH-000461,-0.44494910146062605
ACH-000463,-0.4343928587606756
ACH-000464,-0.7858738271217184
ACH-000466,-0.4520124094322005
ACH-000467,-0.4555923809316972
ACH-000468,-0.5469374364775363
ACH-000469,-0.5112108359354441
ACH-000470,-0.4662542420102278
ACH-000471,-0.9218135918066056
ACH-000472,-0.5883482620081302
ACH-000473,-0.4783942674352928
ACH-000475,-0.7294982468863809
ACH-000476,-0.38254419869060696
ACH-000477,-0.3708701132659013
ACH-000479,-0.6933208272820688
ACH-000480,-0.5434737007825821
ACH-000481,-0.5603515131957576
ACH-000483,-0.41349997954010587
ACH-000484,-0.420384208971616
ACH-000485,-0.3752581968312843
ACH-000486,-0.4781102728156618
ACH-000487,-0.4782967374063404
ACH-000488,-0.5295996522470471
ACH-000490,-0.5839709553194692
ACH-000491,-0.2261266282603832
ACH-000495,-0.963117987693464
ACH-000496,-0.4953691332606234
ACH-000499,-0.5427783657387929
ACH-000500,-0.604187915301028
ACH-000502,-0.5221824540753144
ACH-000503,-0.508643776368642
ACH-000505,-0.5726192295110544
ACH-000507,-0.4295274268982755
ACH-000510,-0.7166880991146831
ACH-000511,-0.6255786707900912
ACH-000512,-0.6903389458754726
ACH-000516,-0.7768844451263923
ACH-000517,-0.2577114770349404
ACH-000518,-0.6406269215152121
ACH-000520,-0.6577766036841484
ACH-000521,-0.5125155289608654
ACH-000522,-0.6071454321371003
ACH-000524,-0.5653628321276639
ACH-000527,-0.5717750064468552
ACH-000528,-0.5883006677203343
ACH-000537,-0.5612111204663485
ACH-000541,-0.3104909998345965
ACH-000542,-0.7153442547367953
ACH-000544,-0.7108424854975159
ACH-000545,-0.6683367881329784
ACH-000547,-0.5116920627521819
ACH-000548,-0.5185931595478439
ACH-000549,-0.6334687942165761
ACH-000550,-0.5390032860100158
ACH-000552,-0.6894417836252086
ACH-000556,-0.607663535035588
ACH-000557,0.01182857024993297
ACH-000569,-0.5392364925681523
ACH-000570,-0.6132333726905712
ACH-000571,-0.4215063913889265
ACH-000573,-0.4872402451686193
ACH-000576,-0.39376206264402097
ACH-000579,-0.40009310079676397
ACH-000580,-0.38053831344097294
ACH-000584,-0.7451916146455363
ACH-000585,-0.4960585161250462
ACH-000588,-0.6190290272513698
ACH-000589,-0.3141478834434165
ACH-000591,-0.5853007272432681
ACH-000593,-0.5394751707310862
ACH-000600,-0.4327410636907178
ACH-000601,-0.5784160218011388
ACH-000605,-0.4400905946233205
ACH-000606,-0.619608118049312
ACH-000608,-0.42721801017337696
ACH-000614,-0.3534245715008621
ACH-000616,-0.5799028392885951
ACH-000618,-0.4578657778181711
ACH-000619,-0.6011672697251628
ACH-000620,-0.5458843288233549
ACH-000621,-0.4400506695453941
ACH-000622,-0.7340807934622493
ACH-000623,-0.7081445057218646
ACH-000624,-0.4868169461705695
ACH-000627,-0.6028522629823064
ACH-000630,-0.4884399791415352
ACH-000631,-0.7513742565278104
ACH-000632,-0.5514817060740872
ACH-000633,-0.650603360798456
ACH-000637,-0.4907327241005733
ACH-000638,-0.3479640366923065
ACH-000646,-0.4144268409780403
ACH-000647,-0.4253741977828968
ACH-000648,-0.6148755801535911
ACH-000649,-0.7646447390755291
ACH-000651,-0.6829147185239104
ACH-000652,-0.5862531206788685
ACH-000653,-0.3767201954572638
ACH-000657,-0.5620908357544159
ACH-000658,-0.4643709411781735
ACH-000661,-0.2402191706572667
ACH-000662,-0.27013144546810725
ACH-000663,-0.6123204096000882
ACH-000665,-0.735458838941012
ACH-000671,-0.3861368386967974
ACH-000672,-0.8232171631550129
ACH-000673,-0.6910795142182892
ACH-000676,-0.5634361348172799
ACH-000677,-0.2574824474233401
ACH-000681,-0.4440066626746385
ACH-000683,-0.6615956781209362
ACH-000684,-0.8917440614782222
ACH-000688,-0.4585539123538222
ACH-000693,-0.5795677795305201
ACH-000694,-0.5204821355432255
ACH-000695,-0.2842321402122843
ACH-000696,-0.6382389322682751
ACH-000697,-0.7288282462520744
ACH-000699,-0.7476195617048955
ACH-000701,-0.3456093239361808
ACH-000706,-0.6526925784224612
ACH-000711,-0.7076143524507359
ACH-000713,-0.6991603368206258
ACH-000714,-0.6056827636140133
ACH-000718,-0.3590237966202001
ACH-000720,-0.5849960116731181
ACH-000721,-0.7178426607692927
ACH-000724,-0.29962012142131395
ACH-000725,-0.05802491635217461
ACH-000732,-0.450415227108969
ACH-000734,-0.7655697430914729
ACH-000735,-0.4639170088052098
ACH-000736,-0.5181121286007991
ACH-000738,-0.6380456683859639
ACH-000746,-0.1997642295724548
ACH-000747,-0.6424862759502186
ACH-000748,-0.5669611548819052
ACH-000753,-0.6255276642971731
ACH-000756,-0.7000757492515977
ACH-000757,-0.6925339693806343
ACH-000758,-0.5935764629693092
ACH-000760,-0.6364485485626429
ACH-000762,-0.6129407770822274
ACH-000763,-0.593625266236819
ACH-000764,-0.6234838163209732
ACH-000765,-0.6771995506836024
ACH-000766,-0.4417965869937965
ACH-000767,-0.17704279308554988
ACH-000768,-0.5870507036215996
ACH-000769,-0.4514014292367698
ACH-000770,-0.595572461513053
ACH-000771,-0.6136924752240539
ACH-000773,-0.3285752483535511
ACH-000776,-0.5723243463842564
ACH-000777,-0.5730236590930747
ACH-000778,-0.4480537752184117
ACH-000781,-0.6231412712342361
ACH-000782,-0.4624006354605647
ACH-000783,-0.16124615924180188
ACH-000784,-0.6081963611522243
ACH-000785,-0.1512032983358708
ACH-000787,-0.5078527883887449
ACH-000788,-0.7243041696371841
ACH-000791,-0.4231175719832262
ACH-000792,-0.4494318543634632
ACH-000794,-0.6089987837569747
ACH-000796,-0.1114617073929415
ACH-000798,-0.36873237744596893
ACH-000799,-0.6185089630697033
ACH-000800,-0.5793933930712128
ACH-000802,-0.4626085845947678
ACH-000804,-0.4605020052284318
ACH-000805,-0.7042521019966055
ACH-000809,-0.36311153093204457
ACH-000810,-0.3464642753742723
ACH-000811,-0.6309151512523342
ACH-000817,-0.5901013576367065
ACH-000819,-0.6340824903506247
ACH-000820,-0.7626585935840205
ACH-000821,-0.4261793233702156
ACH-000822,-0.14143973714976546
ACH-000823,-0.4783093573230913
ACH-000824,-0.3015608121069363
ACH-000827,-0.5829934779859542
ACH-000829,-0.2708304331151345
ACH-000831,-0.6045002084853998
ACH-000832,-0.5885622135115309
ACH-000833,-0.3313166822102209
ACH-000834,-0.519382992086169
ACH-000835,-0.5071812809377465
ACH-000836,-0.5951026670640933
ACH-000837,-0.4770423742997184
ACH-000838,-0.41574822208418777
ACH-000839,-0.6065688706864222
ACH-000840,-0.6058404542674446
ACH-000841,-0.6847631633865849
ACH-000843,-0.689199884414779
ACH-000846,-0.21315691722438665
ACH-000847,-0.6334570335888778
ACH-000848,-0.6135514511531619
ACH-000849,-0.768227137167674
ACH-000851,-0.6592664899030285
ACH-000855,-0.6599347380603859
ACH-000856,-0.4539333272364618
ACH-000858,-0.42404913779816783
ACH-000859,-0.6586567689983406
ACH-000861,-0.4557584358373445
ACH-000862,-0.4288942194880904
ACH-000865,-0.6178719639402708
ACH-000866,-0.6813962861152204
ACH-000867,-0.04322733603409794
ACH-000869,-0.15611897810610148
ACH-000872,-0.44080712789362986
ACH-000873,-0.4728337685288418
ACH-000876,-0.15288298499372244
ACH-000878,-0.6382782141161193
ACH-000880,-0.2317042015706335
ACH-000881,-0.4915641916358289
ACH-000882,-0.367253451590992
ACH-000884,-0.6156862379554779
ACH-000885,-0.6132600669186966
ACH-000887,-0.5972672304872243
ACH-000889,-0.4049426215490041
ACH-000896,-0.7109351950761923
ACH-000898,-0.5349104925147083
ACH-000900,-0.525120477452399
ACH-000901,-0.6261186177543024
ACH-000905,-0.6309641757596062
ACH-000906,-0.6343577117421328
ACH-000907,-1.1001409196834442
ACH-000910,-0.2878344929909451
ACH-000911,-0.5342213779838118
ACH-000912,-0.6052820529130221
ACH-000913,-0.4853675325676822
ACH-000915,-0.5171970992581418
ACH-000916,-0.2851483245930965
ACH-000917,-0.6333409416128012
ACH-000920,-0.5591039156757064
