,CENPK (64105)
ACH-000004,-0.9977896083340544
ACH-000005,-0.6526643534962974
ACH-000007,-1.062034139938665
ACH-000009,-0.9980432031300782
ACH-000011,-0.6461656135305479
ACH-000012,-1.0390069486542128
ACH-000013,-1.1228606738906135
ACH-000014,-1.1331941625586328
ACH-000015,-1.0983228867719117
ACH-000017,-1.2668867785219098
ACH-000018,-1.1295863196447748
ACH-000019,-0.826137702167712
ACH-000021,-0.9518001997011778
ACH-000022,-1.0305340248106232
ACH-000025,-1.0343240378453138
ACH-000028,-0.967941919327268
ACH-000030,-1.1038683093146449
ACH-000035,-0.8895438224917009
ACH-000036,-0.9739415080686558
ACH-000037,-1.2349341855677838
ACH-000039,-1.0743626252230136
ACH-000040,-1.064467793023319
ACH-000041,-1.1018692396325254
ACH-000042,-1.1096554515053816
ACH-000045,-0.9415228384489194
ACH-000047,-1.1288439387832112
ACH-000052,-1.0395422474803588
ACH-000053,-1.023202266599098
ACH-000054,-1.0895301990990578
ACH-000055,-1.1630610088682218
ACH-000060,-0.8887320355993237
ACH-000067,-0.9709982281876206
ACH-000070,-0.9214684579601844
ACH-000075,-0.8472870534838194
ACH-000078,-1.2652467692530454
ACH-000082,-0.9618023929277371
ACH-000085,-0.8569671769397081
ACH-000086,-0.9287544032310232
ACH-000087,-0.7847831780100074
ACH-000092,-0.9626877742332584
ACH-000095,-1.1874322655009135
ACH-000097,-0.9741798178809248
ACH-000098,-0.7822426666768906
ACH-000099,-0.9020280349816412
ACH-000108,-1.0022974832105582
ACH-000113,-1.098557463958666
ACH-000116,-1.1176065815913352
ACH-000118,-0.9327894912723338
ACH-000120,-1.0521150395849406
ACH-000123,-1.0558909394712614
ACH-000127,-1.0398366308551208
ACH-000128,-1.052537993303545
ACH-000132,-0.9617323836266972
ACH-000133,-0.9497992226149696
ACH-000137,-1.0941518476819354
ACH-000138,-1.0529442253987655
ACH-000142,-1.119586011890123
ACH-000143,-0.8827684387488416
ACH-000146,-0.8359325721293948
ACH-000148,-1.124018847483336
ACH-000150,-0.9026058170671238
ACH-000152,-0.8136574046188596
ACH-000153,-1.0137730829643476
ACH-000159,-0.9021174549162728
ACH-000160,-0.9168694373510262
ACH-000163,-1.0680728948170577
ACH-000167,-1.0831683781808672
ACH-000168,-1.029040152181372
ACH-000169,-1.1761727018929036
ACH-000178,-0.9685408829754488
ACH-000183,-0.9705584886889732
ACH-000188,-1.147337488082859
ACH-000189,-1.085093455135712
ACH-000190,-0.8731248066354588
ACH-000198,-1.1003339587688208
ACH-000203,-1.4164521194631192
ACH-000204,-0.8532538740947232
ACH-000206,-0.8455502519049105
ACH-000207,-0.7819813547753531
ACH-000208,-0.8965238426118505
ACH-000210,-0.921673564881304
ACH-000211,-1.0052012987698855
ACH-000215,-1.0788473873465512
ACH-000221,-1.0843575177339722
ACH-000222,-1.1000570746541427
ACH-000223,-1.021712423908616
ACH-000226,-0.975637490510676
ACH-000227,-1.1461709646862903
ACH-000228,-0.9882716948800468
ACH-000231,-0.9643837142681484
ACH-000232,-0.9439638602349674
ACH-000233,-0.8514602007672921
ACH-000234,-1.2384610969122127
ACH-000235,-0.9873733027608644
ACH-000237,-1.1819001533295959
ACH-000238,-1.0472695953016424
ACH-000242,-1.0495626027692628
ACH-000243,-1.0742131223222149
ACH-000244,-1.1061330921660697
ACH-000246,-1.0181501793286196
ACH-000248,-0.8889436811397106
ACH-000250,-0.842439097978413
ACH-000251,-0.8676642929147316
ACH-000252,-1.4195502848905193
ACH-000253,-0.8918321266798973
ACH-000255,-1.1557791609172965
ACH-000256,-1.1142012655079698
ACH-000257,-1.218264275975108
ACH-000258,-0.9177970596644172
ACH-000259,-1.0533849770152948
ACH-000260,-1.1494470763038365
ACH-000261,-1.0612756153633962
ACH-000262,-0.8589696359103879
ACH-000263,-1.3859551827258516
ACH-000264,-1.1456071790965017
ACH-000265,-1.0589904898558002
ACH-000266,-0.9335509724955656
ACH-000272,-1.0086658430511195
ACH-000274,-1.1184438004699924
ACH-000277,-0.8912392405780722
ACH-000278,-1.3640072289357204
ACH-000279,-1.2467901310526328
ACH-000280,-0.8417741949083316
ACH-000281,-0.9511334697664152
ACH-000288,-1.0627754324499896
ACH-000291,-0.8127723288074316
ACH-000293,-1.11022908818809
ACH-000294,-1.1861098698202237
ACH-000295,-0.9415270167857756
ACH-000296,-1.0931550573729307
ACH-000302,-1.1376284095457256
ACH-000304,-1.0709071474481908
ACH-000307,-0.879983151160093
ACH-000308,-1.006596927133667
ACH-000310,-0.9177390443018912
ACH-000311,-0.8851410223544691
ACH-000312,-1.014579035949451
ACH-000315,-0.8037916336843546
ACH-000316,-1.1145361460470748
ACH-000317,-1.1362344171327063
ACH-000318,-1.2386588717574127
ACH-000319,-1.2902203025646235
ACH-000320,-0.9278672076426072
ACH-000322,-0.8426779950359
ACH-000323,-1.0484211327118451
ACH-000324,-1.0218048466121836
ACH-000329,-0.984442569282034
ACH-000330,-0.8780774393304097
ACH-000331,-1.1038227530792146
ACH-000332,-0.9063395275157476
ACH-000334,-0.8965796485027476
ACH-000335,-0.8271476422540888
ACH-000336,-1.240061116751255
ACH-000337,-1.0066382979267303
ACH-000338,-1.512305300476212
ACH-000339,-0.9890568307251356
ACH-000341,-0.9402692890739563
ACH-000348,-1.0869885648231583
ACH-000350,-0.9899883961710894
ACH-000352,-1.278994936055628
ACH-000356,-0.961762241604996
ACH-000361,-1.175540955735095
ACH-000362,-0.9949130464475886
ACH-000363,-0.5871745818567343
ACH-000364,-1.2571751806334173
ACH-000365,-0.9829465098329354
ACH-000366,-0.9483370200940268
ACH-000368,-1.138842908167596
ACH-000374,-1.1213073922039962
ACH-000375,-0.9326897834270872
ACH-000376,-0.7748659013337081
ACH-000381,-1.0592339807009872
ACH-000383,-0.8938385204813292
ACH-000387,-1.1400274903815075
ACH-000389,-0.9052446691700752
ACH-000390,-0.9709304425294888
ACH-000393,-1.1980321605416184
ACH-000395,-1.2114492432635566
ACH-000396,-1.0965059001590851
ACH-000397,-1.216357073950341
ACH-000401,-0.8533013547727328
ACH-000402,-0.9719031682373852
ACH-000403,-0.947191396773968
ACH-000404,-1.0410769995828977
ACH-000406,-1.0258808514942264
ACH-000407,-1.144478452455205
ACH-000408,-1.1302508566904188
ACH-000410,-0.9736850481835212
ACH-000411,-0.9834903622216716
ACH-000414,-1.1458064770243293
ACH-000415,-1.1401097148876902
ACH-000416,-1.1191128281958511
ACH-000420,-0.805051084764636
ACH-000421,-0.961076537368751
ACH-000424,-0.9451925120293314
ACH-000425,-1.2407233300899183
ACH-000426,-0.7345310068353837
ACH-000427,-0.4824559086408114
ACH-000433,-0.7618035546436567
ACH-000435,-1.3142783767242543
ACH-000436,-1.02902624822351
ACH-000444,-0.8055180862722847
ACH-000445,-0.7217721481525711
ACH-000448,-0.9955502609269232
ACH-000450,-0.8086980156139517
ACH-000452,-1.0440121634450734
ACH-000454,-0.8500375034214841
ACH-000458,-1.0332845726838729
ACH-000459,-0.8092357210364953
ACH-000460,-0.8731326608490095
