,PLAU (5328)
ACH-000004,-0.048825544754014384
ACH-000005,0.12443066774644401
ACH-000007,0.24002943743635186
ACH-000009,-0.07945912356227124
ACH-000011,-0.035297883960741176
ACH-000012,-0.1307826445811149
ACH-000013,-0.0485601693296954
ACH-000014,-0.13343183402005795
ACH-000015,-0.11305184652258375
ACH-000017,-0.05250595737699106
ACH-000018,-0.1720109373844957
ACH-000019,-0.08840777847110592
ACH-000021,-0.006372036255897984
ACH-000022,-0.07268687221244152
ACH-000025,-0.09583824646911256
ACH-000028,-0.03468779990031421
ACH-000030,-0.2772624982774748
ACH-000035,-0.09626785712206873
ACH-000036,0.026995170349564283
ACH-000037,-0.03118547862929105
ACH-000039,0.04246228013959358
ACH-000040,-0.058459034855608334
ACH-000041,-0.16940376870675164
ACH-000042,-0.07617993682021766
ACH-000045,-0.12672391090863475
ACH-000047,-0.031894486489102584
ACH-000052,-0.3155026045453141
ACH-000053,-0.02448494600152693
ACH-000054,-0.07307576740259793
ACH-000055,-0.11621105267316904
ACH-000060,0.02599211559498686
ACH-000067,-0.0920088049907338
ACH-000070,-0.23009753542646985
ACH-000075,0.07631783312759692
ACH-000078,-0.07070088281372781
ACH-000082,-0.03073129895124373
ACH-000085,-0.2050489652320448
ACH-000086,-0.15988993591262235
ACH-000087,-0.19890219021891686
ACH-000092,0.009246740775103715
ACH-000095,-0.050168631236336525
ACH-000097,-0.0022730537290770922
ACH-000098,-0.07534705471465564
ACH-000099,-0.043490255872346735
ACH-000108,-0.1281625351103827
ACH-000113,-0.015567112524588396
ACH-000116,0.034992009727696435
ACH-000118,-0.08510724147008378
ACH-000120,-0.14196903622703105
ACH-000123,-0.013053152171889765
ACH-000127,-0.12403613233621255
ACH-000128,-0.0754510739685398
ACH-000132,-0.03706276325039344
ACH-000133,-0.20963993312845186
ACH-000137,-0.046137942961784126
ACH-000138,-0.014975651033191891
ACH-000142,0.027718568973413054
ACH-000143,-0.24939473763118106
ACH-000146,-0.03205030926838631
ACH-000148,-0.09640867395419137
ACH-000150,-0.14947627106960992
ACH-000152,-0.09821451708462156
ACH-000153,-0.08963248036848874
ACH-000159,0.06996547237536238
ACH-000160,-0.1978203907943604
ACH-000163,-0.03176180141669524
ACH-000167,0.43705001993406944
ACH-000168,-0.11794389504254504
ACH-000169,-0.0202525815520112
ACH-000178,-0.010369993054889715
ACH-000183,-0.15831427424948993
ACH-000188,-0.08694956356321637
ACH-000189,-0.04589381733471918
ACH-000190,-0.10276350671150512
ACH-000198,-0.15478817059224173
ACH-000203,-0.013782835530638866
ACH-000204,0.046607757774335325
ACH-000206,-0.05763734474559137
ACH-000207,-0.07989360748912253
ACH-000208,-0.057971885791576326
ACH-000210,-0.13044368597032482
ACH-000211,-0.0021755360222680373
ACH-000215,0.00807966959211592
ACH-000221,-0.11489616902449926
ACH-000222,0.06589909789238413
ACH-000223,-0.10463778742075328
ACH-000226,-0.1518748963174526
ACH-000227,-0.182104099957294
ACH-000228,-0.12345108337568972
ACH-000231,-0.08568030199439437
ACH-000232,-0.048531047647693865
ACH-000233,-0.061551694386884764
ACH-000234,-0.09079335672235292
ACH-000235,-0.057477310460261125
ACH-000237,-0.1126816317993968
ACH-000238,-0.02344688571353604
ACH-000242,0.2280906467400577
ACH-000243,-0.06371733335621703
ACH-000244,-0.013607818699385226
ACH-000246,0.052854625097242564
ACH-000248,-0.1238057266045183
ACH-000250,0.010239239714200923
ACH-000251,-0.08292827362270097
ACH-000252,-0.023387610668634942
ACH-000253,-0.09419692489898368
ACH-000255,-0.1975841179255492
ACH-000256,-0.12201816192217707
ACH-000257,-0.017887474401408927
ACH-000258,-0.20747448735697055
ACH-000259,-0.09816803007946603
ACH-000260,0.023226164879530813
ACH-000261,-0.11893537899860515
ACH-000262,-0.008526191222652049
ACH-000263,-0.18700600380818846
ACH-000264,-0.04867506426215285
ACH-000265,-0.044024157005511336
ACH-000266,-0.037190552000610465
ACH-000272,-0.01001574924902988
ACH-000274,-0.01383376396869418
ACH-000277,-0.0771343071139687
ACH-000278,0.0010587407074215873
ACH-000279,-0.1551719870249853
ACH-000280,-0.15448741226872373
ACH-000281,-0.1469592031983405
ACH-000288,-0.09332772767344644
ACH-000291,-0.04033099205522718
ACH-000293,-0.14720988817185393
ACH-000294,-0.2231596447860795
ACH-000295,-0.16600206452400518
ACH-000296,0.07452515050266953
ACH-000302,-0.15408096854362066
ACH-000304,-0.03858145422652014
ACH-000307,-0.012502466622726069
ACH-000308,-0.028907868883065777
ACH-000310,-0.09549214669766427
ACH-000311,-0.02883654243845058
ACH-000312,-0.1648367127960071
ACH-000315,-0.1639365182713873
ACH-000316,0.009367639218324264
ACH-000317,-0.025568772667635745
ACH-000318,-0.2102123554423332
ACH-000319,-0.09557442755575972
ACH-000320,-0.2842609752433645
ACH-000322,-0.1132941460907182
ACH-000323,-0.002986174599069532
ACH-000324,-0.07651661154946494
ACH-000329,-0.10309743626153912
ACH-000330,-0.1988471149292204
ACH-000331,-0.1178254583989307
ACH-000332,-0.08257673947631529
ACH-000334,-0.0967050315914538
ACH-000335,0.0050421466378271435
ACH-000336,-0.1019008109490898
ACH-000337,-0.04934941959593795
ACH-000338,-0.537964445737303
ACH-000339,-0.015692120428079437
ACH-000341,0.1555276195743128
ACH-000348,-0.005441163914949505
ACH-000350,-0.051404004265830534
ACH-000352,-0.02667922110971189
ACH-000356,-0.1544669208525091
ACH-000361,0.054988164919046734
ACH-000362,-0.07314045731536631
ACH-000363,-0.02788103827768415
ACH-000364,-0.06996216008177616
ACH-000365,-0.05091232206183199
ACH-000366,-0.05138569079109384
ACH-000368,-0.025198552060325057
ACH-000374,-0.09044577016193624
ACH-000375,-0.09348729268070262
ACH-000376,-0.14718718646694215
ACH-000381,0.08219839541083898
ACH-000383,0.011797822145787682
ACH-000387,-0.12913049163860882
ACH-000389,-0.14170428580130565
ACH-000390,-0.029143811580417345
ACH-000393,0.083974410203874
ACH-000395,-0.13984552757795185
ACH-000396,0.2062751976366048
ACH-000397,0.04522471082752366
ACH-000401,-0.013876859987390891
ACH-000402,-0.2489065226901629
ACH-000403,-0.041802518449180655
ACH-000404,-0.10139213316786944
ACH-000406,-0.04889184323282833
ACH-000407,0.014105989738592218
ACH-000408,-0.10685813160682997
ACH-000410,-0.04124886615689237
ACH-000411,0.006731936977653309
ACH-000414,-0.00458993925417343
ACH-000415,-0.2429277311219793
ACH-000416,-0.03412797464737154
ACH-000420,-0.06716473782241941
ACH-000421,-0.0306521445162202
ACH-000424,-0.015309122676307374
ACH-000425,-0.17673431743946508
ACH-000426,-0.275253516805192
ACH-000427,0.011402558106830288
ACH-000433,0.06745642627724603
ACH-000435,-0.13057502179137273
ACH-000436,-0.07335209679659488
ACH-000444,-0.09828112879043366
